Title_A,Authors_A,ISBN13_A,Pages_A,Rating_A,Ratings_Count_A,Publisher_A,Publish_Date_A,Title_B,Authors_B,ISBN13_B,Pages_B,Rating_B,Ratings_Count_B,Publisher_B,Publish_Date_B,Gold
My Future Is in America: Autobiographies of Eastern European Jewish Immigrants,"Jocelyn Cohen, Daniel Soyer",9780814716953.0,329,2.8,5,New York University Press,April 1st 2008,My Future Is in America: Autobiographies of Eastern European Jewish Immigrants,Jocelyn Cohen,9780814716953.0,329.0,,,New York University Press,04/05/2008,1
Seychelles Global Citizen: The Autobiography of the Founding President,James R. Mancham,9781557788870.0,350,3.0,1,Paragon House,September 1st 2009,Seychelles Global Citizen: The Autobiography of the Founding President,James Mancham,9781557788870.0,350.0,,,Paragon House Publishers,09/01/2009,1
The River of No Return: The Autobiography of a Black Militant and the Life and Death of SNCC,Cleveland Sellers,9780878054749.0,289,3.9,52,University Press of Mississippi,October 1st 1990,The River of No Return: The Autobiography of a Black Militant and the Life and Death of SNCC / Edition 1,Cleveland Sellers,9780878054749.0,296.0,,,University Press of Mississippi,10/01/1990,1
American Autobiography: The Prophetic Mode,G. Thomas Couser,9780870232633.0,222,0.0,0,University of Massachusetts Press,April 30th 1979,Amer Autobiography,R. S. Perinbanayagam,9780870232633.0,240.0,,,University of Massachusetts Press,04/30/1979,1
Maradona: The Autobiography of Soccer's Greatest and Most Controversial Star,"Diego Maradona, Mark Weinstein",,328,4.33,3,Skyhorse Publishing,April 1st 2013,Maradona: The Autobiography of Soccer's Greatest and Most Controversial Star,Diego Armando Maradona,9781616081867.0,328.0,3.0,6.0,Skyhorse Publishing,02/23/2011,1
"Billy ""the Hill"" and the Jump Hook: The Autobiography of a Forgotten Basketball Legend","Billy McGill, Eric Brach",9780803246874.0,328,4.75,8,University of Nebraska Press,November 1st 2013,Billy the Hill and the Jump Hook: The Autobiography of a Forgotten Basketball Legend,"Billy McGill, Eric Brach",9780803246874.0,328.0,,,UNP - Nebraska,11/01/2013,1
All My Yesterdays: An Autobiography,Cecil Lewis,9781852304058.0,0,4.0,1,Element Books,,All My Yesterdays: An Autobiography,Cecil Lewis,9781852304058.0,224.0,,,HarperCollins Publishers,04/28/1993,1
Of People and Plants: The Autobiography of Europe's Most Celebrated Healer,Maurice Mességué,9780892814374.0,336,4.13,23,Healing Arts Press,October 1st 1991,Of People and Plants: The Autobiography of Europe's Most Celebrated Healer,"Maurice Messegue, Maurice Messigui",9780892814374.0,336.0,,,Inner Traditions/Bear &amp; Company,10/28/1991,1
The Autobiography of Jenny X,Lisa Dierbeck,,0,3.0,32,,,The Autobiography of Jenny X,Lisa Dierbeck,2940013409125.0,288.0,,,OR Books,11/30/2010,1
Elizabeth of Toro: The Odyssey of an African Princess: An Autobiography,Elizabeth Nyabongo,9780671673963.0,287,3.75,4,Simon & Schuster,January 1st 1989,Elizabeth of Toro: The Autobiography of an African Princess,Elizabeth Nyabongo,9780671673963.0,287.0,,,Touchstone,08/15/1989,1
Boundless Horizons: The Autobiography of Chris Bonington,Chris Bonington,9780898867558.0,672,3.62,8,Mountaineers Books,August 3rd 2000,Boundless Horizons: The Autobiography of Chris Bonington,Chris Bonington,9780898867558.0,672.0,,,"Mountaineers Books, The",09/01/2000,1
Autobiography of a Restless Mind: Reflections on the Human Condition,Dee Hock,,248,4.0,2,iUniverse,December 13th 2012,Autobiography of a Restless Mind: Reflections on the Human Condition,Dee Hock,9781475978681.0,248.0,,,"iUniverse, Incorporated",05/03/2013,1
Five Rounds Rapid!: The Autobiography of Nicholas Courtney,"Nicholas Courtney, John Nathan-Turner",9781852277826.0,128,4.0,8,Virgin Publishing,November 28th 1998,Five Rounds Rapid: The Autobiography of Nicholas Courtney,"Virgin Publishing, Nicholas Courtney, N. Courtney",9781852277826.0,128.0,,,Virgin Books,01/28/1999,1
Bitch!: The Autobiography of Lady Lawford,Lady Lawford,9780828321174.0,176,1.67,3,Branden Books,December 1st 2006,Bitch!: The Autobiography of Lady Lawford,Lady May Lawford,9780828321174.0,174.0,,,Branden Books,01/01/1986,1
Musui's Story: The Autobiography of a Tokugawa Samurai,"Kokichi Katsu, Ando Hiroshige, Teruko Craig",9780816512560.0,174,3.48,407,University of Arizona Press,July 1st 1988,Musui's Story: The Autobiography of a Tokugawa Samurai / Edition 1,Kokichi Katsu,9780816512560.0,178.0,,,University of Arizona Press,07/01/1991,1
Red Autobiographies: Initiating the Bolshevik Self,Igal Halfin,9780295991122.0,224,3.0,3,University of Washington Press,February 4th 2011,Red Autobiographies: Initiating the Bolshevik Self,Igal Halfin,9780295991122.0,206.0,,,University of Washington Press,02/07/2011,1
"The Biography and Autobiography of Sherlock Holmes: Being a one volume, two book edition of My Brother, Sherlock and Montague Notations",Don Libey,9781491036860.0,240,4.46,13,CreateSpace Independent Publishing Platform,September 4th 2013,"The Biography and Autobiography of Sherlock Holmes: Being a one volume, two book edition of My Brother, Sherlock and Montague Notations","Sherlock Holmes, Mycroft Holmes",9781491036860.0,240.0,,,CreateSpace Independent Publishing Platform,09/04/2013,1
Against the Wind: An Autobiography,Geoffrey Household,,238,3.2,5,Littl,1958,Against the Wind: An Autobiography,Geoffrey Household,9781504008150.0,238.0,,,Open Road Media,03/24/2015,1
White Lightning: The Autobiography,Allan Donald,9780002188883.0,269,3.5,6,Johnathan Ball,January 1st 1999,White Lightning: The Autobiography,Allan Donald,9780002188883.0,288.0,,,HarperCollins Publishers,01/28/1999,1
A Daughter of Han: The Autobiography of a Chinese Working Woman (Light on China ),"Ning Lao T'ai-T'ai, Ida Pruitt",9780804706063.0,264,3.55,237,Stanford University Press,June 1st 1945,A Daughter of Han: The Autobiography of a Chinese Working Woman,"Ida Pruitt, Lao T'Ai-T'ai Ning",9780804706063.0,264.0,,,Stanford University Press,06/01/1945,1
Bruno Sammartino: An Autobiography of Wrestling's Living Legend,Bob Michelucci,9781440476983.0,276,3.31,13,Createspace,November 1st 2008,Bruno Sammartino: an Autobiography of Wrestling's Living Legend,"Bob Michelucci, Paul McCollough",9781440476983.0,276.0,,,CreateSpace Publishing,11/29/2008,1
A Weight Off My Mind: My Autobiography,Richard  Hughes,9781908216069.0,293,4.09,11,Raceform,April 1st 2012,A Weight Off My Mind: My Autobiography,Richard Hughes,9781908216069.0,,,,Raceform,04/28/2012,1
Autobiography of Mother Jones,"Mary Harris Jones, Mary Field Parton, Clarence Darrow",9780486436456.0,160,3.96,107,Dover Publications,February 29th 2012,Autobiography Of Mother Jones,Mary Harris Jones,9780486436456.0,160.0,,,Dover Publications,02/29/2012,1
My Inventions: The Autobiography of Nikola Tesla,Nikola Tesla,,68,4.02,1661,,,My Inventions: The Autobiography of Nikola Tesla,Nikola Tesla,9781633842304.0,80.0,3.6,14.0,"Wilder Publications, Inc.",07/23/2014,1
Dreaming in Color: An Autobiography,Kaffe Fassett,9781584799962.0,224,4.22,125,Stewar,September 15th 2012,Kaffe Fassett: Dreaming in Color: An Autobiography,Kaffe Fassett,9781584799962.0,224.0,5.0,1.0,STC Craft/A Melanie Falick Book,09/15/2012,1
"Slave Testimony: Two Centuries of Letters, Speeches, Interviews, and Autobiographies",John W. Blassingame,9780807102732.0,777,4.37,30,Lsu Press,June 1st 1977,"Slave Testimony: Two Centuries of Letters, Speeches, Interviews, and Autobiographies",John W. Blassingame,9780807102732.0,777.0,,,Louisiana State University Press,06/28/1977,1
Steve Jobs Bio: The Unauthorized Autobiography,J.T. Owens,,0,4.64,22,Smashwords Edition,September 28th 2014,Steve Jobs Bio: The Unauthorized Autobiography,J.T. Owens,2940046205206.0,,5.0,3.0,J.T. Owens,09/28/2014,1
James Arness: An Autobiography,"James Arness, James E. Wise Jr.",9780786433162.0,331,4.23,31,McFarland & Company,July 1st 2008,James Arness: An Autobiography,James Arness,9780786433162.0,344.0,4.4,5.0,"McFarland &amp; Company, Incorporated Publishers",04/03/2008,1
Sammy Sosa: An Autobiography,"Sammy Sosa, Marcos Bret?n",9780446527354.0,224,2.87,38,Grand Central Publishing,May 4th 2000,Sammy Sosa,"Sammy Sosa, Marcos Bretó N., Marcos Breton",9780446527354.0,244.0,5.0,2.0,Grand Central Publishing,07/25/2005,1
Antonin Raymond: An Autobiography,Antonin Raymond,9780804810449.0,328,4.0,1,Tuttle Publishing,1973,Antonin Raymond: An Autobiography,Antonin Raymond,9780804810449.0,328.0,,,Tuttle Publishing,01/01/1972,1
Dr. J: The Autobiography,"Julius Erving, Karl Taro Greenfeld",,465,3.96,301,Harper,November 5th 2013,Dr. J: The Autobiography,"Julius Erving, Karl Taro Greenfeld",9780062188038.0,448.0,4.4,9.0,HarperCollins Publishers,11/05/2013,1
The Uses of Autobiography,Julia Swindells,9780748403660.0,227,4.0,1,Taylor & Francis Group,November 27th 1995,The Uses Of Autobiography,"Julia Swindells Homerton College, Cambridge.",9780748403660.0,227.0,,,Taylor &amp; Francis,12/01/1995,1
"Billy ""the Hill"" and the Jump Hook: The Autobiography of a Forgotten Basketball Legend","Billy McGill, Eric Brach",9780803246874.0,328,4.75,8,University of Nebraska Press,November 1st 2013,Billy the Hill and the Jump Hook: The Autobiography of a Forgotten Basketball Legend,"Billy McGill, Eric Brach",9780803246874.0,328.0,,,UNP - Nebraska,11/01/2013,1
With Head and Heart: The Autobiography of Howard Thurman,Howard Thurman,9780156976480.0,304,4.41,102,Mariner Books,October 14th 1981,With Head And Heart,Howard Thurman,9780156976480.0,298.0,5.0,1.0,Houghton Mifflin Harcourt,10/14/1981,1
The Autobiography of G. K. Chesterton,"G.K. Chesterton, Randall Paine",9781586170714.0,336,4.11,252,Ignatius Press,April 30th 2006,The Autobiography of G. K. Chesterton,G. K. Chesterton,9781586170714.0,336.0,,,Ignatius Press,04/01/2006,1
A Life in the Movies: An Autobiography,Fred Zinnemann,9780684190501.0,256,3.25,4,Scribner Book Company,December 31st 1992,My Life in the Movies: An Autobiography,Fred Zinnemann,9780684190501.0,288.0,,,Cengage Gale,03/01/1992,1
"The Colored Cadet at West Point: Autobiography of Lieutenant Henry Ossian Flipper, U. S. A., First Graduate of Color from the U. S. Military Academy","Henry Ossian Flipper, Quintard Taylor",9780803268906.0,332,3.24,17,Bison Books,October 1st 1998,"The Colored Cadet at West Point: Autobiography of Lieutenant Henry Ossian Flipper, U. S. A., First Graduate of Color from the U. S. Military Academy",Henry Ossian Flipper,9780803268906.0,332.0,,,University of Nebraska Press,10/01/1998,1
King of the Mild Frontier: An Ill-Advised Autobiography,Chris Crutcher,9780060502515.0,272,3.97,1149,Greenwillow Books,October 5th 2004,King of the Mild Frontier: An Ill-Advised Autobiography,Chris Crutcher,9780060502515.0,272.0,3.9,9.0,HarperCollins Publishers,10/05/2004,1
Fernando Bujones: An Autobiography,"Fernando Bujones, Zeida Cecilia-Mendez",9780615284965.0,342,4.0,3,Higher Educ. & Technology Consultants,May 1st 2009,Fernando Bujones: An Autobiography,"Fernando Bujones, Zeida Cecilia-Mendez",9780615284965.0,342.0,,,Higher Educ. &amp; Technology Consultants,05/01/2009,1
Guide to Mormon Diaries & Autobiographies,Davis Bitton,9780842514781.0,417,2.5,2,Brigham Young University Press,June 1st 1977,Guide to Mormon Diaries and Autobiographies,Davis Bitton,9780842514781.0,,,,Brigham Young University,06/01/1977,1
Not For Your Hands: An Autobiography,David  Rees,9781870188197.0,257,4.5,2,Third House,December 31st 1992,Not for Your Hands; An Autobiography,David Rees,9781870188197.0,257.0,,,Lpc Inbook,01/01/1992,1
P.S.: The Autobiography of Paul Simon,Paul  Simon,9781566251129.0,416,3.6,5,Bonus Books,October 31st 1994,P.S.: The Autobiography of Paul Simon,Paul Simon,9781566251129.0,416.0,,,Taylor Trade Publishing,10/28/1994,1
The Autobiography of a Chinese Girl: A Genuine Autobiography,"Hsieh Ping-Ying, Hsieh Ping-Ying",9780710310415.0,216,0.0,0,Routledge,October 27th 2010,Autobiography of a Chinese Girl,Ping-Ying,9780710310415.0,256.0,,,Taylor &amp; Francis,10/27/2010,1
Autobiography And Other Poems,Tony Towle,9780915342181.0,68,4.33,3,Hanging Loose Press,January 1st 1977,Autobiography and Other Poems,Tony Towle,9780915342181.0,68.0,,,Hanging Loose Press,01/01/1977,1
Beyond the Light Barrier: The Autobiography of Elizabeth Klarer,Elizabeth Klarer,,200,3.0,8,Light Technology Publishing,June 1st 2009,Beyond the Light Barrier: The Autobiography of Elizabeth Klarer,Elizabeth Klarer,9781891824777.0,244.0,,,"Light Technology Publishing, LLC",03/01/2009,1
Memoir Of A Thinking Radish: An Autobiography,Peter Medawar,9780192820839.0,0,4.0,19,Oxford University Pres,March 3rd 1988,Memoir of a Thinking Radish: An Autobiography,Peter Brian Medawar,9780192820839.0,224.0,,,"Oxford University Press, USA",03/03/1988,1
Behind the Scrum: The Autobiography,Kyran Bracken,9780752876764.0,240,4.0,2,Orion Publishing,October 1st 2005,Behind the Scrum: The Autobiography,Kyran Bracken,9780752876764.0,240.0,,,"Orion Publishing Group, Limited",10/28/2005,1
Slovo: The Unfinished Autobiography of ANC leader Joe Slovo,"Joe Slovo, Nelson Mandela",9781875284955.0,293,3.86,14,Ocean Press,July 1st 2002,Slovo: The Unfinished Autobiography of ANC leader Joe Slovo,Joe Slovo,9781875284955.0,293.0,,,Ocean Press,07/01/2002,1
The Autobiography Of Mark Rutherford: Dissenting Minister,"William Hale White, William S. Peterson, Mark Rutherford",9780192825940.0,228,3.2,5,Oxford University Pres,January 10th 1991,"Autobiography of Mark Rutherford, Dissenting Minister, 1881",William Hale White,9780192825940.0,272.0,,,"Oxford University Press, USA",01/01/1991,1
Theme and Variations: An Autobiography,Bruno Walter,9780313226359.0,344,3.67,6,Greenwood Press,June 1st 1981,Theme and Variations: An Autobiography,Bruno Walter,9780313226359.0,344.0,,,"Greenwood Publishing Group, Incorporated",03/01/1981,1
A Game of Two Halves: The Autobiography,Archie Macpherson,,321,3.0,2,Black & White Publishing,October 8th 2009,A Game of Two Halves: The Autobiography,Archie MacPherson,9781845029265.0,308.0,,,Black &amp; White Publishing,10/08/2009,1
Antonin Raymond: An Autobiography,Antonin Raymond,9780804810449.0,328,4.0,1,Tuttle Publishing,1973,Antonin Raymond: An Autobiography,Antonin Raymond,9780804810449.0,328.0,,,Tuttle Publishing,01/01/1972,1
A Game of Two Halves: The Autobiography,Archie Macpherson,,321,3.0,2,Black & White Publishing,October 8th 2009,A Game of Two Halves: The Autobiography,Archie Macpherson,9781845029265.0,308.0,,,Black &amp; White Publishing,10/08/2009,1
An Autobiography: and Other Writings,"Anthony Trollope, Nicholas Shrimpton",,368,3.0,1,OUP Oxford,October 9th 2014,An Autobiography: and Other Writings,"Anthony Trollope, Nicholas Shrimpton",9780191662782.0,,,,OUP Oxford,10/09/2014,1
I'm an endangered species: The autobiography of a free enterpriser,David Harold Byrd,9780884152583.0,108,3.67,3,Pacesetter Press,November 1st 1978,I'm an Endangered Species: The Autobiography of a Free Enterpriser,David Harold Byrd,9780884152583.0,122.0,,,Gulf Publishing Company,11/28/1978,1
Dear Reader: The Unauthorized Autobiography of Kim Jong Il,Michael Malice,9781495283253.0,420,4.02,45,CreateSpace Independent Publishing Platform,January 25th 2014,Dear Reader: The Unauthorized Autobiography of Kim Jong Il,Michael Malice,9781495283253.0,420.0,3.0,2.0,CreateSpace Independent Publishing Platform,01/25/2014,1
Mandela: An Illustrated Autobiography,Nelson Mandela,9780316550383.0,208,4.22,98,Littl,November 1st 1996,Mandela: An Illustrated Autobiography,Nelson Mandela,9780316550383.0,208.0,5.0,1.0,"Little, Brown and Company",11/01/1996,1
Autobiography of a Poodle,Con Slobodchikoff,,110,4.67,3,Argo-Navis,August 1st 2012,Autobiography of a Poodle,Con Slobodchikoff,9780786754083.0,135.0,,,Argo-Navis,08/01/2012,1
The Only One Living to Tell: The Autobiography of a Yavapai Indian,"Mike Burns, Gregory McNamee",9780816501205.0,176,4.0,3,University of Arizona Press,April 1st 2012,The Only One Living to Tell: The Autobiography of a Yavapai Indian,Mike Burns,9780816501205.0,176.0,,,University of Arizona Press,04/01/2012,1
Free Association: An Autobiography,Steven Berkoff,9780571192694.0,0,4.2,5,Faber & Faber,October 1st 1997,Free Association: An Autobiography,Berkoff,9780571192694.0,410.0,,,Faber and Faber,11/28/1997,1
Metaphors of Self: The Meaning of Autobiography,James Olney,9780691062211.0,360,3.8,5,Princeton University Press,July 21st 1972,Metaphors of Self: The Meaning of Autobiography,James Olney,9780691062211.0,360.0,,,Princeton University Press,07/21/1972,1
El Sicario: The Autobiography of a Mexican Assassin,"Molly Molloy, Molly Molloy",9781568586588.0,345,3.63,321,Nation Books,May 10th 2011,El Sicario: The Autobiography of a Mexican Assassin,Molly Molloy,9781568586588.0,224.0,3.8,12.0,Nation Books,05/10/2011,1
Dance of Reality: The Psychomagical Autobiography of the Creator of El Topo and The Holy Mountain,Alejandro Jodorowsky,9781620552810.0,424,4.15,537,Park Street Press,June 2nd 2014,The Dance of Reality: A Psychomagical Autobiography,Alejandro Jodorowsky,9781620552810.0,424.0,,,Inner Traditions/Bear &amp; Company,06/06/2014,1
My House of Memories: An Autobiography,"Merle Haggard, Tom Carter",9780062023216.0,288,3.83,65,It Books,December 28th 2010,My House of Memories: An Autobiography,Merle Haggard,9780062023216.0,259.0,,,HarperCollins Publishers,12/28/2010,1
Failure: An Autobiography,Josh Gidding,9781905736218.0,224,3.5,12,Cyan Communications,May 1st 2007,Failure: An Autobiography,Joshua Gidding,9781905736218.0,282.0,,,Cyan Communications,05/28/2007,1
"""Yellow Kid"" Weil: The Autobiography of America's Master Swindler","J.R. Weil, Bruno Ruhland, W.T. Brannon",9781849350211.0,352,3.95,86,Nabat Books,February 22nd 2011,Yellow Kid Weil: The Autobiography of America's Master Swindler,J.R. Weil,9781849350211.0,352.0,,,AK Press,02/22/2011,1
One Life: An Autobiography of an African American Actress,Ellen Holly,9781568361970.0,288,4.14,7,Kodansha,April 30th 1998,One Life: An Autobiography of an African American Actress,Ellen Holly,9781568361970.0,274.0,,,Kodansha International,02/01/1998,1
Dear Sir or Madam: The Autobiography of a Female-To-Male Transsexual,Mark Nicholas Alban Rees,9780304333943.0,184,3.25,12,New York,January 1st 1996,Dear Sir or Madam?: The Autobiography of a Female-to-Male Transsexual,"Mark Nicholas Rees, Mark Rees",9780304333943.0,1.0,,,Continuum International Publishing Group,03/28/1997,1
