ID,Name,Address,City,State,Zipcode,Phone
289,Panera Bread,2002 El Camino Real,Santa Clara ,CA,95050.0,(408) 615-1557
290,White Elephant Gourmet,930 El Camino Real,Santa Clara ,CA,95050.0,(408) 987-9373
291,Ahoy's Bar-B-Que,2367 El Camino Real,Santa Clara ,CA,95050.0,(408) 378-2838
292,Ed's Teriyaki,1992 Lafayette St,Santa Clara ,CA,95050.0,(408) 988-1411
293,Membei Restaurant,1349 Coleman Ave,Santa Clara ,CA,95050.0,(408) 588-1557
294,D & T Foods,2026 Martin Ave,Santa Clara ,CA,95050.0,(408) 988-8892
295,Boudin Bakery,2855 Stevens Creek Blvd Ste 2451,Santa Clara ,CA,95050.0,(408) 249-4101
296,Old Port Lobster Shack,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 248-2455
297,Tava Indian Kitchen,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 246-8282
298,Rack & Roll BBQ Shack,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 244-1124
299,Ray's Crab Shack,5989 Mowry Ave,Newark ,CA,94560.0,(510) 648-3069
300,Fiorillo's Restaurant Inc.,638 El Camino Real,Santa Clara ,CA,95050.0,(408) 766-7527
301,Sushi O Sushi Japanese Cuisine,2789 El Camino Real,Santa Clara ,CA,95051.0,(408) 241-1677
302,Giorgio's Italian Food & Pizzeria,1445 Foxworthy Ave,San Jose ,CA,95118.0,(408) 474-0566
303,Giorgio's Italian Food & Pizzeria,643 E Calaveras Blvd,Milpitas ,CA,95035.0,(408) 212-7094
304,House Of Genji,1335 N 1st St,San Jose ,CA,95112.0,(408) 883-1427
305,AACHI AAPPAKADAI,1105 W El Camino Real,Sunnyvale ,CA,94087.0,(408) 329-4145
306,Hannegan's C B Inc.,208 Bachman Ave,Los Gatos ,CA,95030.0,(408) 560-2397
307,Loft Bar & Bistro,90 S 2nd St,San Jose ,CA,95113.0,(408) 291-0677
308,Iron Works Barbeque,,,,,(512) 478-4856
309,Frankie Johnnie & Luigi Too!,939 W El Camino Real,Mountain View ,CA,94040.0,(650) 567-5114
310,Round Table Pizza,,,,,
311,Olive Garden Italian Restaurant,,,,,
312,Kazoo Restaurant,250 Jackson St,San Jose ,CA,95112.0,(408) 288-9611
313,Duke Of Edinburgh,10801 N Wolfe Rd,Cupertino ,CA,95014.0,(408) 446-3853
314,Angelo's Italian Restaurant & Pizza,436 Blossom Hill Rd,San Jose ,CA,95123.0,(408) 227-5502
315,Sam's BBQ Diner,3309 San Felipe Rd,San Jose ,CA,95135.0,(408) 270-1738
316,Khanhs Restaurant,618 Town And Country Vlg,San Jose ,CA,95128.0,(408) 241-4940
317,Rancho Canada Golf Club,4860 Carmel Valley Rd,Carmel ,CA,93923.0,(831) 624-0111
318,Round Table Pizza,2615 The Alameda,Santa Clara ,CA,95050.0,(408) 248-9123
319,Round Table Pizza,3253 Stevens Creek Blvd,San Jose ,CA,95117.0,(408) 296-3040
320,Round Table Pizza,4400 Stevens Creek Blvd,San Jose ,CA,95129.0,(408) 983-0900
321,Loving Hut,2855 Stevens Creek Blvd Ste 2459,Santa Clara ,CA,95050.0,(408) 615-1422
322,Tava Indian Kitchen,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 246-8282
323,Chicken Wow,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 241-0001
324,El Chalateco,2323 The Alameda,Santa Clara ,CA,95050.0,(408) 243-1357
325,Hungry Hound,1000 Lafayette St Ste C,Santa Clara ,CA,95050.0,(408) 241-2756
326,Golden Mushroom Pizzeria,202 Saratoga Ave,Santa Clara ,CA,95050.0,(408) 247-9671
327,Gaboja,2333 El Camino Real,Santa Clara ,CA,95050.0,(408) 246-8773
328,Donut Den,2482 De La Cruz Blvd,Santa Clara ,CA,95050.0,(408) 748-1456
329,House of Egg Roll,1686 Lafayette St,Santa Clara ,CA,95050.0,(408) 246-6849
330,El Taconazo Taqueria,2015 Lafayette St,Santa Clara ,CA,95050.0,(408) 588-1655
331,Pizza My Heart,700 Bellomy St,Santa Clara ,CA,95050.0,(408) 241-0000
332,Pizza My Heart,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 241-4000
333,Subway,1171 Homestead Rd Ste 120,Santa Clara ,CA,95050.0,(408) 247-2191
334,Boudin Bakery,2855 Stevens Creek Blvd Ste 2451,Santa Clara ,CA,95050.0,(408) 249-4101
335,Quiznos,495 El Camino Real Ste 11,Santa Clara ,CA,95050.0,(408) 985-2253
336,Toppings Tree Restaurant,1171 Homestead Rd,Santa Clara ,CA,95050.0,(408) 615-1804
337,Justin's,1285 Homestead Rd,Santa Clara ,CA,95050.0,(408) 215-9332
338,Yuki Sushi,1827 Pruneridge Ave,Santa Clara ,CA,95050.0,(408) 248-9144
339,Oryza Bistro Asiana,2855 Stevens Creek Blvd # 1125,Santa Clara ,CA,95050.0,(408) 246-8010
340,Papa John's Pizza,1998 Homestead Rd Ste 101,Santa Clara ,CA,95050.0,(408) 248-5680
341,Korea House,2340 El Camino Real,Santa Clara ,CA,95050.0,(408) 249-0808
342,Mio Vicino,1290 Benton St,Santa Clara ,CA,95050.0,(408) 241-9414
343,Su's Mongolian Barbeque Restaurant,1111 El Camino Real,Santa Clara ,CA,95050.0,(408) 985-2958
344,Arigato Sushi,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 557-9191
345,Ike's Lair,2235 The Alameda,Santa Clara ,CA,95050.0,(408) 244-2034
346,Wrap This,2281 The Alameda,Santa Clara ,CA,95050.0,(408) 246-9727
347,Goo Yi Goo Yi,2331 El Camino Real,Santa Clara ,CA,95050.0,(408) 615-9292
348,Mayuri Indian Cuisine,2230 El Camino Real,Santa Clara ,CA,95050.0,(408) 248-9747
349,Dusita Thai Cuisine,2325 El Camino Real Ste 104,Santa Clara ,CA,95050.0,(408) 247-5199
350,Mealtop Valley Fair,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 261-1315
351,Round Table Pizza,1125 S Bascom Ave,San Jose ,CA,95128.0,(408) 286-6222
352,Round Table Pizza,525 W Santa Clara St,San Jose ,CA,95113.0,(408) 999-5735
353,Round Table Pizza,1175 Lincoln Ave,San Jose ,CA,95125.0,(408) 295-4644
354,Round Table Pizza,3730 N 1st St,San Jose ,CA,95134.0,(408) 321-9922
355,Round Table Pizza,1170 N Capitol Ave,San Jose ,CA,95132.0,(408) 258-8505
356,Round Table Pizza,2351 McKee Rd,San Jose ,CA,95116.0,(408) 259-3940
357,Round Table Pizza,14940 Camden Ave,San Jose ,CA,95124.0,(408) 371-9550
358,Round Table Pizza,2129 Morrill Ave,San Jose ,CA,95132.0,(408) 263-8900
359,Round Table Pizza,1118 Branham Ln,San Jose ,CA,95118.0,(408) 264-7155
360,Round Table Pizza,1271 E Calaveras Blvd,Milpitas ,CA,95035.0,(408) 262-7822
361,Round Table Pizza,5385 Camden Ave,San Jose ,CA,95124.0,(408) 267-9600
362,Round Table Pizza,1015 E Capitol Expy,San Jose ,CA,95121.0,(408) 629-4242
363,Round Table Pizza,5440A Thornwood Dr,San Jose ,CA,95123.0,(408) 578-5200
364,Round Table Pizza,3212 S White Rd,San Jose ,CA,95148.0,(408) 274-9574
365,Round Table Pizza,1159 Redmond Ave,San Jose ,CA,95120.0,(408) 997-2313
366,Round Table Pizza,5885 Santa Teresa Blvd,San Jose ,CA,95123.0,(408) 227-8669
367,Round Table Pizza,6932 Almaden Expy,San Jose ,CA,95120.0,(408) 268-7474
368,Round Table Pizza,6217 Santa Teresa Blvd,San Jose ,CA,95119.0,(408) 226-0756
369,Round Table Pizza,16740 Monterey St,Morgan Hill ,CA,95037.0,(408) 779-6300
370,Round Table Pizza,815 1st St,Gilroy ,CA,95020.0,(408) 842-0321
371,World Gourmet Buffet,6010 Stevenson Blvd,Fremont ,CA,94538.0,(510) 323-2765
372,Pizza My Heart,700 Bellomy St,Santa Clara ,CA,95050.0,(408) 241-0000
373,Wicked Chicken,2565 The Alameda,Santa Clara ,CA,95050.0,(408) 246-9464
374,Lettuce Sandwich Shop,1345 Coleman Ave,Santa Clara ,CA,95050.0,(408) 844-9400
375,Taqueria Vallarta,2525 Scott Blvd,Santa Clara ,CA,95050.0,(408) 492-9310
376,Cafe Tazza,2213 El Camino Real,Santa Clara ,CA,95050.0,(408) 249-2739
377,Fusion9,2277 El Camino Real,Santa Clara ,CA,95050.0,(408) 296-2277
378,White Sha110t,3143 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 246-5251
379,Cake Expressions,2325 De La Cruz Blvd,Santa Clara ,CA,95050.0,(408) 295-2253
380,New Tandoori Cafe,2141 El Camino Real,Santa Clara ,CA,95050.0,(408) 553-9900
381,Country Inn Cafe,2008 El Camino Real,Santa Clara ,CA,95050.0,(408) 244-6267
382,Joao's Restaurant,57 Washington St,Santa Clara ,CA,95050.0,(408) 244-1299
383,Cramers Bagels,495 El Camino Real,Santa Clara ,CA,95050.0,(408) 246-7580
384,Crescent Cuisine,1488 Franklin St,Santa Clara ,CA,95050.0,(408) 515-1007
385,Seniore's Pizza,940 Monroe St,Santa Clara ,CA,95050.0,(408) 261-2500
386,New Krungthai,559 N Winchester Blvd,Santa Clara ,CA,95050.0,(408) 248-3435
387,Papa John's Pizza,1998 Homestead Rd Ste 101,Santa Clara ,CA,95050.0,(408) 248-5680
388,Little Caesars Pizza,2000 Homestead Rd Ste 3,Santa Clara ,CA,95050.0,(408) 249-9200
389,Medina Kabob House,1899 Bellomy St,Santa Clara ,CA,95050.0,(408) 615-1500
390,MOD Pizza,2000 El Camino Real Ste 15,Santa Clara ,CA,95050.0,(669) 292-2900
391,Peet's Coffee & Tea,2002 El Camino Real,Santa Clara ,CA,95050.0,(408) 831-7517
392,Just Burgers & Q,2141 El Camino Real,Santa Clara ,CA,95050.0,(408) 985-1472
393,Maple Leaf Donuts & Bagels,1795 Scott Blvd,Santa Clara ,CA,95050.0,(408) 296-3450
394,Mex Cal,444 N Winchester Blvd,Santa Clara ,CA,95050.0,(408) 615-1126
395,Kabab House Halal,2521 Newhall St,Santa Clara ,CA,95050.0,(408) 984-2204
396,Beirut Cafe,2521 Newhall St,Santa Clara ,CA,95050.0,(408) 984-2204
397,Yum Yum Tree Cafe,797 Franklin St,Santa Clara ,CA,95050.0,(408) 241-2480
398,Ilbunjee #1-Pojangmacha,2325 El Camino Real,Santa Clara ,CA,95050.0,(408) 241-9658
399,Goo Yi Goo Yi,2331 El Camino Real,Santa Clara ,CA,95050.0,(408) 615-9292
400,Sagar,2341 El Camino Real,Santa Clara ,CA,95050.0,(408) 380-4245
401,Starbucks Coffee,2370 El Camino Real,Santa Clara ,CA,95050.0,(408) 984-7174
402,Einstein Bros Bagels,2380 El Camino Real,Santa Clara ,CA,95050.0,(408) 249-9923
403,Starbucks Coffee,2605 The Alameda,Santa Clara ,CA,95050.0,(408) 244-6873
404,Peet's Coffee & Tea,2605 The Alameda,Santa Clara ,CA,95050.0,(408) 244-6873
405,Starbucks Coffee,71 Washington St,Santa Clara ,CA,95050.0,(408) 244-3025
406,Starbucks Coffee,495 El Camino Real Ste 101,Santa Clara ,CA,95050.0,(408) 248-7343
407,Hula Dog Santa Clara,495 El Camino Real,Santa Clara ,CA,95050.0,(408) 352-5700
408,Niko's Tacos,2155 Main St # Apt 221,Santa Clara ,CA,95050.0,(408) 250-1962
409,University Chicken,2565 The Alameda,Santa Clara ,CA,95050.0,(408) 241-2582
410,El Mezquite Taqueria,2323 The Alameda,Santa Clara ,CA,95050.0,(408) 243-1357
411,El Amigo,2323 The Alameda,Santa Clara ,CA,95050.0,(408) 899-4698
412,Peet's Coffee & Tea,1601 Coleman Ave,Santa Clara ,CA,95050.0,(408) 567-9000
413,Tonkotsu Taka,2219 The Alameda,Santa Clara ,CA,95050.0,(408) 564-4467
414,Taqueria Salsa Brava,375 Saratoga Ave,Santa Clara ,CA,95050.0,(408) 249-6255
415,Kenny's Cafe,2315 De La Cruz Blvd,Santa Clara ,CA,95050.0,(408) 588-1508
416,Neto's Market & Grill,288 Brokaw Rd,Santa Clara ,CA,95050.0,(408) 296-0818
417,Peet's Coffee & Tea,234 Saratoga Ave,Santa Clara ,CA,95050.0,(408) 296-0515
418,Donut Den,2482 De La Cruz Blvd,Santa Clara ,CA,95050.0,(408) 748-1456
419,Starbucks Coffee,200 Saratoga Ave,Santa Clara ,CA,95050.0,(408) 296-6808
420,Peet's Coffee & Tea,3071 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 248-3305
421,Starbucks Coffee,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 983-0804
422,Crepe Delight,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 260-9651
423,Chicken Wow,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 241-0001
424,Cafe Central,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 241-3088
425,Mealtop Valley Fair,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 261-1315
426,Popolo Restaurant & Lounge,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 260-9173
427,Lou's Cafe,960 Central Expy,Santa Clara ,CA,95050.0,(408) 235-1302
428,Viva Taqueria,444 N Winchester Blvd,Santa Clara ,CA,95050.0,(408) 615-1126
429,El Chalateco,2323 The Alameda,Santa Clara ,CA,95050.0,(408) 243-1357
430,Mini Cafe,2220 Park Ave Apt 12,Santa Clara ,CA,95050.0,(408) 806-3385
431,Pizza My Heart,2855 Stevens Creek Blvd,Santa Clara ,CA,95050.0,(408) 241-4000
432,Tao Tao Restaurant,175 S Murphy Ave,Sunnyvale ,CA,94086.0,(408) 736-3731
433,Peet's Coffee & Tea,12 N Akron Dr,Mountain View ,CA,94035.0,(650) 603-9981
434,Tao Tao Restaurant,175 S Murphy Ave,Sunnyvale ,CA,94086.0,(408) 736-3731
435,Dinner at Buca di Beppo,,,,,
436,Peet's Coffee & Tea,12 N Akron Dr,Mountain View ,CA,94035.0,(650) 603-9981
437,Hangen Szechuan Restaurant,134 Castro St,Mountain View ,CA,94041.0,(650) 964-8881
438,Bushido,156 Castro St,Mountain View ,CA,94041.0,(650) 386-6821
439,Golden Wok,895 Villa St,Mountain View ,CA,94041.0,(650) 969-8232
440,King Of Krung Siam,194 Castro St,Mountain View ,CA,94041.0,(650) 960-7077
441,Chef Zhao Bistro,400 Moffett Blvd # H,Mountain View ,CA,94043.0,(650) 262-9728
442,The Voya Restaurant,1390 Pear Ave Ste B,Mountain View ,CA,94043.0,(650) 386-6471
443,Big Bite,570 N Shoreline Blvd,Mountain View ,CA,94043.0,(650) 390-0860
444,Sunny Bowl,1477 Plymouth St,Mountain View ,CA,94043.0,(650) 625-0361
445,Ole Fusion Restaurant,1477 Plymouth St,Mountain View ,CA,94043.0,(650) 968-6000
446,Szechuan Garden Restaurant,124 Castro St,Mountain View ,CA,94041.0,(650) 969-5614
447,Shell Shock Restaurant,124 Castro St,Mountain View ,CA,94041.0,(650) 988-8880
448,Doppio Zero,160 Castro St,Mountain View ,CA,94041.0,(650) 938-4147
449,Shabuway,180 Castro St,Mountain View ,CA,94041.0,(650) 961-8880
450,Kobe Curry,180 Castro St,Mountain View ,CA,94041.0,(650) 967-4728
451,Tsunami Sushi,209 Castro St,Mountain View ,CA,94041.0,(650) 965-0114
452,Pho Garden Mv,246 Castro St,Mountain View ,CA,94041.0,(650) 968-4183
453,Temptations,288 Castro St,Mountain View ,CA,94041.0,(650) 625-1234
454,Buffalo,292 Castro St,Mountain View ,CA,94041.0,(650) 282-5096
455,Cafe Deja Vu,300 Castro St,Mountain View ,CA,94041.0,(650) 969-2486
456,Bodrum Cafe,383 Castro St,Mountain View ,CA,94041.0,(650) 396-7010
457,Tegrli Restaurant Inc.,383 Castro St,Mountain View ,CA,94041.0,(650) 691-1050
458,Tryua Sushi SV,415 N Mary Ave,Sunnyvale ,CA,94085.0,(408) 738-0408
459,Bombay Feast,769 N Mathilda Ave,Sunnyvale ,CA,94085.0,(408) 245-2276
460,Old Country Buffet,456 W Maude Ave,Sunnyvale ,CA,94085.0,(408) 720-9394
461,Java Sushi,262 E Java Dr,Sunnyvale ,CA,94089.0,(408) 745-0833
462,Ramen House Ryowa,859 Villa St,Mountain View ,CA,94041.0,(650) 965-8829
463,Amarin Thai Cuisine,174 Castro St,Mountain View ,CA,94041.0,(650) 988-9323
464,Vaso Azzurro Ristorante,108 Castro St,Mountain View ,CA,94041.0,(650) 940-1717
465,ChezTJ Restaurant,938 Villa St,Mountain View ,CA,94041.0,(650) 964-7466
466,Shiva's Indian Restaurant,800 California St Ste 100,Mountain View ,CA,94041.0,(650) 960-3802
467,Don Giovanni Restaurant,235 Castro St,Mountain View ,CA,94041.0,(650) 961-9749
468,Maruichi Restaurant,368 Castro St,Mountain View ,CA,94041.0,(650) 564-9931
469,La Fontaine Restaurant,186 Castro St,Mountain View ,CA,94041.0,(650) 968-2300
470,Hunan Chili Restaurant,102 Castro St,Mountain View ,CA,94041.0,(650) 969-8968
471,Tapioca Express,740 Villa St,Mountain View ,CA,94041.0,(650) 965-3093
472,Hon Sushi,1477 Plymouth St Ste A,Mountain View ,CA,94043.0,(650) 967-9279
473,Shana Thai Restaurant,311 Moffett Blvd,Mountain View ,CA,94043.0,(650) 940-9990
474,Barracuda Japanese Restaurant,124 Castro St,Mountain View ,CA,94041.0,(650) 254-1935
475,Asian Box,142 Castro St,Mountain View ,CA,94041.0,(650) 584-3947
476,To Chau,853 Villa St,Mountain View ,CA,94041.0,(650) 961-8069
477,New Mongolian Bar-B-Q,304 Castro St,Mountain View ,CA,94041.0,(650) 968-0381
478,Thaiphoon Restaurant,185 Castro St,Mountain View ,CA,94041.0,(650) 988-1488
479,Shalala,698 W Dana St,Mountain View ,CA,94041.0,(650) 965-8001
480,Cucina Venti,1390 Pear Ave,Mountain View ,CA,94043.0,(650) 254-1120
481,Ristorante Bellavita,300 Castro St,Mountain View ,CA,94041.0,(650) 969-2486
482,California BBQ,1350 Pear Ave Ste D,Mountain View ,CA,94043.0,(650) 940-1513
483,Dickey's Barbecue Pit,570 N Shoreline Blvd,Mountain View ,CA,94043.0,(650) 933-4939
484,Ginseng BBQ & Tofu House,475 Castro St,Mountain View ,CA,94041.0,(650) 967-3913
485,Kal's Bar-B-Q,425 N Mathilda Ave,Sunnyvale ,CA,94085.0,(408) 739-5271
486,Faz Sunnyvale Restaurant and Catering,1108 N Mathilda Ave,Sunnyvale ,CA,94089.0,(408) 752-8000
487,Fullfillment Systems Inc. Restaurant Division,,,,,(650) 967-5384
488,Hobee's,800 W Ahwanee Ave,Sunnyvale ,CA,94085.0,(408) 524-3580
489,Denny's,814 W Ahwanee Ave,Sunnyvale ,CA,94085.0,(408) 747-1449
490,Sushi Club,415 N Mary Ave,Sunnyvale ,CA,94085.0,(408) 738-0408
491,Pezzella's Villa Napoli,1025 W El Camino Real,Sunnyvale ,CA,94087.0,(408) 738-2400
492,Amici's East Coast Pizzeria,790 Castro St,Mountain View ,CA,94041.0,(650) 961-2056
493,Big Skennys,1173 W El Camino Real Ste 2,Sunnyvale ,CA,94087.0,(408) 462-9533
494,Clarke's Charcoal Broiler,615 W El Camino Real,Mountain View ,CA,94040.0,(650) 967-0851
495,Tarragon Restaurant,140 S Murphy Ave,Sunnyvale ,CA,94086.0,(408) 737-8003
496,Hanabi Sushi,1040 N Rengstorff Ave Ste A1,Mountain View ,CA,94043.0,(650) 988-8686
497,Gelayo Gusto,856 W El Camino Real,Mountain View ,CA,94040.0,(650) 938-1333
498,Chef Xue Restaurant,855 W El Camino Real,Mountain View ,CA,94040.0,(650) 988-8820
499,Bay Leaf Restaurant,122 S Sunnyvale Ave,Sunnyvale ,CA,94086.0,(408) 481-9983
500,The Armenian Gourmet,929 E Duane Ave,Sunnyvale ,CA,94085.0,(408) 732-3910
501,New Chef Lee Chinese Restaurant,1115 Tasman Dr,Sunnyvale ,CA,94089.0,(408) 734-3878
502,Frankie Johnnie & Luigi Too!,939 W El Camino Real,Mountain View ,CA,94040.0,(650) 567-5114
503,Tao Tao Restaurant,175 S Murphy Ave,Sunnyvale ,CA,94086.0,(408) 736-3731
504,Maldonado's Pizzeria,615 S Rengstorff Ave,Mountain View ,CA,94040.0,(650) 567-4227
505,AACHI AAPPAKADAI,1105 W El Camino Real,Sunnyvale ,CA,94087.0,(408) 329-4145
506,Round Table Pizza,665 S Bernardo Ave,Sunnyvale ,CA,94087.0,(408) 732-6670
507,Il Postale,127 W Washington Ave,Sunnyvale ,CA,94086.0,(408) 733-9600
508,The Old Siam,1111 W El Camino Real Ste 137,Sunnyvale ,CA,94087.0,(408) 530-8552
509,Amber India Restaurant,2290 W El Camino Real,Mountain View ,CA,94040.0,(650) 968-7511
510,Gumba's Italian Restaurant,176 S Murphy Ave,Sunnyvale ,CA,94086.0,(408) 737-8384
511,Turmeric Restaurant,141 S Murphy Ave,Sunnyvale ,CA,94086.0,(408) 617-9100
512,P.F. Chang's,390 W El Camino Real,Sunnyvale ,CA,94087.0,(408) 991-9078
513,Hanamaru,675 S Bernardo Ave,Sunnyvale ,CA,94087.0,(408) 524-5353
514,Thai Basil,101 S Murphy Ave,Sunnyvale ,CA,94086.0,(408) 773-1098
515,Luu Noodle,520 Showers Dr,Mountain View ,CA,94040.0,(650) 947-8888
516,Satsuma Restaurant,705 E El Camino Real,Mountain View ,CA,94040.0,(650) 966-1122
517,Mediterranean Grill House,650 Castro St,Mountain View ,CA,94041.0,(650) 625-9990
518,Sushi 85,1350 Grant Rd,Mountain View ,CA,94040.0,(650) 965-8898
519,Lucky Express San Antonio,530 Showers Dr Ste 8,Mountain View ,CA,94040.0,(650) 917-0808
520,Bangkok Bistro,580 N Rengstorff Ave,Mountain View ,CA,94043.0,(650) 964-3300
521,Michaels At Shoreline Restaurant,2960 N Shoreline Blvd,Mountain View ,CA,94043.0,(650) 962-1014
522,Chalateco,825 E El Camino Real,Mountain View ,CA,94040.0,(650) 969-3026
523,Sushi Tei,1036 Castro St,Mountain View ,CA,94040.0,(650) 961-7272
524,Lucky Chinese Restaurant Mountain View,1040 Grant Rd Ste 100,Mountain View ,CA,94040.0,(650) 988-8998
525,Sweet Tomatoes,1040 Grant Rd,Mountain View ,CA,94040.0,(650) 961-2500
526,Una Mas,1040 Grant Rd,Mountain View ,CA,94040.0,(650) 962-1800
527,The Spinnaker,100 Spinnaker Dr,Sausalito ,CA,94965.0,(415) 413-0201
528,Dinner at Buca di Beppo,,,,,
529,Chevys Fresh Mex,979 Edgewater Blvd,Foster City ,CA,94404.0,(650) 572-8441
530,Round Table Pizza,1084 Foster City Blvd,Foster City ,CA,94404.0,(650) 341-7457
531,Armadillo Willy's,2260 Bridgepointe Pkwy,Foster City ,CA,94404.0,(650) 571-7427
532,Tokie's Japanese Restaurant,1058 Shell Blvd,Foster City ,CA,94404.0,(650) 570-6609
533,Joy Restaurant,1489 Beach Park Blvd,Foster City ,CA,94404.0,(650) 345-1762
534,Sweet Basil Thai House,1473 Beach Park Blvd,Foster City ,CA,94404.0,(650) 212-5788
535,Tai Wu Restaurant,1080 Foster City Blvd,Foster City ,CA,94404.0,(650) 638-0168
536,Sweet Basil Thai House,1457 Beach Park Blvd,Foster City ,CA,94404.0,(650) 212-5788
537,Cooking Papa,949 Edgewater Blvd,Foster City ,CA,94404.0,(650) 577-1830
538,Tratorria Pasta Grotto,1058 Shell Blvd,Foster City ,CA,94404.0,(650) 571-0507
539,Chula Thai Cuisine,1088 Shell Blvd,Foster City ,CA,94404.0,(650) 525-1535
540,Soons Tofu & Korean BBQ,1062 Foster City Blvd,Foster City ,CA,94404.0,(650) 286-0860
541,New Saigon,1088 Foster City Blvd,Foster City ,CA,94404.0,(650) 212-1788
542,Kobe Japanese Cuisine & Bar,929 Edgewater Blvd Ste B,Foster City ,CA,94404.0,(650) 571-8798
543,Fashion Wok,929 Edgewater Blvd,Foster City ,CA,94404.0,(650) 358-8820
544,Buritara Thai Cuisine,939 Edgewater Blvd,Foster City ,CA,94404.0,(650) 525-5880
545,Corner Bakery Cafe,977 E Hillsdale Blvd,Foster City ,CA,94404.0,(650) 458-5511
546,China Express,921 E Hillsdale Blvd,Foster City ,CA,94404.0,(650) 377-0711
547,Tokai Japanese Restaurant & Sushi Bar,1221 Chess Dr,Foster City ,CA,94404.0,(650) 341-6888
548,Tokyo Village,1221 Chess Dr,Foster City ,CA,94404.0,(650) 341-6888
549,Thai Idea,1457 Beach Park Blvd,Foster City ,CA,94404.0,(650) 349-7890
550,Mimi's Cafe,2208 Bridgepointe Pkwy,Foster City ,CA,94404.0,(650) 574-8767
551,Lotus Garden Restaurant,1058 Shell Blvd,Foster City ,CA,94404.0,(650) 349-1151
552,BJ's Restaurants,2206 Bridgepointe Pkwy,Foster City ,CA,94404.0,(650) 931-2990
553,Basil Cha Cha,1457 Beach Park Blvd,Foster City ,CA,94404.0,(650) 349-7890
554,Kenta Ramen,1495 Beach Park Blvd,Foster City ,CA,94404.0,(650) 212-2883
555,IHOP,531 Foster City Blvd,Foster City ,CA,94404.0,(650) 573-8887
556,Rickshaw Corner Restaurant,901 Edgewater Blvd,Foster City ,CA,94404.0,(650) 574-2603
557,Red Robin Gourmet Burgers,2204 Bridgepointe Pkwy,Foster City ,CA,94404.0,(650) 571-5500
558,ABC Sea Food Restaurant,973 E Hillsdale Blvd,Foster City ,CA,94404.0,(650) 328-2288
559,Fishermen's Grotto,9 Fishermans Wharf,San Francisco ,CA,94133.0,(415) 673-7025
560,The Spinnaker,100 Spinnaker Dr,Sausalito ,CA,94965.0,(415) 413-0201
561,Iron Works Barbeque,,,,,(512) 478-4856
562,Round Table Pizza,,,,,
563,Pier 39,Pier 41,San Francisco ,CA,94133.0,(415) 762-5625
564,Olive Garden Italian Restaurant,,,,,
565,Bay Cafe Restaurant & Banquets,1875 Embarcadero Rd,Palo Alto ,CA,94303.0,(650) 600-3454
566,Cha Cha Cha,1801 Haight St,San Francisco ,CA,94117.0,(415) 386-7670
567,The Counter,41 W Hillsdale Blvd,San Mateo ,CA,94403.0,(650) 212-3200
568,Iron Gate Restaurant,1360 El Camino Real,Belmont ,CA,94002.0,(650) 592-7893
569,Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto ,CA,94301.0,(650) 328-6885
570,Tam's Cuisine of China,494 Manor Plz,Pacifica ,CA,94044.0,(650) 359-7575
571,Harris' Restaurant,2100 Van Ness Ave,San Francisco ,CA,94109.0,(415) 673-1888
572,Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080
573,Round Table Pizza,1084 Foster City Blvd,Foster City ,CA,94404.0,(650) 341-7457
574,Round Table Pizza,1852 S Norfolk St,San Mateo ,CA,94403.0,(650) 341-0600
575,Round Table Pizza,"61 West 43rd Avenue,Suite 1001",San Mateo ,CA,94403.0,(650) 577-0303
576,Round Table Pizza,430 S Norfolk St,San Mateo ,CA,94401.0,(650) 375-1300
577,Round Table Pizza,1304 W Hillsdale Blvd,San Mateo ,CA,94403.0,(650) 573-5858
578,Round Table Pizza,1324 El Camino Real,San Carlos ,CA,94070.0,(650) 591-1998
579,Round Table Pizza,844 N Delaware St,San Mateo ,CA,94401.0,(650) 685-7000
580,Round Table Pizza,414 Broadway,Millbrae ,CA,94030.0,(650) 697-5520
581,Round Table Pizza,50 Cabrillo Hwy N,Half Moon Bay ,CA,94019.0,(650) 726-5208
582,Sushi Main St,696 Mill St,Half Moon Bay ,CA,94019.0,(650) 276-3808
