ID,Title,Authors,ISBN13,Pages,Rating,Ratings_Count,Publisher,Publish_Date
224,Thirty Years a Slave From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter: Autobiography of Louis Hughes,Louis Hughes,,102,3.91,119,,
225,The River of No Return: The Autobiography of a Black Militant and the Life and Death of SNCC,Cleveland Sellers,9780878054749,289,3.9,52,University Press of Mississippi,October 1st 1990
226,"Truth, Love & a Little Malice: An Autobiography",Khushwant Singh,9780670049165,423,3.9,830,Viking Books,February 4th 2002
227,Growing Up Untouchable in India: A Dalit Autobiography (Asian Voices),"Vasant Moon, Gail Omvedt, Eleanor Zelliot",9780742508804,224,3.25,8,Rowman & Littlefield Publishers,December 20th 2000
228,From GED to PhD: The Autobiography of Dr. Bon Blossman,Bon Blossman,,0,4.0,31,,
229,Spiritual Autobiography: Discovering and Sharing Your Spiritual Story,"Richard Peace, Student Life",9781576831106,112,3.45,20,NavPress,December 1st 1998
230,Of People and Plants: The Autobiography of Europe's Most Celebrated Healer,Maurice Mességué,9780892814374,336,4.13,23,Healing Arts Press,October 1st 1991
231,I Put a Spell on You: The Autobiography of Nina Simone,"Nina Simone, Stephen Cleary",9780306813276,192,3.93,762,Da Capo Press,September 4th 2003
232,The Outsider: My Autobiography,Jimmy Connors,9780593069271,416,3.34,760,Bantam Press,May 23rd 2013
233,Long Time Gone: The Autobiography of David Crosby,"David Crosby, Carl Gottlieb",9780979048906,489,3.88,600,David\\Crosby#& Carl Gottlieb,September 26th 2007
234,Paradise and Beyond: The Autobiography,Chris Sutton,9781845023492,269,3.13,15,B & W Publishing,2011
235,On the Side of the Angels: Autobiography,"John Smith, Malcolm Doney",9780745913285,251,3.64,11,Lion Books,August 28th 1987
236,It's Not a Rehearsal: The Autobiography,Amanda Barrie,9780755311224,320,3.23,13,Headline Book Publishing,October 21st 2002
237,The Family Album: An Illustrated Autobiography,Spike Milligan,9781852278861,224,4.0,10,Virgin Virgin,January 28th 1999
238,The Autobiography of Albert Schweitzer,Albert Schweitzer,,0,3.88,8,,
239,The Lighthouse Keeper's Wife: An Autobiography,Jeanette Aplin,9780908561872,228,3.62,8,Cape Catley,2001
240,Shadows of Words: An Autobiography,Amrita Pritam,9780333936924,145,4.0,5,Macmillan India,January 1st 2001
241,Out On A Limb (American Autobiography),Louise Baker,9780781284462,213,4.45,11,Reprint Services Corp,January 28th 1946
242,What Is the What: The Autobiography of Valentino Achak Deng; A Novel,"Dave Eggers, Dion Graham",9781602832626,20,4.15,56426,AudioGO,October 12th 2007
243,The Five of Me: The Autobiography of a Multiple Personality,Henry Hawksworth,9780809278695,289,4.0,11,Regnery Publishing,June 1st 1977
244,The Log Cabin Lady - An Anonymous Autobiography,Jane Bettany,9780956946614,76,4.43,7,Dormouse Press,July 8th 2011
245,Journey Not The Arrival Matters: An Autobiography Of The Years 1939 To 1969 (Autobiography of Leonard Woolf #5),Leonard Woolf,9780156465236,256,3.72,29,Mariner Books,October 18th 1989
246,From the Bottom of the Heap: The Autobiography of Black Panther Robert Hillary King,"Robert Hillary King, Terry A. Kupers",9781604860399,224,4.06,31,PM Press,October 1st 2008
247,Dallaglio Autobiography,Lawrence Dallaglio,9780593053508,329,3.22,9,Bantam Press,November 2005
248,The Autobiography of A.Somebody,A Somebody,,139,4.0,3,,
249,To Be a Revolutionary: An Autobiography,J. Guadalupe Carney,9780060613198,174,3.75,8,HarperOne,January 1st 1985
250,The Autobiography of Fezziwig,Danny Kuhn,,314,5.0,4,Favorite Trainers.com Books,April 8th 2013
251,The Autobiography of a Fisherman,Frank Parker Day,9780802093936,200,4.4,5,University of Toronto Press,May 17th 2005
252,The Autobiography of a Slander,Edna Lyall,9781153693660,32,2.5,2,General Books,July 24th 2010
253,In My Own Way: An Autobiography,Alan W. Watts,9781577315841,384,4.2,404,New World Library,May 2nd 2007
254,"Collected Essays 5: Philosophy, Autobiography and Miscellany","H.P. Lovecraft, S.T. Joshi",9780976159230,384,4.18,17,Hippocampus Press,January 1st 2006
255,Dear Sir or Madam: The Autobiography of a Female-To-Male Transsexual,Mark Nicholas Alban Rees,9780304333943,184,3.25,12,New York,January 1st 1996
256,"Hard Times: Force of Circumstance, Volume II: 1952-1962 (The Autobiography of Simone de Beauvoir)","Simone de Beauvoir, Richard Howard, Toril Moi",9781569249550,384,4.01,79,Da Capo Press,July 14th 1994
257,Sukarno: An Autobiography (as told to Cindy Adams),"Sukarno, Cindy  Adams",,324,4.24,693,The Bobbs-Merrill Compan,1965
258,Dark Child: The Autobiography of an African Boy,Camara Laye,9781417650989,0,3.6,859,Turtleback Books,January 1st 1954
259,Bio of an Ogre: The Autobiography of Piers Anthony to Age 50,Piers Anthony,9780441062249,297,3.57,813,Ace Hardcover,May 1st 1988
260,"Soraya The Autobiography of Her Imperial Highness, Princess Soraya (Hardcover)",Soraya Esfandiary,,181,3.49,49,Doubleday & Compan,1963
261,Poems 1955 1959; An Essay In Autobiography,Boris Pasternak,9780002710657,0,4.14,14,,
262,The Real McRae: The Autobiography of the People's Champion,Colin McRae,9780091880903,304,4.0,22,Random House UK,October 1st 2001
263,Assisted: An Autobiography,"John Stockton, Kerry L Pickett",,400,3.97,374,Shadow Mountian,October 15th 2013
264,One Direction: Who We Are: Our Official Autobiography,One Direction,9780007577316,352,4.53,1051,HarperCollins,September 25th 2014
265,A Life In Leadership: From D-Day to Ground Zero: An Autobiography,John C. Whitehead,9780465050543,304,3.88,32,Basic Books,June 1st 2005
266,Autobiography of Herbert W. Armstrong (2 Volume Set),Herbert W. Armstrong,9780943093055,0,4.14,35,Worldwide Church of God,1986
267,The Will to Survive (An Autobiography of Survivor #50595),Julius Jacobs,,97,4.0,3,McCready,2006
268,Rajendra Prasad: Autobiography,Rajendra Prasad,9788123707068,624,3.67,6,National Book Trus,1994
269,Harry Redknapp; My Autobiography,Harry Redknapp,9780002188722,0,2.5,16,,
270,The Autobiography of St. Teresa of Avila,"Kieran Kavanaugh, Otilio Rodriguez",,517,4.12,8,,
271,Raging Bull: My Autobiography,"Phil Vickery, Alison Kervin",9780007354214,352,3.27,15,HarperCollins UK,November 1st 2010
272,Solzhenitsyn: A Pictorial Autobiography,Aleksandr Solzhenitsyn,9780374266509,88,3.62,13,Farrar Straus Giroux,December 1st 1974
273,Mum Shirl: an autobiography,"Shirley Smith, Roberta Sykes, Mumshirl",9781863301442,166,4.0,5,Mammoth Australia,1992
274,Learning the Ropes: A Creative Autobiography,Bill Ransom,9780874211900,192,4.5,16,Utah State University Press,July 1st 1995
275,Stand and Deliver: The Autobiography,Adam Ant,9780283070273,336,3.91,530,Sidgwick & Jackson Ltd,September 15th 2006
276,A Path from Rome: An Autobiography,Anthony Kenny,9780192830500,208,3.71,7,Oxford University Pres,July 24th 1986
277,"Smokin' Joe: The Autobiography of a Heavyweight Champion of the World, Smokin' Joe Frazier","Joe Frazier, Phil Berger",9780028608471,213,3.92,49,MacMillan Publishing Company,March 15th 1996
278,Hard Stuff: The Autobiography Of Mayor Coleman Young,"Coleman A. Young, Lonnie Wheeler",9780670845514,344,4.05,19,The Viking Pres,February 24th 1994
279,Traveller's Prelude: Autobiography 1893-1927 (Century Travellers),Freya Stark,9780712630498,352,4.0,14,Arrow Books Ltd,August 15th 1989
280,An Autobiography,John Harwood Hick,9781851683123,352,5.0,1,Oneworld Publications,April 17th 2003
281,Autobiography,Janet Varner Gunn,9780812278347,0,2.0,1,,
282,The Autobiography of @,Jeff Abugov,,19,5.0,3,J-Stroke Productions,January 5th 2015
283,An Autobiography,Elizabeth Southerden (Thompson) Butler,,335,5.0,1,Constable and Compan,1922
284,Hashish;: The autobiography of a Red Sea smuggler,Henri de Monfreid,9780883730065,287,4.4,15,Stonehill,January 28th 1973
285,Standing Fast: The Autobiography Of Roy Wilkins,"Roy Wilkins, Julian Bond, Tom Mathews",9780306805660,384,3.79,14,Da Capo Press,March 22nd 1994
286,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",9780062082350,381,3.96,57972,William Morrow,January 3rd 2012
287,Crashing Thunder: The Autobiography of an American Indian,Paul Radin,9780472086320,256,3.64,11,University of Michigan Press,November 12th 1999
288,"Slave Testimony: Two Centuries of Letters, Speeches, Interviews, and Autobiographies",John W. Blassingame,9780807102732,777,4.37,30,Lsu Press,June 1st 1977
289,A Bridge of Children's Books: The Inspiring Autobiography of a Remarkable Woman,Jella Lepman,9780862787837,158,3.95,22,"The O'Brien Press / IBBY Ireland / USBBY          ""]",September 15th 2002
290,Honest: My Story So Far: The Official Autobiography,Tulisa Contostavlos,9780755363735,384,3.89,28,Headline,March 14th 2013
291,Bertolt Brecht: A Literary Life (Biography and Autobiography),Stephen Parker,,704,4.6,10,Bloomsbury Methuen Drama,February 13th 2014
292,Few Kind Words and a Loaded Gun: The Autobiography of a Career Criminal,Razor Smith,9780141015798,482,3.83,60,Penguin Books,July 28th 2005
293,"Rush: The Autobiography: Liverpool's Greatest Striker, Liverpool's Greatest Era, The True Story",Ian Rush,9780091928056,416,3.51,65,Ebury Press,September 16th 2008
294,The Eagle: The Autobiography of Santa Anna,"Santa Anna, Ann Fears Crawford",9780938349297,299,3.6,10,State House Press,December 1988
295,A Short Time for Insanity: An Autobiography,WILLIAM A. WELLMAN,9780801568046,276,4.0,4,Hawthorn Books,1974
296,Thanks for Coming!: An Autobiography,Jim Haynes,9780571131761,336,4.4,5,Faber & Faber,January 1st 1984
297,"May I Have Your Attention, Please?: The Autobiography",James Corden,9781846059353,344,3.81,1338,Random House UK,December 1st 2011
298,More Ronnie O'Sullivan: The Autobiography,Ronnie O'Sullivan,,288,4.8,5,Orion Publishing,December 1st 2013
299,Autobiography Of An Unknown Cricketer,Sujit Mukerjee,9788175300019,0,4.0,7,,
300,RUUD GULLIT: MY AUTOBIOGRAPHY.,Ruud. Gullit,9780712679404,240,3.38,13,Century,May 19th 1998
301,Miss Rona;: An autobiography,Rona Barrett,9780840213365,281,2.9,10,Nash Pub,January 1st 1974
302,"Autobiography of a Generation: Italy, 1968","Luisa Passerini, Joan Wallach Scott",9780819563026,166,3.14,7,Wesleyan University Press,October 25th 1996
303,Stalker! Chris Walker: The Autobiography,Chris Walker,9780007259861,384,3.73,15,HarperCollins UK,May 1st 2008
304,Chapters from My Autobiography,Mark Twain,9781484003183,306,4.22,9,Createspace,April 1st 2013
305,Katz's: Autobiography of a Delicatessen,"Jake Dell, Baldomero Fernandez, Adam Richman",9780983863267,384,4.86,7,Bauer and Dean Publishers,May 31st 2014
306,Up from Slavery an Autobiography,Booker T. Washngton,9781500889555,198,4.25,8,Createspace,August 20th 2014
307,Autobiography: I Wonder as I Wander (The Collected Works of Langston Hughes #14),"Langston Hughes, Joseph McLaren",9780826214348,448,4.25,438,University of Missouri,February 1st 2003
308,Commando: The Autobiography of Johnny Ramone,Johnny Ramone,9780810996601,176,4.03,555,Harry N. Abrams,April 2nd 2012
309,To A Different Drum: An Autobiography (An OMF Book),Pauline G Hamilton,9789971838393,0,4.26,19,Overseas Missionary Fellowship,1998
310,Tiff Gear: The Autobiography of Tiff Needell,"Tiff Needell, Jeremy Clarkson",9780857330895,320,3.55,11,Haynes Publishing UK,August 1st 2011
311,The Autobiography of Alec Stewart: Playing for Keeps,"Alec Stewart, Pat  Murphy",9780563487593,256,2.7,20,BBC Pubns,September 1st 2003
312,"Intimate Memories, the Autobiography of Mabel Dodge Luhan (Abridged)",Mabel Dodge Luhan,9780865346161,270,4.3,10,Sunstone Press,December 1st 2007
313,Hope Dies Last: The Autobiography of Alexander Dubcek,"Alexander Dubček, Jiri Hochman",9781568360393,368,3.85,20,Kodansha,January 1st 1995
314,Autobiography of a Yogi,Parmahansa Yogananda,,518,4.24,25,Penguin Books Ltd,
315,'Arry: An Autobiography,"Harry Redknapp, Derek McGovern",9780002188739,256,4.17,6,Willow,October 4th 1999
316,Undaunted: An Autobiography,Ethnee Holmes a Court,9780732909307,272,4.2,5,MacMillan,January 1st 1998
317,i.e. an AUTOBIOGRAPHY,Mickey Rooney,,249,2.8,5,G.P. Putnam and Sons,1965
318,Rush: The Autobiography,Ian Rush,9780091928063,432,3.67,3,Ebury Press,May 7th 2009
319,An Angel at my Table (Janet Frame Autobiography #1-3),Janet Frame,9780704346932,434,4.24,1211,Women's Press,August 1st 2001
320,The Autobiography of Vivian,Sherrie Krantz,,304,3.33,3,,
321,Seve: The Autobiography,Severiano Ballesteros,9781446412879,304,3.4,10,Vintage Digital,December 15th 2010
322,Lessons: An Autobiography,"An Wang, Eugene Linden",9780201094008,248,3.5,4,Addison Wesley,September 15th 1986
323,Autobiography of a Tattoo,Stan Persky,9780921586623,226,3.75,4,New Star Books,January 1st 1997
324,Jagr: An Autobiography,Jaromír Jágr,9781895629866,285,4.0,6,68 Productions Ltd.,1997
325,KP: The Autobiography,Kevin Pietersen,9780751557572,336,3.4,5,Littl,June 1st 2015
326,Autobiography of an Orgasm,Betsy Blankenbaker,,0,4.43,7,BookBaby,November 6th 2014
327,Anthropology and Autobiography,Judith Okely,9780415051897,268,2.5,4,Routledge,July 21st 1992
328,Preminger: An Autobiography,Otto Preminger,9780385034807,208,2.89,9,Doubleday Books,January 1st 1977
329,Autobiography,"John Milton, James J.G. Graham",,181,3.81,1138,Longman,
330,Going to Sea in a Sieve: The Autobiography,Danny Baker,9780297863403,266,4.22,734,Orion Publishing,November 1st 2012
331,Ian Gillan: The Autobiography of Deep Purple's Lead Singer,"Ian Gillan, David Cohen",9781857823202,298,3.1,41,Blake Publishing,October 1st 1998
332,The Metamorphosis of a Muslim: Autobiography of My Conversion,Lena Winfrey Seder,,144,4.25,12,International Islamic Publishing House,2011
333,First Generation: The Autobiography of Mary Tamm,Mary Tamm,9781906263393,224,3.71,14,Fantom Films Limited,September 14th 2009
334,Wake Up Laughing: A Spiritual Autobiography,Pat Schneider,9780942544541,197,4.69,13,Negative Capability Pr,January 13th 1997
335,"Left Handed, Son of Old Man Hat: A Navaho Autobiography","Left Handed, Walter Dyk, Luci Tapahonso",9780803279582,378,3.73,49,Bison Books,March 1st 1967
336,Names We Call Home: Autobiography on Racial Identity,"Becky Thompson, sangeeta (Ed.) Tyagi, Sangeeta Tyagi",9780415911627,308,3.42,12,Routledge,December 27th 1995
337,David Ginola - The Autobiography-H,David Ginola,9780007100996,312,3.11,9,HarperCollins Publishers,September 1st 2000
338,My Garden of Memory: An Autobiography,Kate Douglas Wiggin,,443,4.0,5,Houghton Mifflin,1929
339,My Own Life: An Autobiography,Hazel Hawke,9781863721028,232,4.33,6,Text Publishing,
340,Singing From The Soul: An Autobiography,José Carreras,9780285632301,0,4.0,13,,
341,Reading Jackie: Her Autobiography in Books,William Kuhn,9780385530996,368,3.61,587,Nan A. Talese,December 7th 2010
342,Eye Of The Hurricane: An Autobiography,Richard E. Bellman,9789971966003,354,4.5,2,World Scientific Pub Co Inc,August 1984
343,The Autobiography of Mother Jones,Mary Harris Jones,,169,4.17,6,Mother Jones,July 2nd 2014
344,While It is Day; An Autobiography,Elton Trueblood,9780060687410,170,4.33,6,HarperCollins Publishers,April 28th 1974
345,Jason Leonard: The Autobiography,"Jason Leonard, Alison Kervin",9780007128136,400,3.63,19,Harpercollins Pub Ltd,December 12th 2002
346,David Batty: The Autobiography,"David Batty, Bill Thornton",9780747245124,288,3.38,13,Headline Book Publishing,September 6th 2001
347,The Autobiography of St. Ignatius,John Francis O'Conor,,67,3.62,8,Pyrrhus Press,August 28th 2014
348,Confessions of a Theologian: An Autobiography,Carl H. Henry,9780849904554,416,3.8,10,Thomas Nelson Publishers,July 1st 1986
349,The Long Distance Runner: An Autobiography,Tony  Richardson,9780688121013,368,4.17,6,William Morrow & Company,1993
350,Les Dennis Autobiography,Les Dennis,9780752890968,0,3.62,16,,
351,Passing it On: An Autobiography with Spirit,Susan G. Baker,9781933979847,180,4.1,10,Bright Sky Press,October 1st 2010
352,Society's Child: My Autobiography,Janis Ian,9781585426751,361,3.85,543,Tarcher,July 24th 2008
353,Autobiography and Selected Essays,Thomas Henry Huxley,,138,4.0,5,Houghton Mifflin,1909
354,A Man Of Honour: The Autobiography Of A Godfather,"Joseph / Lalli, Sergio Bonanno",9780233976099,384,3.5,8,Andre Deutsch,1983
355,Stan Bowles: The Autobiography,Stan Bowles,9780752865393,384,3.92,12,Orion Publishing,April 1st 2005
356,The Autobiography of a Winnebago Indian,Paul Radin,9780486200965,91,3.12,8,Dover Publications,June 1st 1963
357,Made for Rugby: The Autobiography,"Barrie McDermott, Peter Smith",9780330419819,256,3.64,11,Pan Macmillan,October 1st 2005
358,Ossie's Dream: My Autobiography,Ossie Ardiles,9780552159180,416,3.56,9,Transworld Publishers,October 1st 2010
359,"I, Jesus: An Autobiography","Chuck Missler, William P. Welty",9781578215942,174,4.14,7,Koinonia Institute (2014),
360,"Call Me Ted The Autobiography of the Extraordinary Business Leader and Founder of CNN by Turner, Ted ON Nov-13-2008, Paperback",Ted Turner,9781847442802,448,3.88,860,Littl,November 13th 2008
361,Confessions of a Late Night Talk Show Host: The Autobiography of Larry Sanders,Garry Shandling,9780684812045,237,3.06,62,Simon & Schuster,December 31st 1998
362,A Season In Hell: The Psychological Autobiography Of Arthur Rimbaud,"Arthur Rimbaud, Patricia Roseberry",9780952100966,118,4.15,1249,Broadwater House,1995
363,Julian Assange - The Unauthorised Autobiography,Julian Assange,9780857863843,339,3.67,402,Canongate Books,September 1st 2011
