ID_A,ID_B,Name_A,Name_B,Address_A,Address_B,Phone_A,Phone_B
830,329,lola,'ritz-carlton dining room (san francisco)','30 west 22nd st.  between 5th and 6th ave.','600 stockton st.',212/675-6700,415-296-7465
923,95,cassis,'mitali east-west','3300 peachtree rd.  grand hyatt','296 bleecker st.',404/365-8100,212-989-1367
893,282,terrace,'tavern on the green','400 w. 119th st.  between amsterdam and morningside aves.','central park west',212/666-9490,212-873-3200
875,54,'sammy\'s roumanian steak house','poquito mas','157 chrystie st. at delancey st.','2635 w. olive ave.',212/673-0330,818-563-2252
646,57,bolo,'rubin\'s red hots','23 e. 22nd st.','15322 ventura blvd.',212/228-2200,818-905-6515
547,272,'locanda veneta',picholine,'3rd st.','35 w. 64th st.',310/274-1893,212-724-8585
743,130,'caffe dell\'artista','mayflower cuisinier','46 greenwich ave.','4750 w. sahara ave.',212/645-4431,702-870-8432
589,130,'rainbow room','mayflower cuisinier','30 rockefeller plaza','4750 w. sahara ave.',212/632-5000,702-870-8432
811,147,'judson grill','bobby & june\'s kountry kitchen','152 w. 52nd st.','375 14th st.',212/582-5252,404-876-3872
959,263,'bamboo garden',lutece,'4850 flamingo rd.','249 e. 50th st.',702/871-3262,212-752-2225
737,88,'cafe la fortuna','kuruma zushi','69 w. 71st st.','2nd fl.',212/724-5846,212-317-2802
1047,179,'splendido embarcadero','silver skillet  the',4,'200 14th st. nw',415/986-3222,404-874-1388
674,214,'hard rock cafe','ti couz','8600 beverly blvd.','3108 16th st.',310/276-7605,415-252-7373
803,45,'inca grill',mishima,'492 broome st.  near w. broadway','8474 w. third st.',212/966-3371,213-782-0181
886,316,'stage deli','cafe claude','834 7th ave.  between 53rd and 54th sts.','7 claude ln.',212/245-7850,415-392-3505
900,42,'tse yang','martha\'s','34 e. 51st st.','22nd street grill 25 22nd',212/688-5447,310-376-7786
669,92,eclipse,'lombardi\'s','8800 melrose ave.','32 spring st.',310/724-5959,212-941-7994
834,252,'mangia e bevi',felidia,'800 9th ave. at 53rd st.','243 e. 58th st.',212/956-3976,212-758-1479
588,234,pisces,'palm  the (los angeles)','95 ave. a at 6th st.','9001 santa monica blvd.',212/260-6660,310-550-8811
