Tag_A,Title_A,Authors_A,Month_A,Year_A,JournalRef_A,Tag_B,Title_B,Authors_B,Month_B,Year_B,JournalRef_B,Gold
He_2018_CVPR,A Twofold Siamese Network for Real-Time Object Tracking,"He, Anfeng and Luo, Chong and Tian, Xinmei and Zeng, Wenjun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4834-4843",arXiv:1802.08817,A Twofold Siamese Network for Real-Time Object Tracking,"Anfeng He, Chong Luo, Xinmei Tian, Wenjun Zeng",February,2018,,1
Zheng_2018_CVPR,Ring Loss: Convex Feature Normalization for Face Recognition,"Zheng, Yutong and Pal, Dipan K. and Savvides, Marios",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5089-5097",arXiv:1803.00130,Ring loss: Convex Feature Normalization for Face Recognition,"Yutong Zheng, Dipan K. Pal, Marios Savvides",February,2018,,1
Hara_2018_CVPR,Can Spatiotemporal 3D CNNs Retrace the History of 2D CNNs and ImageNet?,"Hara, Kensho and Kataoka, Hirokatsu and Satoh, Yutaka",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6546-6555",arXiv:1711.09577,Can Spatiotemporal 3D CNNs Retrace the History of 2D CNNs and ImageNet?,"Kensho Hara, Hirokatsu Kataoka, Yutaka Satoh",April,2018,,1
Chen_2014_CVPR,Large-Scale Visual Font Recognition,"Chen, Guang and Yang, Jianchao and Jin, Hailin and Brandt, Jonathan and Shechtman, Eli and Agarwala, Aseem and Han, Tony X.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3598-3605",arXiv:1807.05162,Large-Scale Visual Speech Recognition,"Brendan Shillingford, Yannis Assael, Matthew W. Hoffman, Thomas Paine, Can Hughes, Utsav Prabhu, Hank Liao, Hasim Sak, Kanishka Rao, Lorrayne Bennett, Marie Mulville, Ben Coppin, Ben Laurie, Andrew Senior, Nando de Freitas",October,2018,,1
Liu_2018_CVPR,Mobile Video Object Detection With Temporally-Aware Feature Maps,"Liu, Mason and Zhu, Menglong",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5686-5695",arXiv:1711.06368,Mobile Video Object Detection with Temporally-Aware Feature Maps,"Mason Liu, Menglong Zhu",March,2018,,1
Yu_2018_CVPR,Joint Cuts and Matching of Partitions in One Graph,"Yu, Tianshu and Yan, Junchi and Zhao, Jieyi and Li, Baoxin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 705-713",arXiv:1711.09584,Joint Cuts and Matching of Partitions in One Graph,"Tianshu Yu, Junchi Yan, Jieyi Zhao, Baoxin Li",November,2017,,1
Zhang_2018_CVPR,Residual Dense Network for Image Super-Resolution,"Zhang, Yulun and Tian, Yapeng and Kong, Yu and Zhong, Bineng and Fu, Yun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2472-2481",arXiv:1812.10477,Residual Dense Network for Image Restoration,"Yulun Zhang, Yapeng Tian, Yu Kong, Bineng Zhong, Yun Fu",December,2018,,1
Wang_2018_CVPR,DeLS-3D: Deep Localization and Segmentation With a 3D Semantic Map,"Wang, Peng and Yang, Ruigang and Cao, Binbin and Xu, Wei and Lin, Yuanqing",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5860-5869",arXiv:1805.04949,DeLS-3D: Deep Localization and Segmentation with a 3D Semantic Map,"Peng Wang, Ruigang Yang, Binbin Cao, Wei Xu, Yuanqing Lin",May,2018,,1
Wang_2018_CVPR,Reconstruction Network for Video Captioning,"Wang, Bairui and Ma, Lin and Zhang, Wei and Liu, Wei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7622-7631",arXiv:1803.11438,Reconstruction Network for Video Captioning,"Bairui Wang, Lin Ma, Wei Zhang, Wei Liu",March,2018,,1
Jiang_2018_CVPR,Super SloMo: High Quality Estimation of Multiple Intermediate Frames for Video Interpolation,"Jiang, Huaizu and Sun, Deqing and Jampani, Varun and Yang, Ming-Hsuan and Learned-Miller, Erik and Kautz, Jan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 9000-9008",arXiv:1712.00080,Super SloMo: High Quality Estimation of Multiple Intermediate Frames for Video Interpolation,"Huaizu Jiang, Deqing Sun, Varun Jampani, Ming-Hsuan Yang, Erik Learned-Miller, Jan Kautz",July,2018,CVPR 2018,1
Deshpande_2018_CVPR,Generative Modeling Using the Sliced Wasserstein Distance,"Deshpande, Ishan and Zhang, Ziyu and Schwing, Alexander G.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3483-3491",arXiv:1803.11188,Generative Modeling using the Sliced Wasserstein Distance,"Ishan Deshpande, Ziyu Zhang, Alexander Schwing",March,2018,,1
Yang_2018_CVPR,Multi-Frame Quality Enhancement for Compressed Video,"Yang, Ren and Xu, Mai and Wang, Zulin and Li, Tianyi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6664-6673",arXiv:1803.04680,Multi-Frame Quality Enhancement for Compressed Video,"Ren Yang, Mai Xu, Zulin Wang, Tianyi Li",March,2018,,1
Fouhey_2018_CVPR,From Lifestyle Vlogs to Everyday Interactions,"Fouhey, David F. and Kuo, Wei-cheng and Efros, Alexei A. and Malik, Jitendra",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4991-5000",arXiv:1712.02310,From Lifestyle Vlogs to Everyday Interactions,"David F. Fouhey, Wei-cheng Kuo, Alexei A. Efros, Jitendra Malik",December,2017,,1
Zhang_2018_CVPR,Fully Convolutional Adaptation Networks for Semantic Segmentation,"Zhang, Yiheng and Qiu, Zhaofan and Yao, Ting and Liu, Dong and Mei, Tao",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6810-6818",arXiv:1804.08286,Fully Convolutional Adaptation Networks for Semantic Segmentation,"Yiheng Zhang, Zhaofan Qiu, Ting Yao, Dong Liu, Tao Mei",April,2018,,1
Mundhenk_2018_CVPR,Improvements to Context Based Self-Supervised Learning,"Nathan Mundhenk, T. and Ho, Daniel and Chen, Barry Y.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 9339-9348",arXiv:1711.06379,Improvements to context based self-supervised learning,"T. Nathan Mundhenk, Daniel Ho, Barry Y. Chen",March,2018,,1
Jetley_2016_CVPR,End-To-End Saliency Mapping via Probability Distribution Prediction,"Jetley, Saumya and Murray, Naila and Vig, Eleonora",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5753-5761",arXiv:1804.01793,End-to-End Saliency Mapping via Probability Distribution Prediction,"Saumya Jetley, Naila Murray, Eleonora Vig",April,2018,Proceedings of IEEE Conference on Computer Vision and Pattern Recognition 2016,1
Li_2018_CVPR,Learning Intrinsic Image Decomposition From Watching the World,"Li, Zhengqi and Snavely, Noah",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 9039-9048",arXiv:1804.00582,Learning Intrinsic Image Decomposition from Watching the World,"Zhengqi Li, Noah Snavely",April,2018,,1
Veit_2018_CVPR,Separating Self-Expression and Visual Content in Hashtag Supervision,"Veit, Andreas and Nickel, Maximilian and Belongie, Serge and van der Maaten, Laurens",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5919-5927",arXiv:1711.09825,Separating Self-Expression and Visual Content in Hashtag Supervision,"Andreas Veit, Maximilian Nickel, Serge Belongie, Laurens van der Maaten",November,2017,,1
Wu_2018_CVPR,Alive Caricature From 2D to 3D,"Wu, Qianyi and Zhang, Juyong and Lai, Yu-Kun and Zheng, Jianmin and Cai, Jianfei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7336-7345",arXiv:1803.06802,Alive Caricature from 2D to 3D,"Qianyi Wu, Juyong Zhang, Yu-Kun Lai, Jianmin Zheng, Jianfei Cai",March,2018,,1
Huang_2018_CVPR,DeepMVS: Learning Multi-View Stereopsis,"Huang, Po-Han and Matzen, Kevin and Kopf, Johannes and Ahuja, Narendra and Huang, Jia-Bin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2821-2830",arXiv:1804.00650,DeepMVS: Learning Multi-view Stereopsis,"Po-Han Huang, Kevin Matzen, Johannes Kopf, Narendra Ahuja, Jia-Bin Huang",April,2018,,1
Christie_2018_CVPR,Functional Map of the World,"Christie, Gordon and Fendley, Neil and Wilson, James and Mukherjee, Ryan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6172-6180",arXiv:1711.07846,Functional Map of the World,"Gordon Christie, Neil Fendley, James Wilson, Ryan Mukherjee",April,2018,,1
Saito_2018_CVPR,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation,"Saito, Kuniaki and Watanabe, Kohei and Ushiku, Yoshitaka and Harada, Tatsuya",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3723-3732",arXiv:1712.02560,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation,"Kuniaki Saito, Kohei Watanabe, Yoshitaka Ushiku, Tatsuya Harada",April,2018,,1
Srinivasan_2018_CVPR,Aperture Supervision for Monocular Depth Estimation,"Srinivasan, Pratul P. and Garg, Rahul and Wadhwa, Neal and Ng, Ren and Barron, Jonathan T.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6393-6401",arXiv:1711.07933,Aperture Supervision for Monocular Depth Estimation,"Pratul P. Srinivasan, Rahul Garg, Neal Wadhwa, Ren Ng, Jonathan T. Barron",March,2018,,1
Poursaeed_2018_CVPR,Generative Adversarial Perturbations,"Poursaeed, Omid and Katsman, Isay and Gao, Bicheng and Belongie, Serge",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4422-4431",arXiv:1712.02328,Generative Adversarial Perturbations,"Omid Poursaeed, Isay Katsman, Bicheng Gao, Serge Belongie",July,2018,,1
Wu_2018_CVPR,Tagging Like Humans: Diverse and Distinct Image Annotation,"Wu, Baoyuan and Chen, Weidong and Sun, Peng and Liu, Wei and Ghanem, Bernard and Lyu, Siwei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7967-7975",arXiv:1804.00113,Tagging like Humans: Diverse and Distinct Image Annotation,"Baoyuan Wu, Weidong Chen, Peng Sun, Wei Liu, Bernard Ghanem, Siwei Lyu",March,2018,,1
Wang_2018_CVPR,SGPN: Similarity Group Proposal Network for 3D Point Cloud Instance Segmentation,"Wang, Weiyue and Yu, Ronald and Huang, Qiangui and Neumann, Ulrich",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2569-2578",arXiv:1711.08588,SGPN: Similarity Group Proposal Network for 3D Point Cloud Instance Segmentation,"Weiyue Wang, Ronald Yu, Qiangui Huang, Ulrich Neumann",November,2017,,1
Shi_2018_CVPR,Real-Time Rotation-Invariant Face Detection With Progressive Calibration Networks,"Shi, Xuepeng and Shan, Shiguang and Kan, Meina and Wu, Shuzhe and Chen, Xilin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2295-2303",arXiv:1804.06039,Real-Time Rotation-Invariant Face Detection with Progressive Calibration Networks,"Xuepeng Shi, Shiguang Shan, Meina Kan, Shuzhe Wu, Xilin Chen",April,2018,,1
He_2018_CVPR,Deep Spatial Feature Reconstruction for Partial Person Re-Identification: Alignment-Free Approach,"He, Lingxiao and Liang, Jian and Li, Haiqing and Sun, Zhenan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7073-7082",arXiv:1801.00881,Deep Spatial Feature Reconstruction for Partial Person Re-identification: Alignment-Free Approach,"Lingxiao He, Jian Liang, Haiqing Li, Zhenan Sun",September,2018,,1
Kundu_2018_CVPR,AdaDepth: Unsupervised Content Congruent Adaptation for Depth Estimation,"Nath Kundu, Jogendra and Krishna Uppala, Phani and Pahuja, Anuj and Venkatesh Babu, R.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2656-2665",arXiv:1803.01599,AdaDepth: Unsupervised Content Congruent Adaptation for Depth Estimation,"Jogendra Nath Kundu, Phani Krishna Uppala, Anuj Pahuja, R. Venkatesh Babu",June,2018,,1
Fey_2018_CVPR,SplineCNN: Fast Geometric Deep Learning With Continuous B-Spline Kernels,"Fey, Matthias and Eric Lenssen, Jan and Weichert, Frank and M_ller, Heinrich",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 869-877",arXiv:1711.08920,SplineCNN: Fast Geometric Deep Learning with Continuous B-Spline Kernels,"Matthias Fey, Jan Eric Lenssen, Frank Weichert, Heinrich Mller",May,2018,,1
Ovrn_2018_CVPR,Spline Error Weighting for Robust Visual-Inertial Fusion,"Ovrn, Hannes and Forssn, Per-Erik",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 321-329",arXiv:1804.04820,Spline Error Weighting for Robust Visual-Inertial Fusion,"Hannes Ovrn, Per-Erik Forssn",April,2018,,1
Xu_2018_CVPR,AttnGAN: Fine-Grained Text to Image Generation With Attentional Generative Adversarial Networks,"Xu, Tao and Zhang, Pengchuan and Huang, Qiuyuan and Zhang, Han and Gan, Zhe and Huang, Xiaolei and He, Xiaodong",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1316-1324",arXiv:1711.10485,AttnGAN: Fine-Grained Text to Image Generation with Attentional Generative Adversarial Networks,"Tao Xu, Pengchuan Zhang, Qiuyuan Huang, Han Zhang, Zhe Gan, Xiaolei Huang, Xiaodong He",November,2017,,1
Yokota_2018_CVPR,Missing Slice Recovery for Tensors Using a Low-Rank Model in Embedded Space,"Yokota, Tatsuya and Erem, Burak and Guler, Seyhmus and Warfield, Simon K. and Hontani, Hidekata",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8251-8259",arXiv:1804.01736,Missing Slice Recovery for Tensors Using a Low-rank Model in Embedded Space,"Tatsuya Yokota, Burak Erem, Seyhmus Guler, Simon K. Warfield, Hidekata Hontani",April,2018,,1
Mopuri_2018_CVPR,NAG: Network for Adversary Generation,"Reddy Mopuri, Konda and Ojha, Utkarsh and Garg, Utsav and Venkatesh Babu, R.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 742-751",arXiv:1712.03390,NAG: Network for Adversary Generation,"Konda Reddy Mopuri, Utkarsh Ojha, Utsav Garg, R. Venkatesh Babu",March,2018,,1
Trn_2018_CVPR,Extreme 3D Face Reconstruction: Seeing Through Occlusions,"Tun Trn, Anh and Hassner, Tal and Masi, Iacopo and Paz, Eran and Nirkin, Yuval and Medioni, Grard",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3935-3944",arXiv:1712.05083,Extreme 3D Face Reconstruction: Seeing Through Occlusions,"Anh Tuan Tran, Tal Hassner, Iacopo Masi, Eran Paz, Yuval Nirkin, Gerard Medioni",March,2018,,1
Marcos_2018_CVPR,Learning Deep Structured Active Contours End-to-End,"Marcos, Diego and Tuia, Devis and Kellenberger, Benjamin and Zhang, Lisa and Bai, Min and Liao, Renjie and Urtasun, Raquel",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8877-8885",arXiv:1803.06329,Learning deep structured active contours end-to-end,"Diego Marcos, Devis Tuia, Benjamin Kellenberger, Lisa Zhang, Min Bai, Renjie Liao, Raquel Urtasun",March,2018,,1
Gou_2018_CVPR,MoNet: Moments Embedding Network,"Gou, Mengran and Xiong, Fei and Camps, Octavia and Sznaier, Mario",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3175-3183",arXiv:1802.07303,MoNet: Moments Embedding Network,"Mengran Gou, Fei Xiong, Octavia Camps, Mario Sznaier",March,2018,,1
Xu_2018_CVPR,PAD-Net: Multi-Tasks Guided Prediction-and-Distillation Network for Simultaneous Depth Estimation and Scene Parsing,"Xu, Dan and Ouyang, Wanli and Wang, Xiaogang and Sebe, Nicu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 675-684",arXiv:1805.04409,PAD-Net: Multi-Tasks Guided Prediction-and-Distillation Network for Simultaneous Depth Estimation and Scene Parsing,"Dan Xu, Wanli Ouyang, Xiaogang Wang, Nicu Sebe",May,2018,,1
Urooj_2018_CVPR,Analysis of Hand Segmentation in the Wild,"Urooj, Aisha and Borji, Ali",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4710-4719",arXiv:1803.03317,Analysis of Hand Segmentation in the Wild,"Aisha Urooj Khan, Ali Borji",March,2018,,1
Gilani_2018_CVPR,Learning From Millions of 3D Scans for Large-Scale 3D Face Recognition,"Zulqarnain Gilani, Syed and Mian, Ajmal",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1896-1905",arXiv:1711.05942,Learning from Millions of 3D Scans for Large-scale 3D Face Recognition,"Syed Zulqarnain Gilani, Ajmal Mian",July,2018,"IEEE Conference on Computer Vision and Pattern Recognition, 2018",1
Senocak_2018_CVPR,Learning to Localize Sound Source in Visual Scenes,"Senocak, Arda and Oh, Tae-Hyun and Kim, Junsik and Yang, Ming-Hsuan and So Kweon, In",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4358-4366",arXiv:1803.03849,Learning to Localize Sound Source in Visual Scenes,"Arda Senocak, Tae-Hyun Oh, Junsik Kim, Ming-Hsuan Yang, In So Kweon",March,2018,,1
Hu_2018_CVPR,Relation Networks for Object Detection,"Hu, Han and Gu, Jiayuan and Zhang, Zheng and Dai, Jifeng and Wei, Yichen",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3588-3597",arXiv:1711.11575,Relation Networks for Object Detection,"Han Hu, Jiayuan Gu, Zheng Zhang, Jifeng Dai, Yichen Wei",June,2018,,1
Islam_2017_CVPR,Gated Feedback Refinement Network for Dense Image Labeling,"Amirul Islam, Md and Rochan, Mrigank and Bruce, Neil D. B. and Wang, Yang",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 3751-3759",arXiv:1806.11266,Gated Feedback Refinement Network for Coarse-to-Fine Dense Semantic Image Labeling,"Md Amirul Islam, Mrigank Rochan, Shujon Naha, Neil D. B. Bruce, Yang Wang",June,2018,,1
Xu_2018_CVPR,Quantization of Fully Convolutional Networks for Accurate Biomedical Image Segmentation,"Xu, Xiaowei and Lu, Qing and Yang, Lin and Hu, Sharon and Chen, Danny and Hu, Yu and Shi, Yiyu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8300-8308",arXiv:1803.04907,Quantization of Fully Convolutional Networks for Accurate Biomedical Image Segmentation,"Xiaowei Xu, Qing Lu, Yu Hu, Lin Yang, Sharon Hu, Danny Chen, Yiyu Shi",March,2018,,1
Song_2018_CVPR,Transductive Unbiased Embedding for Zero-Shot Learning,"Song, Jie and Shen, Chengchao and Yang, Yezhou and Liu, Yang and Song, Mingli",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1024-1033",arXiv:1803.11320,Transductive Unbiased Embedding for Zero-Shot Learning,"Jie Song, Chengchao Shen, Yezhou Yang, Yang Liu, Mingli Song",March,2018,,1
Kim_2018_CVPR,Deep Sparse Coding for Invariant Multimodal Halle Berry Neurons,"Kim, Edward and Hannan, Darryl and Kenyon, Garrett",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1111-1120",arXiv:1711.07998,Deep Sparse Coding for Invariant Multimodal Halle Berry Neurons,"Edward Kim, Darryl Hannan, Garrett Kenyon",June,2018,,1
