ID_A,ID_B,Flag,Title_A,Title_B,Director_A,Director_B,Year_A,Year_B
5128,2003,,Public Enemies    ,Public Enemies,Michael Mann,Michael Mann,2009,2009
3894,3007,,White House Down (+UltraViolet Digital Copy) ,White House Down,Roland Emmerich,Roland Emmerich,2013,2013
2669,6341,,I'll See You in My Dreams    ,I'll See You in My Dreams,Brett Haley,Brett Haley,2015,2015
221,6295,,The Divergent Series: Insurgent    ,Insurgent,Robert Schwentke,Robert Schwentke,2015,2015
5207,6185,,Blackhat [Blu-ray] ,Blackhat,Michael Mann,Michael Mann,2015,2015
713,4835,,Spring Breakers (DVD + UltraViolet Digital Copy) ,Spring Breakers,Harmony Korine,Harmony Korine,2013,2013
3902,495,,The Life Aquatic with Steve Zissou    ,The Life Aquatic with Steve Zissou,Wes Anderson,Wes Anderson,2004,2004
4117,324,,Friday Night Lights    ,Friday Night Lights,Peter Berg,Peter Berg,2004,2004
432,2675,,Headhunters (English Subtitled)    ,Headhunters,Morten Tyldum,Morten Tyldum,2012,2012
770,2080,,Fantastic Mr. Fox (Criterion Collection) (Blu-ray + DVD) ,Fantastic Mr. Fox,Wes Anderson,Wes Anderson,2014,2009
171,1646,,24,24: Redemption,Jon Cassar,Jon Cassar,2002,2008
454,2713,,Prometheus (Blu-ray/ DVD + Digital Copy) ,Prometheus,Ridley Scott,Ridley Scott,2012,2012
328,495,,The Life Aquatic with Steve Zissou ,The Life Aquatic with Steve Zissou,Wes Anderson,Wes Anderson,2005,2004
4327,4320,,Rock of Ages ,Rock of Ages,Adam Shankman,Adam Shankman,2012,2012
458,2826,,Life of Pi ,Life of Pi,Ang Lee,Ang Lee,2013,2012
296,277,,High Road to China ,High Road to China,Brian G. Hutton,Brian G. Hutton,2012,1983
2892,5173,,Elysium    ,Elysium,Neill Blomkamp,Neill Blomkamp,2013,2013
4368,6067,,Foxcatcher ,Foxcatcher,Bennett Miller,Bennett Miller,2015,2014
1022,1924,,Blood and Bone ,Blood and Bone,Ben Ramsey,Ben Ramsey,2009,2009
600,2172,,Clash of the Titans (2010)    ,Clash of the Titans,Louis Leterrier,Louis Leterrier,2010,2010
671,3128,,The Hobbit: The Desolation of Smaug (Extended Edition)    ,The Hobbit: The Desolation of Smaug,Peter Jackson,Peter Jackson,2013,2013
830,1885,,Watchmen Collector's Edition: Ultimate Cut + Graphic Novel [Blu-ray] ,Watchmen,Zack Snyder,Zack Snyder,2012,2009
206,1669,,The Dark Knight    ,The Dark Knight,Christopher Nolan,Christopher Nolan,2008,2008
1394,3047,,Riddick Trilogy (Pitch Black / The Chronicles of Riddick: Dark Fury / The Chronicles of Riddick) ,Riddick,David Twohy,David Twohy,2006,2013
1073,2899,,Jack the Giant Slayer ,Jack the Giant Slayer,Bryan Singer,Bryan Singer,2013,2013
2365,2569,,Mission: Impossible Ghost Protocol - Extended Preview    ,Mission: Impossible Ghost Protocol,Brad Bird,Brad Bird,2011,2011
4083,4658,,Blissful Lies    ,Blissful Lies,Jennifer Brown-Thomas,Jennifer Brown-Thomas,2012,2012
582,403,,The World's Fastest Indian ,The World's Fastest Indian,Roger Donaldson,Roger Donaldson,2006,2005
4268,2084,0,Sherlock Holmes: A Game of Shadows ,Sherlock Holmes,Guy Ritchie,Guy Ritchie,2012,2009
4244,4801,,Quartet ,Quartet,Dustin Hoffman,Dustin Hoffman,2013,2013
55,1986,,Star Trek Into Darkness (Blu-ray + DVD + Digital HD) ,Star Trek,J.J. Abrams,J.J. Abrams,2013,2009
2875,6096,,Unbroken ,Unbroken,Angelina Jolie,Angelina Jolie,2015,2014
445,3023,,Fast & Furious 6 ,Fast & Furious 6,Justin Lin,Justin Lin,2013,2013
1208,211,,The Punisher ,The Punisher,Jonathan Hensleigh,Jonathan Hensleigh,2004,2004
4549,6156,,The Gambler    ,The Gambler,Rupert Wyatt,Rupert Wyatt,2014,2014
1693,2356,,The Green Hornet    ,The Green Hornet,Michel Gondry,Michel Gondry,2011,2011
