ID_A,ID_B,Flag,Title_A,Title_B,Model_Number_A,Model_Number_B,Brand_A,Brand_B,Price_A,Price_B
1452,4720,,Logitech 920-003198 MK100 Classic Desktop Usb Ps 2 Compact Design,Logitech Classic Desktop MK100 920-003198,920-003198,920-003198,Logitech,Logitech,17.88,19.99
149,18937,,Xerox 108R00579 Transfer Roller,XEROX 108R00579 Transfer roller for xerox phaser 7750 laser printer,108R00579,108R00579,XEROX,Xerox,199.88,153.57
1889,6730,,Logitech Wireless Mouse Dark Fleur,Logitech Wireless Mouse M305 Dark Fleur,910001898,910-001898,Logitech,Logitech,27.82,24.17
508,11954,,Case Logic 10  Tablet Sleeve Black,Case Logic LAPST-110 10-Inch Tablet Sleeve Black,LAPST110BLACK,LAPST-110,Case Logic,Case Logic,16,15.75
1973,3594,,SanDisk 8GB microSDHC Memory Card,SanDisk microSDHCTM 8GB Memory Card,SDSDQ008GA11M,SDSDQ-8192,SanDisk,SanDisk,24.88,4.44
1565,6915,,Incipio Smart Feather for Apple iPad 2 Light Blue,Incipio Smart Feather Case for Apple iPad 2 - Light Blue IPAD-227,IPAD-227,IPAD-227,INCIPIO,Incipio,33.25,29.13
899,15336,,TP-Link TL-SC3171G Wireless Day Night Surveillance Camera,TP-Link TL-SC3171G Wireless Day and Night Surveillance Camera,TL-SC3171G,TL-SC3171G,TP Link,TP-Link,172,171.81
601,4692,,Kensington K72334US SlimBlade Mouse with Nano Receiver - Laser,New-Si640 Laser Mouse w Nano Recvr - K72334US,K72334US,,Kensington,Kensington,32.88,46.33
203,2448,,Boss MP3 CD Receiver Speaker Package System,Boss 655CK Package System Boss 636CA In-Dash CD MP3 Reciever plus one pair of Boss Duo-Fit speakers that may be used to replace existing 5.25 or 6.5 speakers,655CK,655CK,Boss,BOSS,78,75.99
232,10437,,Edge 16GB SDHC HD Video Card Class 6,16GB Secure Digital Sdhc HD Video Card Class 6,PE222604,EDGDM-222604-PE,Edge Tech,Edge,38.84,31.21
2397,18102,,Crown Super-Soaker Polypropylene Wiper Mat With Gripper Bottom 45 X 67 Charcoal,New-Crown SSR046CH - Super-Soaker Wiper Mat w Gripper Bottm Polypropylene 45 x 67 Charcoal - CWNSSR046CH,SSR046CH,,Crown,Crown,139.97,213
310,19292,,Lenovo Performance Back Pack,Lenovo Performance Backpack - Notebook carrying backpack - 15.4,41U5254,41U5254,Lenovo,Lenovo,31.51,24.98
649,4760,,Lexar Media LMSPD8GBBSBNA 8GB Platinum II Memory Stick PRO Duo Card,Lexar Media 8 GB Flash Memory Card LMSPD8GBBSBNA,LMSPD8GBBSBNA,LMSPD8GBBSBNA,Lexar Media,Lexar,22.99,22.51
1499,5235,,VisionTek Radeon HD6770 1GB GDDR5 Graphics Card,VisionTek Radeon HD6770 1 GB GDDR5 HDMI DVI VGA Graphics Card 900368,900368,900368,Visiontek,VisionTek,145,130.99
1981,4279,,Sony MDRAS30G Sport Headphones - Behind The Neck,SONY MDRAS30G SPORT NECKBAND HEADPHONES,MDRAS30G,,Sony,Sony,19.88,24.95
2343,639,,Canon ImageCLASS MF4570dn Laser Multifunction Printer,Canon ImageCLASS MF4570dn Laser Multifunction Printer 4509B020AA,4509B020AA,MF4570dn,Canon,Canon,288,186.95
1485,15559,,Sakar Crayola Digital Camcorder,Sakar 32070 Crayola Digital Camcorder Green,32070,32070,Sakar,Sakar,46.48,33.5
2040,7444,,StarTech.com PM1115U Fast Ethernet Print Server,StarTech.com 10 100 Mbps USB Print Server PM1115U,PM1115U,PM1115U,StarTech,StarTech,40.84,35.23
854,6748,,Da-Lite Matte White Concord Designer Manual Screen - 70 x 70 AV Format,Da-Lite Designer Manual Matte White Concord Finisher - Projection screen - matte white,76454,Matte White (Concord Finisher),Da-Lite,Da-Lite,923.99,
149,16351,,Xerox 108R00579 Transfer Roller,Xerox 108R00579 - 108R00579 Transfer Roller,108R00579,,XEROX,Xerox,199.88,
282,7825,,Nextware Jellybean Case for iPad Black,Nextware Jellybean Case for iPad - Black,JELPAD-BK,JELPAD-BK,Nextware,Nextware,29.95,18.32
580,15016,,Green Onion Supply RT-SPIPAD01 Glossy Screen Protector for Apple iPad,Green Onions Supply Glossy Screen Protector for Apple iPad,RT-SPIPAD01,RT-SPIPAD01,Green Onions Supply,Green,40.18,18.36
1142,9254,,Western Digital Elements 500GB Portable SE Portable Hard Drive Black,Western Digital WD Elements SE Portable 500 GB USB 2.0 External Hard Drive,WDBABV5000ABK-NESN,WDBABV5000ABK-NESN,Western Digital,Western Digital,71.98,59.99
1933,9017,,HP 56 Black Inkjet Cartridge C6656AN,HP 56 Black Ink Cartridge in Retail Packaging C6656AN 140,C6656AN,HEWC6656AN,HP,HP,23.97,21.5
2276,19663,,Quantum MR-S2MQN-01 Super DLTtape II Cartridge,Quantum Super DLTtape II 300 600GB Tape Cartridge,MR-S2MQN-01,MR-S2MQN-01,Quantum,Quantum,94.88,75.33
903,6662,,Midland Behind-The-Head 2-Way Radio Headset 2-Pack,Midland AVPH5 Behind the Head Headsets Pair,AVP-H5,AVPH5,Midland,Midland,22.27,22.27
1325,913,,Kensington ProFit Wired Full Size Mouse,Kensington Pro Fit USB PS2 Full Size Wired Mouse Black,K72343US,K72343US,Kensington,Kensington,19.88,19.55
661,10274,,Bell O High-Speed HDMI Cable with Ethernet 2-Meter,BELL O HD7102 High Speed HDMI Cables,HD7102,HD7102,Bell'O,Bell'O,69.99,
2015,11741,,Storm 2306 Case with Foam Olive Drab,Pelican Storm iM2306 Case Watertight Padlockable Case with Multilayer Cubed Foam Interior Olive Drab,IM2306-30001,,Storm,Pelican,97.88,69.95
1830,19354,,Viewsonic Pocket Camcorder Projector,ViewSonic 3DV5 Pocket 3D HD camcorder with 5M FF Lens,3DV5,3DV5,ViewSonic,ViewSonic,129.98,99
1023,12117,,SIIG 2.5  SATA SuperSpeed USB 3.0 Hard Drive Enclosure,SIIG SuperSpeed USB 3.0 to SATA 2.5 Enclosure JU-SA0912-S1,JU-SA0912-S1,JU-SA0912-S1,SIIG,SIIG,20.39,19.53
1350,4660,,Night Owl Security Products CCD Wired Color Security Camera with 60 Cable,Night Owl Security Products CAM-S420-245 CCD Wired Color Security Camera with 60 of Cable,CAM-S420-245A,CAM-S420-245,Night Owl,Night Owl Optics,67.82,49.99
653,6709,,Startech 6 RJ-45 to DB9 Cisco Console Management Router Cable,StarTech 6 ft. RJ45 to DB9 Cisco Console Management Router Cable - M F DB9CONCABL6,DB9CONCABL6,DB9CONCABL6,StarTech,StarTech,19,14.63
476,782,,Lowrance Elite-5 DSI Fishfinder Base,Lowrance 000-10236-001 Elite-5 DSI DownScan Imaging Chartplotter Fishfinder with 5-Inch Color LCD and Basemap,000-10236-001,000-10236-001,Lowrance,Lowrance,740.84,629.48
1363,17389,,Cardinal Zippered Binder Pockets 8-1 2 x 11 Clear 3 Pack,Cardinal 14201 - Zippered Binder Pockets 8-1 2 x 11 Clear 3 Pockets Pack,,,,Cardinal,5.27,
1143,14278,,HP AR482AT Internal Blu-ray Writer,Smart Buy Sata Blk Blu-ray Writer,AR482AT,AR482AT,HP,HP,149.82,162.81
576,5076,,Garmin Foretrex 401 Portable GPS System,Garmin Foretrex 401 Waterproof Hiking GPS,010-00777-00,010-00777-00,Garmin,Garmin,174.88,165.58
2073,4160,,Pioneer 6.5  4-Way Speakers 350W,Pioneer TS-A1684R A-Series 6 1 2 4-Way 350 Watts,TS-A1684R,TS-A1684R,Pioneer,Pioneer,113,
2022,17375,,Crown Cushion-Step Rubber Mat 36 X 72 Marbleized Black,Crown CU3672BK - Cushion-Step Mat Rubber 36 x 72 Marbleized Black,CU3672BK,,Crown,Crown,194.97,
2528,13283,,Verbatim 100-Pack 16X DataLifePlus Shiny Silver DVD-R Spindle,Verbatim 97017 4.7 GB up to 16x DataLifePlus Shiny Silver Recordable Disc DVD-R 100-Disc Spindle Tape Wrap,97017,97017,Verbatim,Verbatim,29.98,29.89
105,11792,,OmniMount Component Shelf - Black,OmniMount ECSB Component Shelf for CRT TVs Video Accessories,ECSB,ECSB,OmniMount,OmniMount,33.54,33.54
681,844,,CP Technologies LevelOne OAN-0501 Omni-Directional Antenna,Levelone Indoor Antenna 5DBI Omni-directional,OAN-0501,OAN-0501,CP TECH,CP Technology,15.71,16.99
109,21710,,Imation 26607 RDX Cartridge Hard Drive,Imation RDX Removable Hard Disk Cartridge 160GB,26607,26607,Imation,Imation,117.84,108
86,9497,,Sony 2GB MS Pro Duo Mark2,Sony 2 GB Memory Stick PRO Duo Flash Memory Card MSMT2G,MSMT2G/TQ,MSMT2G,Sony,Sony,14.88,10.56
481,377,,Belkin F8V3311B10 HDMI Cable,BELKIN F8V3311b10 HDMI to HDMI Cable 10 Feet,F8V3311B10,F8V3311B10,Belkin,Belkin,12,8.79
1657,14170,,Logitech M315 Wireless Optical Mouse Blue,Logitech Wireless Mouse M315 Nano Steel Blue,M315,M315,Logitech,Logitech,19.88,
1631,10852,,Joby Gorillapod SLR Tripod,Joby GP2-D1EN Gorillapod Flexible Tripod for Digital SLR Cameras with Bubble Level,GP2A1EN,GP2-D1EN,JOBY,Joby,28.01,
590,16954,,Sennheiser SH 230 Monaural Headset,New-SH230 Monaural Headset - SH230,SH230,,Sennheiser,Sennheiser,84,89.32
1611,10451,,Q-See QSBNCOMP10 Antenna Connector,Q-see QSBNCOMP10 Antenna Connector,QSBNCOMP10,,Q-See,Digital Peripheral Solutions,15.72,19.45
303,16808,,Quartet ShowIt Three-Panel Display System Fabric Blue Gray Black PVC Frame,New-Quartet SB93513Q - ShowIt Three-Panel Display System Fabric Blue Gray Black PVC Frame - QRTSB93513Q,,,Quartet,Quartet,222.29,381
976,13423,,StarTech.com PEX13943 4 Port PCIe 1394a FireWire Adapter Card,StarTech.com 4 Port PCI Express 1394a FireWire Adapter Card - 3 External 1 Internal PEX13943,PEX13943,PEX13943,StarTech,StarTech,34.88,27.99
1195,14917,,HP 75 Tri-color Inkjet Cartridge CB337WN,HP 75 Tri-Color Inkjet Print Cartridge CB337WN,HP CB337WN140,CB337WN#140,HP,HP,19.47,
1656,10362,,Apple iPad Smart Cover for iPad 2 Assorted Colors,Apple iPad 2 Polyurethane Smart Cover - Gray MC939LL A,MC939LL/A,iPad Smart Cover,Apple,Apple,36.88,37.9
2193,3145,,Garmin Fishfinder 140 with 4.7-Inch Display and Dual-Beam Transducer,Garmin Fishfinder 140 with 4.7-Inch Display and Dual-Beam Transducer,Fishfinder 140,010-00460-00,Garmin,Garmin,90.8,92.96
921,3247,,Xantech Sllc1 Speaker Level To Line Converter,XANTECH SLLC1 Speaker Level To Line Converter,SLLC1,SLLC1,Xantech,Xantech,40.88,28.42
262,5193,,Xerox 108R00645 Imaging Unit For Phaser 6300 and 6350 Printer,Xerox Printers IMAGING UNIT PHASER 6300 6350 108R00645,108R00645,108R00645,XEROX,Xerox,244.84,253.79
2015,9457,,Storm 2306 Case with Foam Olive Drab,Storm Im2306-30001 2306 Case With Foam Olive Drab  Cases Outdoor Products,IM2306-30001,,Storm,Storm,97.88,103.99
2512,21504,,LG 42  Class LCD 1080p 60Hz HDTV 42LK450,LG 42LK450 42-Inch 1080p 60 Hz LCD HDTV,42LK450,42LK450,LG,LG,579,
1025,12675,,Motorola XOOM Vehicle Power Adapter,Motorola Vehicle Power Adapter for MOTOROLA XOOM Motorola Retail Packaging,89453N,89453N,MOTOROLA,Motorola,26.99,16.25
185,2960,,Los Angeles Dodgers Pink iPhone 4 Hard Case,Los Angeles Dodgers Pink iPhone 4 Hard Case,FVA4450,,Tribeca,Tribeca,29.99,29.99
1938,8501,,Kingston KTH-MLG4 2G 2GB DDR2 240-pin SDRAM Server Memory Module,Kingston memory - 2 GB 2 x 1 GB - DIMM 240-pin - DDR II KTH-MLG4 2G,KTH-MLG4/2G,KTH-MLG4/2G,Kingston,Kingston,55.92,52.68
1698,16579,,Ampad Envirotec Hanging File Folders 1 5 Tab 11pt Stock Ltr Standard Green 25pk,New-Ampad 52115R - Envirotec Hanging File Folder 1 5 Tab 11 Point Letter Standard Green 25 Box - AMP52115R,,,,Ampad,12.54,28
2509,11583,,Sanus Powerbridge in Wall Power and Cable Management,Sanus Systems ELM805-B1 Power Bridge In-Wall Power and Cable Management Black,,ELM805-B1,Sanus,Sanus,84.99,87
2156,4319,,Ape Case AC252 Tri-Fold Digital Camera Case   Passport Travel Wallet,Ape Case Ac252 Tri-Fold Travel Wallet Digital Camera Case Camcorder Bags Camera Bags,AC252,,Ape Case,Ape Case,18.88,
624,14736,,LaCie Portable 8x DVD-RW Drive with LightScribe,LaCie USB 2.0 Portable Slim 8x DVD RW Drive - 301910,301910,301910,LaCie,LaCie,57.6,47.75
2217,17495,,Lexmark 1382920 Toner 3000 Page-Yield Black,New-1382920 Toner 3000 Page Yield Black Case Pack 1 - 516495,1382920,,Lexmark,Lexmark,270.9,574.19
812,454,,Aleratec Inc CD DVD Shredder,Aleratec DVD CD Shredder XC 240145 Black,,240145,Aleratec,Aleratec,61.88,68.78
1896,7661,,Q-See QT426 16-Channel Digital Video Recorder,Q-See QT426-5 16 Channel H.264 Smart Recording DVR with Pre-Installed 500 GB Hard Drive,QT426-5,QT426-5,Q-See,Q-See,612.24,516.99
2141,6966,,HTC Sensation 4G,HTC Sensation 4G Android Phone T-Mobile,6.10215E+11,Sensation,Generic,HTC,0,
2041,9551,,Skooba Design Skooba Skin 1617 Large Laptop Sleeve in Blue Microsuede with Blue Lining,Skooba Design Skin 1617 for Laptops 725-303,725-303,725-303,Skooba Design,RoadWired,33.99,35.59
560,21311,,Da-Lite Deluxe Hinged Screen Joining Clamp for Fast Fold Screens,Hinged Screen Joining Clamp,89518,,Da-Lite,Da-Lite,31.99,30.99
464,11441,,Startech 1 DVI-I Analog to 2x VGA Video Splitter Cable,StarTech.com DVISPL1VV 1 Feet DVI-I Analog to 2x VGA Video Splitter Cable - M F,DVISPL1VV,DVISPL1VV,StarTech,StarTech,14.57,14.57
1146,4788,,Kodak EasyShare M531 Red 14MP Digital Camera w 3x Optical Zoom 2.7  LCD Display w 50 Bonus Prints,Kodak EasyShare M531 14MP HD Digital Camera w 3x Optical 5x Digital Zoom 2.7 bright LCD screen Red Black  4GB SD Card,M531 Red,m531,Kodak,Kodak,89,
519,2139,,Seal Shield SSK107 Medical Grade Keyboard - Dishwasher Safe Black USB,SEAL SHIELD SSK107 Medical Grade Keyboard,SSK107,SSK107,Seal Shield,Seal Shield,30.84,30.88
1461,14499,,Sonnet Carapace Silicone Keyboard Cover,Carapace Keyboard Cover for Macbook,KP-MB,KP-MB,Sonnet Technologies  Inc,Sonnet Technologies,16.88,15.61
1701,13660,,Post-it Notes Professional Series Dispenser for 3 x 3 Self-Stick Pop-Up Notes BLK Base,Post-it Notes Dispenser Pop-up 3 Inches x 3 Inches Black Includes One Original Pop-up Refill,PRO330,PRO330,,Post-It,9.94,9.42
1615,11351,,Kensington Toshiba Family Laptop Charger with USB Power Port,Toshiba Laptop Charger with usb,K38085US,K38085US,Kensington,Kensington,43.88,37.99
529,77,,Wintec FileMate 4GB SWIVEL USB Flash Drive Black,Wintec Filemate 4GB Swivel USB 2.0 Flash Drive,3FMUSB4GWB-R,,Wintec,Wintec,7.84,9.99
920,17372,,Rubbermaid 3-Hole Punched Plastic Edge Strip Magazine Holders for Ring Binders 12ct,3-Hole Punched Plastic Edge Strip Magazine Holders,,,Rubbermaid,Rubbermaid,5.94,
802,8932,,HP 70 Green 130-ml Ink Cartridge C9457A,INK HP 70 GREEN 130 ML INK,HPC9457A,C9457A,HP,HP,74.88,62.47
1093,13748,,OCZ Technology Vertex 2 60GB 2.5  SATA II Solid State Drive,OCZ Technology 60 GB Vertex 2 Series SATA II 2.5-Inch Solid State Drive SSD OCZSSD22VTXE60G,OCZSSD22VTXE60G,OCZSSD2-2VTXE60G,OCZ Technologies,OCZ,119.98,94.99
2477,6956,,iFrogz iPod Touch 4 Luxe Lean Case White,iFrogz IT4LL-WHT Luxe Lean for iPod Touch 4G - White,IT4LL-WHT,IT4LL-WHT,iFrogz,iFrogz,24.99,12.5
2000,20190,,SIIG Wireless Ultra-Slim Multimedia Mini Keyboard,Wireless Ultra Slim Multimedia Mini Keyb with Laptop Style Keypad,JK-WR0612-S1,JK-WR0612-S1,SIIG,SIIG,30.88,25.85
1661,11173,,Dymo Shipping Labels 2.31,DYMO LabelWriter Shipping Labels White 2-5 16 x 4 300 per pack,30256,30256,Dymo,DYMO,20.82,15.15
1401,18728,,HP 82 Cyan Inkjet Cartridge CH566A,INK HP 82 CYAN INK CARTRIDGE-CH566A,HP CH566A,,HP,HP,29.88,
2439,2862,,LaCie FastKey 120GB USB 3.0 Flash Drive,LaCie FastKey 120 GB USB 3.0 Solid State Drive 130980,LAC130980,130980,LaCie,LaCie,449,418.59
1698,21668,,Ampad Envirotec Hanging File Folders 1 5 Tab 11pt Stock Ltr Standard Green 25pk,Ampad 52115R - Envirotec Hanging File Folder 1 5 Tab 11 Point Letter Standard Green 25 Box,,,,Ampad,12.54,
997,2751,,Maxell Timbers Wood Earbuds Oak,Maxell Timbers Earbud,190243 TEB-O,190243,Maxell,Maxell,29.88,11.45
1638,1271,,X-ACTO School Pro Desktop Electric Pencil Sharpener Blue Gray,X-Acto School Pro Heavy-Duty Electric Sharpener 1670,1670,1670,X-Acto,X-Acto,44.88,33.4
16,17811,,Avery Self-Adhesive Filing Labels 1 3 Cut 3-7 16 x 2 3 Clear 450 Pack,New-Avery 5029 - Self-Adhesive Filing Labels 1 3 Cut 2 3 x 3-7 16 Clear 450 Pack - AVE5029,5029,,Avery,Avery,21.47,35
556,19010,,Da-Lite Radio Frequency Wireless Remote for Horizon,Da- Lite Radio Frequency Wireless Remote - Remote control - infrared radio,85566,,Da-Lite,Da-Lite,629.99,629.99
604,21732,,V7 V7-DV4141-06 6 Replacement M M DVI Cable by Belkin,V7 DVI Cable Dual link DVI-D Male To DVI-D Male Black 6 Feet,V7-DV4141-06,V7-DV4141-06,V7,V7,10.88,1.97
50,8097,,Targus Impax Sleeve for 15  MacBook Pro Red,Targus Impax Sleeve for 15-Inch MacBook Pro and MacBook Air - TSS28802US Red Yellow with Gray Accents,TSS28802US,TSS28802US,Targus,Targus,35,29.25
2164,8470,,StarTech.com DP2DVI DisplayPort to DVI Video Converter Cable,DisplayPort to DVI Video Adapter Converter,DP2DVI,DP2DVI,StarTech,StarTech,18.88,18.69
1105,1398,,TomTom ONE Carry Case,TomTom ONE Carrying Case,9N00.181,9N00.181,TomTom,TomTom,19.96,4.99
247,13590,,iLuv iPod nano 6G Clear Type Protective Film,ILUV ICC1112CLR IPOD NANO 6G CLEAR TYPE PROTECTIVE FILM,ICC1112CLR,,iLuv,Apple,11.88,
615,22046,,Atrend-Bbox A361-12CP B Box Series  Speaker,Atrend-Bbox A361-12Cp B Box Series Speaker for Ford F150 Super Crew Cab 2009 and Up 12-Inch,A361-12CP,A361-12CP,Atrend,ATREND-BBOX,56.88,56.88
589,20109,,Mionix NAOS 5000 Laser Gaming Mouse,Mionix Naos 5000 Laser Gaming Mouse,000MIO5000M,26426,Mionix,Mionix,89.96,79.99
936,14801,,JVC Gumy Headphones Red,JVC HAF150R Gumy Headphone Red,HAF150R,HAF150R,JVC,JVC,9,7.38
1935,9579,,Seagate BlackArmor NAS 440 is a 4TB Network Attached Storage Server,Seagate BlackArmor NAS 440 4-Bay 4 TB 4 x 1 TB Network Attached Storage ST340005SHA10G-RK,,ST340005SHA10G-RK,Seagate,Seagate,599,574.84
503,11436,,StarTech PCI Express to PCI Riser Card,StarTech.com PCI Express to PCI Riser Card x1 for Intel 1U IPC Server PEX1PCI1R,PEX1PCI1R,PEX1PCI1R,StarTech,StarTech,47.92,46.34
2345,4985,,HP Scanjet 5590 Digital Flatbed Scanner,HP ScanJet 5590 Digital Flatbed Scanner - Flatbed scanner - Letter - 2400 dpi x 2400 dpi - ADF 50 sheets - Hi-Speed USB,HP SJ5590,5590 Digital Flatbed Scanner,HP,HP,273.99,296
365,9533,,Sony Portable Handycam AC Adaptor,Sony AC-L200 AC Adapter for A P F Series Info Lithium Batteries,ACL200,AC-L200,Sony,Sony,32.27,12
839,716,,Motorola Dect 6.0 Cordless Care,Motorola DECT 6.0 Cordless Big Button Phone K301,K301,K301,Motorola,Motorola,30.84,35.27
2413,7234,,Lexmark X651H11A High-Yield Toner 25000 Page-Yield Black,X651H11A High-Yield Toner 25000 Page-Yield Black,X651H11A,,Lexmark,Lexmark,565.2,413.69
993,19593,,HP 61 Black   Tri-color Combo Inkjet Cartridge,HP 61 Ink Cartridge Combo Pack,HP 61,CR259FN#140,HP,HP,30.5,28.2
1773,2223,,Oki 4332440 High-Yield Toner Type C8 5000 Page-Yield,Okidata Black Toner Cartridge 5k pages Type C8 for C5500n C5650dn C5650n C5800Ldn,4.3324404E7,43324404,OKI,Oki Data,119,69.29
65,8392,,Los Angeles Lakers iPhone 3G Duo Case,Los Angeles Lakers iPhone 3G Duo Case,FVA4005,,Tribeca,Tribeca,24.99,9.99
187,1929,,Fellowes 55-Piece Computer Maintenance Tool Kit,Fellowes 55-Piece Computer Toolkit Black,49106,49106,Fellowes,Fellowes,43.88,40.14
2486,8096,,Targus 14  Impax Laptop Sleeve Red,Targus Impax Sleeve Designed for 14-Inch Laptops - TSS20701US Red and Gray Accents,TSS20701US,TSS20701US,Targus,Targus,37.88,32.12
357,21592,,Epson T008201 Color Ink Cartridge for Stylus Color 780 870 875DC 875DCS and 890,Epson T008201 Color Inkjet Cartridge,T008201,T008201,Epson,Epson,20.84,18.18
2137,19007,,Lorex LW1002 LIVE Wireless Security Cameras,NEW LOREX LW1002W 2 WIRELESS CAMERA SYSTEM OBS SYSTEMS HOME SECURITY,LW1002,,Lorex,Lorex,119,141.99
691,12897,,JVC On-Ear Flats Design Pink,JVC HAS150PX Light weight Flat Folding Headphone Pink,HAS150PX,HAS150PX,JVC,JVC,19,14.3
695,20007,,Zyxel ES1100-16 16-Port FE Unmanaged Switch,ZyXEL 16-Port Unmanaged Fast Ethernet Switch ES1100-16,ES1100-16,ES1100-16,ZyXEL,ZyXEL,50.88,57.05
1842,2327,,Belkin F2E9142-WHT-APL ADC To DVI Apple Monitor Adapter,BELKIN F2E9142-WHT-APL Apple Monitor Adapter,F2E9142-WHT-APL,F2E9142-WHT-APL,Belkin,Belkin,29.88,29.44
1707,17027,,Pendaflex 25pk Hanging File Folder Tabs Clear White,Pendaflex 4312 - Hanging File Folder Tabs 1 3 Tab 3 1 2 Inch Clear Tab White Insert 25 Pack,4312,,,Pendaflex,5,10
1108,12701,,Micronet 16GB Fantom DataBank Flash Drive FDB16U2 Black,Micronet Technology DataBank 16 GB Flash Drive FDB16U2 - Black,FDB16U2,FDB16U2,MICRONET,Fantom,27.88,19.99
1989,2477,,Stanley Bostitch 00540 AntiJam Extra Heavy-Duty Stapler 215-Sheet Capacity Black,00540 AntiJam Extra Heavy Duty Stapler for up to 215 Sheets Black BOS00540,540,,Stanley Bostitch,Stanley,65,70.99
710,1097,,Griffin iPod Touch 4G Screen Care Kit 3 Pack,Griffin GB01913 Screen Care Kit for iPod Touch 4G 3 Pack,GB01913,GB01913,Arkon,Griffin Technology,13.3,11.17
1940,20178,,Epson S041667 Premium Glossy Photo Paper,Epson Amer Premium Photo Paper 68 Lbs. High-Gloss 8-1 2 X 11 50 Sheets Pack,S041667,S041667,Epson,Epson,45.2,26.95
1592,3206,,Dymo LabelManager 260P,Dymo Labelmanager 260P,1754490,260P,Dymo,DYMO,59.97,
475,18530,,Duracell 16GB Class 10 High-Speed SD Card,Dane-Elec Duracell High Speed 16 GB Class 10 Secure Digital Card DU-SD1016G-C,DU-SD1016G-C,DU-SD1016G-C,Duracell,Dane-Elec,46.88,30.25
1904,10675,,Microsoft Laptop Roller Bag Destination,Microsoft 39203 Laptop Roller Bag - Destination Black,39203,39203,Microsoft,Microsoft,102.88,102.88
1210,9718,,Polaroid i1237 Pink 12MP Digital Camera w 3x Optical Zoom 2.7  LCD Display,Polaroid CIA-1237PC 12 MP Digital Camera with 3x Optical Zoom Pink,CIA-1237PC,CIA-1237PC,Polaroid,Polaroid,68,69.99
1082,21588,,Garmin GPSMAP 78S 010-00864-01 Marine GPS Navigator and World Wide Chartplotter,Garmin GPSMAP 78S 010-00864-01 Marine GPS Navigator and World Wide Chartplotter,GPSMAP 78S,010-00864-01,Garmin,Garmin,399.88,399.88
1579,3324,,V7 3-Button Optical Mouse USB,V7 3 Button USB Optical Mouse,M30P10-7N,M30P10-7N,V7,V7,7.82,6.99
1413,16819,,Post-it Notes Dispenser w Weighted Base Plastic 11 7 8 x 2 1 2 x 7 3 4 Gray,New-Post-it C50 - Notes Dispenser with Weighted Base Plastic 12 x 8 x 2 Charcoal Gray - MMMC50,C50,,POST-IT,Post-It,22.94,41.06
1952,20444,,Incipio iPod Touch 4G Feather Hard Shell Case Matte Black,Incipio Feather Case for iPod touch 4G Matte Black,IP-909,IP-909,INCIPIO,Incipio,23.75,17.82
389,1451,,Fellowes B-121C Shredder,B-121C Paper Shredder,FEL3373001,,Fellowes,Fellowes,369.99,133.84
2217,20676,,Lexmark 1382920 Toner 3000 Page-Yield Black,New-Lexmark 1382920 - 1382920 Toner 3000 Page-Yield Black - LEX1382920,1382920,,Lexmark,Lexmark,270.9,224.23
1247,17192,,I-Tec iPad Anti-Glare Screen Protector,I-TEC T6020 IPAD R ANTI-GLARE SCREEN PROTECTOR,T6020,,I-Tec Electronics,I-Tec,17.88,
2108,8359,,Atrend-Bbox A201-12CP B Box Series Single-Sealed 10  Up-Fire Enclosure,ATREND-BBOX A201-12CP B BOX SERIES SINGLE-SEALED 10 UP-FIRE ENCLOSURE FOR DODGE RAM QUAD CAB 2002,A201-12CP,,Atrend,ATREND,60.88,93.7
2460,7487,,Sony Eyepiece Cup,Sony FDAEP5AM Eyepiece Cup for Sony Alpha a230 330 380 Digital SLR Cameras Black,FDAEP5AM,FDAEP5AM,Sony,Sony,12,9.99
1875,14195,,Red Eye Def Budz,Sprayground Sprayloud SL1003 The RedEye Def Budz Ear Buds Earphones,SL1003,SL1003,Sakar,Sakar,14.73,9.99
