ID_A,ID_B,Title_A,Title_B,ISBN_A,ISBN_B
bn_2544,B1429,Oracle SQL Tuning with Oracle SQLTXPLAIN,Sybase Systems Management,9781430248095,9780134553535.0
bn_2610,B2272,Coloring Web Graphics (with CD-ROM),MySQL Certification Study Guide,9781562056698,9780672326325.0
bn_1785,B1575,Advances in Cryptology - CRYPTO '85,Tutorials in Mathematical Biosciences II: Mathematical Modeling of Calcium Dynamics and Signal Transduction (Lecture Notes in Mathematics / Mathematical Biosciences Subseries),9780387164632,9783540254393.0
bn_488,B2085,Getting Started with Microsoft Access 2.0 for Windows and Data Disk Set,Social Robots from a Human Perspective,9780471120568,9783319156712.0
bn_2909,B2719,The Paradox Relational Database Advisor,Inside 3d Studio Max: Advanced Modeling and Materials (v. 2),9780830638598,9781562056797.0
bn_421,B2673,Sams Teach Yourself Microsoft SQL Server T-SQL in 10 Minutes,Application of Big Data for National Security: A Practitioner's Guide to Emerging Technologies,9780672328671,9780128019672.0
bn_1389,B363,Oracle Big Data Handbook,"Databases: Design, Development, & Deployment Using Microsoft Access w/ Student CD",9780071827263,9780072886306.0
bn_966,B1626,Forecasting Oracle Performance,"Distributed Algorithms: 2nd International Workshop, Amsterdam, The Netherlands, July 8-10, 1987. Proceedings (Lecture Notes in Computer Science)",9781430242932,9783540193661.0
bn_2217,B2869,"ICDT Ninety: Proceedings of the Third International Conference on Database Theory, Paris, France, December 12-14, 1990",SQL Server 2005 Distilled,9780387535074,9780321349798.0
bn_1366,B1065,Security+,Introducing SQL Server,2940012000231,9781484214206.0
bn_2415,B2605,Oracle9ias Building J2ee(Tm) Applications With Cdrom,dBASE IV I I Programming: Completely Revised for Version I I,9780072226140,9780830635696.0
bn_647,B1858,Oracle8i Data Warehousing,Oracle8 DBA: Database Administration Exam Cram (Exam: 1Z0-013),9781555582050,9781576106037.0
bn_210,B2646,Mastering Data Warehouse Design: Relational and Dimensional Techniques / Edition 1,Oracle 24x7 Tips and Techniques,9780471324218,9780072119992.0
bn_2788,B1783,No Stress Tech Guide to Crystal Reports XI for Beginners,Design Databases: Microsoft Access 2010 (Tilde <i>skills</i>),9780977391233,9780734607874.0
bn_148,B165,Using SQL for Windows & Centura: Techniques for Building Client Server Solutions,Access 2000 for Busy People,9780471130895,9780072119831.0
bn_563,B2944,SQL Server 2008 Query Performance Tuning Distilled,Db2 10.1 Exam 610 Practice Questions,9781430219026,9781105933455.0
bn_1129,B277,Oracle8i for Windows NT Starter Kit,"SQL for Beginners: Learn the Structured Query Language for the Most Popular Databases including Microsoft SQL Server, MySQL, MariaDB, PostgreSQL, and Oracle",9780072122480,9781508503422.0
bn_427,B1946,Security for Computer Networks: An Introduction to Data Security in Teleprocessing and Electronic Funds Transfer,SNMP MIB Handbook,9780471921370,9780981492209.0
bn_793,B1468,Structuring XML Documents,Microcomputer Software: Step by Step,9780136422990,9780138246990.0
bn_958,B149,"OCA/OCP Oracle Database 11g All-in-One Exam Guide: Exams 1Z0-051, 1Z0-052, 1Z0-053",Guide to Oracle 10g (Thomson Course Technology),9780071629218,9780619216290.0
bn_2575,B2172,Oracle 7.3 Developer's Guide,"Structural Information and Communication Complexity: 14th International Colloquium, SIROCCO 2007, Castiglioncello, Italy, June 5-8, 2007, Proceedings ... Computer Science and General Issues)",9780672227943,9783540729181.0
bn_1528,B2644,DB2 UDB V8.1 Certification Test 701 Study Guide,dBASE IV Handbook,9780131840485,9780880223805.0
bn_45,B201,Multimodal Video Characterization and Summarization / Edition 1,Practical Data Migration,9781402074264,9781906124847.0
bn_2707,B2607,DB2 Developer's Guide: A Solutions-Oriented Approach to Learning the Foundation and Capabilities of DB2 for z/OS,Oracle: A Database Developer's Guide 2/E,9780132836425,9780138414207.0
bn_1683,B379,"Learning to Use Windows Applications: Microsoft Word 2.0 for Windows, Microsoft Excel 4.0 for Windows, Paradox 1.0",Learning Real Time processing with Spark Streaming,9780877091028,9781783987665.0
bn_2316,B2841,Building the Customer-Centric Enterprise: Data Warehousing Techniques for Supporting Customer Relationship Management,Microsoft Access 2013 Inside Out,9780471319818,9780735671232.0
bn_2818,B2746,Microsoft Office Access 2003: Complete Tutorial / Edition 1,MySQL (2nd Edition) (Developer's Library),9780619183554,9780735712126.0
bn_206,B468,Databases,The Definitive Guide to MongoDB: A complete guide to dealing with Big Data using MongoDB (Expert's Voice in Open Source),9780125449625,9781430258216.0
bn_1379,B1093,The Shellcoder's Handbook: Discovering and Exploiting Security Holes,Access 97 VBA Programming with CDROM (Beginning),9780764544682,9781861000866.0
bn_2450,B2172,Research And Trends In Data Mining Technologies And Applications,"Structural Information and Communication Complexity: 14th International Colloquium, SIROCCO 2007, Castiglioncello, Italy, June 5-8, 2007, Proceedings ... Computer Science and General Issues)",9781599042718,9783540729181.0
bn_2215,B1620,"Advances in Spatial Databases: 2nd Symposium, SSD '91 Zurich, Switzerland, August 28-30, 1991 Proceedings",Apriendiendo Microsoft Access/Learning Microsoft Access (Spanish Edition),9780387544144,9789709364835.0
bn_2102,B1494,Text Mining Application Programming / Edition 1,Instant Oracle BPM for Financial Services How-to,9781584504603,9781782170143.0
bn_2590,B2910,Social Sensing: Building Reliable Systems on Unreliable Data,"Advances in Spatial and Temporal Databases: 8th International Symposium, SSTD 2003, Santorini Island, Greece, July 24 - 27, 2003. Proceedings (Lecture Notes in Computer Science)",9780128008676,9783540405351.0
bn_999,B525,Access Programming by Example,"Fuzzy Databases: Modeling, Design And Implementation",9781565296596,9781591403258.0
bn_1926,B474,Learning PHP and MySQL,"Hands-On Plus: Computer Concepts, MS Dos, Wordperfect 5.1, dBASE Iv, Lotus 1-2-3, 2.2",9780596553500,9780805345063.0
bn_938,B1418,Sams Teach Yourself PL/SQL in 21 Days with Cdrom,Oracle Performance Tuning 101,9780672311239,9780072131451.0
bn_1764,B59,Information and Database Quality,Oracle Scripts: Powerful Tools for DBAs and Developers,9781461352600,9781565924383.0
bn_1268,B2111,Oracle SOA Suite 11g Administrator's Handbook,Visual Basic .NET Database Programming For Dummies,9781849686082,9780764508745.0
bn_596,B1494,Clipper Programming Guide,Instant Oracle BPM for Financial Services How-to,9780915391417,9781782170143.0
bn_2955,B2071,MongoDB Applied Design Patterns,"How to Become an Exceptional DBA, 2nd Edition",9781449340049,9781906434236.0
bn_2004,B2155,Hands-On Microsoft SQL Server 2005 Integration Services / Edition 1,"DB2 Universal DRDA Certification Guide, The",9780072263190,9780130824257.0
bn_2092,B1832,A Guide to NOMAD for Applications Development,Getting Started with Oracle Hyperion Planning 11,9780201046243,9781849681384.0
bn_2939,B374,"Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler's Children: Making Shoes for the Cobbler's Children",Access 97 : Client Server Programming,9780123850188,9781890774011.0
bn_640,B264,Delivering Business Intelligence with Microsoft SQL Server 2008 / Edition 2,"Skills for Success with Microsoft Office 2010, Volume 1, myitlab with Pearson eText -- Access Card -- for Skills for Success with Office 2010, and Microsoft Office 180-day trial Spring 2011 Package",9780071549448,9780132847490.0
bn_2294,B2146,"Biological Knowledge Discovery Handbook: Preprocessing, Mining and Postprocessing of Biological Data",Data Modeling with ERwin,9781118132739,9780672318689.0
bn_1798,B2278,SAP Lumira Essentials,Learning Oracle PL/SQL,9781785285622,9780596001803.0
bn_37,B2590,Oracle And Open Source,IBM Replication Solutions for Pervasive Computing With DB2 Everyplace and DB2 Satellite Edition,9780596000189,9780738419640.0
bn_2227,B70,Assessing and Managing Security Risk in IT Systems / Edition 1,Oracle9i Application Server Portal Handbook (Osborne ORACLE Press Series),9780849322327,9780072222494.0
bn_2978,B510,Data Protection And Information Lifecycle Management,Macromedia Dreamweaver MX 2004: Desarrollo de Paginas Web Dinamicas Con PHP y MySQL with CDROM (Spanish Edition),9780131927575,9789701510445.0
bn_2335,B2443,Oracle and UNIX Performance Tuning with Cdrom,Microsoft Access 2010 Inside Out,9780138491673,
bn_1798,B1897,SAP Lumira Essentials,Filemaker Pro 3 for Macs for Dummies,9781785285622,9781568849065.0
bn_2827,B275,DBASE III Plus S. A. V. E. Edition,MediaWiki (Wikipedia and Beyond),9780130455765,9780596519797.0
bn_196,B1611,Access 2003 VBA: Programmer's Reference,Microsoft Access 2000 Simplified: Simplified (Idg's 3-D Visual Series),9780764559037,9780764560583.0
bn_2386,B740,Learning Qlikview Data Visualization,Professional Microsoft PowerPivot for Excel and SharePoint,9781782179894,9780470587379.0
bn_2345,B267,FileMaker Pro 2.0 for Macintosh: A Practical Handbook for Designing Sophisticated Databases,Worldwide Relational Database Management Systems 2008-2012 Forecast: Effects of the Economic Crisis,9780201622126,
bn_209,B2801,Oracle 8 Administration and Management with Cdrom,"The Relational Database Dictionary: A Comprehensive Glossary of Relational Terms and Concepts, with Illustrative Examples",9780471192343,9780596527983.0
bn_1456,B1467,Using SAP R/3,IT Solutions Series: IT Security:: Advice from Experts,9780789706898,9781591402473.0
bn_2350,B2713,Common Warehouse Metamodel,Essential PHP Security,9780471200529,9780596006563.0
bn_2373,B1995,Special Edition Using Microsoft Office Access 2003,Learn Oracle 8i,9780789729521,9781556227318.0
bn_2176,B750,The Semantic Web Explained: The Technology and Mathematics behind Web 3.0,Access for Windows 95 for Busy People,9780521700368,9780078821127.0
bn_736,B1474,XML Topic Maps: Creating and Using Topic Maps for the Web,Joe Celko's SQL Programming Style (The Morgan Kaufmann Series in Data Management Systems),9780201749601,9780120887972.0
bn_2436,B809,Data Mining Using Enterprise Miner Software: A Case Study Approach,SQL 3: Implmenting the SQL Foundation Standard,9781580256414,9780070220621.0
bn_1884,B981,SQL Server 7: A Beginner's Guide,DB2 Cube Views: A Primer,9780072118919,9780738499734.0
bn_1142,B1934,Databases in Theory and Practice,SQL Backup and Recovery Joes 2 Pros (R): Techniques for Backing Up and Restoring Databases in SQL Server,9781850322887,9781939666086.0
bn_824,B296,Oracle9iR2 Data Warehousing,Visual dBASE Programming,9781555582876,9780132399227.0
bn_660,B1536,Delphi/Kylix Database Development,dBase III Plus,9780672322655,9780273030546.0
bn_741,B663,Zabbix Network Monitoring Essentials,Trust for Intelligent Recommendation (SpringerBriefs in Electrical and Computer Engineering),9781784394080,9781461468943.0
bn_275,B1120,"Financial Cryptography and Data Security: 10th International Conference, FC 2006 Anguilla, British West Indies, February 27 - March 2, 2006, Revised Selected Papers / Edition 1",Interactive Applications using Matplotlib,9783540462552,9781783988846.0
bn_1014,B346,Democratizing Information: Online Databases and the Rise of End-User Searching,Pro SQL Server 2005,9780816118724,9781590594773.0
bn_1981,B300,Information System Concepts: Improving the Understanding,FileMaker Pro 5 for Windows & Macintosh (Visual QuickStart Guide),9780444895073,9780201704174.0
bn_1852,B1615,Distributed Information Resources / Edition 1,DB2 10.5 with BLU Acceleration: New Dynamic In-Memory Analytics for the Era of Big Data,9780120121489,9780071823494.0
bn_310,B1855,Mastering and Using Microsoft Access 2000 / Edition 1,DBASE 5.0 for Windows Handbook (Borland Press),9780538426114,9780679791317.0
bn_2923,B55,"Data Mining: Concepts, Models, Methods, and Algorithms",DB2 Udb Backup and Recovery With Ess Copy Services,9780470890455,9780738425146.0
bn_36,B2928,ADO 2.1 Programmer's Reference,First Steps in DATA MINING with SAS ENTERPRISE MINER,9781861002686,9781501078934.0
bn_1359,B2084,Oracle Shell Scripting: Linux and UNIX Programming for Oracle,PHP and MySQL Web Development (5th Edition) (Developer's Library),9780977671557,9780321833891.0
bn_2092,B124,A Guide to NOMAD for Applications Development,MySQL Admin Cookbook,9780201046243,9781847197962.0
bn_58,B1705,Data Modeling,OCP Oracle Database 10g: New Features for Administrators Exam Guide (Oracle Press),9780877090663,9780072258622.0
bn_2457,B1582,FileMaker Pro 7 Advanced for Windows and Macintosh (Visual QuickPro Guide Series),Sams Teach Yourself Microsoft Access 2000 in 10 Minutes,9780321199560,9780672314872.0
bn_1139,B865,Database Magic with Ken North,UML for Database Design,9780136471998,9780201721638.0
bn_2508,B943,Image Databases and Multi-Media Search,DB2: Maximizing Performance of Online Production Systems,9789810233273,9780471570080.0
bn_912,B2746,First Book of Paradox 4,MySQL (2nd Edition) (Developer's Library),9780672274077,9780735712126.0
bn_1780,B550,Object-Oriented Database Design Clearly Explained / Edition 1,Data Mining Techniques and Applications: An Introduction,9780123264282,9781844808915.0
bn_476,B292,Intelligent Systems for Video Analysis and Access Over the Internet / Edition 1,Troubleshooting SQL,9780130471178,9780072134896.0
bn_1324,B420,PHP Programming with MySQL: The Web Technology Series / Edition 2,ADO.NET in a Nutshell,9780538745840,9780596003616.0
bn_2880,B2587,Accessible Access 2000 / Edition 1,Oracle Tuning Power Scripts: With 100+ High Performance SQL Scripts (Oracl in-Focus),9781852333133,9780974448671.0
bn_1914,B2740,Access Cookbook,Liskin's dBASE IV 1.1. Programming Book,9780596000844,9780078816819.0
bn_1467,B535,Microsoft Access Instant Reference,Einführung in Business Intelligence mit SAP NetWeaver 7.0 (German Edition),9780782112139,9783540795360.0
bn_2608,B2349,Data Analysis; The Key to Data Base Design,Desarrollo Web con PHP 6 y MySQL 5.1/ Web Development with PHP 6 and MySQL 5.1 (Guias Practicas/ Practical Guides) (Spanish Edition),9780894351051,9788441526167.0
bn_733,B2132,Apache Cassandra 41 Success Secrets - 41 Most Asked Questions On Apache Cassandra - What You Need To Know,Oracle Database Administration Concepts & Implementation Made Simple,9781488536984,9780977073900.0
bn_577,B2792,FileMaker Pro 6 Advanced for Windows and Macintosh: Visual QuickPro Guide,SQL Pocket Guide (Pocket Reference (O'Reilly)),9780321162199,9780596526887.0
bn_589,B1586,"Advances in Mining Graphs, Trees and Sequences: Volume 124 Frontiers in Artificial Intelligence and Applications",Effective Oracle Database 10g Security by Design,9781586035280,9780072231304.0
bn_1944,B2532,Relational Database Design Clearly Explained / Edition 2,Integrating XML with DB2 XML Extender and DB2 Text Extender (IBM Redbook),9781558608207,9780738421438.0
bn_2812,B6,"Oracle Utilities: Using Hidden Programs, Import/Export, SQL*Loader, Oradebug, Dbverify, Tkprof and More",MySQL Crash Course,9780972751353,9780672327124.0
bn_228,B1367,Microsoft SQL Server 6.5 DBA Survival Guide,Using dBASE III Plus,9780672309595,9780078812521.0
bn_2452,B1980,Teach Yourself . . . Access,OCA: Oracle Database 12c Administrator Certified Associate Study Guide: Exams 1Z0-061 and 1Z0-062,9781558282902,9781118643952.0
bn_885,B2904,"Keeping Up With Oracle Database 12c Multitenant - Book One: CDBs, PDBs and the Multitenant World","The Definitive Guide to MySQL, Second Edition",9781507628157,9781590591444.0
bn_2503,B191,Oracle Enterprise Manager Cloud Control 12c: Managing Data Center Chaos,Oracle Financials 101 (Osborne ORACLE Press Series),9781849684781,9780072126075.0
bn_342,B1885,Beginning SQL Server 2012 Administration,Advanced Oracle SQL Programming: The Expert Guide to Writing Complex Queries (Oracle In-Focus series) (Volume 28),9781430239819,9780977671588.0
bn_2588,B844,SAP ABAP Command Reference,"Algorithm Theory - SWAT '92: Third Scandinavian Workshop on Algorithm Theory, Helsinki, Finland, July 8-10, 1992. Proceedings (Lecture Notes in Computer Science)",9780759659124,9783540557067.0
bn_713,B2326,Developing Analytical Database Applications,A Developer's Guide to Data Modeling for SQL Server: Covering SQL Server 2005 and 2008,9780130824301,9780321497642.0
bn_1643,B1047,Information Technology Risk Management in Enterprise Environments: A Review of Industry Practices and a Practical Guide to Risk Management Teams / Edition 1,"Health Information Science: Third International Conference, HIS 2014, Shenzhen, China, April 22-23, 2014, Proceedings (Lecture Notes in Computer Science)",9780471762546,9783319062686.0
bn_2456,B2746,Microsoft Office Access 2013 Complete: In Practice / Edition 1,MySQL (2nd Edition) (Developer's Library),9780077486921,9780735712126.0
bn_768,B1178,Microsoft Access Interview Questions You'll Most Likely Be Asked,Build Your Own Server,2940013739840,9780072227284.0
bn_717,B972,Sams Teach Yourself Microsoft Access 2000 Programming in 24 Hours,FileMaker Pro 8 for Windows & Macintosh,9780672316616,
bn_1900,B2014,Online and CD-ROM Databases in School Libraries: Readings,"Scientific and Statistical Database Management: 20th International Conference, SSDBM 2008, Hong Kong, China, July 9-11, 2008, Proceedings (Lecture Notes in Computer Science)",9780872877566,9783540694762.0
bn_1213,B579,Databases and Transaction Processing : An Application-Oriented Approach / Edition 1,Ingres User Guide: Visual Programming Tools,9780201708721,9780134637204.0
bn_816,B1892,Microsoft SQL Server 2012 Analysis Services: The BISM Tabular Model,Professional Microsoft SQL Server 2014 Administration,9780735658189,9781118859131.0
bn_2090,B374,Software Design with COBOL and SQL,Access 97 : Client Server Programming,9780632026043,9781890774011.0
bn_2630,B1865,Developing Quality Complex Database Systems,Information Modeling of Organizations,9781878289889,9788090466135.0
bn_2044,B1026,"Exploratory Data Analysis in Empirical Research: Proceedings of the 25th Annual Conference of the Gesellschaft für Klassifikation e.V., University of Munich, March 14-16, 2001 / Edition 1",Developer's Guide to Oracle Tools with CDROM,9783540441830,9781556227172.0
bn_844,B2012,Using SQL,Microsoft SQL Server 2000 Database Administrator's Guidebook,9780880225076,9780130614308.0
bn_1216,B1392,PostgreSQL Essential Reference,How to Use Microsoft Access 2000,9780735711211,9780672314919.0
bn_636,B2010,Table-Driven Strategies For Rapid Sas Applications Development,Data Warehousing And Business Intelligence For e-Commerce (The Morgan Kaufmann Series in Data Management Systems),9781555442453,9781558607132.0
bn_1616,B2552,Proceedings 1983 VLDB Conference: 9th International Conference on Very Large Data Bases,Oracle Web Application Server Handbook (Oracle Series),9780934613156,9780078822155.0
bn_2702,B1353,Access 97 for Windows (Teach Yourself),"The Organization of Reduction, Data Flow, and Control Flow Systems (Computer Systems)",9781558285262,9780262610810.0
bn_1550,B1974,SQL Solutions for IBM DBMSS,Developing Client/Server Applications With Oracle Developer/2000,9780442001193,9780672308529.0
bn_2714,B1071,Access 97 for Windows: Concepts & Examples,dBase III (Computer Handbooks),9781887902298,9780273023593.0
bn_1775,B1719,Learning and Modeling with Probabilistic Conditional Logic,Data Mining: Practical Machine Learning Tools and Techniques with Java Implementations (The Morgan Kaufmann Series in Data Management Systems),9781607500988,9781558605527.0
bn_2919,B60,Professional SQL Server 2005 Administration,Oracle RMAN for Absolute Beginners,9780470055205,9781484207642.0
bn_1989,B1239,Oracle Database Foundations: Technology Fundamentals for IT Success,Oracle SQL and Introductory PL/SQL,9780782143720,9780072860467.0
bn_1114,B434,Curso Rapido de Access 2000,Theoretical Computer Science: Exploring New Frontiers of Theoretical Informatics,9789580452942,9783540678236.0
bn_741,B1371,Zabbix Network Monitoring Essentials,Learn Filemaker Pro 5.5 (Wordware FileMaker Library),9781784394080,9781556228711.0
bn_1706,B138,"Fully Integrated Data Environments: Persistent Programming Languages, Object Stores, and Programming Environments",Cult of Analytics: Driving online strategies using web analytics (Emarketing Essentials),9783642640551,9781856176118.0
bn_1076,B745,Learn Access 2002 Brief / Edition 1,SAMS Teach Yourself Microsoft Office Access 2003 in 24 Hours,9780130613134,9780672325458.0
bn_2882,B2041,Semantic Management of Middleware / Edition 1,Data Literacy: A User's Guide,9780387276304,9781483333465.0
bn_1690,B1332,Real-World Data Mining: Applied Business Analytics and Decision Making,The Guru's Guide to SQL Server Boxed Set,9780133551075,9780321287502.0
bn_1102,B2498,Business Continuity Planning / Edition 1,SQL Database Programming: The Ultimate Guide to Learning SQL Database Programming Fast!,9780849309076,9781517080570.0
bn_1183,B854,Mastering Reflex,Applied Numerical Analysis Using MATLAB (2nd Edition),9780895883483,9780132397285.0
bn_2935,B1191,JDBC Pocket Reference,"Algorithmic Number Theory: First International Symposium, ANTS-I, Ithaca, NY, USA, May 6 - 9, 1994. Proceedings (Lecture Notes in Computer Science)",9780596004576,9783540586913.0
bn_478,B976,Access 2000 for Windows For Dummies: Quick Reference,Data Modeling: A Beginner's Guide,9780764504457,9780071623988.0
bn_2242,B1330,Inside Paradox 5.0 for Windows,Microsoft® Office Access 2003 Step by Step,9781562052461,9788120324756.0
bn_2186,B1200,Prima's Official Guide to Seagate Crystal Reports 7,Clinical Data-Mining in Practice-Based Research: Social Work in Hospital Settings,9780761516569,9780789017093.0
bn_2571,B1221,Learn Personal Oracle 8.0 with Powerobjects 2.0,Microsoft® Systems Management Server 2003 Administrator's Companion (Admin Companion),9781556225468,9780735618886.0
bn_2177,B360,Database Management Systems,MySQL and JSP Web Applications: Data-Driven Programming Using Tomcat and MySQL,9781844804528,9780672323096.0
bn_2372,B2930,Quick Course in Access 7 for Windows 95: Education/Training Edition,Digital Multimedia Perception and Design,9781879399525,9781591408611.0
bn_82,B507,CommVault Concepts & Design Strategies,Microsoft® SQL Server 2000 High Availability,2940013971783,9780735619203.0
bn_2546,B426,Relational Database Theory,Beginning SQL 2008 Joes 2 Pros,9780805302493,9780985226800.0
bn_672,B1463,Instant Highcharts,dBASE IV 1.1 Programmer's Desktop Reference,9781849697552,9780895885395.0
bn_233,B2907,"Biomedical Imaging, Visualization, and Analysis / Edition 1",Visual Basic 6 Database Programming Bible,9780471283539,9780764547287.0
bn_479,B2108,Oracle Database 10g: A Beginner's Guide,Oracle 7.3 Developer's Guide (Sams Developer's Guide),9780072230789,9780672227943.0
bn_1613,B2548,Linux for the Oracle DBA: The Definitive Reference,New Perspectives on Microsoft Access 7 for Windows 95: Comprehensive,9780982306192,9780760035436.0
bn_1307,B2358,Using dBase III Plus,"MySQL Replication Simplified: Easy step-by-step examples to establish, troubleshoot and monitor replication",9780070315044,9780692225080.0
bn_1876,B2280,High Performance Delphi 3 Programming,Macworld Filemaker Pro 3 Bible,9781576101797,9781568847283.0
bn_511,B583,SELECT Series: Microsoft Access 2002 Brief,Microsoft Office 2000 for Windows For Dummies: Quick Reference,9780130088574,9780764504532.0
bn_1801,B688,"Information Hiding: Second International Workshop, IH'98, Portland, Oregon, USA, April 14-17, 1998, Proceedings",MySQL / PHP Database Applications,9783540653868,9780764549632.0
bn_1876,B1231,High Performance Delphi 3 Programming,"Computational Linguistics and Intelligent Text Processing: 7th International Conference, CICLing 2006, Mexico City, Mexico, February 19-25, 2006, Proceedings (Lecture Notes in Computer Science)",9781576101797,9783540322054.0
bn_553,B1309,"Microsoft Access Small Business Solutions: State-of-the-Art Database Models for Sales, Marketing, Customer Management, and More Key Business Activities",VB.NET & SQL Server 2000: Building an Effective Data Layer,9780470525746,9781861007056.0
bn_650,B2495,Practical PostgreSQL,Access 2010 Bible,9781449310103,9780470475348.0
bn_2665,B102,Oracle 8: Intermediate - Advanced,PHP Programming with MySQL,9781571691231,9780619216870.0
bn_1280,B1562,FileMaker Pro 5 Bible,A Guide to the SQL Standard: A User's Guide to the Standard Relational Language SQL,9780764534065,9780201558227.0
bn_1915,B988,Business and Economics Databases Online,Microsoft ADO.NET Entity Framework Step by Step (Step by Step Developer),9780872874541,9780735664166.0
bn_1141,B2406,Problem-Solving Cases in Microsoft Access and Excel / Edition 3,"Advances in Multimedia Information Processing - PCM 2013: 14th Pacific-Rim Conference on Multimedia, Nanjing, China, December 13-16, 2013, Proceedings (Lecture Notes in Computer Science)",9780619216979,9783319037301.0
bn_1171,B202,Microsoft Access 97 for Windows QuickStart,Filemaker Pro 4 for Windows & Macintosh (Visual QuickStart Guide),9781562764739,9780201696646.0
bn_559,B2009,The Internet and World Wide Web: The Rough Guide to,Excel Programming with VBA Starter,9781858283432,9781849688444.0
bn_2475,B1764,FileMaker Pro 9: The Missing Manual,"Combinatorial Pattern Matching: 18th Annual Symposium, CPM 2007, London, Canada, July 9-11, 2007,     Proceedings (Lecture Notes in Computer Science)",9780596514136,9783540734369.0
bn_388,B2343,"Mobile Data Management: Second International Conference, MDM 2001 Hong Kong, China, January 8-10, 2001 Proceedings",Geoprocessing with Python,9783540414544,9781617292149.0
bn_733,B1011,Apache Cassandra 41 Success Secrets - 41 Most Asked Questions On Apache Cassandra - What You Need To Know,Oracle Database 11g RMAN Backup & Recovery,9781488536984,9780983044505.0
bn_1542,B858,PC Data Recovery and Disaster Prevention,Internet Server Construction Kit for WindowsÂ,9781855541627,9780471126966.0
bn_1840,B203,Oracle8i Database Administration,XSLT 1.0 Pocket Reference (Pocket Reference (O'Reilly)),9781884777783,9780596100087.0
bn_659,B802,Microsoft SQL Server 2000 Implementation : Volumes 1 and 2 / With Two CDs / Edition 1,"Algorithms in Bioinformatics: 11th International Workshop, WABI 2011, Saarbrücken, Germany, September 5-7, 2011, Proceedings (Lecture Notes in Computer Science)",9780619171490,9783642230370.0
bn_664,B2066,PHP and MySQL by Example,MySQL (OTHER NEW RIDERS),9780138006020,9780735709218.0
bn_145,B725,Introduction to Computational Science: Modeling and Simulation for the Sciences / Edition 1,"Computational Processing of the Portuguese Language: 9th International Conference, PROPOR 2010, Porto Alegre, RS, Brazil, April 27-30, 2010. ... / Lecture Notes in Artificial Intelligence)",9780691125657,9783642123191.0
bn_303,B2118,Mining Imperfect Data: Dealing with Contamination and Incomplete Records,"Flash CS3, PHP y MySQL: Contenidos Dinamicos (Spanish Edition)",9780898715828,9788441523982.0
bn_1824,B1218,Mastering Framework III,SQL Wait Stats Joes 2 Pros,9780895885135,9780985226862.0
bn_2803,B206,Microsoft Office Access 2003: The Complete Reference,"Machine, Meet Human: Designing a Useful Interface",9780072229172,9781456468484.0
bn_1025,B2586,"Microsoft Access 2000, Quicktutorial / Edition 1",Using MySQL on Linux,9780538688581,9788176569514.0
bn_972,B177,Practical PHP and MySQL: Building Eight Dynamic Web Applications,Getting Started with dBASE IVÂ (Wiley PC Companion),9780132239974,9780471586159.0
bn_1737,B2532,Fundamentals: Building Visual Studio Applications on a Visual FoxPro Foundation,Integrating XML with DB2 XML Extender and DB2 Text Extender (IBM Redbook),9780965509350,9780738421438.0
bn_12,B428,Access 2000 Developer's Black Book,Hands On Access 97,9781576103494,9780761513391.0
bn_1084,B1373,ABAP/4: Programming the SAP R/3 System,Learn FileMaker Pro 8.5,9780201924718,9781598220254.0
bn_1583,B236,Feedback Control for Computer Systems,Data Structures Using C++ (Programming),9781449361693,9780619159078.0
bn_801,B2030,The ABC's of Paradox,Exploring Everyday Things with R and Ruby: Learning About Everyday Things,9780895885739,9781449315153.0
bn_822,B1163,Business Objects: The Complete Reference,SQL Server 2005 T-SQL Recipes: A Problem-Solution Approach (Expert's Voice),9780072226812,9781590595701.0
bn_275,B2863,"Financial Cryptography and Data Security: 10th International Conference, FC 2006 Anguilla, British West Indies, February 27 - March 2, 2006, Revised Selected Papers / Edition 1","SQL Server 100 Most Asked Questions: Best Practices guide to managing, mining, building and developing SQL Server databases",9783540462552,9781921523694.0
bn_1198,B2234,Oracle PL/SQL Language Pocket Reference,Microsoft Access 2002 Visual Basic for Applications Step by Step (Step by Step (Microsoft)),9780596514044,9780735613584.0
bn_2909,B26,The Paradox Relational Database Advisor,Oracle8i For Dummies (For Dummies Series),9780830638598,9780764507984.0
bn_912,B1926,First Book of Paradox 4,Introduction to materials modelling,9780672274077,9781902653761.0
bn_404,B1904,MS Visual FOXPro 6.0 Manual En Espanol / Spanish,Software Design and Data Structures in Turbo PASCAL,9789879744116,9780201156249.0
bn_1897,B1828,Teradata Database Administration ? The Fundamentals,IBM Cognos Business Intelligence 10: The Official Guide,9781940540160,9780071775939.0
bn_2091,B1226,"Sap Sd Interview Questions, Answers, And Explanations",Powerbuilder 4 Programming for Dummies,9781933804040,9781568843254.0
bn_1095,B2624,Doing More with SAS/ASSIST 9.1,Computational Engineering - Introduction to Numerical Methods,9781590472064,9783540306856.0
bn_2990,B1640,"Visual Basic 4.0 OLE, Databases, and Controls SuperBible",Microsoft Access 2000 -  Illustrated Introductory (Illustrated Series: Introductory),9781571690074,9780760060704.0
bn_19,B147,SQL Server 2005 Maintenance Plans,Microsoft Access 2013 Essentials,9780975901571,9781507694916.0
