#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
"_id","ltable.id","rtable.id","ltable.title","ltable.director","ltable.year","ltable.cost","ltable.star","rtable.title","rtable.director","rtable.year","rtable.rotten_tomatoes","rtable.review1","rtable.review2","rtable.review3","rtable.review4","rtable.review5","gold"
51,333,4223,"Indiana Jones and the Kingdom of the Crystal Skull","Steven Spielberg",2008,"Rent HD $3.99,Rent SD $2.99,Buy HD $17.99,Buy SD $9.99,","Harrison Ford, Cate Blanchett","King of the Underworld","Lewis Seiler",1939,0,"It's not a very good melodrama, but it was nevertheless enjoyable.",,,,,0
52,346,3206,"The Last of the Mohicans: Director's Definitive Cut [Blu-ray]","Michael Mann",2010,$12.74,"Daniel Day-Lewis","Decline Of An Empire","Michael Redwood",2014,0,,,,,,0
53,389,1196,"Transformers: Revenge of the Fallen","Michael Bay",2009,"Rent HD $3.99,Rent SD $2.99,Buy HD $14.99,Buy SD $9.99,","Shia LaBeouf, Megan Fox","Charge of the Light Brigade","Michael Curtiz",1936,83,,,,"Forget about historical accuracy: Michael Curtiz's version of the narrative poem, starring Errol Flynn, is fanciful, stirring (assistant director won Oscar), and entertaining.","...what a grand piece of filmmaking it is, and as a pure adventure yarn, it's hard to beat.",0
54,389,6361,"Transformers: Revenge of the Fallen","Michael Bay",2009,"Rent HD $3.99,Rent SD $2.99,Buy HD $14.99,Buy SD $9.99,","Shia LaBeouf, Megan Fox","""For Us, the Living: The Story of Medgar Evers""","Michael Schultz",1983,0,,,,,,0
55,397,2784,"The Lord of the Rings: The Motion Picture Trilogy (The Fellowship of the Ring / The Two Towers / The Return of the King Extended Editions) [Blu-ray]","Peter Jackson",2011,$49.79,"Elijah Wood","Night of the Templar","Paul Sampson",2010,0,,,,,,0
56,402,5683,"The Amazing Spider-Man 2 (3D/Blu-Ray/DVD/UltraViolet Combo Pack)","Marc Webb",2014,$14.99,"Andrew Garfield","The Amazing Spider-Man 2","Marc Webb",2014,53,"It could easily be shorter and no one would be mad, but personally, I thought it was a tonal improvement on the last film and actually made me care that I was watching a movie about Spider-Man.","Although it drags at times and is simply too long, dampening the emotional impact of some key plot points, the fine performances -- particularly Garfield's and a fine closing scene -- will leave you thinking this Spider-Man is still kind of amazing.","Everyone has done an excellent job on director Marc Webb's exciting, well-crafted sequel to his first Spider-Man film. But it's impossible to reboot audiences' brains, and forget the same job was done even better, only the other day.","The Amazing Spider-Man 2 certainly has its moments, but for the most part it's just middle-of-the-pack blockbuster fare.","Frustrates as much as it entertains.",1
57,422,768,"The Man From U.N.C.L.E.","Don Medford",1964,"Buy SD $29.99,","Robert Vaughn, David McCallum","Cinderella Man","Ron Howard",2005,80,"Howard's movie skillfully delivers that primal, heart-pounding satisfaction that is the promise of all boxing tales.","As for the fights themselves, Howard brings nothing new to the canvas. Like the movie as a whole, they work fine enough, even while encased in leaden certitude.","The fight scenes have a stinging authenticity and, although at 144 minutes it outstays its welcome, this is Howard's best film since Apollo 13","It ain't no Rocky, but it ain't half bad.","The affection for Braddock and his story can be felt in every frame and heard in every word.",0
58,430,1965,"Indiana Jones and the Raiders of the Lost Ark (Special Edition)","Steven Spielberg",2008,$8.99,"Harrison Ford","G.I. Joe: The Rise of Cobra","Stephen Sommers",2009,35,"Loud, shiny, and critic-proof, this franchise launcher is basically Transformers minus the humanity.","[Director] Sommers did the first two chaotic Mummy remakes; those play like Tender Mercies compared to this one.","A dull, passionless take on a property that any fan could have outdone with half the budget. No Joe!","It's about nothing, but who cares? It's the last big action movie of the summer and it does what it's supposed to do.","Here comes GI Joe, a film so loud and dumb it makes Transformers: Revenge of the Fallen look like a Mike Leigh docudrama.",0
59,430,6040,"Indiana Jones and the Raiders of the Lost Ark (Special Edition)","Steven Spielberg",2008,$8.99,"Harrison Ford","The Casebook Of Eddie Brewer","Andrew Spencer",2012,0,"Blending 'found' with 'objective' footage, Brummy banality with Gothic horror, and reason-defying goings-on with a running meta-commentary from the partisan players, [it is] a singular curiosity.",,,,,0
60,457,5564,"The Grand Budapest Hotel [Blu-ray]","Wes Anderson",2014,$24.97,"Ralph Fiennes","The Grand Budapest Hotel","Wes Anderson",2014,92,"""The Grand Budapest Hotel"" is not his grandest work yet, but it is one worth an extended stay.","The Grand Budapest Hotel is not a callous work, but it's about packing painful experience in storage.","Wes Anderson's superb eye for visual storytelling comes to a head with this luscious murder mystery that starts out in an exclusive luxury hotel and thrills the audience throughout Europe.","A grownup storybook of a movie spun out of candy-colored nonsense that challenges you to embrace its falseness and deny its romance.","Even a squirrelly director finds a nut once in a while.",1
61,458,1273,"Life of Pi","Ang Lee",2013,$11.69,"Suraj Sharma","Il Colosso di Rodi (The Colossus of Rhodes)","Sergio Leone",1961,57,"It was a film remarkable enough, at a time when the peplums had just about reached the end of their particular line, to warrant good notices for its crowd and spectacle scenes.","What a place! For that matter, what a picture!","It's not that any of this is specifically and irredeemably bad. It's just that none of it is very much good.","...Leone's first credited film as a director, and it shows clearly the course he was charting as a filmmaker.","This ludicrous costume epic complete with hambone acting is interesting to film buffs because it is an early work by the king of the spaghetti Westerns, director Sergio Leone.",0
62,465,3520,"The Book of Eli","Albert Hughes",2010,$4.99,"Denzel Washington","House of Fallen","Robert Stephens",2009,0,,,,,,0
63,473,5580,"Last of the Dogmen","Tab Murphy",2000,$136.97,"Tom Berenger","300: Rise of an Empire","Noam Murro",2014,42,"Tries hard to follow in Snyder's footsteps - plenty of speed-ramping slow-mo action - but it just comes across as an imitator.","Black Sabbath's War Pigs coats the end credits in the aural equivalent of liquid metal, the final guilty pleasure of a senses-battering 106 minutes of military mayhem.","So utterly mind numbingly dull.","If you liked 300, you're probably going to really like 300: Rise of an Empire. ... it's got more character development, a smarter story, and is just gorgeous to watch and amazingly good fun.","Eva Green is flat-out spectacular here, giving a fully physical and genuinely shaded star turn that is almost as exciting as all of the hacking and slashing.",0
64,476,3352,"Justice League: The Flashpoint Paradox [Blu-ray]","Jay Oliva",2013,$18.99,"Nathan Fillion","Justice League: Throne Of Atlantis","Jay Oliva",2014,40,"My problem with Throne of Atlantis is that while the film tries to poke fun at [Aquaman's] inherent silliness, it never achieves it.","Fish out of water.","While it doesn't reach the peaks of the upper echelon of the DC Animated stable, Throne of Atlantis gives reason for optimism with future New 52 Justice League films.""","The Justice League members have some great moments to enjoy, although they all take a backseat to the main Aquaman plot.","I think I'll call this review: The time I was outrageously disappointed by the generic and rehashed Aquaman origin story!""",0
65,487,3128,"The Hobbit: The Desolation of Smaug (Extended Edition) (plus bonus features!)","Peter Jackson",2013,"Buy HD $19.99,Buy SD $14.99,","Ian McKellen, Martin Freeman","The Hobbit: The Desolation of Smaug","Peter Jackson",2013,74,"The Hobbit: The Desolation of Smaug is technically better than The Hobbit: An Unexpected Journey in the same way Attack of the Clones was technically better than The Phantom Menace.","The Hobbit: The Desolation of Smaug is another grand entry in the Tolkien saga, raising the emotional and physical stakes while revealing more of the sinister forces that we know will ultimately come to threaten the entire world.","(There) seems to be more action this time around. It's much more thrilling and is, again, pertinent, necessary action. And the character moments just work better in this installment.","Smaug slept through the first Hobbit film, and boy was I jealous.","For all the great effects it garners, [it] is a cold, and monotonous epic that borders on fan fiction.",1
66,499,3091,"Green Street Hooligans","Lexi Alexander",2006,$4.95,"Elijah Wood","5th Street","Alex Meader",2013,0,,,,,,0
67,516,3023,"Fast & Furious (2009)","Justin Lin",2011,$7.50,"Vin Diesel","Fast & Furious 6","Justin Lin",2013,69,"While [it] isn't a masterpiece, it's a really damn good follow up...","Over and over again, Vin Diesel spells it out: family this, family that, all that matters is family.","Fast Five was the best John Woo movie John Woo never made. Fast & Furious 6 aims to top it.","These Fast and Furious movies are different, they've actually improved upon the mistakes of their predecessors.","...mostly this is another showcase for superior stunt work, including a highway chase involving a speeding tank.",0
68,521,392,"300: Rise of an Empire (plus bonus features!)","Noam Murro",2014,"Buy HD $9.99,Buy SD $6.99,","Sullivan Stapleton, Eva Green","Blind Fist of Bruce","Kam Bo",1999,0,,,,,,0
69,529,6040,"Indiana Jones and the Temple of Doom (Special Edition)","Steven Spielberg",2008,$9.47,"Harrison Ford","The Casebook Of Eddie Brewer","Andrew Spencer",2012,0,"Blending 'found' with 'objective' footage, Brummy banality with Gothic horror, and reason-defying goings-on with a running meta-commentary from the partisan players, [it is] a singular curiosity.",,,,,0
70,540,2499,"The Lord of the Rings: The Fellowship of the Ring (Two-Disc Widescreen Theatrical Edition)","Peter Jackson",2002,$4.00,"Elijah Wood","The Greening Of Whitney Brown","Peter Skillman Odiorne",2011,13,"It's all extraordinarily predictable, made no more palatable by flat characters and a dull cast.","There's a fair amount of greening, but that doesn't make Whitney any less grating.","As she learns the value of public schools and pickup trucks, her erstwhile friends in Philadelphia seem happy to be rid of her. By movie's end, you'll feel exactly the same.","It flies off the rails in a third act so devoid of logic it could have been concocted on the moon.","Helmer Odiorne creates a suitably groomed pastoral setting for Gilchriest's relentlessly upbeat script, but does little to suggest a context larger than Whitney's limited p.o.v.",0
71,540,2672,"The Lord of the Rings: The Fellowship of the Ring (Two-Disc Widescreen Theatrical Edition)","Peter Jackson",2002,$4.00,"Elijah Wood","The Pirates! Band of Misfits","Peter Lord",2012,86,"The action is beautifully staged, delightful, and exciting.","Funny for families of all ages, this animated comedy is a rare and delightful treat.","This is one of the few times I watched something from Aardman and found myself watching the clock...","This is a good Aardman Animations feature, from a studio that's proved itself capable of being better than good.","The Pirates! Band of Misfits is cinematic booty that shines like gold.",0
72,542,1209,"The Last of the Mohicans","Michael Mann",2014,$17.51,"Daniel Day-Lewis","Captains of the Clouds","Michael Curtiz",1942,0,,"James Cagney's first color film, an aviation tale, was Oscar nominated for Cinematography and Interior Decoration","Cagney is a bush pilot facing a fleet of Nazi raiders in this morale-boosting aviation drama from Warner Brothers.",,,0
73,542,2331,"The Last of the Mohicans","Michael Mann",2014,$17.51,"Daniel Day-Lewis","The Chronicles of Narnia: The Voyage of the Dawn Treader","Michael Apted",2010,49,"What's been missing from the series since the first film is a strong, memorable adversary.","...rushes from the screen with ambition and color, excitement and thrill, and a relentless sense of optimism that catapults the story and its visuals to striking heights.","A good old-fashioned adventure story, this family-friendly film benefits from several outstanding supporting characters.","The only ""Narnia"" Chronicle that's a worthy challenger to the far more popular Harry Potter pictures","While ""Dawn Treader"" still had the look, it didn't feel like a Narnia film because of its meandering storyline.",0
