ID,Title,Author,ISBN,Publisher,PublicationDate,Pages,price,ProductType
bn_178,FileMaker Pro and the World Wide Web,Jesse Feiler,9780126380552,Elsevier Science & Technology Books,08/28/1998,526,,Paperback
bn_179,"Intelligent Information Processing II: IFIP TC12/WG12.3 International Conference on Intelligent Information Processing (IIP2004) October 21-23, 2004, Beijing, China",Qing He,9781489987983,Springer US,03/28/2014,543,$209.00,Paperback
bn_180,Jeffrey McManus' Database Access with Visual Basic 6,Jeffrey P. McManus,9780672314223,Sams,01/21/1999,840,,Paperback
bn_181,"Database Programming Languages, DBPL-4: Proceedings of the Fourth International Workshop on Database Programming Languages, Manhattan, New York City, 30 August-1 September 1993",Catriel Beeri,9780387198538,"Springer-Verlag New York, LLC",03/01/1994,436,,Paperback
bn_182,"Principles of Data Mining and Knowledge Discovery: Second European Symposium, PKDD&#039;98, Nantes, France, September 23-26, 1998, Proceedings / Edition 1",Jan M. Zytkow,9783540650683,Springer Berlin Heidelberg,10/30/1998,484,$129.00,Paperback
bn_183,Data Fluency: Empowering Your Organization with Effective Data Communication,"Zach Gemignani,  Chris Gemignani,  Richard Galentino,  Patrick Schuermann",9781118851012,Wiley,10/20/2014,288,$24.12,Paperback
bn_184,Foundation Rails 2,Eldon Alameda,9781430210399,Apress,10/23/2008,480,$33.54,Paperback
bn_185,Intelligent Data Warehousing: From Data Preparation to Data Mining,Zhengxin Chen,9780849312045,Taylor & Francis,12/13/2001,256,$159.95,Hardcover
bn_186,Using Microsoft Access to Create Reports from SASIxp,Kevin M. Finnegan,9781418485177,AuthorHouse,01/28/2005,124,$29.95,Paperback
bn_187,Oracle 8 Black Book,Michael R. Ault,9781576101872,Coriolis Group,01/28/1998,928,,Paperback
bn_188,Professional Access 2013 Programming,"Teresa Hennig,  Ben Clothier,  George Hepworth,  Dagi (Doug) Yudovich",9781118530832,Wiley,08/19/2013,888,$37.99,Paperback
bn_189,Microsoft Sql Server 2008 R2 Master Data Services,"Jeremy Kashel,  Tim Kent,  Martyn Bullerwell",9781849680509,Packt Publishing,07/21/2011,360,$54.99,Paperback
bn_190,Oracle9i Developer: PL/SQL Programming / Edition 1,Joan Casteel,9780619159092,Cengage Learning,05/09/2003,560,$84.12,Paperback
bn_191,Database Processing: Fundamental Design and Implement,Kroenke,9780130858191,Prentice Hall Professional Technical Reference,08/28/1999,,,Hardcover
bn_192,Access 2010 Bible,Michael R. Groh,9780470475348,Wiley,05/10/2010,1392,$30.53,Paperback
bn_193,Proceedings 1996 VLDB Proceedings: 22nd International Conference on Very Large Data Bases / Edition 1,VLDB,9781558603820,Morgan Kaufmann Publishers,12/01/1996,600,$5.47,Paperback
bn_194,Design of Database Structures,"Toby J. Teorey,  James P. Fry",9780132000970,Prentice Hall Professional Technical Reference,04/01/1982,544,,Hardcover
bn_195,Crystal Reports 2008: The Complete Reference,George Peck,9780071590983,McGraw-Hill Professional Publishing,06/19/2008,968,$41.53,Paperback
bn_196,Access 2003 VBA: Programmer's Reference,"Patricia Cardoza,  Teresa Hennig,  Graham Seach,  Armen Stein",9780764559037,Wiley,04/19/2004,984,,Paperback
bn_197,Oracle Enterprise Manager 10g Grid Control Implementation Guide / Edition 1,Michael New,9780071492751,McGraw-Hill Professional Publishing,11/21/2008,768,$58.90,Paperback
bn_198,Learn Visual dBASE 5.5 for Windows in a Day,Antony Mosley,9781556224690,"Wordware Publishing, Inc.",03/01/1996,119,,Paperback
bn_199,Paradox 7 Programming Unleashed,Mike Prestwood,9780672308956,Macmillan Computer Publishing,04/01/1996,792,,Paperback
bn_200,Building Accounting Systems Using Access 97 / Edition 3,"James T. Perry,  Gary P. Schneider,  Gary P. Schneider,  Gary P. Schneider",9780324000764,Cengage Learning,08/28/1998,498,,Paperback
bn_201,Learn dBASE Programming in a Day,Russell Allen Stultz,9781556222757,"Wordware Publishing, Inc.",08/25/1992,128,,Paperback
bn_202,PostgreSQL: Introduction and Concepts / Edition 1,Bruce Momjian,9780201703313,Pearson Education,12/04/2000,496,$1.99,Paperback
bn_203,ABCs of FoxPro,Scott D. Palmer,9780895887054,"Wiley, John & Sons, Incorporated",07/01/1990,296,,Paperback
bn_204,"Advances in Databases: 14th British National Conference on Database, BNCOD 14 Edinburgh, UK, July 3 - 5, 1996. Proceedings / Edition 1",Ronald Morrison,9783540614425,Springer Berlin Heidelberg,06/19/1996,245,$89.99,Paperback
bn_205,Soft Computing Applications For Database Technologies,K. Anbumani,9781605668147,IGI Global,06/30/2010,348,$180.00,Hardcover
bn_206,Databases,J. Paradaens,9780125449625,Elsevier Science & Technology Books,01/01/1987,261,,Hardcover
bn_207,WebRAD: Building Database Applications on the Web with Visual Foxpro and Web Connection,"Harold Chattaway,  Whil Hentzen,  Randy Pearson",9781930919075,Hentzenwerke Publishing,11/28/2002,450,,Paperback
bn_208,Oracle DBA Automation Scripts,Rajendra Gutta,9780672322686,Pearson Education,11/16/2001,408,,Multimedia Set
bn_209,Oracle 8 Administration and Management with Cdrom,Michael R. Ault,9780471192343,Wiley,12/28/1997,880,,Paperback
bn_210,Mastering Data Warehouse Design: Relational and Dimensional Techniques / Edition 1,"Claudia Imhoff,  Jonathan G. Geiger,  Nicholas Galemmo",9780471324218,Wiley,08/08/2003,456,$26.49,Paperback
bn_211,Video Mining / Edition 1,Azriel Rosenfeld,9781441953834,Springer US,12/02/2010,340,$199.00,Paperback
bn_212,Computer Data-Base Organization,James Martin,9780131655065,Prentice Hall,01/28/1975,558,,Hardcover
bn_213,Oracle Database 11g SQL / Edition 1,Jason Price,9780071498500,McGraw-Hill Professional Publishing,11/05/2007,688,$9.75,Paperback
bn_214,"Beginning PHP, Apache, MySQL Web Development","Michael K. Glass,  Yann Le Scouarnec,  Elizabeth Naramore,  Gary Mailer",9780764557446,Wiley,03/01/2004,720,,Paperback
bn_215,Knowledge Mining: Proceedings of the NEMIS 2004 Final Conference / Edition 1,Spiros Sirmakessis,9783540250708,Springer Berlin Heidelberg,12/01/2005,290,$119.00,Hardcover
bn_216,Visual FoxPro 5 Enterprise Development Professional Programming,"Rod Paddock,  John Peterson,  Ron Talmage,  Eric Ranft",9780761509035,Premier Press,10/28/1996,576,,Paperback
bn_217,Transact-SQL,William C. Amo,9780764580482,Wiley,01/28/1998,526,,Paperback
bn_218,Impromptu Startup! / Edition 1,Brian Olah,9780130191151,Prentice Hall,06/22/2000,528,$61.47,Paperback
bn_219,OCA Oracle Database 11g: SQL Fundamentals I: A Real World Certification Guide (1ZO-051),Steve Ries,9781849683654,Packt Publishing,12/05/2011,,$20.99,NOOK Book
bn_220,Microsoft Office Access 2003 Complete,"Stephen Haag,  James T. Perry",9780072830767,"McGraw-Hill Companies, The",05/28/2004,688,,Paperback
bn_221,"Cooperative Information Systems: 7th International Conference, CoopIS 2000 Eilat, Israel, September 6-8, 2000 Proceedings",Opher Etzion,9783540410218,Springer Berlin Heidelberg,10/02/2000,340,$99.00,Paperback
bn_222,Logical Data Modeling: What it is and How to do it / Edition 1,"Alan Chmura,  J. Mark Heumann",9780387229508,Springer New York,09/29/2004,228,$169.00,Hardcover
bn_223,Programming with dBASE III Plus,"Cary N. Prague,  James E. Hammitt",9780830627264,"McGraw-Hill Companies, The",04/25/1986,384,,Paperback
bn_224,SQL/400: A Professional Programmer's Guide,"Tim Martyn,  Richard Johnson,  Tim Hartley",9780070407992,"McGraw-Hill Companies, The",03/01/1995,499,,Hardcover
bn_225,Lecture Notes in Data Mining,Browne Murray,9789812568021,"World Scientific Publishing Company, Incorporated",09/28/2006,236,$79.08,Hardcover
bn_226,Web and Network Data Science: Modeling Techniques in Predictive Analytics,Thomas W. Miller,9780133886443,Pearson FT Press,01/04/2015,384,$63.84,Hardcover
bn_227,Pro Apache Hadoop,"Jason Venner,  Sameer Wadkar,  Madhu Siddalingaiah",9781430248637,Apress,09/10/2014,444,$35.32,Paperback
bn_228,Microsoft SQL Server 6.5 DBA Survival Guide,Mark Spenik,9780672309595,Macmillan Computer Publishing,06/28/1996,912,,Paperback
bn_229,Microsoft Access 95: Developer's Handbook,"Paul Litwin,  Mike Gilbert,  Ken Getz,  Greg Reddick",9780782117653,"Wiley, John & Sons, Incorporated",01/01/1996,1600,,Paperback
bn_230,"Data Mining, Data Warehousing and Client/Server Databases: Proceedings of the 8th International Hong Kong Computer Society Database Workshop (Industrial Stream)",Brian Siu,9789813083530,"Springer-Verlag New York, LLC",12/28/1997,303,,Paperback
bn_231,Top Secret Data Encryption Techniques,Gilbert Held,9780672302930,Macmillan Computer Publishing,01/01/1993,218,,Paperback
bn_232,"Database Tuning: Principles, Experiments, and Troubleshooting Techniques / Edition 1","Dennis Shasha,  Philippe Bonnet",9781558607538,Elsevier Science,05/01/2002,440,$66.51,Paperback
bn_233,"Biomedical Imaging, Visualization, and Analysis / Edition 1",Richard A. Robb,9780471283539,Wiley,12/28/1999,339,$19.49,Hardcover
bn_234,Quick Course in Microsoft Access 97,Inc Online Press,9780735610729,Microsoft Press,02/01/2000,192,,Paperback
bn_235,Data Base Management Systems in Business,"Shirley Neal,  Kenneth Le Traunik",9780131959910,Prentice Hall Professional Technical Reference,01/28/1986,176,,Hardcover
bn_236,Analysis of Social Interaction Systems: SYMLOG Research and Applications,"Herbert G. Baker,  Hare a Paul",9780761829393,The Rowman & Littlefield Publishing Group Inc,03/28/2005,550,$91.00,Hardcover
bn_237,Using Paradox 3,"Walter R. Bruce,  E David. Kramer",9780880223621,Que,06/01/1989,500,,Paperback
bn_238,Oracle9i SQLJ Programming,"Nirva Morisseau-Leroy,  Gerald P. Momplaisir,  Martin K. Solomon",9780072190939,"McGraw-Hill Companies, The",07/01/2001,687,,Multimedia Set
bn_239,Database Analysis and Design,I. T. Hawryszkiewycz,9780574214850,Science Research Associates,01/01/1984,578,,Hardcover
bn_240,"SAS-Access Interface to Oracle: Usage and Reference, Version 6","S A S Institute,  Incorporated",9781555445805,SAS Publishing,04/28/1994,296,,Paperback
bn_241,The FoxPro 2.6 Codebook,Yalk A. Griver,9780782115512,"Wiley, John & Sons, Incorporated",03/01/1994,748,,Paperback
bn_242,DB2 Udb Evaluation Guide for Linux and Windows,Whei-Jen Chen,9780738429267,I B M,01/28/2003,392,,Paperback
bn_243,Management of Heterogeneous and Autonomous Database Systems / Edition 1,Ahmed K. Elmagarmid,9781558602168,Elsevier Science,10/13/1998,432,$19.50,Hardcover
bn_244,Database Applications: Job-Based Tasks/Student Package Book and Disk,"Paradigm Publishing,  Incorporated",9781561183944,EMC/Paradigm Publishing,01/01/1993,,,Hardcover
bn_245,"Data Mining and Knowledge Discovery: Theory, Tools, and Technology V",Belur V. Dasarathy,9780819449580,SPIE Press,03/28/2003,298,,Paperback
bn_246,Access 97: Projects for Microsoft,Philip Koneman,9780201372052,Prentice Hall Professional Technical Reference,11/28/1997,368,$24.17,Paperback
bn_247,Oracle Data Integrator 11g Cookbook,"Christophe Dupupet,  Peter C. Boyd-Bowman,  Denis Gray,  Julien Testut",9781849681759,Packt Publishing Pvt. Ltd.,05/15/2013,,$23.09,NOOK Book
bn_248,Database Management Systems / Edition 3,"Raghu Ramakrishnan,  Johannes Gehrke",9780072465631,McGraw-Hill Higher Education,08/14/2002,1104,$35.74,Hardcover
bn_249,Data Types and Persistence,Malcolm P. Atkinson,9783642648700,Springer Berlin Heidelberg,07/31/2012,294,$169.00,Paperback
bn_250,Introduction to Online Information Systems,David I. Raitt,9780904933451,"Information Today, Incorporated",01/01/1984,300,,Hardcover
bn_251,"Database Concurrency Control: Methods, Performance, and Analysis / Edition 1",Alexander Thomasian,9781441951618,Springer US,11/19/2010,146,$239.00,Paperback
bn_252,Developing with Couchbase Server,MC Brown,9781449331160,"O'Reilly Media, Incorporated",02/14/2013,88,$19.99,Paperback
bn_253,Agent-Based Computing,Duarte Bouca,9781608766840,"Nova Science Publishers, Incorporated",07/01/2010,334,$160.00,Hardcover
bn_254,End-User Searching: Services and Providers,"Martin Kesselman,  Sarah Watstein",9780838904886,American Library Association,07/28/1988,300,,Paperback
bn_255,Principles of Data Security,Ernst Leiss,9781468443189,Springer US,03/02/2012,238,$99.00,Paperback
bn_256,SQL Server Security Distilled,"CURLINGST,  Culringstone Author Team",9781904347071,Apress,12/01/2002,304,,Hardcover
bn_257,"Safe and Secure: Secure Your Home Network, and Protect Your Privacy Online","Arman Danesh,  Ali Mehrassa,  Felix Lau",9780672322433,Pearson Education,08/23/2001,359,,Paperback
bn_258,Sams Teach Yourself SQL in One Hour a Day (Sams Teach Yourself -- Hours Series),"Ryan Stephens,  Ryan K. Stephens,  Ronald R. Plew,  Ron Plew",9780672330254,Sams,06/19/2009,840,$42.58,Paperback
bn_259,SIGIR 92: 15th Annual International ACM-SIGIR Conference on Research and Development in Information Retrieval,Association for Computing Machinery,9780897915236,Association for Computing Machinery,06/28/1992,360,,Paperback
bn_260,"Entity-Relationship Approach - ER &#039;92: 11th International Conference on the Entity-Relationship Approach, Karlsruhe, Germany, October 7-9, 1992. Proceedings / Edition 1",Gunther Pernul,9783540560234,Springer Berlin Heidelberg,11/05/1992,444,$119.00,Paperback
bn_261,DB2 10 for z/OS Database Administration: Certification Study Guide,"Susan Lawson,  Daniel Luksetich",9781583473696,Mc Press,04/05/2012,1008,$74.95,Paperback
bn_262,End-User Computing: Concepts and Applications,Kathleen P. Wagoner,9780538704977,Cengage South-Western,03/28/1992,601,,Paperback
bn_263,Oracle RMAN 11g Backup and Recovery / Edition 1,"Robert Freeman,  Matthew Hart",9780071628600,McGraw-Hill Professional Publishing,04/22/2010,688,$36.40,Paperback
bn_264,ASP .NET Programming with C# &amp; SQL Server / Edition 1,"Don Gosselin,  Gosselin",9781423903246,Cengage Learning,07/27/2009,672,$25.46,Paperback
bn_265,Information Systems: The Connection of People and Resources for Innovation a Textbook,Cheng Hsu,9789814383516,"World Scientific Publishing Company, Incorporated",01/28/2013,360,$83.60,Hardcover
bn_266,Microsoft Access Version 2002 Plain and Simple,Curtis Frye D.,9780735614543,Microsoft Press,10/10/2001,240,,Paperback
bn_267,SQL Server and Power Pivot - Tabular Modeling Cookbook,Paul te Braak,9781782170884,Packt Publishing,01/21/2014,320,$54.99,Paperback
bn_268,Data Analysis for Data Base Design,D. R. Howe,9780713136883,Butterworth-Heinemann,12/01/1989,317,,Paperback
bn_269,Sams Teach Yourself Visual Studio 6 Megabundle,"Greg M. Perry,  Davis Chapman,  Michael Van Hoozer",9780672315961,Sams,01/22/1999,2400,,Hardcover
bn_270,MongoDB: Der praktische Einstieg,Tobias Trelle,9783864915345,dpunkt.verlag,07/10/2014,290,$36.99,NOOK Book
bn_271,Advantage Series Microsoft Access 2000 Complete Edition (Expert and Level 1),"Sarah Hutchinson-Clifford,  Glen J. Coulthard,  Glen J. Coulthard",9780072348019,"McGraw-Hill Companies, The",08/21/2000,328,,Other Format
bn_272,Oracle8i Web Development,"Bradley D. Brown,  Joseph C. Trezzo,  Richard J. Niemiec",9780072122428,Osborne/McGraw-Hill,11/28/2000,1119,,Paperback
bn_273,Game Data Analysis - Tools and Methods,Coupart Thibault,9781849697910,Packt Publishing,11/25/2013,,$12.59,NOOK Book
bn_274,Distributed Multimedia Databases: Techniques and Applications,Zee,9781931777735,IGI Global,04/28/2003,384,,Paperback
bn_275,"Financial Cryptography and Data Security: 10th International Conference, FC 2006 Anguilla, British West Indies, February 27 - March 2, 2006, Revised Selected Papers / Edition 1",Giovanni Di Crescenzo,9783540462552,Springer Berlin Heidelberg,11/13/2006,327,$109.00,Paperback
bn_276,Oracle PL/SQL Programming,"Steven Feuerstein,  Bill Pribyl",9780596553142,"O'Reilly Media, Incorporated",08/22/2005,1200,$29.99,NOOK Book
bn_277,The Legal Protection of Databases: A Comparative Analysis,Estelle Derclaye,9781847201331,"Elgar, Edward Publishing, Inc.",02/28/2008,392,$164.34,Hardcover
bn_278,Building the Operational Data Store,W. H. Inmon,9780471328889,Wiley,05/28/1999,336,,Paperback
bn_279,DB2 Fundamentals Certification for Dummies with CD-ROM,"Paul C. Zikopoulos,  Jennifer Gibbs,  Roman B. Melnyk",9780764508417,Wiley,08/28/2001,450,,Paperback
bn_280,The dBASE III Plus: Power User's Guide,Edward C. Jones,9780078813177,McGraw-Hill Osborne,01/01/1988,750,,Paperback
bn_281,Data Warehousing: Architecture and Implementation / Edition 1,"Mark W. Humphries,  Michael W. Hawkins,  Michelle C. Dy,  Michelle C. Dy",9780130809025,Prentice Hall,12/29/1998,362,$1.99,Paperback
bn_282,Information Security,J. E. Ettinger,9780412414404,"Springer-Verlag New York, LLC",11/28/1992,195,,Hardcover
bn_283,Cataloging the Web,"Wayne Jones,  Judith R. Ahronheim,  Josephine Crawford",9780810841437,"Rowman & Littlefield Publishers, Inc.",02/01/2002,208,,Paperback
bn_284,Foxfase Plus Simplified: MacIntosh Edition,Michael P. Masterson,9780830631872,T A B Books,05/28/1990,480,,Paperback
bn_285,"What Is The Use Of Pdf File: Discover Everything You Need To Know About PDF Files, Converter, Editor, Reader, Software, Comparing And More!",Gerardo M. Everts,2940016435466,Aztec Publishing,04/29/2013,,$6.99,NOOK Book
bn_286,"Database Security, V: Status and Prospects",Carl E. Landwher,9780444895189,Elsevier Science & Technology Books,04/28/1992,401,,Paperback
bn_287,dBASE III Plus Networking and Multi-User Systems,Joseph David Carrabis,9780943518268,"Wiley, John & Sons, Incorporated",09/01/1995,270,,Paperback
bn_288,Claris FileMaker Pro 3.0 for Windows 95 and MacIntosh: With Disk,Betsy Newberry,9780538715676,Cengage Learning,09/01/1996,160,,Other Format
bn_289,Paradox 4.5 DOS: Star Series,"Boyd and Fraser Staff,  Edward Harms",9780877098218,South-Western,05/28/1994,180,,Paperback
bn_290,Learning MySQL and MariaDB: Heading in the Right Direction with MySQL and MariaDB,Russell J. T. Dyer,9781449362904,"O'Reilly Media, Incorporated",04/10/2015,408,$39.90,Paperback
