Title_A,Authors_A,ISBN_A,Publisher_A,Pages_A,Price_A,Title_B,Authors_B,ISBN_B,Publisher_B,Pages_B,Price_B,Gold
The Visual Guide to Microsoft Access: The Pictorial Companion to Windows Database Management and Programming,"Walter R. Bruce III,  Rich Wolf,  D. Madoni",9781566040709,"Ventana Communications Group, Incorporated",635.0,,The Visual Guide to Microsoft Access: The Pictorial Companion to Windows Database Management & Programming/Book and Disk (The Ventana Press Visual G),Walter R. Bruce,9781566040709.0, Ventana Pr; Pap/Dis edition (July 1994),635.0,,1
Easy Microsoft Access 2000,Jeffrey L. Byrne,9780789719027,Pearson Education,247.0,,Easy Access 2000,,9780789719027.0," Que; 1 edition (January 1, 1999)",256.0,$0.30,1
Beginning Oracle PL/SQL,Donald Bales,9781484207383,Apress,492.0,$37.83,Beginning Oracle PL/SQL,,9781484207383.0," Apress; 2 edition (May 7, 2015)",492.0,$37.83,1
FileMaker Pro 2.1 for MacIntosh (Visual QuickStart Guide),Adam Greif,9781566091237,Peachpit Press,144.0,,Filemaker Pro 2.1 for the Macintosh (Visual QuickStart Guide),Adam Greif,9781566091237.0, Peachpit Pr (March 1994),144.0,,1
"Microsoft Office Access 2010, Introductory Edition: A Case Approach / Edition 1",Linda O'Leary,9780077331320,McGraw-Hill Professional Publishing,432.0,$73.60,"Microsoft Office Access 2010: A Case Approach, Introductory (The O'Leary Series)",,9780077331320.0," McGraw-Hill Education; 1 edition (October 28, 2010)",432.0,$68.07,1
Microsoft Office Access 2007 VBA [Business Solutions Series],"Scott B. Diamond,  Brent Spaulding",9780789737311,Que,394.0,$30.88,Microsoft Office Access 2007 VBA,Scott B. Diamond,9780789737311.0," Que Publishing; 1 edition (December 7, 2007)",408.0,$30.39,1
SQL desk Reference: For Microsoft SQL Server,Deac Lancaster,9780130293398,Prentice Hall,816.0,$44.99,Transact-SQL Desk Reference: For Microsoft SQL Server,Deac Lancaster,9780130293398.0," Prentice Hall; 1 edition (November 20, 2003)",816.0,$44.99,1
SQL Server and Power Pivot - Tabular Modeling Cookbook,Paul te Braak,9781782170884,Packt Publishing,320.0,$54.99,Microsoft Tabular Modeling Cookbook,Paul te Braak,9781782170884.0," Packt Publishing (December 24, 2013)",320.0,,1
Introduction to SQL: Mastering the Relational Database Language / Edition 3,Rick Van Der Lans,9780201596182,Addison-Wesley,720.0,$1.99,Introduction to SQL: Mastering the Structured Query Language (3rd Edition),,9780201596182.0," Addison-Wesley Professional; 3 edition (November 22, 1999)",720.0,$11.45,1
Creating a Self-Tuning Oracle Database: Automating Oracle9i Dynamic SGA Performance,Donald K. Burleson,9780972751322,Rampant Techpress,160.0,,Creating a Self-Tuning Oracle Database: Automating Oracle9i Dynamic SGA Performance (Oracle In-Focus series),,9780972751322.0," Rampant Techpress; 1 edition (August 1, 2003)",160.0,,1
Mastering Phpmyadmin 3.3.X For Effective Mysql Management,Marc Delisle,9781849513548,Packt Publishing,412.0,$39.99,Mastering phpMyAdmin 3.3.x for Effective MySQL Management,Marc Delisle,9781849513548.0," Packt Publishing (October 11, 2010)",412.0,,1
Text Mining Application Programming / Edition 1,Manu Konchady,9781584504603,Cengage Learning,412.0,$31.62,Text Mining Application Programming (Charles River Media Programming),Manu Konchady,9781584504603.0," Charles River Media; 1 edition (May 4, 2006)",432.0,,1
Microsoft SQL Server 2012 T-SQL Fundamentals,Itzik Ben-Gan,9780735658141,Microsoft Press,442.0,$35.66,Microsoft SQL Server 2012 T-SQL Fundamentals (Developer Reference),Itzik Ben-Gan,9780735658141.0," Microsoft Press; 1 edition (July 25, 2012)",448.0,$34.80,1
"Conceptual Modeling - ER 2001: 20th International Conference on Conceptual Modeling, Yokohama, Japan, November 27-30, 2001, Proceedings",Hideko S. Kunii,9783540428664,Springer Berlin Heidelberg,633.0,$149.00,Conceptual Modeling ER 2001,,9783540428664.0," Springer; 2001 edition (November 14, 2001)",620.0,,1
Understanding dBase III,Alan Simpson,9780895882677,"Wiley, John & Sons, Incorporated",300.0,,Understanding dBASE III,Alan Simpson,9780895882677.0, Sybex Inc; First edition (December 1984),300.0,,1
Oracle Web Application Programming for PL/SQL Developers,"Susan Boardman,  Melanie Caffrey,  Solomon Morse,  Benjamin Rosenzweig",9780130477316,Prentice Hall,9780130477316.0,,Oracle Web Application Programming for PL/SQL Developers,,9780130477316.0," Prentice Hall; 1 edition (December 28, 2002)",745.0,$44.99,1
Admin911 Sql Server 2000,Brian Knight,9780072130973,"McGraw-Hill Companies, The",388.0,$43.95,Admin911: SQL Server 2000,Brian Knight,9780072130973.0," McGraw-Hill Companies; 1 edition (May 21, 2001)",369.0,$43.95,1
DB2 for OS/390 Development for Performance,Gabrielle Wiorkowski,9780966846003,Gabrielle & Associates,959.0,,DB2 for OS/390 Development for Performance,,9780966846003.0," Gabrielle & Associates; 1 edition (June 1, 1998)",959.0,,1
Developing Client/Server Systems with Oracle Developer/2000,Paul Hipsley,9780672308529,Sams,640.0,,Developing Client/Server Applications With Oracle Developer/2000,Paul Hipsley,9780672308529.0, SAMS PUBLISHING; Pap/Cdr edition (March 1996),640.0,$4.52,1
Data Warehousing 101: Concepts and Implementation,Arshad Khan,9780595290697,"iUniverse, Incorporated",136.0,$13.27,Data Warehousing 101: Concepts and Implementation,,9780595290697.0," Khan Consulting and Publishing, LLC (August 1, 2003)",134.0,,1
Oracle Designer : A Template for Developing An Enterprise Standards Document,"Mark Kramm,  Kent Graziano",9780130153432,Pearson Education,300.0,,Oracle Designer: A Template for Developing An Enterprise Standards Document,"Mark A. Kramm, Kent Graziano",9780130153432.0," Prentice Hall PTR (October 8, 1999)",300.0,,1
Microsoft Office Access 2007: Illustrated Introductory / Edition 1,Lisa Friedrichsen,9781423905189,Cengage Learning,256.0,$1.99,Microsoft Office Access 2007: Illustrated Introductory (Available Titles Skills Assessment Manager (SAM) - Office 2007),,9781423905189.0," Course Technology; 1 edition (June 5, 2007)",256.0,$0.01,1
A Developer's Guide to Data Modeling for SQL Server: Covering SQL Server 2005 and 2008 (Addison-Wesley Microsoft Technology Series),"Eric Johnson,  Joshua Jones",9780321497642,Addison-Wesley,277.0,$40.63,A Developer's Guide to Data Modeling for SQL Server: Covering SQL Server 2005 and 2008,"Eric Johnson, Joshua Jones",9780321497642.0," Addison-Wesley Professional; 1 edition (July 4, 2008)",304.0,$40.63,1
Professional SQL Server Development with Access 2000 / Edition 1,DOBSON,9781861004833,Apress,9781861004833.0,$1.99,Professional SQL Server Development with Access 2000,Rick Dobson,9781861004833.0, Peer Information Inc.; 1st edition (September 2000),700.0,,1
Oracle Business Intelligence 11g Developers Guide / Edition 1,Mark Rittman,9780071798747,McGraw-Hill Professional Publishing,1088.0,$46.37,Oracle Business Intelligence 11g Developers Guide,Mark Rittman,9780071798747.0," McGraw-Hill Osborne Media; 1 edition (September 18, 2012)",1088.0,$45.92,1
MySQL Phrasebook,"Zak Greant,  Chris Newman",9780672328398,Sams,192.0,$24.99,MySQL Phrasebook,Zak Greant,9780672328398.0," Sams Publishing (March 26, 2006)",192.0,$24.99,1
Oracle DBA Backup and Recovery Quick Reference,"Charlie Russel,  Robert Cordingley",9780131403048,Pearson Education,352.0,,Oracle DBA Backup and Recovery Quick Reference (Prentice Hall PTR Oracle Series),Charlie Russel,9780131403048.0," Prentice Hall PTR (September 26, 2003)",352.0,,1
Marketing Analytics: Data-Driven Techniques with Microsoft Excel,Wayne L. Winston,9781118373439,Wiley,720.0,$35.89,Marketing Analytics: Data-Driven Techniques with Microsoft Excel,,9781118373439.0," Wiley; 1 edition (January 13, 2014)",720.0,$35.25,1
Microsoft Access 2 Quick and Easy,Robert Cowart,9780782114706,"Wiley, John & Sons, Incorporated",171.0,,Microsoft Access 2 Quick & Easy,Robert Cowart,9780782114706.0, Sybex Inc (March 1994),275.0,,1
Building the Operational Data Store,W. H. Inmon,9780471328889,Wiley,336.0,,"Building the Operational Data Store, 2nd Edition",,9780471328889.0," Wiley; 2 edition (May 28, 1999)",336.0,,1
"New Perspectives on Microsoft Access 2013, Introductory",Joseph J. Adamski,9781285099217,Cengage Learning,592.0,$17.33,"New Perspectives on Microsoft Access 2013, Introductory",,9781285099217.0," Course Technology; 1 edition (July 15, 2013)",592.0,$97.61,1
Mysql Admin Cookbook,"Daniel Schneller,  Udo Schwedt",9781847197962,Packt Publishing,376.0,$49.99,MySQL Admin Cookbook,,9781847197962.0," Packt Publishing (March 30, 2010)",376.0,,1
Microsoft Access 2000 Step by Step,Catapult Inc.,9781572319769,Microsoft Press,320.0,,Microsoft® Access 2000 Step by Step,,9781572319769.0," Microsoft Press (May 8, 1999)",320.0,$3.86,1
Expert Oracle Enterprise Manager 12c,"Kellyn Pot'Vin,  Anand Akela,  Gokhan Atil,  Bobby Curtis",9781430249382,Apress,9781430249382.0,$51.10,Expert Oracle Enterprise Manager 12c,Anand Akela,9781430249382.0," Apress; 1 edition (June 18, 2013)",532.0,$51.62,1
Efficient Software Development with DB2 for OS/390: Organizational and Technical Measures for Performance Optimization / Edition 2,"Ursula Kollar-Fiedrich,  Jurgen Glag",9783528155872,Vieweg+Teubner Verlag,150.0,$66.00,Efficient Software Development with DB2 for OS/390: Organizational and Technical Measures for Performance Optimization,,9783528155872.0," Vieweg+Teubner Verlag; 2nd ed. 1999 edition (December 2, 2011)",150.0,,1
Sams Teach Yourself SQL in 10 Minutes,Ben Forta,9780672336072,Sams,288.0,$22.99,"SQL in 10 Minutes, Sams Teach Yourself (4th Edition)",Ben Forta,9780672336072.0," Sams Publishing; 4 edition (November 4, 2012)",288.0,$22.43,1
Knowledge-Intensive Subgroup Mining: Techniques for Automatic and Interactive Discovery - Volume 307 Dissertations in Artificial Intelligence ¿ Infix,M. Atzmuller,9781586037260,"I O S Press, Incorporated",214.0,$80.00,Knowledge-Intensive Subgroup Mining: Techniques for Automatic and Interactive Discovery - Volume 307 Dissertations in Artificial Intelligence - Infix (Diski-Dissertations in Artificial Intelligence),,9781586037260.0," IOS Press (March 15, 2007)",214.0,,1
Microsoft Access 2010 Plain & Simple,Curtis Frye D.,9780735627307,Microsoft Press,288.0,$19.56,Microsoft Access 2010 Plain & Simple,,," Microsoft Press (June 10, 2010)",288.0,,1
Oracle Applications Performance Tuning Handbook (Book/CD-ROM package),Andy Tremayne,9780072125498,"McGraw-Hill Companies, The",908.0,,Oracle Applications Performance Tuning Handbook (Book/CD-ROM package),Andy Tremayne,9780072125498.0," McGraw-Hill Companies (September 19, 2000)",908.0,,1
Building a Scalable Data Warehouse with Data Vault 2.0,"Dan Linstedt,  Michael Olschimke",9780128025109,Elsevier Science,684.0,$56.62,Building a Scalable Data Warehouse with Data Vault 2.0,,9780128025109.0," Morgan Kaufmann; 1 edition (October 13, 2015)",684.0,$56.62,1
Sams Teach Yourself Microsoft SQL Server 6.5 in 21 Days,"Rick Sawtell,  Richard Waymire,  Kalen Delaney,  Lance Mortensen",9780672311383,Sams,636.0,,Teach Yourself Microsoft SQL Server 6.5 in 21 Days,,9780672311383.0," Sams Publishing (March 9, 1998)",636.0,,1
Programming Microsoft SQL Server 2000 with Microsoft Visual Basic .NET,Rick Dobson,9780735615359,Microsoft Press,500.0,,Programming Microsoft SQL Server 2000 with Microsoft Visual Basic .Net (Microsoft Programming),Rick Dobson,9780735615359.0," Microsoft Press (May 1, 2002)",500.0,$28.19,1
DBASE III Plus Made Easy,Miriam Liskin,9780078812941,Osborne/McGraw-Hill,350.0,,dBASE III Plus Made Easy,Miriam Liskin,9780078812941.0, Mcgraw-Hill Osborne Media (November 1987),350.0,,1
DB2/400: The New as/400 Database,Skip Marchesani,9781883884123,"MC Press, LLC",300.0,,DB2/400: The New AS/400 Database: The Unabridged Guide to the New IBM Database Management System,Skip Marchesani,9781883884123.0," Midrange Computing; 1st edition (June 1, 1994)",278.0,,1
"DB2 Universal Database V6.1 for Unix, Windows and OS/2 Certification Guide / Edition 3","Jonathan Cook,  Tetsuya Shirai,  Robert Harbus,  Tetsuya Shirai",9780130867551,Pearson Education,1014.0,$1.99,"DB2 Universal Database V6.1 for Unix, Windows and OS/2  Certification Guide (3rd Edition)",Jonathan Cook,9780130867551.0," Prentice Hall PTR; 3rd edition (November 15, 1999)",1020.0,$1.37,1
Access 2003 VBA: Programmer's Reference,"Patricia Cardoza,  Teresa Hennig,  Graham Seach,  Armen Stein",9780764559037,Wiley,984.0,,Access 2003 VBA Programmer's Reference,,9780764559037.0," Wrox; 1 edition (April 9, 2004)",984.0,$39.99,1
Microsoft Access 2000: Cheat Sheet,"Joe Habraken,  Joseph W. Habraken,  Doug Klippert",9780789721174,Que,251.0,,Microsoft Access 2000 MOUS Cheat Sheet (Cheat Sheet),Joseph W. Habraken,9780789721174.0," Que (December 17, 1999)",272.0,,1
Modeling And Data Mining In Blogosphere,Nitin Agarwal,9781598299083,Morgan and Claypool Publishers,116.0,$30.00,Modeling and Data Mining in Blogosphere (Synthesis Lectures on Data Mining and Knowledge Discovery),"Huan Liu, Nitin Agarwal",9781598299083.0," Morgan and Claypool Publishers (July 30, 2009)",114.0,$30.00,1
Microsoft SQL Server 2008 Step by Step,Mike Hotek,9780735626041,Microsoft Press,544.0,$32.65,Microsoft SQL Server 2008 Step by Step (Step by Step Developer),Mike Hotek,9780735626041.0," Microsoft Press; 1 edition (November 22, 2008)",544.0,$32.48,1
Oracle8 DBA Handbook,Kevin Loney,9780078824067,"McGraw-Hill Companies, The",785.0,,Oracle8 DBA Handbook,Kevin Loney,9780078824067.0," Mcgraw-Hill Osborne Media; 1 edition (October 1, 1997)",822.0,$5.07,1
FileMaker Pro 4 for Windows & Macintosh: Visual QuickStart Guide,Nolan Hester,9780201696646,Peachpit Press,288.0,,Filemaker Pro 4 for Windows & Macintosh (Visual QuickStart Guide),Nolan Hester,9780201696646.0, Peachpit Pr; 3rd edition (June 1998),321.0,,1
"New Perspectives on Microsoft Office Access 2003, Brief, CourseCard Edition / Edition 1","Joseph J. Adamski,  Kathy T. Finnegan",9781418839079,Cengage Learning,216.0,$1.99,"New Perspectives on Microsoft Office Access 2003, Brief, CourseCard Edition (New Perspectives Series)",,9781418839079.0," Course Technology; 1 edition (March 29, 2005)",216.0,$35.69,1
Data Warehousing and Decision Support: The State of the Art,"Pam Roth,  Gordon Design,  Camino Design",9781571090058,Spiral Books,200.0,,"Data Warehousing and Decision Support : The State of the Art, Volume 1",,9781571090058.0, Spiral Books (April 1995),200.0,,1
Optimizing Informix Applications,Robert D. Schneider,9780131492387,Prentice Hall Professional Technical Reference,345.0,,Optimizing Informix Applications (Informix Series),,9780131492387.0," Prentice Hall; 1st edition (April 10, 1995)",352.0,,1
JDBC Pocket Reference,Donald Bales,9780596004576,"O'Reilly Media, Incorporated",154.0,$9.95,JDBC Pocket Reference,Donald Bales,9780596004576.0," O'Reilly Media; 1 edition (January 1, 2003)",152.0,$9.55,1
Oracle Essentials; Oracle8 and Oracle8i,"Rick Greenwald,  Robert Stackowiak,  Jonathan Stern",9781565927087,"O'Reilly Media, Incorporated",371.0,,Oracle Essentials: Oracle8 & Oracle8i: Oracle8 and Oracle8i,"Rick Greenwald, Robert Stackowiak, Jonathan Stern",9781565927087.0," O'Reilly Media; 1 edition (November 11, 1999)",371.0,$3.95,1
DBASE IV Developers Ref GDE,C. Phillip,9781558280106,"Holt, Henry & Company, Inc.",616.0,,dBase IV Developer's Reference Guide,,9781558280106.0," MIS Press,U.S. (October 1990)",300.0,,1
Learning: Microsoft Access 2003 / Edition 1,Faithe Wempen,9780131893238,Prentice Hall,320.0,$5.04,Learning: Microsoft Access 2003,,9780131893238.0," Prentice Hall; 1 edition (March 1, 2004)",320.0,$37.12,1
Data Management: Databases &amp; Organizations / Edition 5,Richard T. Watson,9780471715368,Wiley,640.0,,Data Management: Databases & Organizations,,9780471715368.0," Wiley; 5 edition (August 26, 2005)",640.0,$14.95,1
Sams Teach Yourself MySQL in 10 Minutes,Chris Newman,9780672328633,Sams,288.0,$19.75,Sams Teach Yourself MySQL in 10 Minutes,Chris Newman,9780672328633.0," Sams Publishing; 1 edition (May 19, 2006)",288.0,$19.75,1
Understanding Relational Databases: With Examples in SQL-92,Fabian Pascal,9780471585381,Wiley,304.0,,Understanding Relational Databases with Examples in SQL-92,Fabian Pascal,9780471585381.0," Wiley; 1 edition (August 10, 1993)",304.0,$5.49,1
Microsoft Access 2013 Step By Step,"Joan Lambert,  Joyce Cox",9780735669086,Microsoft Press,448.0,$25.50,Microsoft Access 2013 Step by Step,"Joan Lambert, Joyce Cox",9780735669086.0," Microsoft Press; 1 edition (February 25, 2013)",448.0,$24.88,1
Cost-Based Oracle Fundamentals / Edition 1,Jonathan Lewis,9781590596364,Apress,536.0,$26.65,Cost-Based Oracle Fundamentals (Expert's Voice in Oracle),Jonathan Lewis,9781590596364.0," Apress (October 31, 2005)",536.0,,1
Oracle 11G: SQL (Book Only) / Edition 2,Joan Casteel,9781305268029,Cengage Learning,608.0,$84.59,Oracle 11G: SQL (Book Only),Joan Casteel,9781305268029.0," Course Technology; 2 edition (June 25, 2014)",608.0,$83.75,1
Professional SQL Server 2012 Internals and Troubleshooting,"Christian Bolton,  James Rowland-Jones,  Glenn Berry,  Justin Langford",9781118177655,Wiley,576.0,$44.78,Professional SQL Server 2012 Internals and Troubleshooting,"Christian Bolton, Rob Farley, Glenn Berry",9781118177655.0," Wrox; 1 edition (November 6, 2012)",576.0,$43.86,1
Applied Microsoft Business Intelligence,"Patrick LeBlanc,  Jessica M. Moss,  Dejan Sarka,  Dustin Ryan",9781118961773,Wiley,432.0,$39.43,Applied Microsoft Business Intelligence,"Patrick LeBlanc, Jessica M. Moss",9781118961773.0," Wiley; 1 edition (May 26, 2015)",432.0,$39.43,1
Microsoft Access 2002,Joe Habraken,9780789726315,Que,224.0,,Microsoft Access 2002 - Illustrated Second Course (Illustrated Series. Second Course),,," Course Technology; 1 edition (October 17, 2001)",224.0,,1
From Access to SQL Server / Edition 1,Russell Sinclair,9781893115248,Apress,340.0,$49.95,From Access to SQL Server,,9781893115248.0, Apress; 1 edition (September 2000),400.0,,1
Oracle SOA Suite 11g Administrator's Handbook,"Ahmed Aboulnaga,  Arun Pareek",9781849686082,Packt Publishing,380.0,$59.99,Oracle SOA Suite 11g Administrator's Handbook,"Ahmed Aboulnaga, Pareek Arun",9781849686082.0," Packt Publishing (August 24, 2012)",380.0,,1
QR/Data Database 5 for DOS for Dummies,Stuart J. Stuple,9781568849546,"Wiley, John & Sons, Incorporated",224.0,,dBASE 5 for DOS for Dummies Quick Reference,,9781568849546.0, John Wiley & Sons Inc (Computers) (January 1995),224.0,,1
