ID_A,ID_B,Title_A,Title_B,Authors_A,Authors_B
1845,2550,Hierarchical Deep Reinforcement Learning: Integrating Temporal Abstraction and Intrinsic Motivation,Hierarchical Deep Reinforcement Learning: Integrating Temporal Abstraction and Intrinsic Motivation,"Tejas D. Kulkarni, Karthik R. Narasimhan, Ardavan Saeedi, Joshua B. Tenenbaum","Tejas D. Kulkarni, Karthik Narasimhan, Ardavan Saeedi, Josh Tenenbaum"
1863,3417,Learning to Detect,MetaAnchor: Learning to Detect Objects with Customized Anchors,"Neev Samuel, Tzvi Diskin, Ami Wiesel","Tong Yang, Xiangyu Zhang, Zeming Li, Wenqiang Zhang, Jian Sun"
1864,1188,BilBOWA: Fast Bilingual Distributed Representations without Word Alignments,Distributed ,"Stephan Gouws, Yoshua Bengio, Greg Corrado","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
1864,4110,BilBOWA: Fast Bilingual Distributed Representations without Word Alignments,Distributed ,"Stephan Gouws, Yoshua Bengio, Greg Corrado","Shi Li, Xiangyu Guo"
1866,1188,Analysis of Distributed Stochastic Dual Coordinate Ascent,Distributed ,"Tianbao Yang, Shenghuo Zhu, Rong Jin, Yuanqing Lin","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
1866,4110,Analysis of Distributed Stochastic Dual Coordinate Ascent,Distributed ,"Tianbao Yang, Shenghuo Zhu, Rong Jin, Yuanqing Lin","Shi Li, Xiangyu Guo"
1894,1188,Distributed Data Vending on Blockchain,Distributed ,"Jiayu Zhou, Fengyi Tang, He Zhu, Ning Nan, Ziheng Zhou","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
1894,4110,Distributed Data Vending on Blockchain,Distributed ,"Jiayu Zhou, Fengyi Tang, He Zhu, Ning Nan, Ziheng Zhou","Shi Li, Xiangyu Guo"
1902,1188,Distributed Tree Kernels,Distributed ,"Fabio Massimo Zanzotto, Lorenzo Dell'Arciprete","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
1902,4110,Distributed Tree Kernels,Distributed ,"Fabio Massimo Zanzotto, Lorenzo Dell'Arciprete","Shi Li, Xiangyu Guo"
1907,2939,SGD Learns the Conjugate Kernel Class of the Network,SGD Learns the Conjugate Kernel Class of the Network,Amit Daniely,Amit Daniely
1929,2859,A Scale Free Algorithm for Stochastic Bandits with Bounded Kurtosis,A Scale Free Algorithm for Stochastic Bandits with Bounded Kurtosis,Tor Lattimore,Tor Lattimore
1994,2665,Disease Trajectory Maps,Disease Trajectory Maps,"Peter Schulam, Raman Arora","Peter Schulam, Raman Arora"
2007,3100,Linear Regression with Limited Observation,Efficient Sublinear-Regret Algorithms for Online Sparse Linear Regression with Limited Observation,"Elad Hazan, Tomer Koren","Shinji Ito, Daisuke Hatano, Hanna Sumita, Akihiro Yabe, Takuro Fukunaga, Naonori Kakimura, Ken-Ichi Kawarabayashi"
2007,3878,Linear Regression with Limited Observation,Sample Efficient Stochastic Gradient Iterative Hard Thresholding Method for Stochastic Sparse Linear Regression with Limited Attribute Observation,"Elad Hazan, Tomer Koren","Tomoya Murata, Taiji Suzuki"
2016,2873,"Train longer, generalize better: closing the generalization gap in large batch training of neural networks","Train longer, generalize better: closing the generalization gap in large batch training of neural networks","Elad Hoffer, Itay Hubara, Daniel Soudry","Elad Hoffer, Itay Hubara, Daniel Soudry"
2061,1188,"Distributed Machine Learning in Materials that Couple Sensing, Actuation, Computation and Communication",Distributed ,"Dana Hughes, Nikolaus Correll","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2061,4110,"Distributed Machine Learning in Materials that Couple Sensing, Actuation, Computation and Communication",Distributed ,"Dana Hughes, Nikolaus Correll","Shi Li, Xiangyu Guo"
2123,1188,A Stochastic Large-scale Machine Learning Algorithm for Distributed Features and Observations,Distributed ,"Biyi Fang, Diego Klabjan","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2123,4110,A Stochastic Large-scale Machine Learning Algorithm for Distributed Features and Observations,Distributed ,"Biyi Fang, Diego Klabjan","Shi Li, Xiangyu Guo"
2204,1188,SLSGD: Secure and Efficient Distributed On-device Machine Learning,Distributed ,"Cong Xie, Sanmi Koyejo, Indranil Gupta","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2204,4110,SLSGD: Secure and Efficient Distributed On-device Machine Learning,Distributed ,"Cong Xie, Sanmi Koyejo, Indranil Gupta","Shi Li, Xiangyu Guo"
2207,1188,Team-Optimal Distributed MMSE Estimation in General and Tree Networks,Distributed ,"Muhammed O. Sayin, Suleyman S. Kozat, Tamer Ba?ar","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2207,4110,Team-Optimal Distributed MMSE Estimation in General and Tree Networks,Distributed ,"Muhammed O. Sayin, Suleyman S. Kozat, Tamer Ba?ar","Shi Li, Xiangyu Guo"
2262,3561,Random Feature Stein Discrepancies,Random Feature Stein Discrepancies,"Jonathan H. Huggins, Lester Mackey","Jonathan Huggins, Lester Mackey"
2304,2572,Global Optimality of Local Search for Low Rank Matrix Recovery,Global Optimality of Local Search for Low Rank Matrix Recovery,"Srinadh Bhojanapalli, Behnam Neyshabur, Nathan Srebro","Srinadh Bhojanapalli, Behnam Neyshabur, Nati Srebro"
2309,3312,Neural Discrete Representation Learning,Neural Discrete Representation Learning,"Aaron van den Oord, Oriol Vinyals, Koray Kavukcuoglu","Aaron van den Oord, Oriol Vinyals, koray kavukcuoglu"
2337,2112,ZigZag: A new approach to adaptive online learning,Adaptive Online Learning,"Dylan J. Foster, Alexander Rakhlin, Karthik Sridharan","Dylan J. Foster, Alexander Rakhlin, Karthik Sridharan"
2354,3676,Global Convergence of Langevin Dynamics Based Algorithms for Nonconvex Optimization,Global Convergence of Langevin Dynamics Based Algorithms for Nonconvex Optimization,"Pan Xu, Jinghui Chen, Difan Zou, Quanquan Gu","Pan Xu, Jinghui Chen, Difan Zou, Quanquan Gu"
2360,1188,Optimization for Large-Scale Machine Learning with Distributed Features and Observations,Distributed ,"Alexandros Nathan, Diego Klabjan","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2360,4110,Optimization for Large-Scale Machine Learning with Distributed Features and Observations,Distributed ,"Alexandros Nathan, Diego Klabjan","Shi Li, Xiangyu Guo"
2388,1188,Distributed Learning in Multi-Armed Bandit with Multiple Players,Distributed ,"Keqin Liu, Qing Zhao","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2388,4110,Distributed Learning in Multi-Armed Bandit with Multiple Players,Distributed ,"Keqin Liu, Qing Zhao","Shi Li, Xiangyu Guo"
2462,1188,Slow and Stale Gradients Can Win the Race: Error-Runtime Trade-offs in Distributed SGD,Distributed ,"Sanghamitra Dutta, Gauri Joshi, Soumyadip Ghosh, Parijat Dube, Priya Nagpurkar","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2462,4110,Slow and Stale Gradients Can Win the Race: Error-Runtime Trade-offs in Distributed SGD,Distributed ,"Sanghamitra Dutta, Gauri Joshi, Soumyadip Ghosh, Parijat Dube, Priya Nagpurkar","Shi Li, Xiangyu Guo"
2482,1188,"Distributed Learning, Communication Complexity and Privacy",Distributed ,"Maria-Florina Balcan, Avrim Blum, Shai Fine, Yishay Mansour","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2482,4110,"Distributed Learning, Communication Complexity and Privacy",Distributed ,"Maria-Florina Balcan, Avrim Blum, Shai Fine, Yishay Mansour","Shi Li, Xiangyu Guo"
2495,4012,BRITS: Bidirectional Recurrent Imputation for Time Series,BRITS: Bidirectional Recurrent Imputation for Time Series,"Wei Cao, Dong Wang, Jian Li, Hao Zhou, Lei Li, Yitan Li","Wei Cao, Dong Wang, Jian Li, Hao Zhou, Lei Li, Yitan Li"
2498,3048,Unsupervised Sequence Classification using Sequential Output Statistics,Unsupervised Sequence Classification using Sequential Output Statistics,"Yu Liu, Jianshu Chen, Li Deng","Yu Liu, Jianshu Chen, Li Deng"
2502,4030,Unorganized Malicious Attacks Detection,Unorganized Malicious Attacks Detection,"Ming Pang, Wei Gao, Min Tao, Zhi-Hua Zhou","Ming Pang, Wei Gao, Min Tao, Zhi-Hua Zhou"
2505,3205,Variational Inference for Gaussian Process Models with Linear Complexity,Variational Inference for Gaussian Process Models with Linear Complexity,"Ching-An Cheng, Byron Boots","Ching-An Cheng, Byron Boots"
2506,3592,A Smoothed Analysis of the Greedy Algorithm for the Linear Contextual Bandit Problem,A Smoothed Analysis of the Greedy Algorithm for the Linear Contextual Bandit Problem,"Sampath Kannan, Jamie Morgenstern, Aaron Roth, Bo Waggoner, Zhiwei Steven Wu","Sampath Kannan, Jamie H. Morgenstern, Aaron Roth, Bo Waggoner, Zhiwei Steven Wu"
2511,2036,Improving generation quality of pointer networks via guided attention,Pointer Networks,"Kushal Chawla, Kundan Krishna, Balaji Vasan Srinivasan","Oriol Vinyals, Meire Fortunato, Navdeep Jaitly"
2535,4136,Does mitigating ML's impact disparity require treatment disparity?,Does mitigating ML's impact disparity require treatment disparity?,"Zachary C. Lipton, Alexandra Chouldechova, Julian McAuley","Zachary Lipton, Julian McAuley, Alexandra Chouldechova"
2565,1188,Differentially Private Bayesian Learning on Distributed Data,Distributed ,"Mikko Heikkil, Eemil Lagerspetz, Samuel Kaski, Kana Shimizu, Sasu Tarkoma, Antti Honkela","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2565,3017,Differentially Private Bayesian Learning on Distributed Data,Differentially private Bayesian learning on distributed data,"Mikko Heikkil, Eemil Lagerspetz, Samuel Kaski, Kana Shimizu, Sasu Tarkoma, Antti Honkela","Mikko Heikkil, Eemil Lagerspetz, Samuel Kaski, Kana Shimizu, Sasu Tarkoma, Antti Honkela"
2565,4110,Differentially Private Bayesian Learning on Distributed Data,Distributed ,"Mikko Heikkil, Eemil Lagerspetz, Samuel Kaski, Kana Shimizu, Sasu Tarkoma, Antti Honkela","Shi Li, Xiangyu Guo"
2578,1508,Weakly-supervised Discovery of Visual Pattern Configurations,Weakly-supervised Discovery of Visual Pattern Configurations,"Hyun Oh Song, Yong Jae Lee, Stefanie Jegelka, Trevor Darrell","Hyun Oh Song, Yong Jae Lee, Stefanie Jegelka, Trevor Darrell"
2627,4070,LabelBank: Revisiting Global Perspectives for Semantic Segmentation,Revisiting ,"Hexiang Hu, Zhiwei Deng, Guang-Tong Zhou, Fei Sha, Greg Mori","Sofiane Dhouib, Ievgen Redko"
2630,3433,"Nonlocal Neural Networks, Nonlocal Diffusion and Nonlocal Modeling","Nonlocal Neural Networks, Nonlocal Diffusion and Nonlocal Modeling","Yunzhe Tao, Qi Sun, Qiang Du, Wei Liu","Yunzhe Tao, Qi Sun, Qiang Du, Wei Liu"
2678,22,Agnostic Active Learning Without Constraints,Agnostic Active Learning Without Constraints,"Alina Beygelzimer, Daniel Hsu, John Langford, Tong Zhang","Alina Beygelzimer, Daniel J. Hsu, John Langford, Tong Zhang"
2714,3928,Differential Properties of Sinkhorn Approximation for Learning with Wasserstein Distance,Differential Properties of Sinkhorn Approximation for Learning with Wasserstein Distance,"Giulia Luise, Alessandro Rudi, Massimiliano Pontil, Carlo Ciliberto","Giulia Luise, Alessandro Rudi, Massimiliano Pontil, Carlo Ciliberto"
2727,2079,DeepHeart: Semi-Supervised Sequence Learning for Cardiovascular Risk Prediction,Semi-supervised Sequence Learning,"Brandon Ballinger, Johnson Hsieh, Avesh Singh, Nimit Sohoni, Jack Wang, Geoffrey H. Tison, Gregory M. Marcus, Jose M. Sanchez, Carol Maguire, Jeffrey E. Olgin, Mark J. Pletcher","Andrew M. Dai, Quoc V. Le"
2728,2380,Value Iteration Networks,Value Iteration Networks,"Aviv Tamar, Yi Wu, Garrett Thomas, Sergey Levine, Pieter Abbeel","Aviv Tamar, YI WU, Garrett Thomas, Sergey Levine, Pieter Abbeel"
2731,1553,Convolutional Neural Network Architectures for Matching Natural Language Sentences,Convolutional Neural Network Architectures for Matching Natural Language Sentences,"Baotian Hu, Zhengdong Lu, Hang Li, Qingcai Chen","Baotian Hu, Zhengdong Lu, Hang Li, Qingcai Chen"
2817,4029,A Probabilistic U-Net for Segmentation of Ambiguous Images,A Probabilistic U-Net for Segmentation of Ambiguous Images,"Simon A. A. Kohl, Bernardino Romera-Paredes, Clemens Meyer, Jeffrey De Fauw, Joseph R. Ledsam, Klaus H. Maier-Hein, S. M. Ali Eslami, Danilo Jimenez Rezende, Olaf Ronneberger","Simon Kohl, Bernardino Romera-Paredes, Clemens Meyer, Jeffrey De Fauw, Joseph R. Ledsam, Klaus Maier-Hein, S. M. Ali Eslami, Danilo Jimenez Rezende, Olaf Ronneberger"
2837,1052,Non-strongly-convex smooth stochastic approximation with convergence rate O(1/n),Non-strongly-convex smooth stochastic approximation with convergence rate O(1/n),"Francis Bach, Eric Moulines","Francis Bach, Eric Moulines"
2840,1188,Stochastic Gradient Push for Distributed Deep Learning,Distributed ,"Mahmoud Assran, Nicolas Loizou, Nicolas Ballas, Michael Rabbat","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2840,4110,Stochastic Gradient Push for Distributed Deep Learning,Distributed ,"Mahmoud Assran, Nicolas Loizou, Nicolas Ballas, Michael Rabbat","Shi Li, Xiangyu Guo"
2864,1188,Distributed Learning with Sublinear Communication,Distributed ,"Jayadev Acharya, Christopher De Sa, Dylan J. Foster, Karthik Sridharan","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2864,4110,Distributed Learning with Sublinear Communication,Distributed ,"Jayadev Acharya, Christopher De Sa, Dylan J. Foster, Karthik Sridharan","Shi Li, Xiangyu Guo"
2883,1188,Distributed Submodular Maximization,Distributed ,"Baharan Mirzasoleiman, Amin Karbasi, Rik Sarkar, Andreas Krause","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2883,4110,Distributed Submodular Maximization,Distributed ,"Baharan Mirzasoleiman, Amin Karbasi, Rik Sarkar, Andreas Krause","Shi Li, Xiangyu Guo"
2895,1188,Improving the Privacy and Accuracy of ADMM-Based Distributed Algorithms,Distributed ,"Xueru Zhang, Mohammad Mahdi Khalili, Mingyan Liu","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2895,4110,Improving the Privacy and Accuracy of ADMM-Based Distributed Algorithms,Distributed ,"Xueru Zhang, Mohammad Mahdi Khalili, Mingyan Liu","Shi Li, Xiangyu Guo"
2912,1188,An efficient distributed learning algorithm based on effective local functional approximations,Distributed ,"Dhruv Mahajan, Nikunj Agrawal, S. Sathiya Keerthi, S. Sundararajan, Leon Bottou","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2912,4110,An efficient distributed learning algorithm based on effective local functional approximations,Distributed ,"Dhruv Mahajan, Nikunj Agrawal, S. Sathiya Keerthi, S. Sundararajan, Leon Bottou","Shi Li, Xiangyu Guo"
2951,1188,RPC Considered Harmful: Fast Distributed Deep Learning on RDMA,Distributed ,"Jilong Xue, Youshan Miao, Cheng Chen, Ming Wu, Lintao Zhang, Lidong Zhou","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
2951,4110,RPC Considered Harmful: Fast Distributed Deep Learning on RDMA,Distributed ,"Jilong Xue, Youshan Miao, Cheng Chen, Ming Wu, Lintao Zhang, Lidong Zhou","Shi Li, Xiangyu Guo"
2994,4070,Revisiting Semi-Supervised Learning with Graph Embeddings,Revisiting ,"Zhilin Yang, William W. Cohen, Ruslan Salakhutdinov","Sofiane Dhouib, Ievgen Redko"
3022,4327,Generalizing Point Embeddings using the Wasserstein Space of Elliptical Distributions,Generalizing Point Embeddings using the Wasserstein Space of Elliptical Distributions,"Boris Muzellec, Marco Cuturi","Boris Muzellec, Marco Cuturi"
3037,1188,CodedReduce: A Fast and Robust Framework for Gradient Aggregation in Distributed Learning,Distributed ,"Amirhossein Reisizadeh, Saurav Prakash, Ramtin Pedarsani, Amir Salman Avestimehr","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
3037,4110,CodedReduce: A Fast and Robust Framework for Gradient Aggregation in Distributed Learning,Distributed ,"Amirhossein Reisizadeh, Saurav Prakash, Ramtin Pedarsani, Amir Salman Avestimehr","Shi Li, Xiangyu Guo"
3054,4033,Hybrid Macro/Micro Level Backpropagation for Training Deep Spiking Neural Networks,Hybrid Macro/Micro Level Backpropagation for Training Deep Spiking Neural Networks,"Yingyezhe Jin, Wenrui Zhang, Peng Li","Yingyezhe Jin, Wenrui Zhang, Peng Li"
3073,1188,Distributed Convolutional Dictionary Learning (DiCoDiLe): Pattern Discovery in Large Images and Signals,Distributed ,"Thomas Moreau, Alexandre Gramfort","Maria-Florina F. Balcan, Steven Ehrlich, Yingyu Liang"
3073,4110,Distributed Convolutional Dictionary Learning (DiCoDiLe): Pattern Discovery in Large Images and Signals,Distributed ,"Thomas Moreau, Alexandre Gramfort","Shi Li, Xiangyu Guo"
3111,2194,Variational Information Maximization for Feature Selection,Variational Information Maximization for Feature Selection,"Shuyang Gao, Greg Ver Steeg, Aram Galstyan","Shuyang Gao, Greg Ver Steeg, Aram Galstyan"
3114,4070,Revisiting Reweighted Wake-Sleep,Revisiting ,"Tuan Anh Le, Adam R. Kosiorek, N. Siddharth, Yee Whye Teh, Frank Wood","Sofiane Dhouib, Ievgen Redko"
3117,891,Efficient Reinforcement Learning for High Dimensional Linear Quadratic Systems,Efficient Reinforcement Learning for High Dimensional Linear Quadratic Systems,"Morteza Ibrahimi, Adel Javanmard, Benjamin Van Roy","Morteza Ibrahimi, Adel Javanmard, Benjamin V. Roy"
3143,2598,Verifying Properties of Binarized Deep Neural Networks,Binarized Neural Networks,"Nina Narodytska, Shiva Prasad Kasiviswanathan, Leonid Ryzhyk, Mooly Sagiv, Toby Walsh","Itay Hubara, Matthieu Courbariaux, Daniel Soudry, Ran El-Yaniv, Yoshua Bengio"
3167,2237,Faster Projection-free Convex Optimization over the Spectrahedron,Faster Projection-free Convex Optimization over the Spectrahedron,Dan Garber,"Dan Garber, Dan Garber"
3187,2515,Exponential expressivity in deep neural networks through transient chaos,Exponential expressivity in deep neural networks through transient chaos,"Ben Poole, Subhaneil Lahiri, Maithra Raghu, Jascha Sohl-Dickstein, Surya Ganguli","Ben Poole, Subhaneil Lahiri, Maithra Raghu, Jascha Sohl-Dickstein, Surya Ganguli"
3188,2557,Ladder Variational Autoencoders,Ladder Variational Autoencoders,"Casper Kaae Snderby, Tapani Raiko, Lars Maale, Sren Kaae Snderby, Ole Winther","Casper Kaae Snderby, Tapani Raiko, Lars Maale, Sren Kaae Snderby, Ole Winther"
3196,3885,Fully Understanding the Hashing Trick,Fully Understanding The Hashing Trick,"Casper Benjamin Freksen, Lior Kamma, Kasper Green Larsen","Casper B. Freksen, Lior Kamma, Kasper Green Larsen"
3228,3062,Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks,Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks,"Federico Monti, Michael M. Bronstein, Xavier Bresson","Federico Monti, Michael Bronstein, Xavier Bresson"
3238,1967,Depth-Width Tradeoffs in Approximating Natural Functions with Neural Networks,Natural Neural Networks,"Itay Safran, Ohad Shamir","Guillaume Desjardins, Karen Simonyan, Razvan Pascanu, koray kavukcuoglu"
