ID,Title,Authors,Date,Journal-ref
180,A SMART Stochastic Algorithm for Nonconvex Optimization with Applications to Robust Machine Learning,"Aleksandr Aravkin, Damek Davis","5 February, 2017",
181,DNA-inspired online behavioral modeling and its application to spambot detection,"Stefano Cresci, Roberto Di Pietro, Marinella Petrocchi, Angelo Spognardi, Maurizio Tesconi","30 January, 2016",
182,On the Reducibility of Submodular Functions,"Jincheng Mei, Hao Zhang, Bao-Liang Lu","4 January, 2016",
183,Using association rule mining and ontologies to generate metadata recommendations from multiple biomedical databases,"Marcos Martnez-Romero, Martin J. O'Connor, Attila L. Egyedi, Debra Willrett, Josef Hardi, John Graybeal, Mark A. Musen","21 March, 2019",
184,CNN-RNN: A Unified Framework for Multi-label Image Classification,"Jiang Wang, Yi Yang, Junhua Mao, Zhiheng Huang, Chang Huang, Wei Xu","15 April, 2016",
185,Censored Exploration and the Dark Pool Problem,"Kuzman Ganchev, Michael Kearns, Yuriy Nevmyvaka, Jennifer Wortman Vaughan","9 May, 2012",
186,Heterogeneous Multi-task Learning for Human Pose Estimation with Deep Convolutional Neural Network,"Sijin Li, Zhi-Qiang Liu, Antoni B. Chan","13 June, 2014",
187,Implementation of Training Convolutional Neural Networks,"Tianyi Liu, Shuangsang Fang, Yuehui Zhao, Peng Wang, Jun Zhang","3 June, 2015",
188,Metrics for Multivariate Dictionaries,"Sylvain Chevallier, Quentin Barthlemy, Jamal Atif","26 February, 2013",
189,A Solution for Multi-Alignment by Transformation Synchronisation,"Florian Bernard, Johan Thunberg, Peter Gemmar, Frank Hertel, Andreas Husch, Jorge Goncalves","14 April, 2015",
190,Node Embedding over Temporal Graphs,"Uriel Singer, Ido Guy, Kira Radinsky","2 April, 2019",
191,Deep learning in radiology: an overview of the concepts and a survey of the state of the art,"Maciej A. Mazurowski, Mateusz Buda, Ashirbani Saha, Mustafa R. Bashir","9 February, 2018",
192,A Probabilistic Perspective on Gaussian Filtering and Smoothing,"Marc Peter Deisenroth, Henrik Ohlsson","8 June, 2011",
193,Reduced-Order Modeling Of Hidden Dynamics,"Patrick Has, Cdric Herzet","17 May, 2018",
194,A Novel Approach for Protein Structure Prediction,"Saurabh Sarkar, Prateek Malhotra, Virender Guman","15 June, 2012",
195,SAM: Support Vector Machine Based Active Queue Management,"Muhammad Saleh Shah, Asim Imdad Wagan, Mukhtiar Ali Unar","2 April, 2016",
196,Penalizing side effects using stepwise relative reachability,"Victoria Krakovna, Laurent Orseau, Ramana Kumar, Miljan Martic, Shane Legg","8 March, 2019",
197,C-HiLasso: A Collaborative Hierarchical Sparse Modeling Framework,"Pablo Sprechmann, Ignacio Ramrez, Guillermo Sapiro, Yonina Eldar","4 March, 2011",
198,Incremental Cluster Validity Indices for Hard Partitions: Extensions and Comparative Study,"Leonardo Enzo Brito da Silva, Niklas M. Melton, Donald C. Wunsch II","18 February, 2019",
199,Measuring Compositionality in Representation Learning,Jacob Andreas,"6 April, 2019",
200,Empowering Elasticsearch with Exact and Fast $r$-Neighbor Search in Hamming Space,"Cun Mu, Jun Zhao, Guang Yang, Binwei Yang, Zheng Yan","20 February, 2019",
201,Tunable GMM Kernels,Ping Li,"9 March, 2017",
202,Simplified Stochastic Feedforward Neural Networks,"Kimin Lee, Jaehyung Kim, Song Chong, Jinwoo Shin","11 April, 2017",
203,Wavelet-Based Mel-Frequency Cepstral Coefficients for Speaker Identification using Hidden Markov Models,"Mahmoud I. Abdalla, Hanaa S. Ali","29 March, 2010","Journal of Telecommunications, Volume 1, Issue 2, pp16-21, March 2010"
204,Learning Optimal Resource Allocations in Wireless Systems,"Mark Eisen, Clark Zhang, Luiz F. O. Chamon, Daniel D. Lee, Alejandro Ribeiro","12 March, 2019",
205,Clinical Assistant Diagnosis for Electronic Medical Record Based on Convolutional Neural Network,"Zhongliang Yang, Yongfeng Huang, Yiran Jiang, Yuxi Sun, Yu-Jin Zhan, Pengcheng Luo","23 April, 2018",
206,Data-driven Perception of Neuron Point Process with Unknown Unknowns,"Ruochen Yang, Gaurav Gupta, Paul Bogdan","21 February, 2019",
207,Conditional Probability Models for Deep Image Compression,"Fabian Mentzer, Eirikur Agustsson, Michael Tschannen, Radu Timofte, Luc Van Gool","4 June, 2018",
208,Understanding Measures of Uncertainty for Adversarial Example Detection,"Lewis Smith, Yarin Gal","22 March, 2018",
209,"When Relaxations Go Bad: ""Differentially-Private"" Machine Learning","Bargav Jayaraman, David Evans","1 March, 2019",
210,SenseGen: A Deep Learning Architecture for Synthetic Sensor Data Generation,"Moustafa Alzantot, Supriyo Chakraborty, Mani B. Srivastava","30 January, 2017",
211,On Euclidean $k$-Means Clustering with $?$-Center Proximity,"Amit Deshpande, Anand Louis, Apoorv Vikram Singh","26 February, 2019",
212,Projected Semi-Stochastic Gradient Descent Method with Mini-Batch Scheme under Weak Strong Convexity Assumption,"Jie Liu, Martin Takac","4 May, 2017",
213,Greedy Deep Dictionary Learning,"Snigdha Tariyal, Angshul Majumdar, Richa Singh, Mayank Vatsa","31 January, 2016",
214,Active Learning for High-Dimensional Binary Features,"Ali Vahdat, Mouloud Belbahri, Vahid Partovi Nia","5 February, 2019",
215,"Brief Notes on Hard Takeoff, Value Alignment, and Coherent Extrapolated Volition",Gopal P. Sarma,"21 April, 2018",
216,Variational Hamiltonian Monte Carlo via Score Matching,"Cheng Zhang, Babak Shahbaba, Hongkai Zhao","17 April, 2017",
217,Low-Rank Structure Learning via Log-Sum Heuristic Recovery,"Yue Deng, Qionghai Dai, Risheng Liu, Zengke Zhang, Sanqing Hu","24 March, 2012","Neural Networks and Learning Systems, IEEE Transactions on, Volume:24 , Issue: 3, March, 2013"
218,Semi-Supervised Ordinal Regression Based on Empirical Risk Minimization,"Taira Tsuchiya, Nontawat Charoenphakdee, Issei Sato, Masashi Sugiyama","31 January, 2019",
219,The Gaussian Radon Transform and Machine Learning,"Irina Holmes, Ambar Sengupta","12 March, 2014",
220,Net2Vec: Quantifying and Explaining how Concepts are Encoded by Filters in Deep Neural Networks,"Ruth Fong, Andrea Vedaldi","29 March, 2018",
221,Simple and practical algorithms for $\ell_p$-norm low-rank approximation,Anastasios Kyrillidis,"23 May, 2018",
222,An Online Boosting Algorithm with Theoretical Justifications,"Shang-Tse Chen, Hsuan-Tien Lin, Chi-Jen Lu","27 June, 2012",
223,Solving Almost all Systems of Random Quadratic Equations,"Gang Wang, Georgios B. Giannakis, Yousef Saad, Jie Chen","29 May, 2017",
224,BCMA-ES: A Bayesian approach to CMA-ES,"Eric Benhamou, David Saltiel, Sebastien Verel, Fabien Teytaud","2 April, 2019",
225,Heteroscedastic Treed Bayesian Optimisation,"John-Alexander M. Assael, Ziyu Wang, Bobak Shahriari, Nando de Freitas","4 March, 2015",
226,Estimating Mixture Models via Mixtures of Polynomials,"Sida I. Wang, Arun Tejasvi Chaganty, Percy Liang","28 March, 2016",
227,Fairness-Aware Learning with Restriction of Universal Dependency using f-Divergences,"Kazuto Fukuchi, Jun Sakuma","25 June, 2015",
228,YouTube-8M Video Understanding Challenge Approach and Applications,Edward Chen,"26 June, 2017",
229,DIMM-SC: A Dirichlet mixture model for clustering droplet-based single cell transcriptomic data,"Zhe Sun, Ting Wang, Ke Deng, Xiao-Feng Wang, Robert Lafyatis, Ying Ding, Ming Hu, Wei Chen","6 April, 2017",
230,PIPPS: Flexible Model-Based Policy Search Robust to the Curse of Chaos,"Paavo Parmas, Carl Edward Rasmussen, Jan Peters, Kenji Doya","4 February, 2019",
231,Segmentation of Skeletal Muscle in Thigh Dixon MRI Based on Texture Analysis,"Rafael Rodrigues, Antonio M. G. Pinheiro","9 April, 2019",
232,Ultra Power-Efficient CNN Domain Specific Accelerator with 9.3TOPS/Watt for Mobile and Embedded Applications,"Baohua Sun, Lin Yang, Patrick Dong, Wenhan Zhang, Jason Dong, Charles Young","30 April, 2018",
233,Universum Learning for SVM Regression,"Sauptik Dhar, Vladimir Cherkassky","26 May, 2016",
234,Computing Optimal Assignments in Linear Time for Graph Matching,"Nils M. Kriege, Pierre-Louis Giscard, Franka Bause, Richard C. Wilson","29 January, 2019",
235,Domain Randomization and Generative Models for Robotic Grasping,"Joshua Tobin, Lukas Biewald, Rocky Duan, Marcin Andrychowicz, Ankur Handa, Vikash Kumar, Bob McGrew, Jonas Schneider, Peter Welinder, Wojciech Zaremba, Pieter Abbeel","3 April, 2018",
236,Mode Regularized Generative Adversarial Networks,"Tong Che, Yanran Li, Athul Paul Jacob, Yoshua Bengio, Wenjie Li","2 March, 2017",
237,"Segmentation of optic disc, fovea and retinal vasculature using a single convolutional neural network","Jen Hong Tan, U. Rajendra Acharya, Sulatha V. Bhandary, Kuang Chua Chua, Sobha Sivaprasad","1 February, 2017",
238,An Efficient Approach to Sparse Linear Discriminant Analysis,"Luis Francisco Sanchez Merchante, Yves Grandvalet, Gerrad Govaert","27 June, 2012",
239,CROSSBOW: Scaling Deep Learning with Small Batch Sizes on Multi-GPU Servers,"Alexandros Koliousis, Pijika Watcharapichat, Matthias Weidlich, Luo Mai, Paolo Costa, Peter Pietzuch","8 January, 2019",
240,Frequency Recognition in SSVEP-based BCI using Multiset Canonical Correlation Analysis,"Yu Zhang, Guoxu Zhou, Jing Jin, Xingyu Wang, Andrzej Cichocki","16 January, 2014","International Journal of Neural Systems, 2014, vol.24, no.2, pp.1450013 (14 pages)"
241,A Novel Approach for Single Gene Selection Using Clustering and Dimensionality Reduction,"E. N. Sathishkumar, K. Thangavel, T. Chandrasekhar","10 June, 2013","International Journal of Scientific & Engineering Research, Volume 4, Issue 5, May-2013, page no 1540-1545"
242,Active Learning On Weighted Graphs Using Adaptive And Non-adaptive Approaches,"Eyal En Gad, Akshay Gadde, A. Salman Avestimehr, Antonio Ortega","18 May, 2016",
243,Model Selection with the Loss Rank Principle,"Marcus Hutter, Minh-Ngoc Tran","2 March, 2010","Computational Statistics and Data Analysis, 54 (2010) pages 1288-1306"
244,LOCO: Distributing Ridge Regression with Random Projections,"Christina Heinze, Brian McWilliams, Nicolai Meinshausen, Gabriel Krummenacher","8 June, 2015",
245,Generalization Bounds for Domain Adaptation,"Chao Zhang, Lei Zhang, Jieping Ye","4 April, 2013",
246,Cost-Effective Training of Deep CNNs with Active Model Adaptation,"Sheng-Jun Huang, Jia-Wei Zhao, Zhao-Yang Liu","5 June, 2018",
247,Instrument-Armed Bandits,Nathan Kallus,"20 May, 2017",
248,A New Generalization of Chebyshev Inequality for Random Vectors,Xinjia Chen,"24 June, 2011",
249,Online EM Algorithm for Latent Data Models,"Olivier Capp, Eric Moulines","1 March, 2017","Journal of the Royal Statistical Society: Series B, Royal Statistical Society, 2009, 71 (3), pp.593-613"
250,Generalisation dynamics of online learning in over-parameterised neural networks,"Sebastian Goldt, Madhu S. Advani, Andrew M. Saxe, Florent Krzakala, Lenka Zdeborov","25 January, 2019",
251,Feature selection in weakly coherent matrices,"Stephane Chretien, Zhen-Wai Olivier Ho","3 April, 2018",
252,Controllable Semantic Image Inpainting,"Jin Xu, Yee Whye Teh","15 June, 2018",
253,Asymmetric Valleys: Beyond Sharp and Flat Local Minima,"Haowei He, Gao Huang, Yang Yuan","6 April, 2019",
254,LocNet: Improving Localization Accuracy for Object Detection,"Spyros Gidaris, Nikos Komodakis","7 April, 2016",
255,Operational Neural Networks,"Serkan Kiranyaz, Turker Ince, Alexandros Iosifidis, Moncef Gabbouj","15 February, 2019",
256,Strong Asymptotic Optimality in General Environments,"Michael K. Cohen, Elliot Catt, Marcus Hutter","3 March, 2019",
257,On Recursive Edit Distance Kernels with Application to Time Series Classification,"Pierre-Franois Marteau, Sylvie Gibet","26 May, 2014",IEEE Transactions on Neural Networks and Learning Systems (2014) 1-14
258,Safe Feature Elimination for the LASSO and Sparse Supervised Learning Problems,"Laurent El Ghaoui, Vivian Viallon, Tarek Rabbani","18 May, 2011",
259,Discovering Discrete Latent Topics with Neural Variational Inference,"Yishu Miao, Edward Grefenstette, Phil Blunsom","21 May, 2018",
260,Differentiable Programs with Neural Libraries,"Alexander L. Gaunt, Marc Brockschmidt, Nate Kushman, Daniel Tarlow","2 March, 2017",
261,Dynamic Transfer Learning for Named Entity Recognition,"Parminder Bhatia, Kristjan Arumae, Busra Celikkaya","18 January, 2019",
262,Crime incidents embedding using restricted Boltzmann machines,"Shixiang Zhu, Yao Xie","13 February, 2018",
263,Real-Time Machine Learning: The Missing Pieces,"Robert Nishihara, Philipp Moritz, Stephanie Wang, Alexey Tumanov, William Paul, Johann Schleier-Smith, Richard Liaw, Mehrdad Niknami, Michael I. Jordan, Ion Stoica","19 May, 2017",
264,Exponential Family Hybrid Semi-Supervised Learning,"Arvind Agarwal, Hal Daume III","2 March, 2010","Twenty-First International Joint Conference on Artificial Intelligence 2009, pg 974-979"
265,A Unified Parallel Algorithm for Regularized Group PLS Scalable to Big Data,"Pierre Lafaye de Micheaux, Benoit Liquet, Matthew Sutton","22 February, 2017",
266,Concatenated Feature Pyramid Network for Instance Segmentation,"Yongqing Sun, Pranav Shenoy K P, Jun Shimamura, Atsushi Sagata","16 March, 2019",
267,"Estimating Diffusion Network Structures: Recovery Conditions, Sample Complexity & Soft-thresholding Algorithm","Hadi Daneshmand, Manuel Gomez-Rodriguez, Le Song, Bernhard Schoelkopf","12 May, 2014",
268,A Machine Learning Alternative to P-values,"Min Lu, Hemant Ishwaran","20 February, 2017",
269,Generalized Strucutral Causal Models,"Tineke Blom, Joris M. Mooij","16 May, 2018",
270,Expressive power of recurrent neural networks,"Valentin Khrulkov, Alexander Novikov, Ivan Oseledets","7 February, 2018",
271,DeepTriage: Exploring the Effectiveness of Deep Learning for Bug Triaging,"Senthil Mani, Anush Sankaran, Rahul Aralikatte","4 January, 2018",
272,Mean Reverting Portfolios via Penalized OU-Likelihood Estimation,"Jize Zhang, Tim Leung, Aleksandr Y. Aravkin","17 March, 2018",
273,Optimal Black-Box Reductions Between Optimization Objectives,"Zeyuan Allen-Zhu, Elad Hazan","20 May, 2016",
274,Toroidal AutoEncoder,"Maciej Mikulski, Jaroslaw Duda","28 March, 2019",
275,Nonlinear Kalman Filtering with Divergence Minimization,"San Gultekin, John Paisley","1 May, 2017",
276,Probabilistic Permutation Synchronization using the Riemannian Structure of the Birkhoff Polytope,"Tolga Birdal, Umut ?im?ekli","11 April, 2019",
277,OpenML: An R Package to Connect to the Machine Learning Platform OpenML,"Giuseppe Casalicchio, Jakob Bossek, Michel Lang, Dominik Kirchhoff, Pascal Kerschke, Benjamin Hofner, Heidi Seibold, Joaquin Vanschoren, Bernd Bischl","4 May, 2017",
278,Black-box Variational Inference for Stochastic Differential Equations,"Thomas Ryder, Andrew Golightly, A. Stephen McGough, Dennis Prangle","14 May, 2018",
279,Deep Learning Methods for Efficient Large Scale Video Labeling,"Miha Skalic, Marcin Pekalski, Xingguo E. Pan","14 June, 2017",
280,Performance Advantages of Deep Neural Networks for Angle of Arrival Estimation,"Oded Bialer, Noa Garnett, Tom Tirer","17 February, 2019",
281,Marginal Policy Gradients: A Unified Family of Estimators for Bounded Action Spaces with Applications,"Carson Eisenach, Haichuan Yang, Ji Liu, Han Liu","16 February, 2019",
282,Large-scale optimization with the primal-dual column generation method,"Jacek Gondzio, Pablo Gonzlez-Brevis, Pedro Munari","16 February, 2015",
283,Deep CNN-based Multi-task Learning for Open-Set Recognition,"Poojan Oza, Vishal M. Patel","7 March, 2019",
284,Oracle Inequalities for High-dimensional Prediction,"Johannes Lederer, Lu Yu, Irina Gaynanova","13 March, 2018",
285,Machine Learning Across Cultures: Modeling the Adoption of Financial Services for the Poor,"Muhammad Raza Khan, Joshua E. Blumenstock","16 June, 2016",
286,Escoin: Efficient Sparse Convolutional Neural Network Inference on GPUs,Xuhao Chen,"3 April, 2019",
287,Efficient Inner Product Approximation in Hybrid Spaces,"Xiang Wu, Ruiqi Guo, David Simcha, Dave Dopson, Sanjiv Kumar","20 March, 2019",
288,Neural-Guided Symbolic Regression with Semantic Prior,"Li Li, Minjie Fan, Rishabh Singh, Patrick Riley","22 January, 2019",
289,"Adaptive learning rates and parallelization for stochastic, sparse, non-smooth gradients","Tom Schaul, Yann LeCun","27 March, 2013",
290,A Stochastic Interpretation of Stochastic Mirror Descent: Risk-Sensitive Optimality,"Navid Azizan, Babak Hassibi","3 April, 2019",
291,Improving Collaborative Filtering based Recommenders using Topic Modelling,"Jobin Wilson, Santanu Chaudhury, Brejesh Lall, Prateek Kapadia","25 February, 2014",
292,Network Maximal Correlation,"Soheil Feizi, Ali Makhdoumi, Ken Duffy, Muriel Medard, Manolis Kellis","9 February, 2017",
293,Visual-Interactive Similarity Search for Complex Objects by Example of Soccer Player Analysis,"Jrgen Bernard, Christian Ritter, David Sessler, Matthias Zeppelzauer, Jrn Kohlhammer, Dieter Fellner","9 March, 2017",
294,Poisson--Gamma Dynamical Systems,"Aaron Schein, Mingyuan Zhou, Hanna Wallach","19 January, 2017",
295,Never Forget: Balancing Exploration and Exploitation via Learning Optical Flow,"Hsuan-Kung Yang, Po-Han Chiang, Kuan-Wei Ho, Min-Fong Hong, Chun-Yi Lee","24 January, 2019",
296,An Expectation Conditional Maximization approach for Gaussian graphical models,"Zehang Richard Li, Tyler H. McCormick","6 February, 2019",
297,Alternating Minimization for Mixed Linear Regression,"Xinyang Yi, Constantine Caramanis, Sujay Sanghavi","7 February, 2014",
