ID,Title,Authors,Date,Journal-ref
207,Large Margin Multi-Task Metric Learning,"Shibin Parameswaran, Kilian Q. Weinberger",December 2010,Neurips 2010
208,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers,"Manas Pathak, Shantanu Rane, Bhiksha Raj",December 2010,Neurips 2010
209,(RF)^2 -- Random Forest Random Field,"Nadia Payet, Sinisa Todorovic",December 2010,Neurips 2010
210,On the Theory of Learnining with Privileged Information,"Dmitry Pechyony, Vladimir Vapnik",December 2010,Neurips 2010
211,Empirical Bernstein Inequalities for U-Statistics,"Thomas Peel, Sandrine Anthoine, Liva Ralaivola",December 2010,Neurips 2010
212,Reverse Multi-Label Learning,"James Petterson, Tibrio S. Caetano",December 2010,Neurips 2010
213,Word Features for Latent Dirichlet Allocation,"James Petterson, Wray Buntine, Shravan M. Narayanamurthy, Tibrio S. Caetano, Alex J. Smola",December 2010,Neurips 2010
214,Probabilistic Deterministic Infinite Automata,"David Pfau, Nicholas Bartlett, Frank Wood",December 2010,Neurips 2010
215,The Maximal Causes of Natural Scenes are Edge Filters,"Jose Puertas, Joerg Bornschein, Jrg Lcke",December 2010,Neurips 2010
216,A New Probabilistic Model for Rank Aggregation,"Tao Qin, Xiubo Geng, Tie-yan Liu",December 2010,Neurips 2010
217,Multitask Learning without Label Correspondences,"Novi Quadrianto, James Petterson, Tibrio S. Caetano, Alex J. Smola, S.v.n. Vishwanathan",December 2010,Neurips 2010
218,Link Discovery using Graph Feature Tracking,"Emile Richard, Nicolas Baskiotis, Theodoros Evgeniou, Nicolas Vayatis",December 2010,Neurips 2010
219,Inferring Stimulus Selectivity from the Spatial Structure of Neural Network Dynamics,"Kanaka Rajan, L Abbott, Haim Sompolinsky",December 2010,Neurips 2010
220,"Online Learning: Random Averages, Combinatorial Parameters, and Learnability","Alexander Rakhlin, Karthik Sridharan, Ambuj Tewari",December 2010,Neurips 2010
221,Evaluating neuronal codes for inference using Fisher information,"Haefner Ralf, Matthias Bethge",December 2010,Neurips 2010
222,Generating more realistic images using gated MRF's,"Marc'aurelio Ranzato, Volodymyr Mnih, Geoffrey E. Hinton",December 2010,Neurips 2010
223,An Approximate Inference Approach to Temporal Optimization in Optimal Control,"Konrad Rawlik, Marc Toussaint, Sethu Vijayakumar",December 2010,Neurips 2010
224,Hallucinations in Charles Bonnet Syndrome Induced by Homeostasis: a Deep Boltzmann Machine Model,"Peggy Series, David P. Reichert, Amos J. Storkey",December 2010,Neurips 2010
225,An Alternative to Low-level-Sychrony-Based Methods for Speech Detection,"Javier R. Movellan, Paul L. Ruvolo",December 2010,Neurips 2010
226,Tight Sample Complexity of Large-Margin Learning,"Sivan Sabato, Nathan Srebro, Naftali Tishby",December 2010,Neurips 2010
227,Boosting Classifier Cascades,"Nuno Vasconcelos, Mohammad J. Saberian",December 2010,Neurips 2010
228,Collaborative Filtering in a Non-Uniform World: Learning with the Weighted Trace Norm,"Nathan Srebro, Ruslan R. Salakhutdinov",December 2010,Neurips 2010
229,Implicitly Constrained Gaussian Process Regression for Monocular Non-Rigid Pose Estimation,"Mathieu Salzmann, Raquel Urtasun",December 2010,Neurips 2010
230,Deterministic Single-Pass Algorithm for LDA,"Issei Sato, Kenichi Kurihara, Hiroshi Nakagawa",December 2010,Neurips 2010
231,Active Estimation of F-Measures,"Christoph Sawade, Niels Landwehr, Tobias Scheffer",December 2010,Neurips 2010
232,Trading off Mistakes and Don't-Know Predictions,"Amin Sayedi, Morteza Zadimoghaddam, Avrim Blum",December 2010,Neurips 2010
233,Sparse Inverse Covariance Selection via Alternating Linearization Methods,"Katya Scheinberg, Shiqian Ma, Donald Goldfarb",December 2010,Neurips 2010
234,Spike timing-dependent plasticity as dynamic filter,"Joscha Schmiedt, Christian Albers, Klaus Pawelzik",December 2010,Neurips 2010
235,A novel family of non-parametric cumulative based divergences for point processes,"Sohan Seth, Park Il, Austin Brockmeier, Mulugeta Semework, John Choi, Joseph Francis, Jose Principe",December 2010,Neurips 2010
236,Online Learning in The Manifold of Low-Rank Matrices,"Uri Shalit, Daphna Weinshall, Gal Chechik",December 2010,Neurips 2010
237,Identifying graph-structured activation patterns in networks,"James Sharpnack, Aarti Singh",December 2010,Neurips 2010
238,A rational decision making framework for inhibitory control,"Pradeep Shenoy, Angela J. Yu, Rajesh P. Rao",December 2010,Neurips 2010
239,Penalized Principal Component Regression on Graphs for Analysis of Subnetworks,"Ali Shojaie, George Michailidis",December 2010,Neurips 2010
240,Monte-Carlo Planning in Large POMDPs,"David Silver, Joel Veness",December 2010,Neurips 2010
241,Sodium entry efficiency during action potentials: A novel single-parameter family of Hodgkin-Huxley models,"Anand Singh, Renaud Jolivet, Pierre Magistretti, Bruno Weber",December 2010,Neurips 2010
242,More data means less inference: A pseudo-max approach to structured learning,"David Sontag, Ofer Meshi, Amir Globerson, Tommi S. Jaakkola",December 2010,Neurips 2010
243,Reward Design via Online Gradient Ascent,"Jonathan Sorg, Richard L. Lewis, Satinder P. Singh",December 2010,Neurips 2010
244,"Smoothness, Low Noise and Fast Rates","Nathan Srebro, Karthik Sridharan, Ambuj Tewari",December 2010,Neurips 2010
245,Efficient Minimization of Decomposable Submodular Functions,"Peter Stobbe, Andreas Krause",December 2010,Neurips 2010
246,Learning from Logged Implicit Exploration Data,"Alex Strehl, John Langford, Lihong Li, Sham M. Kakade",December 2010,Neurips 2010
247,"Layered image motion with explicit occlusions, temporal consistency, and depth ordering","Deqing Sun, Erik B. Sudderth, Michael J. Black",December 2010,Neurips 2010
248,Improving the Asymptotic Performance of Markov Chain Monte-Carlo by Inserting Vortices,"Yi Sun, Jrgen Schmidhuber, Faustino J. Gomez",December 2010,Neurips 2010
249,Semi-Supervised Learning with Adversarially Missing Label Information,"Umar Syed, Ben Taskar",December 2010,Neurips 2010
250,A Reduction from Apprenticeship Learning to Classification,"Umar Syed, Robert E. Schapire",December 2010,Neurips 2010
251,Identifying Patients at Risk of Major Adverse Cardiovascular Events Using Symbolic Mismatch,"Zeeshan Syed, John V. Guttag",December 2010,Neurips 2010
252,Switching state space model for simultaneously estimating state transitions and nonstationary firing rates,"Ken Takiyama, Masato Okada",December 2010,Neurips 2010
253,Pose-Sensitive Embedding by Nonlinear NCA Regression,"Graham W. Taylor, Rob Fergus, George Williams, Ian Spiro, Christoph Bregler",December 2010,Neurips 2010
254,Fast Large-scale Mixture Modeling with Component-specific Data Partitions,"Bo Thiesson, Chong Wang",December 2010,Neurips 2010
255,Policy gradients in linearly-solvable MDPs,Emanuel Todorov,December 2010,Neurips 2010
256,Phoneme Recognition with Large Hierarchical Reservoirs,"Fabian Triefenbach, Azarakhsh Jalalvand, Benjamin Schrauwen, Jean-pierre Martens",December 2010,Neurips 2010
257,Exact learning curves for Gaussian process regression on large random graphs,"Matthew Urry, Peter Sollich",December 2010,Neurips 2010
258,Worst-case bounds on the quality of max-product fixed-points,"Meritxell Vinyals, Jes\'us Cerquides, Alessandro Farinelli, Juan A. Rodrguez-aguilar",December 2010,Neurips 2010
259,Brain covariance selection: better individual functional connectivity models using population prior,"Gael Varoquaux, Alexandre Gramfort, Jean-baptiste Poline, Bertrand Thirion",December 2010,Neurips 2010
260,Fast detection of multiple change-points shared by many signals using group LARS,"Jean-philippe Vert, Kevin Bleakley",December 2010,Neurips 2010
261,Optimal Bayesian Recommendation Sets and Myopically Optimal Choice Query Sets,"Paolo Viappiani, Craig Boutilier",December 2010,Neurips 2010
262,Multiple Kernel Learning and the SMO Algorithm,"Zhaonan Sun, Nawanol Ampornpunt, Manik Varma, S.v.n. Vishwanathan",December 2010,Neurips 2010
263,Joint Analysis of Time-Evolving Binary Matrices and Associated Documents,"Eric Wang, Dehong Liu, Jorge Silva, Lawrence Carin, David B. Dunson",December 2010,Neurips 2010
264,Unsupervised Kernel Dimension Reduction,"Meihong Wang, Fei Sha, Michael I. Jordan",December 2010,Neurips 2010
265,Multi-View Active Learning in the Non-Realizable Case,"Wei Wang, Zhi-hua Zhou",December 2010,Neurips 2010
266,A Discriminative Latent Model of Image Region and Object Tag Correspondence,"Yang Wang, Greg Mori",December 2010,Neurips 2010
267,Heavy-Tailed Process Priors for Selective Shrinkage,"Fabian L. Wauthier, Michael I. Jordan",December 2010,Neurips 2010
268,Sidestepping Intractable Inference with Structured Ensemble Cascades,"David Weiss, Benjamin Sapp, Ben Taskar",December 2010,Neurips 2010
269,The Multidimensional Wisdom of Crowds,"Peter Welinder, Steve Branson, Pietro Perona, Serge J. Belongie",December 2010,Neurips 2010
270,Interval Estimation for Reinforcement-Learning Algorithms in Continuous-State Domains,"Martha White, Adam White",December 2010,Neurips 2010
271,Active Learning Applied to Patient-Adaptive Heartbeat Classification,"Jenna Wiens, John V. Guttag",December 2010,Neurips 2010
272,Probabilistic Inference and Differential Privacy,"Oliver Williams, Frank Mcsherry",December 2010,Neurips 2010
273,Copula Processes,"Andrew G. Wilson, Zoubin Ghahramani",December 2010,Neurips 2010
274,Linear readout from a neural population with partial correlation data,"Adrien Wohrer, Ranulfo Romo, Christian K. Machens",December 2010,Neurips 2010
275,A unified model of short-range and long-range motion perception,"Shuang Wu, Xuming He, Hongjing Lu, Alan L. Yuille",December 2010,Neurips 2010
276,A Log-Domain Implementation of the Diffusion Network in Very Large Scale Integration,"Yi-da Wu, Shi-jie Lin, Hsin Chen",December 2010,Neurips 2010
277,Robust PCA via Outlier Pursuit,"Huan Xu, Constantine Caramanis, Sujay Sanghavi",December 2010,Neurips 2010
278,Distributionally Robust Markov Decision Processes,"Huan Xu, Shie Mannor",December 2010,Neurips 2010
279,Inference and communication in the game of Password,"Yang Xu, Charles Kemp",December 2010,Neurips 2010
280,"Feature Transitions with Saccadic Search: Size, Color, and Orientation Are Not Alike",Stella X. Yu,December 2010,Neurips 2010
281,Relaxed Clipping: A Global Training Method for Robust Regression and Classification,"Min Yang, Linli Xu, Martha White, Dale Schuurmans, Yao-liang Yu",December 2010,Neurips 2010
282,Lower Bounds on Rate of Convergence of Cutting Plane Methods,"Xinhua Zhang, Ankan Saha, S.v.n. Vishwanathan",December 2010,Neurips 2010
283,Learning Multiple Tasks with a Sparse Matrix-Normal Penalty,"Yi Zhang, Jeff G. Schneider",December 2010,Neurips 2010
284,Probabilistic Multi-Task Feature Selection,"Yu Zhang, Dit-Yan Yeung, Qian Xu",December 2010,Neurips 2010
285,Worst-Case Linear Discriminant Analysis,"Yu Zhang, Dit-Yan Yeung",December 2010,Neurips 2010
286,Sufficient Conditions for Generating Group Level Sparsity in a Robust Minimax Framework,"Hongbo Zhou, Qiang Cheng",December 2010,Neurips 2010
287,Large Margin Learning of Upstream Scene Understanding Models,"Jun Zhu, Li-jia Li, Li Fei-fei, Eric P. Xing",December 2010,Neurips 2010
288,Parallelized Stochastic Gradient Descent,"Martin Zinkevich, Markus Weimer, Lihong Li, Alex J. Smola",December 2010,Neurips 2010
289,A Primal-Dual Algorithm for Group Sparse Regularization with Overlapping Groups,"Sofia Mosci, Silvia Villa, Alessandro Verri, Lorenzo Rosasco",December 2010,Neurips 2010
290,Double Q-learning,Hado V. Hasselt,December 2010,Neurips 2010
291,Getting lost in space: Large sample analysis of the resistance distance,"Ulrike V. Luxburg, Agnes Radl, Matthias Hein",December 2010,Neurips 2010
292,Maximum Margin Multi-Instance Learning,"Hua Wang, Heng Huang, Farhad Kamangar, Feiping Nie, Chris H. Ding",December 2011,Neurips 2011
293,Shaping Level Sets with Submodular Functions,Francis R. Bach,December 2011,Neurips 2011
294,Nonlinear Inverse Reinforcement Learning with Gaussian Processes,"Sergey Levine, Zoran Popovic, Vladlen Koltun",December 2011,Neurips 2011
295,Video Annotation and Tracking with Active Learning,"Carl Vondrick, Deva Ramanan",December 2011,Neurips 2011
296,On U-processes and clustering performance,Stphan J. Clmencon,December 2011,Neurips 2011
297,Penalty Decomposition Methods for Rank Minimization,"Yong Zhang, Zhaosong Lu",December 2011,Neurips 2011
298,Sparse Manifold Clustering and Embedding,"Ehsan Elhamifar, Ren Vidal",December 2011,Neurips 2011
299,Unifying Non-Maximum Likelihood Learning Objectives with Minimum KL Contraction,Siwei Lyu,December 2011,Neurips 2011
300,Image Parsing with Stochastic Scene Grammar,"Yibiao Zhao, Song-chun Zhu",December 2011,Neurips 2011
301,A Reinforcement Learning Theory for Homeostatic Regulation,"Mehdi Keramati, Boris S. Gutkin",December 2011,Neurips 2011
302,Learning large-margin halfspaces with more malicious noise,"Phil Long, Rocco Servedio",December 2011,Neurips 2011
303,On Strategy Stitching in Large Extensive Form Multiplayer Games,"Richard G. Gibson, Duane Szafron",December 2011,Neurips 2011
304,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials,"Philipp Krhenbhl, Vladlen Koltun",December 2011,Neurips 2011
305,Transfer Learning by Borrowing Examples for Multiclass Object Detection,"Joseph J. Lim, Ruslan R. Salakhutdinov, Antonio Torralba",December 2011,Neurips 2011
306,Environmental statistics and the trade-off between model-based and TD learning in humans,"Dylan A. Simon, Nathaniel D. Daw",December 2011,Neurips 2011
307,Variational Learning for Recurrent Spiking Networks,"Danilo J. Rezende, Daan Wierstra, Wulfram Gerstner",December 2011,Neurips 2011
308,Multiple Instance Learning on Structured Data,"Dan Zhang, Yan Liu, Luo Si, Jian Zhang, Richard D. Lawrence",December 2011,Neurips 2011
309,Manifold Precis: An Annealing Technique for Diverse Sampling of Manifolds,"Nitesh Shroff, Pavan Turaga, Rama Chellappa",December 2011,Neurips 2011
310,A Global Structural EM Algorithm for a Model of Cancer Progression,"Ali Tofigh, Erik Sjlund, Mattias Hglund, Jens Lagergren",December 2011,Neurips 2011
311,Action-Gap Phenomenon in Reinforcement Learning,Amir-massoud Farahmand,December 2011,Neurips 2011
312,Generalized Lasso based Approximation of Sparse Coding for Visual Recognition,"Nobuyuki Morioka, Shin'ichi Satoh",December 2011,Neurips 2011
313,Matrix Completion for Multi-label Image Classification,"Ricardo S. Cabral, Fernando Torre, Joao P. Costeira, Alexandre Bernardino",December 2011,Neurips 2011
314,Multi-View Learning of Word Embeddings via CCA,"Paramveer Dhillon, Dean P. Foster, Lyle H. Ungar",December 2011,Neurips 2011
315,Global Solution of Fully-Observed Variational Bayesian Matrix Factorization is Column-Wise Independent,"Shinichi Nakajima, Masashi Sugiyama, S. D. Babacan",December 2011,Neurips 2011
316,Estimating time-varying input signals and ion channel states from a single voltage trace of a neuron,"Ryota Kobayashi, Yasuhiro Tsubo, Petr Lansky, Shigeru Shinomoto",December 2011,Neurips 2011
317,Additive Gaussian Processes,"David K. Duvenaud, Hannes Nickisch, Carl E. Rasmussen",December 2011,Neurips 2011
318,Inferring Interaction Networks using the IBP applied to microRNA Target Prediction,"Hai-son P. Le, Ziv Bar-joseph",December 2011,Neurips 2011
319,Semantic Labeling of 3D Point Clouds for Indoor Scenes,"Hema S. Koppula, Abhishek Anand, Thorsten Joachims, Ashutosh Saxena",December 2011,Neurips 2011
320,Learning Higher-Order Graph Structure with Features by Structure Penalty,"Shilin Ding, Grace Wahba, Jerry Zhu",December 2011,Neurips 2011
321,Analysis and Improvement of Policy Gradient Estimation,"Tingting Zhao, Hirotaka Hachiya, Gang Niu, Masashi Sugiyama",December 2011,Neurips 2011
322,Dimensionality Reduction Using the Sparse Linear Model,"Ioannis A. Gkioulekas, Todd Zickler",December 2011,Neurips 2011
323,Robust Multi-Class Gaussian Process Classification,"Daniel Hernndez-lobato, Jose M. Hernndez-lobato, Pierre Dupont",December 2011,Neurips 2011
324,Maximum Margin Multi-Label Structured Prediction,Christoph H. Lampert,December 2011,Neurips 2011
325,Extracting Speaker-Specific Information with a Regularized Siamese Deep Network,"Ke Chen, Ahmad Salman",December 2011,Neurips 2011
