ID_A,ID_B,Flag,Title_A,Title_B,Authors_A,Authors_B
1917,3830,,SGDR: Stochastic Gradient Descent with Warm Restarts,Hierarchical Graph Representation Learning with Differentiable Pooling,"Ilya Loshchilov, Frank Hutter","Zhitao Ying, Jiaxuan You, Christopher Morris, Xiang Ren, Will Hamilton, Jure Leskovec"
678,2956,,Compressing Recurrent Neural Network with Tensor Train,Multi-way Interacting Regression via Factorization Machines,"Andros Tjandra, Sakriani Sakti, Satoshi Nakamura","Mikhail Yurochkin, XuanLong Nguyen, nikolaos Vasiloglou"
3438,2105,,Removing Algorithmic Discrimination (With Minimal Individual Error),Principal Geodesic Analysis for Probability Measures under the Optimal Transport Metric,"El Mahdi El Mhamdi, Rachid Guerraoui, L Nguyn Hoang, Alexandre Maurer","Vivien Seguy, Marco Cuturi"
1247,920,,Improving Regret Bounds for Combinatorial Semi-Bandits with Probabilistically Triggered Arms and Its Applications,Bayesian Pedigree Analysis using Measure Factorization,"Qinshi Wang, Wei Chen","Bonnie Kirkpatrick, Alexandre Bouchard-ct"
2298,4130,,A Short Note on Concentration Inequalities for Random Vectors with SubGaussian Norm,Improved Expressivity Through Dendritic Neural Networks,"Chi Jin, Praneeth Netrapalli, Rong Ge, Sham M. Kakade, Michael I. Jordan","Xundong Wu, Xiangwen Liu, Wei Li, Qing Wu"
535,1540,,Totally Corrective Boosting with Cardinality Penalization,"Modeling Deep Temporal Dependencies with Recurrent Grammar Cells""""","Vasil S. Denchev, Nan Ding, Shin Matsushima, S. V. N. Vishwanathan, Hartmut Neven","Vincent Michalski, Roland Memisevic, Kishore Konda"
2121,3313,,Streaming Variational Inference for Bayesian Nonparametric Mixture Models,Generalizing GANs: A Turing Perspective,"Alex Tank, Nicholas J. Foti, Emily B. Fox","Roderich Gross, Yue Gu, Wei Li, Melvin Gauci"
1262,2206,,A Harmonic Extension Approach for Collaborative Ranking,Testing for Differences in Gaussian Graphical Models: Applications to Brain Connectivity,"Da Kuang, Zuoqiang Shi, Stanley Osher, Andrea Bertozzi","Eugene Belilovsky, Gal Varoquaux, Matthew B. Blaschko"
1592,3064,,Affect-Driven Dialog Generation,Visual Reference Resolution using Attention Memory for Visual Dialog,"Pierre Colombo, Wojciech Witon, Ashutosh Modi, James Kennedy, Mubbasir Kapadia","Paul Hongsuck Seo, Andreas Lehrmann, Bohyung Han, Leonid Sigal"
2206,3146,,Open Question Answering with Weakly Supervised Embedding Models,Discovering Potential Correlations via Hypercontractivity,"Antoine Bordes, Jason Weston, Nicolas Usunier","Hyeji Kim, Weihao Gao, Sreeram Kannan, Sewoong Oh, Pramod Viswanath"
2276,2871,,Implicit Generation and Generalization in Energy-Based Models,QSGD: Communication-Efficient SGD via Gradient Quantization and Encoding,"Yilun Du, Igor Mordatch","Dan Alistarh, Demjan Grubic, Jerry Li, Ryota Tomioka, Milan Vojnovic"
729,2429,,An Online Prediction Algorithm for Reinforcement Learning with Linear Function Approximation using Cross Entropy Method,Stochastic Variational Deep Kernel Learning,"Ajin George Joseph, Shalabh Bhatnagar","Andrew G. Wilson, Zhiting Hu, Ruslan R. Salakhutdinov, Eric P. Xing"
2772,860,,Dynamic Multi-Relational Chinese Restaurant Process for Analyzing Influences on Users in Social Media,Weighted Likelihood Policy Search with Model Selection,"Himabindu Lakkaraju, Indrajit Bhattacharya, Chiranjib Bhattacharyya","Tsuyoshi Ueno, Kohei Hayashi, Takashi Washio, Yoshinobu Kawahara"
3852,3349,,AAANE: Attention-based Adversarial Autoencoder for Multi-scale Network Embedding,Learning Linear Dynamical Systems via Spectral Filtering,"Lei Sang, Min Xu, Shengsheng Qian, Xindong Wu","Elad Hazan, Karan Singh, Cyril Zhang"
1544,399,,Convergence of Parameter Estimates for Regularized Mixed Linear Regression Models,The Kernel Beta Process,"Taiyao Wang, Ioannis Ch. Paschalidis","Lu Ren, Yingjian Wang, Lawrence Carin, David B. Dunson"
904,1006,,Fashion Conversation Data on Instagram,New Subsampling Algorithms for Fast Least Squares Regression,"Yu-I Ha, Sejeong Kwon, Meeyoung Cha, Jungseock Joo","Paramveer Dhillon, Yichao Lu, Dean P. Foster, Lyle Ungar"
2100,3083,,Power Systems Data Fusion based on Belief Propagation,Variational Memory Addressing in Generative Models,"Francesco Fusco, Seshu Tirupathi, Robert Gormally","Jrg Bornschein, Andriy Mnih, Daniel Zoran, Danilo Jimenez Rezende"
3802,1265,,Expressive Power and Approximation Errors of Restricted Boltzmann Machines,Bayesian inference for low rank spatiotemporal neural receptive fields,"Guido Montufar, Johannes Rauh, Nihat Ay","Mijung Park, Jonathan W. Pillow"
3822,1358,,Directed-Info GAIL: Learning Hierarchical Policies from Unsegmented Demonstrations using Directed Information,Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning,"Arjun Sharma, Mohit Sharma, Nicholas Rhinehart, Kris M. Kitani","Siamak Ravanbakhsh, Reihaneh Rabbany, Russell Greiner"
2716,1175,,Convex Optimization for Linear Query Processing under Approximate Differential Privacy,Top-Down Regularization of Deep Belief Networks,"Ganzhao Yuan, Yin Yang, Zhenjie Zhang, Zhifeng Hao","Hanlin Goh, Nicolas Thome, Matthieu Cord, Joo-Hwee Lim"
3740,1272,,Some machine learning schemes for high-dimensional nonlinear PDEs,#NAME?,"Cme Hur, Huyn Pham, Xavier Warin","Yifei Ma, Roman Garnett, Jeff Schneider"
3937,2072,,Are Clusterings of Multiple Data Views Independent?,The Consistency of Common Neighbors for Link Prediction in Stochastic Blockmodels,"Lucy L. Gao, Jacob Bien, Daniela Witten","Purnamrita Sarkar, Deepayan Chakrabarti, peter j. bickel"
528,279,,Multiresolution Tensor Decomposition for Multiple Spatial Passing Networks,Inference and communication in the game of Password,"Shaobo Han, David B. Dunson","Yang Xu, Charles Kemp"
2176,1667,,A Characterization of the Non-Uniqueness of Nonnegative Matrix Factorizations,Communication-Efficient Distributed Dual Coordinate Ascent,"W. Pan, F. Doshi-Velez","Martin Jaggi, Virginia Smith, Martin Takac, Jonathan Terhorst, Sanjay Krishnan, Thomas Hofmann, Michael I. Jordan"
2827,3697,,Unsupervised Learning using Pretrained CNN and Associative Memory Bank,Stochastic Spectral and Conjugate Descent Methods,"Qun Liu, Supratik Mukhopadhyay","Dmitry Kovalev, Peter Richtarik, Eduard Gorbunov, Elnur Gasanov"
2777,4192,,Introduction to Graphical Modelling,Uniform Convergence of Gradients for Non-Convex Learning and Optimization,"Marco Scutari, Korbinian Strimmer","Dylan J. Foster, Ayush Sekhari, Karthik Sridharan"
990,910,,Minimum $n$-Rank Approximation via Iterative Hard Thresholding,Topic-Partitioned Multinetwork Embeddings,"Min Zhang, Lei Yang, Zheng-Hai Huang","Peter Krafft, Juston Moore, Bruce Desmarais, Hanna M. Wallach"
2265,797,,"Performance Limits of Stochastic Sub-Gradient Learning, Part I: Single Agent Case",Kernel Hyperalignment,"Bicheng Ying, Ali H. Sayed","Alexander Lorbert, Peter J. Ramadge"
129,2045,,Large Margin Boltzmann Machines and Large Margin Sigmoid Belief Networks,Grammar as a Foreign Language,"Xu Miao, Rajesh P. N. Rao","Oriol Vinyals, ukasz Kaiser, Terry Koo, Slav Petrov, Ilya Sutskever, Geoffrey Hinton"
1555,579,,Communication-Efficient and Decentralized Multi-Task Boosting while Learning the Collaboration Graph,Inferring spike-timing-dependent plasticity from spike train data,"Valentina Zantedeschi, Aurlien Bellet, Marc Tommasi","Ian Stevenson, Konrad Koerding"
137,2299,,Graph Convolutional Neural Networks for Web-Scale Recommender Systems,Flexible Models for Microclustering with Application to Entity Resolution,"Rex Ying, Ruining He, Kaifeng Chen, Pong Eksombatchai, William L. Hamilton, Jure Leskovec","Brenda Betancourt, Giacomo Zanella, Jeffrey W. Miller, Hanna Wallach, Abbas Zaidi, Rebecca C. Steorts"
3465,1646,,Scalable Gaussian Processes on Discrete Domains,Extremal Mechanisms for Local Differential Privacy,"Vincent Fortuin, Gideon Dresdner, Heiko Strathmann, Gunnar Rtsch","Peter Kairouz, Sewoong Oh, Pramod Viswanath"
2518,3209,,BitSplit-Net: Multi-bit Deep Neural Network with Bitwise Activation Function,Riemannian approach to batch normalization,"Hyungjun Kim, Yulhwa Kim, Sungju Ryu, Jae-Joon Kim","Minhyung Cho, Jaehyung Lee"
175,3132,,Lifelong Federated Reinforcement Learning: A Learning Architecture for Navigation in Cloud Robotic Systems,Is Input Sparsity Time Possible for Kernel Low-Rank Approximation?,"Boyi Liu, Lujia Wang, Ming Liu, Chengzhong Xu","Cameron Musco, David Woodruff"
2429,2411,,Large Scale Local Online Similarity/Distance Learning Framework based on Passive/Aggressive,Deep Learning for Predicting Human Strategic Behavior,"Baida Hamdan, Davood Zabihzadeh, Monsefi Reza","Jason S. Hartford, James R. Wright, Kevin Leyton-Brown"
3104,2014,,Honey Bee Dance Modeling in Real-time using Machine Learning,A Gaussian Process Model of Quasar Spectral Energy Distributions,"Abolfazl Saghafi, Chris P. Tsokos","Andrew Miller, Albert Wu, Jeff Regier, Jon McAuliffe, Dustin Lang, Mr. Prabhat, David Schlegel, Ryan P. Adams"
1952,4097,,PCA/LDA Approach for Text-Independent Speaker Recognition,Understanding Batch Normalization,"Zhenhao Ge, Sudhendu R. Sharma, Mark J. T. Smith","Nils Bjorck, Carla P. Gomes, Bart Selman, Kilian Q. Weinberger"
62,732,,Safe end-to-end imitation learning for model predictive control,Optimal kernel choice for large-scale two-sample tests,"Keuntaek Lee, Kamil Saigol, Evangelos A. Theodorou","Arthur Gretton, Dino Sejdinovic, Heiko Strathmann, Sivaraman Balakrishnan, Massimiliano Pontil, Kenji Fukumizu, Bharath K. Sriperumbudur"
3530,1177,,Pruning variable selection ensembles,Heterogeneous-Neighborhood-based Multi-Task Local Learning Algorithms,"Chunxia Zhang, Yilei Wu, Mu Zhu",Yu Zhang
1652,2925,,Learning from Imprecise and Fuzzy Observations: Data Disambiguation through Generalized Loss Minimization,Associative Embedding: End-to-End Learning for Joint Detection and Grouping,Eyke Hllermeier,"Alejandro Newell, Zhiao Huang, Jia Deng"
1557,767,,Distributed Power Control for Large Energy Harvesting Networks: A Multi-Agent Deep Reinforcement Learning Approach,Bayesian nonparametric models for ranked data,"Mohit K. Sharma, Alessio Zappone, Mohamad Assaad, Merouane Debbah, Spyridon Vassilaras","Francois Caron, Yee W. Teh"
3229,3866,,Inference of Sparse Networks with Unobserved Variables. Application to Gene Regulatory Networks,Near-Optimal Time and Sample Complexities for Solving Markov Decision Processes with a Generative Model,Nikolai Slavov,"Aaron Sidford, Mengdi Wang, Xian Wu, Lin Yang, Yinyu Ye"
2281,1846,,How to show a probabilistic model is better,Enforcing balance allows local supervised learning in spiking recurrent networks,"Mithun Chakraborty, Sanmay Das, Allen Lavoie","Ralph Bourdoukan, Sophie Denve"
529,56,,EE-Grad: Exploration and Exploitation for Cost-Efficient Mini-Batch SGD,Throttling Poisson Processes,"Mehmet A. Donmez, Maxim Raginsky, Andrew C. Singer","Uwe Dick, Peter Haider, Thomas Vanck, Michael Brckner, Tobias Scheffer"
2099,4042,,On the Generalization Ability of Online Learning Algorithms for Pairwise Loss Functions,Model-Agnostic Private Learning,"Purushottam Kar, Bharath K Sriperumbudur, Prateek Jain, Harish C Karnick","Raef Bassily, Abhradeep Guha Thakurta, Om Dipakbhai Thakkar"
2197,3730,,Learning Edge Properties in Graphs from Path Aggregations,NEON2: Finding Local Minima via First-Order Oracles,"Rakshit Agrawal, Luca de Alfaro","Zeyuan Allen-Zhu, Yuanzhi Li"
888,695,,Multi-Objective Non-parametric Sequential Prediction,Predicting Action Content On-Line and in Real Time before Action Onset  an Intracranial Human Study,"Guy Uziel, Ran El-Yaniv","Uri Maoz, Shengxuan Ye, Ian Ross, Adam Mamelak, Christof Koch"
391,2765,,Multi-Step Regression Learning for Compositional Distributional Semantics,Convergence Analysis of Two-layer Neural Networks with ReLU Activation,"Edward Grefenstette, Georgiana Dinu, Yao-Zhong Zhang, Mehrnoosh Sadrzadeh, Marco Baroni","Yuanzhi Li, Yang Yuan"
1341,1754,,Space lower bounds for linear prediction,Bayesian Manifold Learning: The Locally Linear Latent Variable Model (LL-LVM),"Yuval Dagan, Gil Kur, Ohad Shamir","Mijung Park, Wittawat Jitkrittum, Ahmad Qamar, Zoltan Szabo, Lars Buesing, Maneesh Sahani"
3281,1049,,"Live Orchestral Piano, a system for real-time orchestral music generation",Learning Feature Selection Dependencies in Multi-task Learning,"Lopold Crestel, Philippe Esling","Daniel Hernndez-Lobato, Jos Miguel Hernndez-Lobato"
3765,200,,Weighted Orthogonal Components Regression Analysis,Online Markov Decision Processes under Bandit Feedback,"Xiaogang Su, Yaa Wonkye, Pei Wang, Xiangrong Yin","Gergely Neu, Andras Antos, Andrs Gyrgy, Csaba Szepesvri"
1775,1508,,"The Concept of the Deep Learning-Based System ""Artificial Dispatcher"" to Power System Control and Dispatch",Weakly-supervised Discovery of Visual Pattern Configurations,"Nikita Tomin, Victor Kurbatsky, Michael Negnevitsky","Hyun Oh Song, Yong Jae Lee, Stefanie Jegelka, Trevor Darrell"
2181,4170,,Finding Linear Structure in Large Datasets with Scalable Canonical Correlation Analysis,"Graph Oracle Models, Lower Bounds, and Gaps for Parallel Stochastic Optimization","Zhuang Ma, Yichao Lu, Dean Foster","Blake E. Woodworth, Jialei Wang, Adam Smith, Brendan McMahan, Nati Srebro"
1059,3860,,Freeze-Thaw Bayesian Optimization,GradiVeQ: Vector Quantization for Bandwidth-Efficient Gradient Aggregation in Distributed CNN Training,"Kevin Swersky, Jasper Snoek, Ryan Prescott Adams","Mingchao Yu, Zhifeng Lin, Krishna Narra, Songze Li, Youjie Li, Nam Sung Kim, Alexander Schwing, Murali Annavaram, Salman Avestimehr"
1880,4010,,Nonparametric Detection of Geometric Structures over Networks,Banach Wasserstein GAN,"Shaofeng Zou, Yingbin Liang, H. Vincent Poor","Jonas Adler, Sebastian Lunz"
3655,122,,Training Variational Autoencoders with Buffered Stochastic Variational Inference,Accounting for network effects in neuronal responses using L1 regularized point process models,"Rui Shu, Hung H. Bui, Jay Whang, Stefano Ermon","Ryan Kelly, Matthew Smith, Robert Kass, Tai S. Lee"
188,2597,,Metrics for Multivariate Dictionaries,Linear Relaxations for Finding Diverse Elements in Metric Spaces,"Sylvain Chevallier, Quentin Barthlemy, Jamal Atif","Aditya Bhaskara, Mehrdad Ghadiri, Vahab Mirrokni, Ola Svensson"
554,2062,,Deep Spatio-Temporal Residual Networks for Citywide Crowd Flows Prediction,Bandit Smooth Convex Optimization: Improving the Bias-Variance Tradeoff,"Junbo Zhang, Yu Zheng, Dekang Qi","Ofer Dekel, Ronen Eldan, Tomer Koren"
1128,125,,"Penalty, Shrinkage, and Preliminary Test Estimators under Full Model Hypothesis",Regularized estimation of image statistics by Score Matching,"Enayetur Raheem, A. K. Md. Ehsanes Saleh","Durk P. Kingma, Yann L. Cun"
3269,841,,Direct Automatic Coronary Calcium Scoring in Cardiac and Chest CT,Affine Independent Variational Inference,"Bob D. de Vos, Jelmer M. Wolterink, Tim Leiner, Pim A. de Jong, Nikolas Lessmann, Ivana Isgum","Edward Challis, David Barber"
2488,2711,,Restricted Eigenvalue from Stable Rank with Applications to Sparse Linear Regression,Deep Subspace Clustering Networks,"Shiva Prasad Kasiviswanathan, Mark Rudelson","Pan Ji, Tong Zhang, Hongdong Li, Mathieu Salzmann, Ian Reid"
3298,2503,,Accelerated Primal-Dual Policy Optimization for Safe Reinforcement Learning,Structured Matrix Recovery via the Generalized Dantzig Selector,"Qingkai Liang, Fanyu Que, Eytan Modiano","Sheng Chen, Arindam Banerjee"
243,1961,,Model Selection with the Loss Rank Principle,Spatial Transformer Networks,"Marcus Hutter, Minh-Ngoc Tran","Max Jaderberg, Karen Simonyan, Andrew Zisserman, koray kavukcuoglu"
1430,1936,,Structured SUMCOR Multiview Canonical Correlation Analysis for Large-Scale Data,Regret Lower Bound and Optimal Algorithm in Finite Stochastic Partial Monitoring,"Charilaos I. Kanatsoulis, Xiao Fu, Nicholas D. Sidiropoulos, Mingyi Hong","Junpei Komiyama, Junya Honda, Hiroshi Nakagawa"
1555,654,,Communication-Efficient and Decentralized Multi-Task Boosting while Learning the Collaboration Graph,"Neuronal Spike Generation Mechanism as an Oversampling, Noise-shaping A-to-D converter","Valentina Zantedeschi, Aurlien Bellet, Marc Tommasi","Dmitri B. Chklovskii, Daniel Soudry"
313,937,,Near-optimal sample compression for nearest neighbors,Probabilistic n-Choose-k Models for Classification and Ranking,"Lee-Ad Gottlieb, Aryeh Kontorovich, Pinhas Nisnevitch","Kevin Swersky, Brendan J. Frey, Daniel Tarlow, Richard S. Zemel, Ryan P. Adams"
3532,3727,,Particle Gibbs for Bayesian Additive Regression Trees,Towards Understanding Acceleration Tradeoff between Momentum and Asynchrony in Nonconvex Stochastic Optimization,"Balaji Lakshminarayanan, Daniel M. Roy, Yee Whye Teh","Tianyi Liu, Shiyang Li, Jianping Shi, Enlu Zhou, Tuo Zhao"
2544,1854,,Linear Thompson Sampling Revisited,Fast Classification Rates for High-dimensional Gaussian Generative Models,"Marc Abeille, Alessandro Lazaric","Tianyang Li, Adarsh Prasad, Pradeep K. Ravikumar"
3603,3914,,Deep Learning on Key Performance Indicators for Predictive Maintenance in SAP HANA,Learning convex polytopes with margin,"Jaekoo Lee, Byunghan Lee, Jongyoon Song, Jaesik Yoon, Yongsik Lee, Donghun Lee, Sungroh Yoon","Lee-Ad Gottlieb, Eran Kaufman, Aryeh Kontorovich, Gabriel Nivasch"
