ID_A,ID_B,Flag,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
iTZJ1lBpn0wJ,journals/sigmod/BoscMP01,,Inhibition of Nodal signalling by Lefty mediated through interaction with common receptors and  ,Report on The fourth International Conference on Flexible Query Answering systems,2002,2001,"R Sakuma, Y Ohnishi, C Meno, H Fujii, H Juan, J  ",
qnOu6vq8_YMJ,journals/sigmod/VenkatraoP95,,"Development of Prosocial, Individualistic, and Competitive Orientations: Theory and Preliminary  ",SQL/CLI - A New Binding Style for SQL,1997,1995,"PAM Van Lange, W Otten, EMN De Bruin, JA Joireman","M Venkatrao, M Pizzo"
69ZWmfli9DUJ,journals/sigmod/Keim96,,The real state of software quality-practitioners' experiences,Pixel-oriented Database Visualizations,1997,1996,"T Hall, DN Wilson",D Keim
C0a8zS4Sl2IJ,journals/sigmod/KarlapalemLS95,,Estimating flow distribution from sampled flow statistic,HODFA: An Architectural Framework for Homogenizing Heterogeneous Legacy Database,,1995,"N Duffeld, C Lund, M Thorup","K Karlapalem, Q Li, C Shum"
q9VHUX9LorMJ,conf/vldb/PirotteZMY94,,Modeling the prosody of hidden events for improved word recognition,Materialization: A Powerful and Ubiquitous Abstraction Pattern,,1994,"A Stolcke, E Shriberg, D Hakkani-Tur, G Tur","A Pirotte, E Zimсnyi, D Massart, T Yakusheva"
url:http://portal.acm.org/citation.cfm3Fid3D192593.19743626dl3DGUIDE26dl3DACM26type3Dseries26idx3D19259326part3DProceedings26WantType3DProceedings26title3DInternational2520Multimedia2520Conference26CFID3D1111111126CFTOKEN3D2222222,conf/vldb/YuAA03,,Memory map: an interactive installation that maps memory space to physical space,Tabular Placement of Relational Data on MEMS-based Storage Devices,1994,2003,S Wilson,"H Yu, D Agrawal, A Abbadi"
23MZO06ktBgJ,journals/sigmod/Bohlen95,,LT Jr. Fully parallel generic branch-and-cut framework,Temporal Database System Implementations,,1995,"TRM Eso, L Ladanyi",M Bіhlen
mtfonmierksJ,journals/sigmod/Snodgrass02b,,Specifying analysis patterns for geographic databases on the basis of a conceptual framework,"Rights of TODS Readers, Authors and Reviewers",,2002,"J Lisboa Filho, C Iochpe",R Snodgrass
GRzquCzL_OUJ,journals/sigmod/Franklin99,,An Internet-Based Negotiation Server for E-Commerce,Editor's Notes,,1999,"Y Stanley, H Chunbo, H JOACHIMâ?¦",M Franklin
xnNIRajBihoJ,conf/sigmod/BerchtoldK97,,"OODB indexing by class division, APIC Series",S3: Similarity Search in CAD Database Systems,1995,1997,"S Ramaswamy, P Kanellakis","S Berchtold, H Kriegel"
ViDsqOMlsr8J,journals/vldb/FangGM96,,Reasoning and inference in spatial knowledge acquisition: The cognitive map as an internalized GIS,An Experimental System for Object-Based Sharing in Federated Databases,,1996,"RG Golledge, S Bell, VJ Dougherty","D Fang, S Ghandeharizadeh"
holr3xOxxDUJ,conf/vldb/ZurekS99,,Effects of&quot; Best Practices&quot; of Environmental Management on Cost Advantage: The Role of Complementary ,Datawarehousing Has More Colours Than Just Black & White,,1999,P Christmann,"T Zurek, M Sinnwell"
XDSesm0vlAQJ,conf/vldb/GoldmanW97,,Parallel Data Mining for Association Rules on Shared-memory Systems,DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,1998,1997,"MJ ZAKI, S PARTHASARATHY, M OGIHARA","R Goldman, J Widom"
5GiZORgGjIAJ,journals/sigmod/HasanMV96,,DBRS: A Density-Based Spatial Clustering Method with Random Sampling,Applying database Visualization to the World Wide Web,2003,1996,"X Wang, HJ Hamilton","M Hasan, A Mendelzon, D Vista"
c3PMgDPvSdAJ,conf/vldb/BalminPP00,,An adaptive logic based on Jaskowskiâ??s D2,Hypothetical Queries in an OLAP Environment,,2000,J Meheus,"A Balmin, T Papadimitriou, Y Papakonstantinou"
QymTiuR3EaQJ,conf/sigmod/DreyerDS95,,Ntau-methylhistidine (3-methylhistidine) and muscle protein turnover: an overview,Using the CALANDA Time Series Management System,1978,1995,"VR Young, HN Munro","W Dreyer, A Dittrich, D Schmidt"
gWOJRO31ZyUJ,conf/sigmod/LivnyRBCDLMW97a,,STRAUSS: A SPECIFICATION MINER,DEVise: Integrated Querying and Visual Exploration of Large Datasets (Demo Abstract),2003,1997,G Ammons,"M Livny, R Ramakrishnan, K Beyer, G Chen, D Donjerkovic, S Lawande, J Myllymaki, R Wenger"
EJiw5lUwsPYJ,conf/vldb/LinLYZ03,,Representing Faculty Work: The Professional Portfolio.,Multiscale Histograms: Summarizing Topological Relations in Large Spatial Datasets,1993,2003,"RC Froh, PJ Gray, LM Lambert","X Lin, Q Liu, Y Yuan, X Zhou"
InzqepkG0W8J,conf/sigmod/GraySSU03,,Learning to match ontologies,The Lowell Report,,2003,"A Doan, J Madhavan, R Dhamankar, P Domingos, AY  ","J Gray, H Schek, M Stonebraker, J Ullman"
0I6S5_poV4UJ,journals/tods/Meo00,,PCFORT-A Fortran lo P-Code Translator,Theory of dependence values,,2000,"F Castaneda, F Chow, P Nye, D Sleator, G  ",R Meo
2SKhg-hl3pIJ,conf/vldb/KeimH99,,A Framework for the Specification of Test Cases for Real Time Distributed Systems,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,1999,1999,"T Walter, J Grabowski","A Hinneburg, D Keim"
Aq_TE_cWEQkJ,conf/sigmod/ChenGMV02,,Provisions and Obligations in Policy Rule Management,Fractal prefetching BБTrees: optimizing both cache and disk performance,2003,2002,"C Bettini, S Jajodia, XS Wang, D Wijesekera","S Chen, P Gibbons, T Mowry, G Valentin"
bZwr3eWmjVoJ,conf/sigmod/Bussler01,,A Warehousing Approach to Data and Knowledge Integration,Semantic B2B Integration,1995,2001,"H Garcia-Molina, J Widom, J Wiener, W Labio, B  ",
TyfahwdGmLcJ,conf/vldb/GarofalakisRS99,,Catalytic Asymmetric Synthesis,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,,1999,"MJ O'Donnell, I Ojima","M Garofalakis, R Rastogi, K Shim"
MLXe5mb0JIQJ,journals/vldb/Antoshenkov97,,A Formal Representation for State Diagrams in the OMT Methodology,Dictionary-Based Order-Preserving String Compression,1996,1997,"E Bertino, D Castelli, F Vitale",G Antoshenkov
1tCKHeR85gIJ,conf/vldb/BraumandlCK98,,"J., Matthews, RS &amp; Smith, B",Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,,1998,FMG Gabelnick,"R Braumandl, J Clauпen, A Kemper"
rSSSEfU6tmwJ,journals/vldb/PottingerH01,,Factorization in leptonic radiative Bâ?? Î³eÎ½ decays,MiniCon: A scalable algorithm for answering queries using views,,2001,"E Lunghi, D Pirjol, D Wyler","R Pottinger, A Halevy"
2gaGRN929u4J,journals/sigmod/SommerGB02,,Arithmetique des varietes rationnelles et problemes birationnels,The n-Tier Hub Technology,,2002,JL Colliot-Thelene,"R Sommer, T Gulledge, D Bailey"
s1rX-mFa6E8J,conf/sigmod/SagonasSW94,,"Color Categories and Color Qualifiers in Halkomelem, Samish, Lushootseed, and Yakima",XSB as an Efficient Deductive Database Engine,,1994,"RE MacLaury, B Galloway","K Sagonas, T Swift, D Warren"
f5FC1calG5EJ,conf/sigmod/Atkinson95,,Predictions and Challenges for Database Systems in the Year 2000,Use of a Component Architecture in Integrating Relational and Non-relational Storage Systems,,1995,PG Selinger,R Atkinson
Br-A2gO2HPUJ,conf/sigmod/Melling94,,MEHARI: a system for analysing the use of the internet services,Enterprise Information Architectures -- They're Finally Changing,1999,1994,"PJ Lizcano, A Azcorra, J Sole-Pareta, J Domingo- ",W Melling
F7fj_uaOz8EJ,conf/vldb/Nori02,,"Graf, and K. Wang, Speech Assisted Video Processing: Interpolation and LowÂ­ Bitrate Coding",eBusiness Standards and Architectures,,2002,HP Chen,
MT_gJPL6jG4J,conf/vldb/OzdenGHNSDGGW01,,Digital Image Restoration: A survey,Storage Service Providers: a Solution for Storage Management? (Panel),,2001,HC Andrews,"B жzden, E Gabber, B Hillyer, W Ng, E Shriver, D DeWitt, B Gordon, J Gray, J Wilkes"
G8eS-EBON7UJ,conf/vldb/HelmerM97,,Teaching Colonial American History: A Conceptual Interdisciplinary Approach.,Evaluation of Main Memory Join Algorithms for Joins with Set Comparison Join Predicates,1990,1997,ME James,"S Helmer, G Moerkotte"
EiTxKmAZbB4J,conf/sigmod/BargaL99,,Itineraries in Spatial Theories: Economic Geographies of Production and Development,Phoenix: Making Applications Robust,2001,1999,E Kourliouros,"R Barga, D Lomet"
Dh_wC5a1I6EJ,conf/vldb/Blum99,,"Survey of Monal, Tragopan and Kokalas in Mountain Area of Pakistan",Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,,1999,"ZB Mirza, A Aleem",A Blum
DbiruYRS1OYJ,conf/sigmod/DavulcuFKR99,,Dietary marine fatty acids (fish oil) for asthma in adults and children,A Layered Architecture for Querying Dynamic Web Content,2003,1999,"RK Woods, FC Thien, MJ Abramson","H Davulcu, J Freire, M Kifer, I Ramakrishnan"
qvvNAgVcQFsJ,journals/vldb/HalkidiNVV03,,Infinitely variable transmissions with automatic regulation,THESUS: Organizing Web document collections based on link semantics,2001,2003,G Mantriota,"M Halkidi, B Nguyen, I Varlamis, M Vazirgiannis"
i3REh2krlLwJ,conf/sigmod/FranklinZ98,,Machine Interpretation of Facial Expressions,Data In Your Face: Push Technology in Perspective,1998,1998,"JF Baldwin, SJ Case, T Martin","M Franklin, S Zdonik"
Br_ThnEq1qEJ,journals/vldb/ChakrabartiGRS01,,Strategy Follows Structure: The Missing Link of Their Intertwined Relation,Approximate query processing using wavelets,,2001,"RM Burton, AJ Kuhn","K Chakrabarti, M Garofalakis, R Rastogi, K Shim"
jRIAKV9pB7YJ,conf/sigmod/JaedickeM98,,"Behavioral, Physiological, and Lethal Effects of Suspended Sediment 693-727 on Juvenile Salmonids",On Parallel Processing of Aggregate and Scalar Functions in Object-Relational DBMS,1978,1998,CC Noggle,"M Jaedicke, B Mitschang"
RalvsjDuKzsJ,journals/tods/BaralisCP96,,Report on l irst International Workshop on Real-Time Database Systems,Modularization Techniques for Active Rules Design,1996,1996,S Son,"E Baralis, S Ceri, S Paraboschi"
E-f_5v896JcJ,journals/sigmod/EisenbergM00,,FAULT TOLERANCE: METHODS OF ROLLBACK RECOVERY,SQL Standardization: The Next Steps,,2000,"D Sunada, D Glasco, M Flynn","A Eisenberg, J Melton"
gmfUDMAIGzMJ,conf/vldb/IpeirotisG02,,Efficient Sequenced Temporal Integrity Checking,Distributed Search over the Hidden Web: Hierarchical Database Sampling and Selection,,2002,"W Li, RT Snodgrass, S Deng, VK Gattu, A  ","P Ipeirotis, L Gravano"
RpYSHUXa5mYJ,conf/vldb/LiuJ02,,Assessment of traffic prioritization in switched local area networks carrying multimedia traffic,A-TOPSS - A Publish/Subscribe System Supporting Approximate Matching,,2002,"FA Tobagi, C Fraleigh, M Karam, W Noureddine","H Liu, H Jacobsen"
TfZra-h3D0sJ,journals/tods/LeveneL99,,Kernbohrungen in kalten Gletschern,Database Design for Incomplete Relations,,1999,B Zweifel,"M Levene, G Loizou"
SaFmorfvt5AJ,journals/sigmod/OukselS99,,The Olympic Games in ancient Greece: ancient Olympia and the Olympic Games,Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,1982,1999,N Gialoures,"A Ouksel, A Sheth"
HUVgqLu7ZdQJ,conf/vldb/CarinoOBS99,,The User Cost of Money,"Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis",2000,1999,WA Barnett,"F Cariёo, W O'Connell, J Burgess, J Saltz"
R3GV7di3xoEJ,conf/vldb/DagevilleZ02,,Interoperability in Multidatabase Systems,SQL Memory Management in Oracle9i,,2002,"D McLeod, A Sheth","B Dageville, M Zaяt"
c35DBEsO_TUJ,conf/vldb/AdiBEY00,,A History of System R and SQL/Data System (Invited Paper),Push Technology Personalization through Event Correlation,,2000,"DD Chamberlin, AM Gilbert, RA Yost","A Adi, D Botzer, O Etzion, T Yatzkar-Haham"
CWmL7TxRQ44J,conf/sigmod/Chong98,,VisDB: a system for visualizing large databases - group of 2 &raquo;,Real Business Processing Meets the Web,1995,1998,"DA Keim, HP Kriegel",J Chong
dFIgOnuW6PQJ,conf/vldb/SchmidtWKCMB02,,Asynchronous Software Thread Integration for Efficient Software Implementations of Embedded  ,XMark: A Benchmark for XML Data Management,,2002,"NJ Kumar, S Shivshankar, AG Dean","A Schmidt, F Waas, M Kersten, M Carey, I Manolescu, R Busse"
apixiIJ84l8J,journals/sigmod/LeveneP02,,"K, L., Wood, B. MJ, and Wolber",Report on the Web Dynamics Workshop at WWW 2002,,2002,"LT Heberlein, G Dias",
6jUAnTUAcL0J,conf/sigmod/MaheshwariL97,,Progress in chlorophyll fluorescence research: major developments during the past years in  ,Partitioned Garbage Collection of Large Object Store,1993,1997,"U Schreiber, W Bilger","U Maheshwari, B Liskov"
S7SLkE4qiAEJ,journals/sigmod/RossFLOSSVW00,,Teach for America 1991 Summer Institute Report,Reminiscences on Influential Papers,,2000,"MP Grady, P Collins, EL Grady",
Fxhlrcl1NHkJ,conf/sigmod/ShuklaD00,,  Proc. of the Sixth East-European Conference on Advances in Databases and Information Systems ADBIS ,Tutorial: LDAP Directory Services - Just Another Database Application?,,2000,"SA Stupnikov, LA Kalinichenko, D Jin Song",
Xf1UiVNA2JkJ,journals/sigmod/HasanMV96,,Conceptual design of distributed utility system architecture: Final Report,Applying database Visualization to the World Wide Web,,1996,"M Ilic, R Tabors, J Chapman","M Hasan, A Mendelzon, D Vista"
4WaRkzP3vkoJ,conf/sigmod/BohmA96,,Schema analysis for database restructuring,HyperStorM - Administering Structured Documents Using Object-Oriented Database Technology,1980,1996,SB Navathe,"K Bіhm, K Aberer"
HO33KsGKvLYJ,conf/vldb/RamasamyPNK00,,Learning literacy through play: Puerto Rican kindergarten children,"Set Containment Joins: The Good, The Bad and The Ugly",,2000,E Jacob,"K Ramasamy, J Patel, J Naughton, R Kaushik"
A9XiB4YMl2kJ,conf/vldb/Dasgupta96,,"Optimization of Nested SQL Queries Revisited, Procs",Large Databases for Remote Sensing and GIS,,1996,"R Ganski, H Wang",A Dasgupta
xxF3KFuCKJ4J,conf/vldb/HuntAI01,,Personalized information delivery: An analysis of filtering methods,A Database Index to Large Biological Sequences,,2001,"PW Foltz, ST Dumais","E Hunt, M Atkinson, R Irving"
mR0DCV49UdEJ,conf/vldb/MedianoCD94,,A functional form of Chungâ??s law of the iterated logarithm for maximum absolute partial sums,V-Trees - A Storage Method for Long Vector Data,,1994,M Wichura,"M Mediano, M Casanova, M Dreux"
url:http://ieeexplore.ieee.org/iel5/9217/29235/01320054.pdf3Farnumber3D1320054,journals/vldb/AnGSVKI02,,Extending XML Database to Support Open XML,Energy-performance trade-offs for spatial access methods on memory-resident data,,2002,"J Wang, K Zhou, K Karun, M Scardina","N An, S Gurumurthi, A Sivasubramaniam, N Vijaykrishnan, M Kandemir, M Irwin"
nLNyak9nnzEJ,conf/vldb/KraissW97,,Concepts and Theories of Human Development,Vertical Data Migration in Large Near-Line Document Archives Based on Markov-Chain Predictions,1986,1997,RM Lemer,"A Kraiss, G Weikum"
VcRCFp6wGB8J,journals/sigmod/GatziuJSV99,,"Lie algebras associated to fiber-type arrangements, preprint, 2000, available at arXiv: math",Design and Management of Data Warehouses: Report on the DMDW'99 Workshop,,1999,"DC Cohen, FR Cohen, M Xicotencatl","S Gatziu, M Jeusfeld, M Staudt, Y Vassiliou"
QVzukaHcwDoJ,conf/sigmod/HellersteinN96,,An infrastructure for application level active networking,Query Execution Techniques for Caching Expensive Methods,2001,1996,"A Ghosh, M Fry, G MacLarty","J Hellerstein, J Naughton"
W29at2gmnCUJ,conf/sigmod/ChoiC02,,Students' Attitudes Toward the Responsibilities and Barriers in Doctoral Study,Selectivity estimation for spatio-temporal queries to moving objects,1997,2002,RC Kluever,"Y Choi, C Chung"
TaucJpPx-D8J,journals/vldb/PapadiasS94,,A New Era for Action Technologies: A Look at the Issues.,Qualitative Representation of Spatial Knowledge in Two-Dimensional Space,1994,1994,"A Brooks, KE Watkins","D Papadias, T Sellis"
7euNkltNZsQJ,conf/vldb/BonifatiCDS01,,Role and Functioning of the CCITT.,Warehousing Workflow Data: Challenges and Opportunities,,2001,E Hummel,"A Bonifati, F Casati, U Dayal, M Shan"
WlUAg5A3x9oJ,conf/vldb/Ogawa96,,The Black-Scholes option pricing problem in mathematical finance: generalization and extensions for  ,Effective & Efficient Document Ranking without using a Large Lexicon,1994,1996,"JP Bouchaud, D Sornette",Y Ogawa
Zgzzl8n1kWkJ,journals/tods/Alagic99,,Promoting Deep and Durable Learning in the Online Classroom,Type-Checking OQL Queries In the ODMG Type Systems,2000,1999,"DJ Hacker, DS Niederhauser",S Alagic
0HqTsg3Fcr8J,journals/vldb/AbbadiSW01,,"Mechanical behavior of saturated, consolidated, alumina powder compacts",Guest editorial,1997,2001,GV Franks,
DPyNb8H86HMJ,conf/sigmod/GatziuGD95,,Java and Java Tools: Waking Up the Web,The SAMOS Active DBMS Prototype,,1995,J Lam,"S Gatziu, A Geppert, K Dittrich"
y5G-dWCBztwJ,journals/sigmod/SnodgrassHMOPRRWY98,,LoadBalancingandDataLocalityinHierarchicalN-bodyMethods,Reminiscences on Influential Papers,,1998,"JP Singh, C Holt, T Totsuka, A Gupta, JL Hennessy",
url:http://portal.acm.org/ft_gateway.cfm3Fid3D101775526type3Dpdf,journals/sigmod/Qian94,,Smart Furniture: A Platform for Context-Aware Embedded Ubiquitous Applications,Jumping on the NII Bandwagon,2004,1994,H Tokuda,X Qian
Jr_fM8rxGpIJ,conf/vldb/MahnkeMS02,,Roussoploulos. Adaptiveselectivity estimation using query feedback,Extending an ORDBMS: The StateMachine Module,,2002,CM ChenandN,"W Mahnke, C Mathis, H Steiert"
sk8QsGW6BQIJ,conf/sigmod/KuhnTS94,,"Team, Guidelines for Incident Commanderâ??s Use of Firefighter Protective Ensemble (FFPE) with Self- ",A Language Based Multidatabase System,,1994,USASDP Chemical,"e Kќhn, T Tschernko, K Schwarz"
QbFWUFt5G3EJ,journals/vldb/LandauST95,,Implementation concepts for an extensible data model and data language,Historical Queries Along Multiple Lines of Time Evolution,1988,1995,"DS Batory, TY Leung, TE Wise","G Landau, J Schmidt, V Tsotras"
qe-T13oNJ8EJ,conf/vldb/BalminHKPSW03,,Simulating a $2M Commercial Server on a $2K PC.,A System for Keyword Proximity Search on XML Databases,,2003,"AR Alameldeen, MMK Martin, CJ Mauer, KE Moore, M  ","A Balmin, V Hristidis, N Koudas, Y Papakonstantinou, D Srivastava, T Wang"
_3sUOJCwhGcJ,conf/sigmod/SeshadriLR94,,Structure of the MULTICS Supervisor,Sequence Query Processing,1965,1994,"V Vyssotsky, FF Corbato, R Graham","P Seshadri, M Livny, R Ramakrishnan"
R1LOAbVFwvUJ,journals/sigmod/YeungHL94,,Top-down statistical estimation on a database,Performance Evaluation of a New Distributed Deadlock Detection Algorithm,,1994,NC Rowe,"C Yeung, S Hung, K Lam"
GeB8JhjFingJ,journals/tods/Ng01,,A Semi-NaÃ¯ve Bayesian Method Incorporating Clustering with Pair-wise Constraints for Auto Image  ,An extension of the relational data model to incorporate ordered domains,2004,2001,"W Jin, R Shi, TS Chua",W Ng
wVyENYoBBTgJ,journals/sigmod/VelACM01,,The juxtaglomerular apparatus: Anatomical considerations in the feedback control of glomerular  ,Mining Email Content for Author Identification Forensics,1981,2001,L Barajas,"O Vel, A Anderson, M Corney, G Mohay"
