ID_A,ID_B,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
EQsWWZdE45wJ,conf/sigmod/WangJLY03,Containment Join Size Estimation: Models and Methods,Containment Join Size Estimation: Models and Methods,2003.0,2003,"W Wang, H Jiang, H Lu, JX Yu","W Wang, H Jiang, H Lu, J Yu"
KrAyBSajhZEJ,conf/vldb/VenkataramanZ98,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,1998.0,1998,"S Venkataraman, T Zhang","S Venkataraman, T Zhang"
HcCevkoobDsJ,conf/vldb/Moerkotte98,Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing,Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing,1998.0,1998,G Moerkotte,G Moerkotte
qJ4lzBFzjdgJ,conf/vldb/PopaVMHF02,Translating Web Data,Translating Web Data,2002.0,2002,"L Popa, Y Velegrakis, RJ Miller, MA Hernandez, R  ","L Popa, Y Velegrakis, R Miller, M Hernсndez, R Fagin"
KRLEL-N4Ce8J,conf/vldb/MatthesS94,Persistent Threads,Persistent Threads,1994.0,1994,"F Matthes, JW Schmidt","F Matthes, J Schmidt"
owfPKT5ip68J,conf/vldb/Banerjee00,A Database Platform for Bioinformatics,A Database Platform for Bioinformatics,2000.0,2000,S Banerjee,S Banerjee
gkbM-pRDcSwJ,conf/vldb/DarFJST96,Semantic Data Caching and Replacement,Semantic Data Caching and Replacement,1996.0,1996,"S Dar, MJ Franklin","S Dar, M Franklin, B Jѓnsson, D Srivastava, M Tan"
KxwymZ2AGNQJ,conf/sigmod/SubramanianV98,Cost-Based Optimization of Decision Support Queries Using Transient Views,Cost-Based Optimization of Decision Support Queries Using Transient Views,1998.0,1998,"SN Subramanian, S Venkataraman","S Subramanian, S Venkataraman"
BGcx_nZKM4wJ,conf/vldb/ChenJLP03,From Tree Patterns to Generalized Tree Patterns: On Efficient Evaluation of XQuery,From Tree Patterns to Generalized Tree Patterns: On Efficient Evaluation of XQuery,2003.0,2003,"Z Chen, HV Jagadish, LVS Lakshmanan, S Paparizos","Z Chen, H Jagadish, L Lakshmanan, S Paparizos"
SJ6PiY04ebMJ,conf/vldb/CotterB00,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,2000.0,2000,"GA Cotter, BT Bauldock","G Cotter, B Bauldock"
PhERWOcOkOgJ,conf/vldb/BouganimP02,Chip-Secured Data Access: Confidential Data on Untrusted Servers,Chip-Secured Data Access: Confidential Data on Untrusted Servers,2002.0,2002,"L Bouganim, P Pucheral","L Bouganim, P Pucheral"
TUOBVMb4PBsJ,journals/sigmod/Liu02,Editor's Notes,Editor's Notes,,2002,DW Leslie,L Liu
k6JBnh7YxPYJ,conf/sigmod/GingrasLSPS97,Languages for Multi-database Interoperability,Languages for Multi-database Interoperability,,1997,"G Frederic, VS Lakshmanan Laks, N Subramaman Iyer, ","F Gingras, L Lakshmanan, I Subramanian, D Papoulis, N Shiri"
195Hlqu94qEJ,conf/vldb/YagoubFIV00,Caching Strategies for Data-Intensive Web Sites,Caching Strategies for Data-Intensive Web Sites,2000.0,2000,"K Yagoub, D Florescu, V Issarny, P Valduriez","K Yagoub, D Florescu, V Issarny, P Valduriez"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D29059926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/SnodgrassHMOPRRWY98,Reminiscences on Influential Papers,Reminiscences on Influential Papers,1998.0,1998,HGM Stanlbrd,
fRo4fx_Q6gIJ,conf/vldb/CareyKSSS00,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,2000.0,2000,"MJ Carey, J Kiernan, J Shanmugasundaram, EJ  ","M Carey, J Kiernan, J Shanmugasundaram, E Shekita, S Subramanian"
zMW_rq3S6VgJ,journals/sigmod/Liu01a,Editor's Notes,Editor's Notes,,2001,TE Cyrs,L Liu
3ku_XOqYuawJ,conf/vldb/RizviH02,Maintaining Data Privacy in Association Rule Mining,Maintaining Data Privacy in Association Rule Mining,2002.0,2002,"SJ Rizvi, JR Haritsa","S Rizvi, J Haritsa"
xT3mwY4t5kEJ,journals/sigmod/KiyokiKH94,A Metadatabase System for Semantic Image Search by a Mathematical Model of Meaning,A Metadatabase System for Semantic Image Search by a Mathematical Model of Meaning,1994.0,1994,"Y Kiyoki, T Kitagawa, T Hayama","Y Kiyoki, T Kitagawa, T Hayama"
793XPMTdcBEJ,conf/vldb/PellenkoftLK97,The Complexity of Transformation-Based Join Enumeration,The Complexity of Transformation-Based Join Enumeration,1997.0,1997,"A Pellenkoft, CA Galindo-Legaria, M Kersten","A Pellenkoft, C Galindo-Legaria, M Kersten"
tYtl6ZxQ-_YJ,conf/vldb/Gibbons01,Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,2001.0,2001,PB Gibbons,P Gibbons
url:http://portal.acm.org/ft_gateway.cfm3Fid3D63742426type3Dpdf26coll3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02a,Book Review Column,Book Review Column,2002.0,2002,SM Databases,K Aberer
knAoAIpo7hYJ,conf/sigmod/DeshpandeGR01,Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data,Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data,2001.0,2001,"A Deshpande, M Garofalakis, R Rastogi","A Deshpande, M Garofalakis, R Rastogi"
lG6uSYhEGnQJ,conf/sigmod/BilirisDGJR94,ASSET: A System for Supporting Extended Transactions,ASSET: A System for Supporting Extended Transactions,,1994,"A Billiris, D Gehani, H Jagadish, K Ramamritham","A Biliris, S Dar, N Gehani, H Jagadish, K Ramamritham"
_2hj6snS3foJ,conf/sigmod/MohanN94,ARIES/CSA: A Method for Database Recovery in Client-Server Architectures,ARIES/CSA: A Method for Database Recovery in Client-Server Architectures,1994.0,1994,"C Mohan, I Narang","C Mohan, I Narang"
eq249ewqsHMJ,journals/sigmod/GerlhofKM96,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,1996.0,1996,CA Gerlhof,"C Gerlhof, A Kemper, G Moerkotte"
Rp6i1uA3RYQJ,conf/vldb/BargaP95,A Practical and Modular Implementation of Extended Transaction Models,A Practical and Modular Implementation of Extended Transaction Models,1995.0,1995,"RS Barga, C Pu","R Barga, C Pu"
TUOBVMb4PBsJ,journals/sigmod/Liu03,Editor's Notes,Editor's Notes,,2003,DW Leslie,L Liu
9WTNlminW6AJ,conf/sigmod/StoltePAG03,Scientific Data Repositories: Designing for a Moving Target,Scientific Data Repositories: Designing for a Moving Target,2003.0,2003,"E Stolte, C Praun, G Alonso, TR Gross","E Stolte, C Praun, G Alonso, T Gross"
JKQ1qE-naxQJ,conf/sigmod/LuWYBLY02,XBase: making your gigabyte disk queriable,XBase: making your gigabyte disk queriable,2002.0,2002,"H Lu, G Wang, G Yu, Y Bao, J Lv, Y Yu","H Lu, G Wang, G Yu, Y Bao, J Lv, Y Yu"
zMW_rq3S6VgJ,journals/sigmod/Franklin98a,Editor's Notes,Editor's Notes,,1998,TE Cyrs,M Franklin
L_EKDuVUoIEJ,journals/tods/DattaVCK99,Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users,Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users,1999.0,1999,"A Datta, DE VanderMeer, A Celik, V Kumar","A Datta, D VanderMeer, A Celik, V Kumar"
qz24tfFNHuoJ,conf/sigmod/MaddenFHH03,The Design of an Acquisitional Query Processor For Sensor Networks,The Design of an Acquisitional Query Processor For Sensor Networks,2003.0,2003,"S Madden, MJ Franklin, JM Hellerstein, W Hong","S Madden, M Franklin, J Hellerstein, W Hong"
TUOBVMb4PBsJ,journals/sigmod/Franklin97a,Editor's Notes,Editor's Notes,,1997,DW Leslie,M Franklin
ZG9yClLgWnsJ,conf/vldb/JagadishNSSK97,Incremental Organization for Data Recording and Warehousing,Incremental Organization for Data Recording and Warehousing,,1997,"PPS Narayan, S Seshadri, S Sudarshan, HV Jagadish, ","H Jagadish, P Narayan, S Seshadri, S Sudarshan, R Kanneganti"
JQuwW88-2_0J,conf/sigmod/YangYW00,TIP: A Temporal Extension to Informix,TIP: A Temporal Extension to Informix,,2000,"J Yang, HC Ying, J Widom","J Yang, H Ying, J Widom"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D56512926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02a,Book Review Column,Book Review Column,2002.0,2002,"ER Modeling, DT Edited",K Aberer
my7mYCzEEJAJ,journals/vldb/MihailaRT02,Locating and accessing data repositories with WebSemantics,Locating and accessing data repositories with WebSemantics,2002.0,2002,"GA Mihaila, L Raschid, A Tomasic","G Mihaila, L Raschid, A Tomasic"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D24589826type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/SantucciT96,To Table or Not to Table: a Hypertabular Answer,To Table or Not to Table: a Hypertabular Answer,1996.0,1996,"G Santucci, L Tarantino","G Santucci, L Tarantino"
clNmwzm-5acJ,conf/sigmod/ChaudhuriMN99,On Random Sampling over Joins,On Random Sampling over Joins,,1999,"SC CMN, R Motwani, VR Narasayya","S Chaudhuri, R Motwani, V Narasayya"
BNyeiu2AmWAJ,conf/vldb/YanL95,Eager Aggregation and Lazy Aggregation,Eager Aggregation and Lazy Aggregation,,1995,"PA Larson, WP Yan","W Yan, P Larson"
UEaXoXn3DicJ,conf/sigmod/RundensteinerKRCJM96,The MultiView Project: Object-Oriented View Technology and Applications,The MultiView Project: Object-Oriented View Technology and Applications,1996.0,1996,"EA Rundensteiner, HA Kuno, YG Ra, V Crestana-Taube ","E Rundensteiner, H Kuno, Y Ra, V Crestana-Taube, M Jones, P Marrѓn"
25xRkmL_4BsJ,conf/vldb/GrustKT03,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps,2003.0,2003,"T Grust, M van Keulen, J Teubner","T Grust, M Keulen, J Teubner"
6SBwemr2zscJ,conf/sigmod/WhiteD95,Implementing Crash Recovery in QuickStore: A Performance Study,Implementing Crash Recovery in QuickStore: A Performance Study,1995.0,1995,", DJ DeWitt","S White, D DeWitt"
qS4jhfgPbm8J,conf/sigmod/KrishnamurthyBN99,Bringing Object-Relational Technology to Mainstream,Bringing Object-Relational Technology to Mainstream,1999.0,1999,"V Krishnamurthy, S Banerjee, A Nori","V Krishnamurthy, S Banerjee, A Nori"
GCf11c7YuucJ,journals/sigmod/DreyerDS94,Research Perspectives for Time Series Management Systems,Research Perspectives for Time Series Management Systems,1994.0,1994,"W Dreyer, AK Dittrich, D Schmidt","W Dreyer, A Dittrich, D Schmidt"
QjbxSG6_-WIJ,conf/vldb/KornSFSP96,Fast Nearest Neighbor Search in Medical Image Databases,Fast Nearest Neighbor Search in Medical Image Databases,1996.0,1996,"F Korn, C Faloutsos, E Siegel, Z Protopapas","F Korn, N Sidiropoulos, C Faloutsos, E Siegel, Z Protopapas"
zw3-t-veNvAJ,journals/sigmod/Fong95,Mapping Extended Entity Relationship Model to Object Modeling Technique,Mapping Extended Entity Relationship Model to Object Modeling Technique,1995.0,1995,J Fong,J Fong
tr_rawv-6SMJ,conf/vldb/WuFSP00,FALCON: Feedback Adaptive Loop for Content-Based Retrieval,FALCON: Feedback Adaptive Loop for Content-Based Retrieval,,2000,"T Authors, C Identified","L Wu, C Faloutsos, K Sycara, T Payne"
L1m30vG-d5sJ,conf/sigmod/ReissK03,A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters,A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters,2003.0,2003,"F Reiss, T Kanungo","F Reiss, T Kanungo"
A0c2Gd1lP5QJ,conf/vldb/Dasgupta96,Large Databases for Remote Sensing and GIS,Large Databases for Remote Sensing and GIS,1996.0,1996,AR Dasgupta,A Dasgupta
46FVYbhr0WoJ,conf/vldb/ChatziantoniouR96,Querying Multiple Features of Groups in Relational Databases,Querying Multiple Features of Groups in Relational Databases,1996.0,1996,"D Chatziantoniou, KA Ross","D Chatziantoniou, K Ross"
vBUROMKYmQYJ,conf/vldb/MaratheS97,A Language for Manipulating Arrays,A Language for Manipulating Arrays,1997.0,1997,"AP Marathe, K Salem","A Marathe, K Salem"
5PisY7JvbzQJ,journals/sigmod/FrankGGJKLMNPSSSTW99,Chorochronos: A Research Network for Spatiotemporal Database Systems,Chorochronos: A Research Network for Spatiotemporal Database Systems,,1999,C Participants,"A Frank, S Grumbach, R Gќting, C Jensen, M Koubarakis, N Lorentzos, Y Manolopoulos, E Nardelli, B Pernici, H Schek, M Scholl, T Sellis, B Theodoulidis, P Widmayer"
GGX9LS25OhwJ,conf/vldb/ViglasNB03,Maximizing the Output Rate of Multi-Way Join Queries over Streaming Information Sources,Maximizing the Output Rate of Multi-Way Join Queries over Streaming Information Sources,2003.0,2003,"S Viglas, JF Naughton, J Burger","S Viglas, J Naughton, J Burger"
v5P_NFXdOR8J,journals/sigmod/Bohlen95,Temporal Database System Implementations,Temporal Database System Implementations,1995.0,1995,M BÃ¶hlen,M Bіhlen
Ih5hY-NRmFgJ,conf/vldb/LuL00,Decision Tables: Scalable Classification Exploring RDBMS Capabilities,Decision Tables: Scalable Classification Exploring RDBMS Capabilities,2000.0,2000,"H Lu, H Liu","H Lu, H Liu"
opMsehfY-XoJ,conf/sigmod/StonebrakerH01,Content Integration for E-Business,Content Integration for E-Business,,2001,"M Stonebraker, JM Hellerstein","M Stonebraker, J Hellerstein"
g9Y0KAu_UHQJ,conf/sigmod/RamaswamyK95,OODB Indexing by Class-Division,OODB Indexing by Class-Division,,1995,"S Ramaswamy, PC Kanellakis","S Ramaswamy, P Kanellakis"
Sd2EpYgsgYEJ,conf/vldb/ChakrabartiGRS00,Approximate Query Processing Using Wavelets,Approximate Query Processing Using Wavelets,,2000,"KC CGRS, MN Garofalakis, R Rastogi, K Shim","K Chakrabarti, M Garofalakis, R Rastogi, K Shim"
WlSXiMaxGlQJ,conf/sigmod/RaoR98,Reusing Invariants: A New Strategy for Correlated Queries,Reusing Invariants: A New Strategy for Correlated Queries,1998.0,1998,"J Rao, KA Ross","J Rao, K Ross"
fIuGhhcZl-4J,conf/vldb/ChangG00,Approximate Query Translation Across Heterogeneous Information Sources,Approximate Query Translation Across Heterogeneous Information Sources,,2000,"CCK Chang, H Garcia-Molina","K Chang, H Garcia-Molina"
3OxZS395vDcJ,conf/sigmod/SeshadriHPLRSSS96,Cost-Based Optimization for Magic: Algebra and Implementation,Cost-Based Optimization for Magic: Algebra and Implementation,1996.0,1996,"P Seshadri, JM Hellerstein, H Pirahesh, TYC Leung, ","P Seshadri, J Hellerstein, H Pirahesh, T Leung, R Ramakrishnan, D Srivastava, P Stuckey, S Sudarshan"
SxhsoBnl-TsJ,conf/vldb/MatthesS94,Persistent Threads,Persistent Threads,,1994,"U Hamburg, VK Stral3e","F Matthes, J Schmidt"
hJiwQ2CQRBkJ,conf/sigmod/LlirbatFS97,Eliminating Costly Redundant Computations from SQL Trigger Executions,Eliminating Costly Redundant Computations from SQL Trigger Executions,1997.0,1997,"F Llirbat, F Fabret, E Simon","F Llirbat, F Fabret, E Simon"
ghIMekzCkMQJ,conf/vldb/BettiniJWW02,Provisions and Obligations in Policy Management and Security Applications,Provisions and Obligations in Policy Management and Security Applications,2002.0,2002,"C Bettini, S Jajodia, XS Wang, D Wijesekera","C Bettini, S Jajodia, X Wang, D Wijesekera"
HtYTQ-fN8ccJ,conf/sigmod/AltinelLKMPLWB02,DBCache: database caching for web application servers,DBCache: database caching for web application servers,2002.0,2002,"M Altinel, Q Luo, S Krishnamurthy, C Mohan, H  ","M Altinel, Q Luo, S Krishnamurthy, C Mohan, H Pirahesh, B Lindsay, H Woo, L Brown"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D56512926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02c,Book Review Column,Book Review Column,2002.0,2002,"ER Modeling, DT Edited",K Aberer
9OYLimeDdj0J,conf/vldb/Huyn97,Multiple-View Self-Maintenance in Data Warehousing Environments,Multiple-View Self-Maintenance in Data Warehousing Environments,1997.0,1997,N Huyn,N Huyn
zMW_rq3S6VgJ,journals/sigmod/Franklin00,Editor's Notes,Editor's Notes,,2000,TE Cyrs,M Franklin
LjrsWIr3rhAJ,conf/sigmod/ShenNSHS03,CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database,CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database,2003.0,2003,"J Shen, AHH Ngu, J Shepherd, DQ Huynh, QZ Sheng","J Shen, A Ngu, J Shepherd, D Huynh, Q Sheng"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D27324726type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Chaudhri98,Workshop Report on Experiences Using Object Data Management in the Real-World,Workshop Report on Experiences Using Object Data Management in the Real-World,1998.0,1998,AB Chaudhri,
p_PDgjVRUS4J,conf/sigmod/GuoSBS03,XRANK: Ranked Keyword Search over XML Documents,XRANK: Ranked Keyword Search over XML Documents,,2003,"L Guo, F Shao, C Botev, J Shanmugasundaram","L Guo, F Shao, C Botev, J Shanmugasundaram"
8xRHvInl0_0J,conf/vldb/BalminHKPSW03,A System for Keyword Proximity Search on XML Databases,A System for Keyword Proximity Search on XML Databases,2003.0,2003,"A Balmin, T Wang","A Balmin, V Hristidis, N Koudas, Y Papakonstantinou, D Srivastava, T Wang"
5HHRNLsy0sAJ,conf/vldb/ShaferAM96,SPRINT: A Scalable Parallel Classifier for Data Mining,SPRINT: A Scalable Parallel Classifier for Data Mining,1996.0,1996,"J Shafer, R Agrawal, M Mehta","J Shafer, R Agrawal, M Mehta"
4NM5WR1WtPcJ,conf/vldb/Schoning03,Commercial Use of Database Technology,Commercial Use of Database Technology,2003.0,2003,H Schoening,H Schіning
HhUCea7De6YJ,journals/sigmod/MattosD94,Recent Design Trade-offs in SQL3,Recent Design Trade-offs in SQL3,1994.0,1994,"N Mattos, LG DeMichiel","N Mattos, L DeMichiel"
zMW_rq3S6VgJ,journals/sigmod/Franklin00a,Editor's Notes,Editor's Notes,,2000,TE Cyrs,M Franklin
tsPOU-H3A94J,conf/sigmod/KriegelMPS01,Spatial Data Management for Computer Aided Design,Spatial Data Management for Computer Aided Design,,2001,"HP Kriegel, A Mueller, M Poetke, T Seidl","H Kriegel, A Mќller, M Pіtke, T Seidl"
vgoFTdXYHZ0J,conf/sigmod/WilschutFA95,Parallel Evaluation of Multi-Join Queries,Parallel Evaluation of Multi-Join Queries,1995.0,1995,"AN Wilschut, J Flokstra, PMG Apers","A Wilschut, J Flokstra, P Apers"
AfM_N94rVD0J,conf/vldb/Dyreson96,Information Retrieval from an Incomplete Data Cube,Information Retrieval from an Incomplete Data Cube,1996.0,1996,C Dyreson,C Dyreson
VwsS71_KQX8J,conf/vldb/YanL95,Eager Aggregation and Lazy Aggregation,Eager Aggregation and Lazy Aggregation,1995.0,1995,"WP Yan, PA Larson","W Yan, P Larson"
MY0lTfhxnr4J,journals/vldb/ChuaCL03,Instance-based attribute identification in database integration,Instance-based attribute identification in database integration,2003.0,2003,"CEH Chua, RHL Chiang, EP Lim","C Cecil, R Chiang, E Lim"
h4OQc4N4kjIJ,conf/sigmod/Toyama98,SuperSQL: An Extended SQL for Database Publishing and Presentation,SuperSQL: An Extended SQL for Database Publishing and Presentation,1998.0,1998,M Toyama,M Toyama
sG7PCEiN2xAJ,journals/sigmod/DiazJPa94,Supporting Dynamic Displays Using Active Rules,Supporting Dynamic Displays Using Active Rules,1994.0,1994,", A Jaime, NW Paton","O Dэaz, A Jaime, N Paton, G al-Qaimari"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D18746226type3Dpdf26coll3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Qian94,Jumping on the NII Bandwagon,Jumping on the NII Bandwagon,1994.0,1994,X Qian,X Qian
t19PsyGam1EJ,conf/vldb/ManolescuFKXO00,Agora: Living with XML and Relational,Agora: Living with XML and Relational,,2000,D Florescu,"I Manolescu, D Florescu, D Kossmann, F Xhumari, D Olteanu"
-hUVSdRv5UUJ,conf/sigmod/ZhouR02,Implementing database operations using SIMD instructions,Implementing database operations using SIMD instructions,2002.0,2002,"J Zhou, KA Ross","J Zhou, K Ross"
vkUvhZOw-1YJ,journals/sigmod/Keim96,Pixel-oriented Database Visualizations,Pixel-oriented Database Visualizations,1996.0,1996,DA Keim,D Keim
