Name_A,Address_A,City_A,Phone_A,type_A,Name_B,Address_B,City_B,Phone_B,type_B,Gold
patria,'250 park ave. s at 20th st.','new york',212/777-6211,'latin american','cafe con leche','424 amsterdam ave.','new york city',212-595-7000,cuban,0
suppenkuche,'601 hayes st.','san francisco',415/252-9289,russian/german,'philippe the original','1001 n. alameda st.',chinatown,213-628-3781,cafeterias,0
tomtom,'3393 peachtree rd.',atlanta,404/264-1163,continental,'joe\'s','1023 abbot kinney blvd.',venice,310-399-5811,'american (new)',0
'hard rock cafe','8600 beverly blvd.','los angeles',310/276-7605,american,'ti couz','3108 16th st.','san francisco',415-252-7373,french,0
'mambo restaurante cubano','1402 n. highland ave.',atlanta,404/874-2626,caribbean,'local nochol','30869 thousand oaks blvd.','westlake village',818-706-7706,'health food',0
'the savannah club','2420 broadway at 89th st.','new york',212/496-1066,american,'arnie morton\'s of chicago','435 s. la cienega blvd.','los angeles',310-246-1501,steakhouses,0
'dean & deluca','121 prince st.','new york',212/254-8776,'coffee bar',picholine,'35 w. 64th st.','new york city',212-724-8585,mediterranean,0
'frico bar','402 w. 43rd st.  off 9th ave.','new york',212/564-7272,italian,'dottie\'s true blue cafe','522 jones st.','san francisco',415-885-2767,diners,0
'dining room  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,international,'johnny rockets (la)','7507 melrose ave.',la,213-651-3361,american,0
'pen & pencil','205 e. 45th st.','new york',212/682-8660,american,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,0
'arnie morton\'s of chicago','435 s. la cienega blv.','los angeles',310/246-1501,american,r-23,'923 e. third st.','los angeles',213-687-7178,japanese,0
'veniero\'s pasticceria','342 e. 11th st.  near 1st ave.','new york',212/674-7264,'coffee bar',picholine,'35 w. 64th st.','new york city',212-724-8585,mediterranean,0
'jimmy sung\'s','219 e. 44th st.  between 2nd and 3rd aves.','new york',212/682-5678,asian,'sylvia\'s','328 lenox ave.','new york city',212-996-0660,southern/soul,0
'hsu\'s gourmet','192 peachtree center ave.  at international blvd.',atlanta,404/659-2788,asian,'gotham bar & grill','12 e. 12th st.','new york city',212-620-4020,'american (new)',0
diva,'341 w. broadway  near grand st.','new york',212/941-9024,italian,'cafe des artistes','1 w. 67th st.','new york city',212-877-3500,'french (classic)',0
betelnut,'2030 union st.','san francisco',415/929-8855,asian,pisces,'95 ave. a','new york city',212-260-6660,seafood,0
'veniero\'s pasticceria','342 e. 11th st.  near 1st ave.','new york',212/674-7264,'coffee bar','pho hoa','642 broadway',chinatown,213-626-5530,vietnamese,0
'cha cha cha','656 n. virgil ave.','los angeles',213/664-7723,caribbean,'cafe con leche','424 amsterdam ave.','new york city',212-595-7000,cuban,0
beaurivage,'26025 pacific coast hwy.',malibu,310/456-5733,french,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,0
'stoyanof\'s cafe','1240 9th ave.','san francisco',415/664-3664,'greek and middle eastern',majestic,'1031 ponce de leon ave.',atlanta,404-875-0276,diners,0
'casa la femme','150 wooster st.  between houston and prince sts.','new york',212/505-0005,'middle eastern','island spice','402 w. 44th st.','new york city',212-765-1737,caribbean,0
'cafe bizou','14016 ventura blvd.','sherman oaks',818/788-3536,french,'coyote cafe (las vegas)','3799 las vegas blvd. s.','las vegas',702-891-7349,southwestern,0
'mangia e bevi','800 9th ave. at 53rd st.','new york',212/956-3976,italian,taiko,'11677 san vicente blvd.',brentwood,310-207-7782,'noodle shops',0
'popover cafe','551 amsterdam ave.  between 86th and 87th sts.','new york',212/595-8555,american,frijoleros,'1031 peachtree st. ne',atlanta,404-892-8226,tex-mex,0
'cafe roma','3570 las vegas blvd. s','las vegas',702/731-7547,'coffee shops/diners','johnny reb\'s southern smokehouse','4663 long beach blvd.','long beach',310-423-7327,southern/soul,0
'i trulli','122 e. 27th st.  between lexington and park aves.','new york',212/481-7372,italian,'benny\'s burritos','93 ave. a','new york city',212-254-2054,mexican,0
'jean lafitte','68 w. 58th st.','new york',212/751-2323,french,'stick to your ribs','5-16 51st ave.',queens,718-937-3030,bbq,0
home,'20 cornelia st.  between bleecker and w. 4th st.','new york',212/243-9579,american,postrio,'545 post st.','san francisco',415-776-7825,californian,0
'fishin eddie','73 w. 71st st.','new york',212/874-3474,seafood,'water grill','544 s. grand ave.','los angeles',213-891-0900,seafood,0
ipanema,'13 w. 46th st.','new york',212/730-5848,'latin american',veggieland,'220 sandy springs circle',atlanta,404-231-3111,vegetarian,0
serendipity,'3 225 e. 60th st.','new york',212/838-3531,american,'madame ching\'s','3300 las vegas blvd. s.','las vegas',702-894-7111,asian,0
bruno,'240 e. 58th st.','new york',212/688-4190,italian,'mitali east-west','296 bleecker st.','new york city',212-989-1367,indian,0
'bone\'s','3130 piedmont road',atlanta,404/237-2663,american,taiko,'11677 san vicente blvd.',brentwood,310-207-7782,'noodle shops',0
anthonys,'3109 piedmont rd.  just south of peachtree rd.',atlanta,404/262-7379,american,'maxwell\'s cafe','13329 washington blvd.','marina del rey',310-306-7829,american,0
'ed debevic\'s','134 n. la cienega','los angeles',310/659-1952,american,'la cumbre','515 valencia st.','san francisco',415-863-8205,mexican,0
'manila garden','325 e. 14th st.  between 1st and 2nd aves.','new york',212/777-6314,asian,'my thai','1248 clairmont rd.',atlanta,404-636-4280,thai,0
felix,'340 w. broadway at grand st.','new york',212/431-0021,french,'island spice','402 w. 44th st.','new york city',212-765-1737,caribbean,0
'cafe marimba','2317 chestnut st.','san francisco',415/776-1506,'mexican/latin american/spanish','edison cafe','228 w. 47th st.','new york city',212-840-5000,diners,0
'manila garden','325 e. 14th st.  between 1st and 2nd aves.','new york',212/777-6314,asian,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',0
shaan,'57 w. 48th st.','new york','212/ 977-8400',asian,'mo better meatty meat','7261 melrose ave.',la,213-935-5280,hamburgers,0
ferrier,'29 e. 65th st.','new york',212/772-9000,french,'tommy\'s','2575 beverly blvd.',la,213-389-9060,hamburgers,0
'manila garden','325 e. 14th st.  between 1st and 2nd aves.','new york',212/777-6314,asian,'kelly\'s on trinity','333 bush st.','san francisco',415-362-4454,californian,0
xunta,'174 1st ave.  between 10th and 11th sts.','new york',212/614-0620,mediterranean,'killer shrimp','4000 colfax ave.','studio city',818-508-1570,seafood,0
'les halles','411 park ave. s  between 28th and 29th sts.','new york',212/679-4111,french,'doidge\'s','2217 union st.','san francisco',415-921-2149,american,0
'hudson river club','4 world financial center','new york',212/786-1500,american,'maxwell\'s cafe','13329 washington blvd.','marina del rey',310-306-7829,american,0
sfuzzi,'58 w. 65th st.','new york',212/873-3700,american,'lombardi\'s','32 spring st.','new york city',212-941-7994,pizza,0
'yolie\'s','3900 paradise rd.','las vegas',702/794-0700,'steak houses','cafe bizou','14016 ventura blvd.','sherman oaks',818-788-3536,'french bistro',0
'china grill','60 w. 53rd st.','new york',212/333-7788,american,'killer shrimp','4000 colfax ave.','studio city',818-508-1570,seafood,0
anthonys,'3109 piedmont rd.  just south of peachtree rd.',atlanta,404/262-7379,american,abruzzi,'2355 peachtree rd. ne',atlanta,404-261-8186,italian,0
'bertolini\'s','3570 las vegas blvd. s','las vegas',702/735-4663,italian,'le bernardin','155 w. 51st st.','new york city',212-489-1515,seafood,0
'pano\'s and paul\'s','1232 w. paces ferry rd.',atlanta,404/261-3662,international,'johnny reb\'s southern smokehouse','4663 long beach blvd.','long beach',310-423-7327,southern/soul,0
'heera of india','595 piedmont ave.  rio shopping mall',atlanta,404/876-4408,asian,'mel\'s drive-in','3355 geary st.','san francisco',415-387-2244,hamburgers,0
bix,'56 gold st.','san francisco',415/433-6300,american,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,0
'cafe pierre','2 e. 61st st.','new york',212/940-8185,french,'martha\'s','22nd street grill 25 22nd','st. hermosa beach',310-376-7786,american,0
'le marais','150 w. 46th st.','new york',212/869-0900,american,'szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,0
'sweet\'n\'tart cafe','76 mott st. at canal st.','new york',212/334-8088,asian,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,0
'cafe la fortuna','69 w. 71st st.','new york',212/724-5846,'coffee bar','tavern on the green','central park west','new york city',212-873-3200,'american (new)',0
chanterelle,'2 harrison st.  near hudson st.','new york',212/966-6960,american,'art\'s deli','12224 ventura blvd.','studio city',818-762-1221,delis,0
'dining room','9500 wilshire blvd.','los angeles',310/275-5200,californian,'bone\'s restaurant','3130 piedmont rd. ne',atlanta,404-237-2663,steakhouses,0
'golden nugget hotel','129 e. fremont st.','las vegas',702/385-7111,buffets,'grill  the','9560 dayton way','beverly hills',310-276-0615,'american (traditional)',0
'ton kiang','3148 geary blvd.','san francisco',415/752-4440,asian,daniel,'20 e. 76th st.','new york city',212-288-0033,'french (new)',0
'perry\'s','1944 union st.','san francisco',415/922-9022,american,'russell\'s burgers','1198 pch','seal beach',310-596-9556,hamburgers,0
republic,'37a union sq. w  between 16th and 17th sts.','new york',212/627-7172,asian,campanile,'624 s. la brea ave.','los angeles',213-938-1447,californian,0
arizona,'206 206 e. 60th st.','new york',212/838-0440,american,'spago (las vegas)','3500 las vegas blvd. s.','las vegas',702-369-6300,californian,0
montien,'1134 1st ave.   between 62nd and 63rd sts.','new york',212/421-4433,asian,zarela,'953 second ave.','new york city',212-644-6740,mexican,0
'jack sprat\'s grill','10668 w. pico blvd.','los angeles',310/837-6662,'health food',bacchanalia,'3125 piedmont rd.',atlanta,404-365-0410,californian,0
'south park cafe','108 south park','san francisco',415/495-7275,french,'fleur de lys','777 sutter st.','san francisco',415-673-7779,'french (new)',0
'grand ticino','228 thompson st.  between w. 3rd and bleecker sts.','new york',212/777-5922,italian,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,0
'wu kong','101 spear st.','san francisco',415/957-9300,asian,shiro,'1505 mission st. s.',pasadena,818-799-4774,'pacific new wave',0
zoe,'90 prince st.  between broadway and mercer st.','new york',212/966-6722,american,'baker\'s cajun cafe','1134 euclid ave.',atlanta,404-223-5039,cajun/creole,0
'south city kitchen','1144 crescent ave.',atlanta,404/873-7358,southern,'maxwell\'s cafe','13329 washington blvd.','marina del rey',310-306-7829,american,0
'la grotta at ravinia dunwoody rd.','holiday inn/crowne plaza at ravinia  dunwoody',atlanta,770/395-9925,italian,'second street grill','200 e. fremont st.','las vegas',702-385-6277,'pacific rim',0
'fraunces tavern','54 pearl st. at broad st.','new york',212/269-0144,american,'szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,0
'cendrillon asian grill & marimba bar','45 mercer st.  between broome and grand sts.','new york',212/343-9012,asian,'koo koo roo','8393 w. beverly blvd.',la,213-655-9045,chicken,0
abruzzi,'2355 peachtree rd.  peachtree battle shopping center',atlanta,404/261-8186,italian,'thep phanom','400 waller st.','san francisco',415-431-2526,thai,0
'hyde street bistro','1521 hyde st.','san francisco',415/441-7778,italian,'shun lee palace','155 e. 55th st.','new york city',212-371-8844,chinese,0
'american place','2 park ave. at 32nd st.','new york',212/684-2122,american,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',0
'motown cafe','104 w. 57th st.  near 6th ave.','new york',212/581-8030,american,'carmine\'s','2450 broadway','new york city',212-362-2200,italian,0
bizou,'598 fourth st.','san francisco',415/543-2222,french,'locanda veneta','8638 w. third st.','los angeles',310-274-1893,italian,0
pamplemousse,'400 e. sahara ave.','las vegas',702/733-2066,continental,'alon\'s at the terrace','659 peachtree st.',atlanta,404-724-0444,sandwiches,0
'island spice','402 w. 44th st.','new york',212/765-1737,'tel caribbean','ej\'s luncheonette','432 sixth ave.','new york city',212-473-5555,diners,0
'mi cocina','57 jane st.  off hudson st.','new york',212/627-8273,mexican,'la cote basque','60 w. 55th st.','new york city',212-688-6525,'french (classic)',0
'french roast cafe','2340 broadway at 85th st.','new york',212/799-1533,'coffee bar','gramercy tavern','42 e. 20th st.','new york city',212-477-0777,'american (new)',0
'bertolini\'s','3500 peachtree rd.  phipps plaza',atlanta,404/233-2333,italian,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,0
'pleasant peasant','555 peachtree st.  at linden ave.',atlanta,404/874-3223,american,zab-e-lee,'4837 old national hwy.','college park',404-768-2705,thai,0
'yoyo tsumami bistro','1611 post st.','san francisco',415/922-7788,french,'stick to your ribs','5-16 51st ave.',queens,718-937-3030,bbq,0
'seventh regiment mess and bar','643 park ave. at 66th st.','new york',212/744-4107,american,'edison cafe','228 w. 47th st.','new york city',212-840-5000,diners,0
'fraunces tavern','54 pearl st. at broad st.','new york',212/269-0144,american,'il mulino','86 w. third st.','new york city',212-673-3783,italian,0
'arturo\'s','106 w. houston st.  off thompson st.','new york',212/677-3820,italian,soto,'3330 piedmont rd.',atlanta,404-233-2005,japanese,0
'brothers bar-b-q','225 varick st. at clarkston st.','new york',212/727-2775,american,'pho hoa','642 broadway',chinatown,213-626-5530,vietnamese,0
home,'20 cornelia st.  between bleecker and w. 4th st.','new york',212/243-9579,american,picholine,'35 w. 64th st.','new york city',212-724-8585,mediterranean,0
broiler,'4111 boulder hwy.','las vegas',702/432-7777,american,'bruno\'s','3838 centinela ave.','mar vista',310-397-5703,italian,0
'jack sprat\'s grill','10668 w. pico blvd.','los angeles',310/837-6662,'health food','pano\'s & paul\'s','1232 w. paces ferry rd.',atlanta,404-261-3662,'american (new)',0
tapika,'950 8th ave. at 56th st.','new york','212/ 397-3737',american,'dottie\'s true blue cafe','522 jones st.','san francisco',415-885-2767,diners,0
'yank sing','427 battery st.','san francisco',415/541-4949,asian,boulevard,'1 mission st.','san francisco',415-543-6084,'american (new)',0
'lucky strike','59 grand st.  between wooster st. and w. broadway','new york',212/941-0479,'or 212/941-0772 american','dottie\'s true blue cafe','522 jones st.','san francisco',415-885-2767,diners,0
'caffe bondi ristorante','7 w. 20th st.','new york',212/691-8136,italian,'ciboulette restaurant','1529 piedmont ave.',atlanta,404-874-7600,'french (new)',0
'yujean kang\'s gourmet chinese cuisine','67 n. raymond ave.','los angeles',818/585-0855,asian,zab-e-lee,'4837 old national hwy.','college park',404-768-2705,thai,0
'marquet patisserie','15 e. 12th st.  between 5th ave. and university pl.','new york',212/229-9313,'coffee bar','fiore rotisserie & grille','3700 w. flamingo rd.','las vegas',702-252-7702,italian,0
'penang soho','109 spring st.  between greene and mercer sts.','new york',212/274-8883,asian,'l\'orangerie','903 n. la cienega blvd.','w. hollywood',310-652-9770,'french (classic)',0
'gallagher\'s','228 w. 52nd st.','new york',212/245-5336,american,'mary mac\'s tea room','224 ponce de leon ave.',atlanta,404-876-1800,southern/soul,0
'binion\'s coffee shop','128 fremont st.','las vegas',702/382-1600,'coffee shops/diners','locanda veneta','8638 w. third st.','los angeles',310-274-1893,italian,0
'alain rondelli','126 clement st.','san francisco',415/387-0408,french,'joe\'s','1023 abbot kinney blvd.',venice,310-399-5811,'american (new)',0
'dix et sept','181 w. 10th st.','new york',212/645-8023,french,palm,'837 second ave.','new york city',212-687-2953,steakhouses,0
'splendido embarcadero',4,'san francisco',415/986-3222,mediterranean,'eric\'s chinese restaurant','1500 church st.','san francisco',415-282-0919,chinese,0
'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'morton\'s of chicago (las vegas)','3200 las vegas blvd. s.','las vegas',702-893-0703,steakhouses,0
'gabriela\'s','685 amsterdam ave. at 93rd st.','new york',212/961-0574,mexican,'cucina di pesce','87 e. fourth st.','new york city',212-260-6800,seafood,0
'inca grill','492 broome st.  near w. broadway','new york',212/966-3371,'latin american',granita,'23725 w. malibu rd.',malibu,310-456-0488,californian,0
lola,'30 west 22nd st.  between 5th and 6th ave.','new york',212/675-6700,american,'ritz-carlton dining room (san francisco)','600 stockton st.','san francisco',415-296-7465,'french (new)',0
'indigo coastal grill','1397 n. highland ave.',atlanta,404/876-0676,caribbean,'water grill','544 s. grand ave.','los angeles',213-891-0900,seafood,0
'luna si','1931 peachtree rd.',atlanta,404/355-5993,continental,'tommy\'s','2575 beverly blvd.',la,213-389-9060,hamburgers,0
'chin\'s','3200 las vegas blvd. s','las vegas',702/733-8899,asian,'la grotta','2637 peachtree rd. ne',atlanta,404-231-1368,italian,0
'bistro roti','155 steuart st.','san francisco',415/495-6500,french,mifune,'1737 post st.','san francisco',415-922-0337,japanese,0
'katia\'s','600 5th ave.','san francisco',415/668-9292,'','la caravelle','33 w. 55th st.','new york city',212-586-4252,'french (classic)',0
'kabuto sushi','5116 geary blvd.','san francisco',415/752-5652,asian,'kelly\'s on trinity','333 bush st.','san francisco',415-362-4454,californian,0
'sa tsu ki','3043 buford hwy.',atlanta,404/325-5285,asian,march,'405 e. 58th st.','new york city',212-754-6272,'american (new)',0
'main street','446 columbus ave.  between 81st and 82nd sts.','new york',212/873-5025,american,'hawthorne lane','22 hawthorne st.','san francisco',415-777-9779,californian,0
aureole,'34 e. 61st st.','new york','212/ 319-1660',american,'heera of india','595 piedmont ave.',atlanta,404-876-4408,indian,0
lola,'30 west 22nd st.  between 5th and 6th ave.','new york',212/675-6700,american,'bobby & june\'s kountry kitchen','375 14th st.',atlanta,404-876-3872,southern/soul,0
'binion\'s coffee shop','128 fremont st.','las vegas',702/382-1600,'coffee shops/diners','second avenue deli','156 second ave.','new york city',212-677-0606,delis,0
'tadich grill','240 california st.','san francisco',415/391-2373,seafood,'madame ching\'s','3300 las vegas blvd. s.','las vegas',702-894-7111,asian,0
'il nido','251 e. 53rd st.','new york',212/753-8450,italian,'killer shrimp','4000 colfax ave.','studio city',818-508-1570,seafood,0
'buckhead diner','3073 piedmont road',atlanta,404/262-3336,american,'tommy\'s','2575 beverly blvd.',la,213-389-9060,hamburgers,0
'carnegie deli','854 7th ave.  between 54th and 55th sts.','new york',212/757-2245,delicatessen,'la caridad','2199 broadway','new york city',212-874-2780,cuban,0
pacifica,'138 lafayette st.  between canal and howard sts.','new york',212/941-4168,asian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,0
'harry\'s bar & american grill','2020 ave. of the stars','los angeles',310/277-2333,italian,'michael\'s (los angeles)','1147 third st.','santa monica',310-451-0843,californian,0
rumpus,'1 tillman pl.','san francisco',415/421-2300,american,shiro,'1505 mission st. s.',pasadena,818-799-4774,'pacific new wave',0
'motown cafe','104 w. 57th st.  near 6th ave.','new york',212/581-8030,american,pisces,'95 ave. a','new york city',212-260-6660,seafood,0
'alain rondelli','126 clement st.','san francisco',415/387-0408,french,'hollywood hills coffee shop','6145 franklin ave.',hollywood,213-467-7678,'coffee shops',0
'louise\'s trattoria','4500 los feliz blvd.','los angeles',213/667-0777,italian,'thai house cafe','151 hudson st.','new york city',212-334-1085,thai,0
rubicon,'558 sacramento st.','san francisco',415/434-4100,american,'brent\'s deli','19565 parthenia ave.',northridge,818-886-5679,delis,0
'trattoria dell\'arte','900 7th ave.  between 56th and 57th sts.','new york',212/245-9800,italian,'martha\'s','22nd street grill 25 22nd','st. hermosa beach',310-376-7786,american,0
abbey,'163 ponce de leon ave.',atlanta,404/876-8532,international,'cafe bizou','14016 ventura blvd.','sherman oaks',818-788-3536,'french bistro',0
'caffe dell\'artista','46 greenwich ave.','new york',212/645-4431,'coffee bar','mayflower cuisinier','4750 w. sahara ave.','las vegas',702-870-8432,chinese,0
'el cholo','1121 s. western ave.','los angeles',213/734-2773,mexican,'carmine\'s','2450 broadway','new york city',212-362-2200,italian,0
'bertolini\'s','3500 peachtree rd.  phipps plaza',atlanta,404/233-2333,italian,citrus,'6703 melrose ave.','los angeles',213-857-0034,californian,0
ferrier,'29 e. 65th st.','new york',212/772-9000,french,'jan\'s family restaurant','8424 beverly blvd.',la,213-651-2866,'coffee shops',0
'caffe bondi ristorante','7 w. 20th st.','new york',212/691-8136,italian,'michael\'s (los angeles)','1147 third st.','santa monica',310-451-0843,californian,0
'duane park cafe','157 duane st.  between w. broadway and hudson st.','new york',212/732-5555,american,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,0
'alain rondelli','126 clement st.','san francisco',415/387-0408,french,'parkway grill','510 s. arroyo pkwy.',pasadena,818-795-1001,californian,0
'aleck\'s barbecue heaven','783 martin luther king jr. dr.',atlanta,404/525-2062,barbecue,aquavit,'13 w. 54th st.','new york city',212-307-7311,scandinavian,0
'mi cocina','57 jane st.  off hudson st.','new york',212/627-8273,mexican,'doidge\'s','2217 union st.','san francisco',415-921-2149,american,0
'louise\'s trattoria','4500 los feliz blvd.','los angeles',213/667-0777,italian,'park avenue cafe (new york city)','100 e. 63rd st.','new york city',212-644-1900,'american (new)',0
bouterin,'420 e. 59th st.  off 1st ave.','new york',212/758-0323,french,riviera,'519 e. paces ferry rd.',atlanta,404-262-7112,mediterranean,0
stingray,'428 amsterdam ave.  between 80th and 81st sts.','new york',212/501-7515,seafood,'buckhead diner','3073 piedmont rd.',atlanta,404-262-3336,'american (new)',0
'california culinary academy','625 polk st.','san francisco',415/771-3500,french,'uncle nick\'s','747 ninth ave.','new york city',212-245-7992,greek,0
'fat matt\'s rib shack','1811 piedmont ave.  near cheshire bridge rd.',atlanta,404/607-1622,barbecue,'asahi ramen','2027 sawtelle blvd.','west la',310-479-2231,'noodle shops',0
ct,'111 e. 22nd st.  between park ave. s and lexington ave.','new york',212/995-8500,french,'21 club','21 w. 52nd st.','new york city',212-582-7200,'american (new)',0
drago,'2628 wilshire blvd.','santa monica',310/828-1585,italian,'caffe greco','423 columbus ave.','san francisco',415-397-6261,continental,0
'stars cafe','500 van ness ave.','san francisco',415/861-4344,american,'tu lan','8 sixth st.','san francisco',415-626-0927,vietnamese,0
'stars cafe','500 van ness ave.','san francisco',415/861-4344,american,'sally\'s cafe & bakery','300 de haro st.','san francisco',415-626-6006,american,0
'internet cafe','82 e. 3rd st.  between 1st and 2nd aves.','new york','212/ 614-0747','coffee bar','original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,0
'lanza restaurant','168 1st ave.  between 10th and 11th sts.','new york',212/674-7014,italian,'patsy\'s pizza','19 old fulton st.',brooklyn,718-858-4300,pizza,0
granita,'23725 w. malibu rd.',malibu,310/456-0488,californian,'thep phanom','400 waller st.','san francisco',415-431-2526,thai,0
'le colonial','149 e. 57th st.','new york','212/ 752-0808',asian,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',0
'capsouto freres','451 washington st.  near watts st.','new york',212/966-4900,french,'hugo\'s cellar','202 e. fremont st.','las vegas',702-385-4011,continental,0
'second street grille','200 e. fremont st.','las vegas',702/385-3232,seafood,'kuruma zushi','2nd fl.','new york city',212-317-2802,japanese,0
'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'san domenico','240 central park s.','new york city',212-265-5959,italian,0
match,'160 mercer st.  between houston and prince sts.','new york',212/906-9173,american,'house of chan','2469 cobb pkwy.',smyrna,770-955-9444,chinese,0
'caffe dell\'artista','46 greenwich ave.','new york',212/645-4431,'coffee bar','pano\'s & paul\'s','1232 w. paces ferry rd.',atlanta,404-261-3662,'american (new)',0
'mckinnon\'s louisiane','3209 maple dr.',atlanta,404/237-1313,southern,'cucina di pesce','87 e. fourth st.','new york city',212-260-6800,seafood,0
bolo,'23 e. 22nd st.','new york',212/228-2200,mediterranean,'cafe con leche','424 amsterdam ave.','new york city',212-595-7000,cuban,0
'battista\'s hole in the wall','4041 audrie st. at flamingo rd.','las vegas',702/732-1424,italian,'duke\'s','8909 sunset blvd.','w. hollywood',310-652-3100,'coffee shops',0
'cafe bianco','1486 2nd ave.  between 77th and 78th sts.','new york',212/988-2655,'coffee bar','alon\'s at the terrace','659 peachtree st.',atlanta,404-724-0444,sandwiches,0
'china grill','60 w. 53rd st.','new york',212/333-7788,american,majestic,'1031 ponce de leon ave.',atlanta,404-875-0276,diners,0
serendipity,'3 225 e. 60th st.','new york',212/838-3531,american,'monte carlo','3145 las vegas blvd. s.','las vegas',702-733-4524,'french (new)',0
'cypress club','500 jackson st.','san francisco',415/296-8555,american,'szechuan kitchen','1460 first ave.','new york city',212-249-4615,chinese,0
'pacific dining car','6th st.','los angeles',213/483-6000,american,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',0
'san domenico','240 central park s','new york',212/265-5959,italian,'la serenata de garibaldi','1842 e. first','st. boyle hts.',213-265-2887,mexican/tex-mex,0
'veni vidi vici','41 14th st.',atlanta,404/875-8424,italian,'carey\'s','1021 cobb pkwy. se',marietta,770-422-8042,hamburgers,0
'jack\'s','615 sacramento st.','san francisco',415/986-9854,'old san francisco','la folie','2316 polk st.','san francisco',415-776-5577,'french (new)',0
lola,'30 west 22nd st.  between 5th and 6th ave.','new york',212/675-6700,american,'thep phanom','400 waller st.','san francisco',415-431-2526,thai,0
'sa tsu ki','3043 buford hwy.',atlanta,404/325-5285,asian,picholine,'35 w. 64th st.','new york city',212-724-8585,mediterranean,0
anthonys,'3109 piedmont rd.  just south of peachtree rd.',atlanta,404/262-7379,american,'veni vidi vici','41 14th st.',atlanta,404-875-8424,italian,0
'milan cafe and coffee bar','120 w. 23rd st.','new york',212/807-1801,'coffee bar','gotham bar & grill','12 e. 12th st.','new york city',212-620-4020,'american (new)',0
'west beach cafe','60 n. venice blvd.','los angeles',310/823-5396,american,'sam\'s noodle shop','411 third ave.','new york city',212-213-2288,chinese,0
'sammy\'s roumanian steak house','157 chrystie st. at delancey st.','new york',212/673-0330,'east european',daniel,'20 e. 76th st.','new york city',212-288-0033,'french (new)',0
remi,'3rd st. promenade','santa monica',310/393-6545,italian,'fiore rotisserie & grille','3700 w. flamingo rd.','las vegas',702-252-7702,italian,0
eclipse,'8800 melrose ave.','los angeles',310/724-5959,californian,'szechuan hunan cottage','1588 york ave.','new york city',212-535-5223,chinese,0
west,'63rd street steakhouse 44 w. 63rd st.','new york',212/246-6363,american,'ruth\'s chris steak house (los angeles)','224 s. beverly dr.','beverly hills',310-859-8744,steakhouses,0
rain,'100 w. 82nd st.','new york',212/501-0776,asian,'bistro  the','56 e. andrews dr. nw',atlanta,404-231-5733,'french bistro',0
'jean lafitte','68 w. 58th st.','new york',212/751-2323,french,nava,'3060 peachtree rd.',atlanta,404-240-1984,southwestern,0
ciboulette,'1529 piedmont ave.',atlanta,404/874-7600,french,'cafe flore','2298 market st.','san francisco',415-621-8579,californian,0
arizona,'206 206 e. 60th st.','new york',212/838-0440,american,'rae\'s','2901 pico blvd.','santa monica',310-828-7937,diners,0
'l\'auberge du midi','310 w. 4th st.  between w. 12th and bank sts.','new york',212/242-4705,french,oceana,'55 e. 54th st.','new york city',212-759-5941,seafood,0
'lanza restaurant','168 1st ave.  between 10th and 11th sts.','new york',212/674-7014,italian,'lombardi\'s','32 spring st.','new york city',212-941-7994,pizza,0
'harry\'s bar & american grill','2020 ave. of the stars','los angeles',310/277-2333,italian,nobu,'105 hudson st.','new york city',212-219-0500,japanese,0
'mad fish','2182 broadway  between 77th and 78th sts.','new york',212/787-0202,seafood,soto,'3330 piedmont rd.',atlanta,404-233-2005,japanese,0
'inca grill','492 broome st.  near w. broadway','new york',212/966-3371,'latin american',picholine,'35 w. 64th st.','new york city',212-724-8585,mediterranean,0
'grand ticino','228 thompson st.  between w. 3rd and bleecker sts.','new york',212/777-5922,italian,'cucina di pesce','87 e. fourth st.','new york city',212-260-6800,seafood,0
'the coffee pot','350 9th ave. at 49th st.','new york',212/265-3566,'coffee bar','carnegie deli','854 seventh ave.','new york city',212-757-2245,delis,0
'pano\'s and paul\'s','1232 w. paces ferry rd.',atlanta,404/261-3662,international,'cafe lalo','201 w. 83rd st.','new york city',212-496-6031,coffeehouses,0
