Name_A,Votes_A,Rating_A,Phone_A,Address_A,Zipcode_A,Cuisine_A,Name_B,Votes_B,Rating_B,Phone_B,Address_B,Zipcode_B,Cuisine_B,Gold
Pitcher's Pub,14,3.1,(608) 271-9702,"323 W Beltline Hwy, Madison",53713,Bar Food,Desperados Mexican Restaurant,267,4.0,(214) 363-1850,4818 Greenville Ave,75206,Mexican,0
La Bonne Soupe,387,3.8,(212) 586-7650,"48 W 55th Street, New York",10019,French,Cool Beans Coffee Cafe,40,4.5,(608) 244-8414,1748 Eagan Rd,53704,Coffee & Tea,0
Frasca Pizzeria and Wine Bar,191,4.0,(773) 248-5222,"3358 N. Paulina Street, Chicago",60657,"Italian, Pizza",Room 55,87,4.5,(718) 897-0055,75-01 88th St,11385,American (New),0
Doughnut Plant,795,4.4,(212) 505-3700,"379 Grand Street, New York",10002,Donuts,Burger King,17,1.5,(608) 241-0311,2655 E Washington Ave,53704,Fast Food,0
Chicago French Market,57,3.9,(312) 575-0306,131 N. Clinton Street,60661,"Asian, Indian, Sandwich, Desserts, Belgian",Brooklyn Star,421,4.0,(718) 599-9899,593 Lorimer St,11211,Southern,0
Grace,21,3.1,(312) 234-9494,"652 W. Randolph Street, Chicago",60661,New American,The Gage,1832,4.0,(312) 372-4243,24 S Michigan Ave,60603,Gastropubs,0
CF Food Kitchen and Catering,35,3.6,(818) 363-5781,16205 Devonshire St.,91344,American,Ana & Sophie’s,32,4.5,(718) 858-0600,194 Court St,11201,Cafes,0
Wondee Siam V,83,3.5,(212) 531-1788,"969 Amsterdam Avenue, New York",10025,"Thai, Asian",The Tipsy Cow,193,4.0,(608) 287-1455,102 King St,53703,Bars,0
Marigold Kitchen,574,4.1,(608) 661-5559,"118 S Pinckney St, Madison",53703,"Breakfast, Sandwich",Balthazar Restaurant,2002,4.0,(212) 965-1414,80 Spring St,10012,French,0
Bistronomic,82,3.9,(312) 944-8400,"840 N. Wabash Avenue, Chicago",60611,French,Estrella Negra,371,4.0,(773) 227-5993,2346 W Fullerton Ave,60647,Latin American,0
Next Door Brewing Company,11,3.0,(608) 729-3683,"2439 Atwood Avenue, Madison",53704,Bar Food,Falafel Corner,107,4.0,(213) 252-4435,698 Irolo StSte 103,90005,Falafel,0
BluFish Sushi Bistro,150,4.0,(847) 272-7990,"Plaza Del Prado, 2733 Pfingsten Road",60026,"Sushi, Japanese",Tacos Y Mas,16,4.0,(972) 807-2466,2820 Greenville Ave,75206,Mexican,0
Sapporo Restaurant,176,3.8,(212) 869-8972,"Times Square, 152 W 49th Street, New York",10019,Japanese,Fish N Go,44,4.5,(773) 961-8235,4749 N Pulaski Rd,60625,Seafood,0
Crooked Tree Coffeehouse,109,3.7,(214) 953-1142,"2414 Routh Street, Dallas",75201,"Coffee and Tea, Desserts",The Sycamore Kitchen,545,4.0,(323) 939-0151,143 S La Brea Ave,90036,Cafes,0
Wafflaki Belgian Waffles,10,3.0,(212) 600-5960,"97 Trinity Place, New York",10006,"Desserts, Belgian, American",Turntable Chicken Jazz,925,4.0,(212) 714-9700,314 5th Ave2nd Fl,10001,Chicken Wings,0
C & M Cafe,19,3.3,(310) 694-1516,"3272 Motor Ave, Los Angeles",90034,"Breakfast, Coffee and Tea, Sandwich",Cosmic Café,440,4.0,(214) 521-6157,2912 Oak Lawn Ave,75219,Vegetarian,0
Grom Gelato,74,3.7,(212) 974-3444,"1796 Broadway, New York",10019,"Ice Cream, Ice Cream, Desserts",BeeHive Oven Biscuit Cafe,272,4.5,(347) 987-4960,182 S 2nd St,11211,Southern,0
Rosa Mexicano,944,3.7,(212) 977-7700,"61 Columbus Avenue, New York",10023,Mexican,Rusty Taco,327,3.5,(214) 613-0508,4802 Greenville Ave,75206,Mexican,0
Curry in a Hurry,99,3.4,(212) 683-0900,"119 Lexington Avenue, New York",10016,Indian,Mickey’s Tavern,138,4.0,(608) 251-9964,1524 Williamson St,53703,Pubs,0
Addis Abeba,153,3.7,(847) 328-5411,1322 Chicago Avenue,60201,"African, Ethiopian",Fat Dog,387,4.0,(323) 951-0030,801 N Fairfax Ave,90046,American (New),0
Callahan's Sports Pub,20,3.0,(608) 241-0147,"1902 Bartillon Dr, Madison",53704,Bar Food,Sammy’s Bar-B-Q,104,4.0,(214) 880-9064,2126 Leonard St,75201,Barbeque,0
Maison Kayser,36,3.5,(212) 979-1600,"921 Broadway, New York",10010,"French, Bakery, Cafe",Falbo Bros Pizza Sherman,6,3.0,(608) 223-9800,1207 N Sherman Avenue,53704,Italian,0
Knuckle & Claw,7,3.1,(323) 407-6142,"3112 Sunset Blvd, Los Angeles",90026,Seafood,The Foodshop,11,5.0,(323) 871-8833,147 N Western Ave,90004,Korean,0
Dave's Italian Kitchen,386,3.8,(847) 864-6000,1635 Chicago Avenue,60201,"Italian, Pizza, Sandwich",99 Favor Taste,563,4.0,(646) 682-9122,285 Grand St,10002,Chinese,0
Venice Beach Wines,66,3.7,(310) 606-2529,529 Rose Ave,90291,Mediterranean,Blazing Stone Pizza,59,4.5,(323) 276-3939,3501 Monterey Rd,90032,Pizza,0
Colori Kitchen,98,4.4,(213) 622-5950,"429 W 8th St, Los Angeles",90014,Italian,Park Tavern,140,3.5,(312) 243-4276,1645 W Jackson Blvd,60612,"American (New),American (Traditional),American (New),American (New),Gastropubs",0
Wirtshaus,39,3.9,(323) 931-9291,"345 N La Brea Ave, Los Angeles",90036,German,Parigi Restaurant,129,4.0,(214) 521-0295,3311 Oak Lawn AveSte 102,75219,Italian,0
Morrie O'Malley's,57,3.7,(773) 247-2700,"3501 S. Union Avenue, Chicago",60609,"American, Burger, Ice Cream",The Publican,2217,4.0,(312) 733-9555,837 W Fulton Market,60607,American (New),0
Rosa Mexicano,301,3.5,(212) 533-3350,"9 E 18th Street, New York",10003,Mexican,Hunky’s,192,4.0,(214) 522-1212,3940 Cedar Springs Dr,75219,Burgers,0
Fresco,133,3.5,(608) 663-7374,"227 State St, Madison",53703,American,State & Allen Kitchen+Bar,191,3.5,(214) 239-1990,2400 Allen St,75204,American (Traditional),0
Sauk Prairie Eagle Inn,72,3.5,(608) 643-4516,655 Water St,53578,"American, Breakfast, Diner",Mexique,550,4.0,(312) 850-0288,1529 W Chicago Ave,60622,French,0
Happy Wok,34,3.3,(608) 833-3488,"429 Commerce Dr, Madison",53719,Chinese,Outback Steakhouse,25,3.0,(608) 829-0505,279 Junction Road,53717,Steakhouses,0
Morton's The Steakhouse,183,3.6,(212) 972-3315,"551 5th Avenue, New York",10017,"Seafood, Steakhouse, Bar Food",Red Bamboo,1162,4.0,(212) 260-1212,140 W 4th St,10012,Vegetarian,0
Il Cielo,88,3.5,(310) 276-9990,9018 Burton Way,90211,Italian,Pat O’Malley’s Jet Room,56,4.0,(608) 268-5010,3606 Corben Ct,53704,Diners,0
Joanne Trattoria,173,3.5,(212) 721-0068,"70 W 68th Street, New York",10023,Italian,El Pollo Regio,17,4.0,(214) 570-8484,8136 Spring Valley Rd,75240,Mexican,0
Rocco's Tavern,47,3.5,(818) 985-9876,12514 Ventura Blvd,91604,Italian,Hot Wings Cafe,506,4.0,(323) 930-1233,7011 Melrose Ave,90038,Chicken Wings,0
Las Ramblas,159,3.7,(646) 415-7924,"170 W 4th Street, New York",10014,"Spanish, Tapas",Herb,79,4.5,(773) 944-9050,5424 N Broadway St,60640,Thai,0
Ed's Lobster Bar,206,4.0,(212) 343-3236,"222 Lafayette Street, New York",10012,"American, Seafood",Bread & Wine,266,4.0,(773) 866-5266,3732 W Irving Park Rd,60618,American (New),0
Cantina Laredo,48,3.2,(972) 973-4280,"3200 East Airfield Drive, DFW Airport",75261,Tex-Mex,Ojeda’s,198,3.5,(214) 528-8383,4617 Maple Ave,75219,"Mexican,Mexican Restaurants,Mexican Restaurants",0
Leaning Tower Pizza & Pasta,116,4.1,(818) 986-9701,"14120 Ventura Blvd, Los Angeles",91423,"Italian, Pizza",Stephan Pyles,410,4.0,(214) 580-7000,1807 Ross Ave,75201,American (New),0
Sherlock's Baker St. Pub & Grill,49,3.4,(214) 692-1111,"9100 N Central Expressway, Dallas",75231,"Bar Food, British",MangoSeed Restaurant,353,4.0,(347) 529-1080,757 Flatbush Ave,11226,Caribbean,0
Trenchermen,100,3.9,(773) 661-1540,"2039 W. North Avenue, Chicago",60647,New American,Javier’s Gourmet Mexicano,288,3.5,(214) 521-4211,4912 Cole Ave,75205,Mexican,0
Mr Robert's,5,2.8,(608) 249-1660,"2116 Atwood Ave, Madison",53704,Burger,Gyu-Kaku Japanese BBQ,593,4.0,(646) 692-6297,321 W 44th St,10036,Japanese,0
LA Market,65,3.8,(213) 765-8630,"900 W Olympic Blvd Fl 1, Los Angeles",90015,California,Baby Back Shak,84,4.0,(214) 428-7427,1800 S Akard St,75215,Barbeque,0
ilili Restaurant,288,4.3,(212) 683-2929,"236 5th Avenue, New York",10001,"Lebanese, Mediterranean",Nam Nam,289,4.5,(718) 302-9200,109 Montrose Ave,11206,Vietnamese,0
Lucali,361,4.1,(718) 858-4086,"575 Henry Street, Brooklyn",11231,Pizza,Berry Que,120,4.5,(323) 462-7888,1707 N. Las Palmas Ave.,90028,Juice Bars & Smoothies,0
TAC Quick Thai Kitchen,111,4.0,(773) 327-5253,"3930 N. Sheridan Road, Chicago",60613,"Asian, Thai",Hyperion Public,437,4.0,(323) 761-6440,2538 Hyperion Ave,90027,Gastropubs,0
Muddy Leek,25,3.4,(310) 838-2281,8631 Washington Blvd,90232,California,Northside Family Restaurant,9,3.0,(608) 244-5663,1201 N Sherman Ave,53704,American (Traditional),0
BXL Cafe,101,3.8,(212) 768-0200,"125 W 43rd Street, New York",10036,"Belgian, European",Meerut Kabob House,14,4.5,(972) 243-5407,11276 Harry Hines Blvd,75229,Indian,0
California Donuts,9,3.2,(323) 871-0778,"5753 Hollywood Blvd, Los Angeles",90028,,Noodles & Company,43,3.5,(608) 257-6393,232 State St,53703,Comfort Food,0
Hi-Life Bar & Grill,101,3.6,(212) 787-7199,"477 Amsterdam Avenue, New York",10024,"American, Fusion, Sushi",Steep & Brew,58,4.0,(608) 256-2902,544 State St,53703,Coffee & Tea,0
West New Malaysia Restaurant,77,3.7,(212) 964-0284,"48 Bowery Street, New York",10013,Malaysian,Coney Shack,127,4.5,(347) 856-8356,2909 W 8th St,11224,Food Trucks,0
Belmont Casino,7,3.0,(920) 563-4646,29 Sherman Ave W,53538,Bar Food,Jon & Vinny’s,236,3.5,(323) 334-3369,412 N Fairfax AveApt 12,90036,Italian,0
Redstone American Grill,113,3.6,(630) 268-0313,13 Lincoln Court,60181,"American, BBQ",Newell’s Deli,1,5.0,(608) 890-1256,35 N Park St,53715,Delis,0
Mario's Peruvian Seafood Restaurant,49,4.0,(562) 902-8299,15720 Imperial Hwy,90638,"Latin American, Seafood",Tap Room At Hawks Landing,9,4.0,(608) 848-5751,88 Hawks Landing Cir,53593,American (New),0
Brooklyn Bowl,90,3.5,(718) 963-3369,"61 Wythe Ave, Brooklyn",11211,"American, Southern",Cochon Volant,116,4.0,(312) 754-6560,100 W Monroe St,60603,French,0
The Standard Grill,402,3.8,(212) 645-4100,"The Standard High Line, 848 Washington Street, New York",10014,"French, American",Kush Sake Bar,123,4.5,(213) 265-7609,1356 Allison Ave,90026,Japanese,0
Einstein Bros Bagels,40,3.3,(608) 257-9828,"652 State St, Madison",53703,"Coffee and Tea, Sandwich",China Kitchen,6,3.0,(608) 826-4432,6608 Mineral Point Rd,53705,Chinese,0
Sevilla,167,3.6,(212) 243-9513,"62 Charles Street, New York",10014,"Spanish, Seafood",Sweetsalt,653,4.0,(818) 509-7790,10218 Riverside Dr,91602,Sandwiches,0
Blueberry Hill Pancake House,70,4.0,(630) 734-1300,"7340 Route 83, Chicago",60561,American,The People’s Last Stand,212,4.0,(214) 370-8755,5319 E Mockingbird LnSte 210,75206,Bars,0
King Torta,88,4.3,(323) 222-7006,"4507 Valley Blvd, Los Angeles",90032,Mexican,Dickey’s Barbecue Pit,14,3.5,(608) 827-9000,8225 Greenway BlvdSte 120,53562,Barbeque,0
Good 2 Go Taco,465,4.2,(214) 519-9110,"1146 Peavy Road, Dallas",75218,Mexican,Taverna Kyclades,415,4.0,(212) 432-0011,228 1st Ave,10009,Greek,0
Trestle on Tenth,98,3.9,(212) 645-5659,"242 10th Avenue, New York",10001,"European, New American, French",Daikokuya,736,4.0,(310) 575-4999,2208 Sawtelle Blvd,90064,Ramen,0
Aranda's,127,4.0,(608) 842-0683,"142 Market Street, Deforest",53532,Mexican,Ten Bells Tavern,177,4.0,(214) 943-2677,232 W 7th St,75208,Pubs,0
Pok Pok Phat Thai,8,3.2,(213) 628-3071,"727 N Broadway, Los Angeles",90012,Thai,The Fix Burger,474,4.0,(323) 661-8494,2520 Hyperion Ave,90027,Burgers,0
Brick House Tavern + Tap,103,3.4,(630) 963-1104,1461 Butterfield Road,60515,"American, Burger, Bar Food",The Cooper’s Tavern,264,3.5,(608) 256-1600,20 W Mifflin St,53703,American (New),0
Tropicalia Brazilian Grill,121,3.8,(323) 644-1798,"1966 Hillhurst Ave, Los Angeles",90027,"Brazilian, Latin American",Ginger Root,10,2.5,(608) 890-3000,1308 W Dayton St,53715,Asian Fusion,0
Phoenix,298,3.8,(312) 328-0848,"2131 S. Archer Avenue, Chicago",60616,"Asian, Chinese, Dim Sum",Monti’s,381,4.5,(773) 942-6012,4757 N Talman Ave,60625,Cheesesteaks,0
Folliero Pizza & Italian Food,149,3.8,(323) 254-0505,"5566 N Figueroa St, Los Angeles",90042,"Italian, Pizza",The Aberdeen Tap,214,4.5,(312) 929-3845,440 N Aberdeen St,60642,Bars,0
Weber Grill Restaurant,174,3.4,(630) 953-8880,2331 Fountain Square Drive,60148,"Steakhouse, American",Pig And Khao,625,4.0,(347) 704-2398,68 Clinton St,10002,Filipino,0
Iron Wok,84,3.3,(972) 818-7667,"4520 Frankford Road, Suite 100, Dallas",75287,Chinese,Pollos El Brasero,67,4.0,(213) 381-6060,2281 W Pico Blvd,90006,Peruvian,0
Kuma's Corner,1554,4.3,(773) 604-8769,"2900 W. Belmont Avenue, Chicago",60618,"Burger, American",Cali’s,25,4.5,(213) 944-0075,534 S Westmoreland AveSte 104,90020,Korean,0
Hara Sushi,68,3.9,(310) 820-1021,"12222 willshire blvd, Los Angeles",90025,Japanese,Ñaño Ecuadorian Kitchen,146,4.5,(646) 649-4678,691 10th Ave,10036,Latin American,0
Bodrum,178,3.5,(212) 799-2806,"584 Amsterdam Avenue, New York",10024,"Mediterranean, Turkish",Two 8 Two,399,4.0,(718) 596-2282,282 Atlantic Ave,11201,Burgers,0
Joe's Crab Shack,91,3.3,(847) 517-1212,2000 E. Golf Road,60173,Seafood,Frankie’s,56,4.0,(214) 741-1919,1303 Main St,75202,Sports Bars,0
Del Posto,454,3.8,(212) 497-8090,"85 10th Avenue, New York",10011,Italian,Le Parisien,611,4.0,(212) 889-5489,163 E 33rd St,10016,French,0
Superba Snack Bar,99,3.8,(310) 399-6400,533 Rose Ave,90291,"Italian, California",Han Dynasty,590,4.0,(212) 390-8685,90 3rd Ave,10003,Szechuan,0
Taylor's Steak House,181,3.8,(213) 382-8449,"3361 W 8th St, Los Angeles",90005,"American, Steakhouse",Los Mexicans de Europa,1,4.0,(608) 826-8532,475 N Charter St,53706,Spanish,0
Terroni,19,3.4,(323) 954-0300,"802 South Spring St 1st Floor, Los Angeles",90015,"Italian, Pizza",Nana,730,4.0,(312) 929-2486,3267 S Halsted St,60608,American (New),0
Bangkok Cuisine,10,3.1,(608) 250-6280,"600 Williamson St., Madison",53703,Thai,Hakka Bakka,37,4.5,(872) 802-3968,1251 W Fullerton Ave,60614,Indian,0
Y.O. Ranch Steakhouse,194,3.4,(214) 744-3287,702 Ross Avenue,75202,"American, Steakhouse",Sun Nong Dan,138,4.5,(213) 365-0303,3470 W 6th StSte 7,90020,Korean,0
Stacked,145,4.1,(708) 422-5555,5273 W. 95th Street,60453,"American, Burger, Sandwich",Five Guys Burgers and Fries,59,3.5,(608) 255-2520,517 State St,53703,Burgers,0
Zuzu Cafe,60,3.9,(608) 260-9898,"1336 Drake St, Madison",53715,"Desserts, Sandwich",Le Barricou,728,4.0,(718) 782-7372,533 Grand St,11211,Breakfast & Brunch,0
Schmackary's,88,4.7,(646) 801-9866,"362 W 45th Street, New York, NY",10036,"Coffee and Tea, Desserts",Uno Pizzeria & Grill,34,3.5,(608) 244-3266,3010 Crossroads Drive,53718,Pizza,0
P.F. Chang's,125,3.4,(972) 818-3336,"18323 Dallas Parkway, Dallas",75287,"Asian, Chinese, Vegetarian",Pho Crimson,141,3.5,(469) 547-5443,3000 Blackburn StSte 140C,75204,Vietnamese,0
Aureole,204,3.6,(212) 319-1660,"135 W 42nd Street, New York",10036,New American,Cosmo’s Bar & Lounge,131,4.0,(214) 826-4200,1212 Skillman St,75206,Pizza,0
New Japan Take Out,80,4.3,(310) 477-0557,"11283 Santa Monica Blvd, Los Angeles",90025,"Japanese, Sushi",Lamarca Cheese Shop,55,4.5,(212) 673-7920,161 E 22nd St,10010,Cheese Shops,0
Claudette,8,3.0,(212) 868-2424,"24 Fifth Avenue, New York",10003,French,Umami Burger,873,3.5,(213) 413-8626,852 S Broadway,90015,Burgers,0
St. Anselm,59,3.6,(718) 384-5054,"355 Metropolitan Ave, Brooklyn",11211,"American, Steakhouse",Bandera Restaurant,1171,4.0,(312) 644-3524,535 N Michigan Ave,60611,Jazz & Blues,0
Shamrock Bar,25,3.3,(608) 255-5029,"117 W Main St, Madison",53703,Bar Food,The Shakespeare,151,4.0,(646) 837-6779,24 E 39th St,10016,Pubs,0
Nook Restaurant,144,3.9,(212) 247-5500,"746 9th Avenue, New York",10019,New American,Urban Blend,25,4.5,(978) 304-5094,Antioch Church805 Elm St,75202,Cafes,0
Rick's Old Fashioned Burgers,46,3.4,(214) 348-8400,"11620 Plano Road, Dallas",75243,"American, Burger",Christy’s Landing,16,3.0,(608) 222-5391,2952 Waubesa Ave,53711,American (Traditional),0
Leystra's Venture Restaurant,30,3.4,(608) 643-2004,200 Phillips Blvd,53583,Diner,Sala Thai,71,4.0,(608) 246-1889,36 S Fair Oaks Ave,53714,Thai,0
Panera Bread,50,3.4,(818) 762-2226,12131 Ventura Blvd,91604,Sandwich,Urban Taco,275,3.5,(214) 922-7080,3411 McKinney Ave,75204,Mexican,0
Bella Blu,148,3.5,(212) 988-4624,"967 Lexington Avenue, New York",10021,"Italian, Mediterranean, Pizza",Wolfnights,271,4.0,(646) 669-8070,99 Rivington St,10002,Sandwiches,0
Vinnie's Pizzeria,111,3.5,(718) 782-7078,"148 Bedford Ave, Brooklyn",11249,"Italian, Pizza",Truck Yard,498,4.0,(469) 500-0139,5624 Sears St,75206,"Food Trucks,Burgers,Burgers,Burgers,Burgers,Burgers",0
Village Bar,60,3.5,(608) 233-9956,"3801 Mineral Point Rd, Madison",53705,"Burger, Sandwich",Wurstküche,6856,4.0,(213) 687-4444,800 E 3rd St,90013,Hot Dogs,0
Panera Bread,50,3.4,(818) 762-2226,12131 Ventura Blvd,91604,Sandwich,Amalia’s Restaurant,224,4.0,(323) 644-1515,751 N Virgil Ave,90029,Latin American,0
Lucky's Famous Burgers,91,3.7,(212) 247-6717,"370 W 52nd Street, New York",10019,"American, Burger",Organic Corner Cafe,48,4.5,(213) 250-5550,1001 Wilshire Blvd,90017,Cafes,0
District Pub,11,3.0,(818) 732-7319,"5249 Lankershim Blvd, Los Angeles",91601,"Burger, Bar Food",Victory Tavern,90,3.0,(214) 432-1900,2501 N Houston St,75219,American (New),0
By Chloe,7,3.1,(212) 290-8000,"185 Bleecker Street, New York",10012,"Vegetarian, Healthy Food",Torchy’s Tacos,169,3.5,(972) 354-8226,Casa Linda Plaza9440 Garland Rd,75218,Tex-Mex,0
Yolk,8,3.0,(214) 855-9655,"1722 Routh Street, Dallas",75201,Cafe,The Golden State,1150,4.0,(323) 782-8331,426 N Fairfax Ave,90036,Burgers,0
Joanne Trattoria,173,3.5,(212) 721-0068,"70 W 68th Street, New York",10023,Italian,The Madison Blind,11,4.5,(608) 257-4391,601 Langdon St,53703,American (New),0
Pizzeria Brandi,87,3.7,(312) 794-5900,"67 E. Cermak Road, Chicago",60616,"Italian, Pizza",Charlatan,155,4.0,(312) 818-2073,1329 W Chicago Ave,60642,Italian,0
Indie Cafe,294,3.8,(773) 561-5577,"5951 N. Broadway Street, Chicago",60660,"Asian, Japanese, Thai, Sushi",Chipotle Mexican Grill,26,3.5,(608) 242-7334,4628 E Washington Ave,53704,Mexican,0
Reynard,27,3.4,(718) 460-8004,"Wythe Hotel, 80 Wythe Avenue, Brooklyn",11211,American,Five-Sixty,527,3.5,(214) 571-5784,Reunion Tower300 E Reunion Blvd,75207,Asian Fusion,0
Fair Oaks Diner,37,3.5,(608) 216-5160,"44 S Fair Oaks Ave, Madison",53714,"Breakfast, Diner, Sandwich",Fontano Foods,99,4.5,(312) 421-4474,1058 W Polk St,60607,Sandwiches,0
Headquarters Bar & Grill,13,3.1,(608) 291-0750,101 Concord Dr,53575,"Burger, Bar Food",Guelaguetza Restaurante,941,4.0,(213) 427-0608,3014 W Olympic Blvd,90006,Mexican,0
Community Tavern,12,3.0,(773) 283-6080,"4038 N. Milwaukee Avenue, Chicago",60641,New American,Jimmy John’s,7,2.5,(608) 242-0736,1791 Thierer Rd,53704,Sandwiches,0
Anna's Pizzeria,166,4.0,(608) 825-2660,1609 W Main St,53590,Pizza,Kenichi,184,3.5,(214) 871-8883,2400 Victory Park Ln,75219,Sushi Bars,0
The Pikey,48,4.3,(323) 850-5400,"7617 W Sunset Blvd, Los Angeles",90046,British,Café Orlin,1442,4.0,(212) 777-1447,41 St Marks Pl,10003,Breakfast & Brunch,0
R.J. Grunts,352,3.8,(773) 929-5363,"2056 N. Lincoln Park West, Chicago",60614,"American, Burger",Forno Pizzeria E Trattoria,85,4.5,(718) 424-1200,52-27 69th St,11378,Italian,0
Milk Bar Brooklyn,67,3.5,(718) 230-0844,"620 Vanderbilt Avenue, Brooklyn",11238,"Cafe, American",Nick’s Bar & Restaurant,59,3.5,(608) 255-5450,226 State St,53703,Bars,0
Papa John's Pizza,28,3.1,(608) 257-7272,"515 University Ave, Madison",53703,"Fast Food, Pizza",Community Los Feliz,189,4.5,(323) 913-0478,2044 Hillhurst Ave,90027,Sandwiches,0
Grotta Azzurra Ristorante,283,3.5,(212) 925-8775,"177 Mulberry Street, New York",10013,Italian,Original Market Diner,206,3.5,(214) 521-0992,4434 Harry Hines Blvd,75219,American (Traditional),0
Tacombi at Fonda Nolita,136,4.3,(917) 727-0179,"267 Elizabeth Street, New York",10012,"Latin American, Mexican",House of Macau,69,4.0,(323) 745-5038,1600 Vine St,90028,Chinese,0
Hearth,201,3.7,(646) 602-1300,"403 East 12th Street, New York",10009,"Italian, American",Turntable Chicken Jazz,925,4.0,(212) 714-9700,314 5th Ave2nd Fl,10001,Chicken Wings,0
Capannari Ice Cream,199,4.2,(847) 392-2277,10 S. Pine Street,60056,"Desserts, Ice Cream",Lavash Mediterranean Grill,36,4.0,(312) 631-3484,651 W Washington Blvd,60661,"Mediterranean,Airlines",0
KJ's Curry Bowl,21,3.0,(608) 841-1005,"7005 Tree Lane, Madison",53717,Asian,Buckingham’s Bar & Grill,10,3.0,(608) 251-4744,802 Regent St,53715,Sports Bars,0
Once Upon a Tart,118,3.5,(212) 387-8869,"135 Sullivan Street, New York",10012,Desserts,Steak Escape,1,4.0,(608) 249-7600,213 East Towne Mall,53704,Steakhouses,0
Hillstone,1059,3.8,(214) 691-8991,"8300 Preston Road, Suite A, Dallas",75225,"American, Seafood, Steakhouse",Lazy Dog Restaurant & Bar,74,4.5,(469) 754-1300,5100 Beltline RdSte 500,75254,Bars,0
Madison's,37,2.9,(608) 229-0900,"119 King St, Madison",53703,"American, Burger, Bar Food",Cafe La Bellitalia,65,4.0,(608) 243-1200,1026 N Sherman Ave,53704,Italian,0
Benny's Tacos & Chicken Rotisserie,54,3.9,(310) 670-8226,"7101 W Manchester Ave, Los Angeles",90045,"Fast Food, Mexican",Perch,3132,4.0,(213) 802-1770,448 S Hill St,90013,Lounges,0
Umami Food Cart,4,3.0,(608) 819-6319,"700 State St, Madison",53703,Asian,mEAT Streeterville,173,4.0,(773) 328-8320,215 E Chestnut St,60611,"American (New),American (New)",0
Ben Ash Delicatessen,153,1.7,(212) 265-1818,"857 7th Avenue, New York",10019,Sandwich,Salt & Fat,837,4.0,(718) 433-3702,41-16 Queens Blvd,11104,American (New),0
Rise n Shine Cafe,30,3.6,(818) 352-5755,9685 Sunland Blvd,91040,American,Bricolage,89,4.5,(718) 230-1835,162 5th Ave,11217,Vietnamese,0
Westwood Tavern & Tap,90,3.4,(847) 969-9500,1385 Meacham Road,60173,"American, Asian, Burger, Sushi",KaGaYa,483,4.5,(213) 617-1016,418 E 2nd St,90012,Japanese,0
Bel Air Bar & Grill,43,3.4,(310) 440-5544,"662 N Sepulveda Blvd, Los Angeles",90049,"American, California",Marigold Kitchen,357,4.0,(608) 661-5559,118 S Pinckney St,53703,Breakfast & Brunch,0
Coolhaus,20,3.4,(310) 424-5559,8588 Washington Blvd.,90232,Desserts,RM Champagne Salon,335,4.0,(312) 243-1199,116 N Green St,60607,Champagne Bars,0
Govinda's Natural Food,83,4.3,(310) 836-1269,"3764 Watseka Ave, Los Angeles",90034,"Indian, Vegetarian",Gigi’s Bakery & Café,372,4.0,(213) 483-6152,2200 W Temple St,90026,Bakeries,0
Four Belly,12,3.0,(773) 661-6182,"3227 N. Clark Street, Chicago",60657,"Asian, BBQ, Japanese",Wirtshaus,472,4.0,(323) 931-9291,345 N La Brea Ave,90036,German,0
Blind Faith Cafe,235,3.6,(847) 328-6875,525 Dempster Street,60201,Vegetarian,Firexbox,158,4.0,(214) 503-8888,9918 Plano Rd,75238,Japanese,0
Caffe Napoli,106,3.4,(212) 226-8705,"191 Hester Street, New York",10013,Italian,Berlins,286,4.5,(323) 746-5409,8474 W 3rd St,90048,Bubble Tea,0
Vapiano,43,3.3,(312) 384-1960,"44 S. Wabash Avenue, Chicago",60603,"Italian, Pizza",Powerplant Super Food Cafe,158,4.5,(323) 965-2233,5671 W Pico Blvd,90019,Gluten-Free,0
Kismat Indian Restaurant,320,3.9,(212) 795-8633,"603 Fort Washington Avenue, New York",10040,Indian,Rockwell’s Neighborhood Grill,305,4.0,(773) 509-1871,4632 N Rockwell St,60625,American (New),0
Wasabi,55,3.5,(773) 227-8180,"2115 N. Milwaukee Avenue, Chicago",60647,"Asian, Japanese, Sushi, Ramen",Capriotti’s Sandwich Shop,30,3.5,(608) 833-5551,610 Junction RdSte 113,53717,Sandwiches,0
Vientiane Palace,178,3.6,(608) 255-2848,"151 W Gorham St, Madison",53703,Thai,Home Style Taste Chinese,69,4.0,(312) 949-9328,3205 S Halsted St,60608,Chinese,0
Noodles in the Pot,143,3.8,(773) 975-6177,"2453 N. Halsted Street, Chicago",60614,Thai,Milio’s Sandwiches,5,3.0,(608) 245-2700,4292 E Towne Blvd,53704,Sandwiches,0
Cowboy Chicken,193,4.0,(214) 234-0505,"5315 Greenville Avenue, Dallas",75206,American,Holy Ravioli,15,4.5,(214) 696-3993,4446 Lovers Ln,75225,Italian,0
Hack's Sports Page,22,3.3,(608) 835-8611,126 Braun Rd,53575,American,Applebee’s,15,2.5,(608) 271-5450,660 S Whitney Way,53711,Sports Bars,0
Gyu-Kaku,164,3.6,(212) 475-2989,"34 Cooper Square, New York",10003,"Asian, Japanese",Pizza Pit Extreme,12,3.5,(608) 271-3333,6628 Odana Rd,53719,"Pizza,Pizza,Pizza,Pizza",0
