#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,ltable.FirstAuthor,ltable.ISBN13,ltable.Publisher,ltable.Title,rtable.Author1,rtable.ISBN13,rtable.Publisher,rtable.Title
136,122,447,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781512149340,CreateSpace Publishing,Autobiography of Benjamin Franklin: A Founding Father
137,122,488,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781883011536,Library of America,"Benjamin Franklin: Autobiography, Poor Richard, and Later Writings"
138,122,571,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940148136941,Bybliotech,"The Benjamin Franklin Anthology: The Autobiography, The Memoirs, The Silence Dogood Letters and Over 80 Other Works"
139,122,628,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940012753205,"Five Star Publishing, LLC",Franklin's Autobiography [Illustrated]
140,122,710,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781497421318,CreateSpace Publishing,The Autobiography of Benjamin Franklin
141,122,903,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940016734408,The St. George Press,Benjamin Franklin: My Autobiography
142,122,958,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin: 1757-1790,9781596985759,Regnery Publishing,The The Compleated Autobiography
143,122,1078,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781400108985,"Tantor Media, Inc.","The Autobiography of Benjamin Franklin, with eBook"
144,122,1079,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781598530957,Library of America,Benjamin Franklin: The Autobiography
145,122,1123,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781596052314,Cosimo,"The Autobiography Of Benjamin Franklin, Including Poor Richard's Almanac, And Familiar Letters"
146,122,1144,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781290477079,HardPress Publishing,"Little Masterpieces ; Selections From Autobiography, Poor Richard's Almanac, Advice to a Young Tradesman, the Whistle, Necessary Hints to Those That Would Be Rich, Motion for Prayers, Selected Letters"
147,122,1500,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940017704479,"Boston, New York [etc.] Houghton, Mifflin and company",The autobiography of Benjamin Franklin and a sketch of Franklin's life from the point where the autobiography ends
148,122,1526,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9780940450295,Library of America,"Benjamin Franklin: Writings (The Autobiography, Poor Richard's Almanack, Bagatelles, Pamphlets, Essays, & Letters) (Library of America)"
149,122,1552,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940017678008,"New York, London, Macmillan Co",Autobiography of Benjamin Franklin; with an introduction and notes
150,122,1554,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Horatio Hastings Weld Benjamin Franklin,2940017483688,Harper &amp; Brothers Publishers,Benjamin Franklin: His Autobiography: With a Narrative of His Public Life ...
151,122,1638,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940017484579,Philadelphia : J.B. Lippincott ; London : Tr¸bner &amp; Co,"Autobiography of Benjamin Franklin : edited from his manuscript, with notes and an introduction"
152,122,1712,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781330154151,FB &amp;c Ltd,Life of Benjamin Franklin: On the Basis of His Autobiography (Classic Reprint)
153,122,1791,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940017704509,Newson and Company,The autobiography of Benjamin Franklin : with a continuation drawn from his letters : edited for use in schools
154,122,1827,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940017335871,New York : D. Appleton and Company,Autobiography ; Poor Richard ; Letters
155,122,1884,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Horatio Hastings Weld Benjamin Franklin,2940017483718,HarperCollins Publishers,Benjamin Franklin: His Autobiography; with a Narrative of His Public Life ...
156,122,1921,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781294997160,Scholar's Choice,Franklin's autobiography - Scholar's Choice Edition
157,122,1960,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Franklin Benjamin 1706-1790,9781313898133,HardPress Publishing,The Autobiography of Benjamin Franklin
158,122,2161,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,John Woolman Benjamin Franklin,2940027397265,P.F. Collier,The Autobiography of Benjamin Franklin: The Journal of John Woolman. Fruits ...
159,122,2217,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940026646449,"Houghton, Mifflin and company",The Autobiography of Benjamin Franklin: With Notes and a Sketch of Franklin's Life from the ...
160,122,2276,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781297173585,Scholar's Choice,The Autobiography and Essays - Scholar's Choice Edition
161,122,2302,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940026646524,The Macmillan co.,Autobiography of Benjamin Franklin: With Introduction and Notes
162,122,2317,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,William MacDonald Benjamin Franklin,2940017623817,E. P. Dutton,The Autobiography of Benjamin Franklin: Now First Printed in England from ...
163,122,2336,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940026646555,E. Maynard &amp; Co.,The Autobiography of Benjamin Franklin. (Complete): Prepared for Use in ...
164,122,2529,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940022384048,"New York and London, G.P. Putnam''s sons",The autobiography of Benjamin Franklin; the unmutilated and correct version;
165,122,2542,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Franklin Benjamin 1706-1790,9781314378177,HardPress Publishing,The Select Works of Benjamin Franklin; Including His Autobiography
166,122,2662,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940017704479,"Boston, New York [etc.] Houghton, Mifflin and company",The autobiography of Benjamin Franklin and a sketch of Franklin's life from the point where the autobiography ends
167,122,2715,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940026618460,The Pocket Library,The Autobiography
168,122,2752,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781298188465,Scholar's Choice,The Autobiography of Benjamin Franklin - Scholar's Choice Edition
169,122,2831,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940026646487,"Houghton, Mifflin and company",The Autobiography of Benjamin Franklin and a Sketch of Franklin's Life from the Point where the ...
170,122,2969,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940017454565,"London, J. M. Dent; New York, E. P. Dutton","The autobiography of Benjamin Franklin, now first printed in England from the full and authentic text"
171,122,3297,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781297853951,Andesite Press,The Autobiography Of Benj. Franklin: Published Verbatim From The Original Manuscript By His Grandson Will. Temple Franklin. Edited By Jared Sparks
172,122,3403,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9780613456449,San Val,Benjamin Franklin : The Autobiography and Other Writings
173,122,3449,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9781297613395,Andesite Press,"The Autobiography of Benjamin Franklin, Poor Richard's Almanac, and Other Papers"
174,122,3476,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940026468027,Derby &amp; Jackson,Benjamin Franklin : His Autobiography: His Autobiography; with a Narrative of His Public Life ...
175,122,3515,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940014070621,Northpointe Classics,"THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN [Deluxe Edition] Includes Photos, Illustrations, PLUS BONUS ENTIRE AUDIOBOOK"
176,122,3575,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,2940017678770,"New York, A. L. Burt Co","The autobiography of Benjamin Franklin, Poor Richard's almanac, and other papers"
177,122,3611,Benjamin Franklin,9781275666788,Gale Ecc,Benjamin Franklin: His Autobiography.,Benjamin Franklin,9780395051306,Cengage Learning,Autobiography and Other Writings / Edition 1
178,123,1107,Rafer Johnson,9780385487610,WaterBrook Press,The Best that I Can Be: An Autobiography,Rafer Johnson,9780385487610,The Crown Publishing Group,The Best That I Can Be: An Autobiography
179,125,1300,Cornell Woolrich,9780879725358,Popular Press 1,Blues of a Lifetime: The Autobiography of Cornell Woolrich,Cornell Woolrich,9780879725365,University of Wisconsin Press,Blues of a Lifetime: The Autobiography of Cornell Woolrich
180,126,9,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9780520279940,University of California Press,"Autobiography of Mark Twain, Volume 3: The Complete and Authoritative Edition"
181,126,26,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9780520272781,University of California Press,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition"
182,126,107,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9788026804529,e-artnow Editions,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain Mark Twain"
183,126,151,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9780520952447,University of California Press,"Autobiography of Mark Twain: Volume 1, Reader's Edition"
184,126,220,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9781608427710,KRE,Autobiography of Mark Twain - 100th Anniversary Edition
185,126,250,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,2940013663541,WDS Publishing,Mark Twain's Autobiography VOL 1 & 2
186,126,289,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,2940012096456,Literary Classics Press,THE AUTOBIOGRAPHY OF MARK TWAIN Nook Edition (100th Anniversary Newly Edited and Commented Version) Special Nook Enabled Features The Autobiography of Mark Twain NOOKbook
187,126,334,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,2940000737101,B&amp;R Samizdat Express,Chapters from my Autobiography
188,126,446,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,2940011938245,Baxter St.,Mark Twain's Autobiography
189,126,469,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9781477475539,CreateSpace Independent Publishing Platform,Autobiography of Mark Twain Volume 2
190,126,537,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9788026804642,e-artnow Editions,The Mark Twain Autobiography + 3 Biographies: 4 Mark Twain Biographies In 1 Book: Chapters From My Autobiography By Mark Twain + My Mark Twain By William Dean Howells' + Mark Twain A Biography By Albert Bigelow Paine + The Boys' Life Of Mark Twain By Albe
191,126,649,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,2940000737040,B&amp;R Samizdat Express,A Burlesque Autobiography
192,126,755,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9781441778437,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 1: The Complete and Authoritative Edition"
193,126,930,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9781608429943,KRE,Autobiography Of Mark Twain - Abridged Edition
194,126,938,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9781504637169,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 3"
195,126,969,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,2940016310794,Unforgotten Classics,"Autobiography of Mark Twain, the authentic original version"
196,126,1045,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9781607788249,MobileReference,Mark Twain's Burlesque Autobiography
197,126,1051,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,2940011919084,WHITE DOG PUBLISHING,"A Burlesque Autobiography and, First Romance"
198,126,1470,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9782819913436,pubOne.info,Is Shakespeare Dead? From my autobiography.
199,126,1592,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9781441778475,Findaway World,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition [With Earbuds]"
200,126,1772,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9780766161375,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2"
201,126,2889,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Twain Mark,9781297300837,Scholar's Choice,Mark Twain's Burlesque Autobiography: First Romance - Scholar's Choice Edition
202,126,3135,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Roy J . Friedman Mark Twain Collection Mark Twain,2940018903741,Harper &amp; Brothers Publishers,Is Shakespeare Dead?: From My Autobiography
203,126,3325,Mark Twain, , ,"Autobiography of Mark Twain: The Authentic, Original Version",Mark Twain,9780766161375,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2"
204,128,255,Fred Astaire,9780809591046, ,Steps In Time: An Autobiography,Fred Astaire,9780061567568,HarperCollins Publishers,Steps in Time: An Autobiography
205,130,190,Jon E. Lewis,9781849010832,Robinson Publishing,Rome: The Autobiography: The rise and fall of the Roman empire by those who saw it.,Jon E. Lewis,9781472107824,"Little, Brown Book Group",Spitfire: The Autobiography
206,130,290,Jon E. Lewis,9781849010832,Robinson Publishing,Rome: The Autobiography: The rise and fall of the Roman empire by those who saw it.,Jon E. Lewis,9781849019330,"Little, Brown Book Group",SAS: The Autobiography
207,130,434,Jon E. Lewis,9781849010832,Robinson Publishing,Rome: The Autobiography: The rise and fall of the Roman empire by those who saw it.,Jon E. Lewis,9781780337548,"Little, Brown Book Group",Rome: The Autobiography
208,130,539,Jon E. Lewis,9781849010832,Robinson Publishing,Rome: The Autobiography: The rise and fall of the Roman empire by those who saw it.,Jon E. Lewis,9781849012638,"Little, Brown Book Group",World War II: The Autobiography
209,130,644,Jon E. Lewis,9781849010832,Robinson Publishing,Rome: The Autobiography: The rise and fall of the Roman empire by those who saw it.,Jon E. Lewis,9781780337500,"Little, Brown Book Group",London: the Autobiography
210,130,1147,Jon E. Lewis,9781849010832,Robinson Publishing,Rome: The Autobiography: The rise and fall of the Roman empire by those who saw it.,Jon E. Lewis,9781459642973,ReadHowYouWant.com Pty Limited,Spitfire: The Autobiography: The Plane and the Men That Saved Britain in 1940 in Their Own Words (Large Print 16pt)
